challenger,baseline,split,seed_count,field_rel_l2_delta_mean,field_rel_l2_delta_seed_std,field_rel_l2_delta_ci95_t,field_rel_l2_better_seed_fraction,gradient_rel_l2_delta_mean,gradient_rel_l2_delta_seed_std,gradient_rel_l2_delta_ci95_t,gradient_rel_l2_better_seed_fraction,observed_reprojection_rel_l2_delta_mean,observed_reprojection_rel_l2_delta_seed_std,observed_reprojection_rel_l2_delta_ci95_t,observed_reprojection_rel_l2_better_seed_fraction,heldout_reprojection_rel_l2_delta_mean,heldout_reprojection_rel_l2_delta_seed_std,heldout_reprojection_rel_l2_delta_ci95_t,heldout_reprojection_rel_l2_better_seed_fraction,mass_relative_error_delta_mean,mass_relative_error_delta_seed_std,mass_relative_error_delta_ci95_t,mass_relative_error_better_seed_fraction,centroid_error_delta_mean,centroid_error_delta_seed_std,centroid_error_delta_ci95_t,centroid_error_better_seed_fraction
quality_channel_residual,residual_reference,test_iid,3,0.03149375679592292,0.04987192786102071,0.12388873675725351,0.3333333333333333,0.03755562901496887,0.06139487257823091,0.1525133182796896,0.3333333333333333,0.014655309667189911,0.025542528474084246,0.06345115823592928,0.3333333333333333,0.04057963527739048,0.05974153446761427,0.1484061987288328,0.0,0.03268628914762908,0.046190218437543694,0.1147428635346877,0.3333333333333333,0.007498742512226323,0.015307000131781202,0.03802469628112495,0.3333333333333333
quality_channel_residual,residual_reference,test_view_ood,3,0.05500227709611257,0.09221496330362754,0.22907466793021394,0.3333333333333333,0.022104687988758087,0.047664369785072574,0.11840485848991177,0.3333333333333333,0.023707819481690724,0.030997017721642203,0.0770008606741247,0.3333333333333333,0.00881975144147873,0.04330452673709922,0.10757440795712864,0.6666666666666666,-0.135053626523586,0.060997829336421186,0.15152700818951448,1.0,-0.0026810092532938874,0.01612180834243969,0.04004879208506551,0.3333333333333333
quality_channel_residual,residual_reference,test_noise_ood,3,0.025071097382654745,0.04690006511647789,0.11650622043938887,0.3333333333333333,0.03669071663171053,0.06349729715946538,0.15773603046804507,0.3333333333333333,0.019379420516391594,0.02435890774508771,0.060510881346619576,0.3333333333333333,0.03657553795104226,0.07047186968585041,0.1750618291041759,0.6666666666666666,0.017549722930804517,0.04252383331331508,0.10563505798179097,0.6666666666666666,0.0055969961765745075,0.017889632391114234,0.0444403104721171,0.3333333333333333
quality_channel_residual,residual_reference,test_joint_ood,3,0.055386023595929146,0.10706033404830242,0.26595261324197594,0.3333333333333333,0.03441621735692024,0.06845926823735363,0.1700622499472417,0.3333333333333333,0.03932842488090197,0.08065520897219053,0.20035864625692207,0.3333333333333333,0.012141820043325424,0.04504196955266159,0.1118904551772768,0.6666666666666666,-0.173488812011783,0.139651693976277,0.3469140395162861,1.0,0.003453655962705665,0.013227034214467269,0.03285777450677004,0.3333333333333333
quality_channel_residual,residual_reference,test_family_ood,3,0.026373366514841717,0.043837552968774396,0.10889851852058512,0.3333333333333333,0.019494430224100762,0.037656430453562414,0.09354375897959799,0.3333333333333333,0.02398678014675774,0.03907982917229379,0.09707967741565568,0.3333333333333333,0.048215912779172254,0.10048231439211656,0.24961190654540968,0.3333333333333333,-0.09304574036505074,0.06290813316564754,0.15627246597259672,1.0,0.0016989167809408842,0.006847836010526449,0.017010967677630683,0.3333333333333333
fixed_view_gate,absolute_reference,test_iid,3,-0.018001348276933043,0.008298923987406418,0.020615670044065705,1.0,-0.023610527068376536,0.0061958177695421845,0.015391264576452556,1.0,-0.01779561104873816,0.004810230206842499,0.011949274259018044,1.0,-0.016938355565071107,0.007423162241837181,0.018440157265388862,1.0,-0.028994335354461023,0.018454126205601308,0.04584259084473423,1.0,-0.0037889551935062007,0.006776501361568231,0.016833762585999102,0.6666666666666666
fixed_view_gate,absolute_reference,test_view_ood,3,0.06111171282827854,0.02962029798961543,0.07358089926928618,0.0,0.020931280528505642,0.006101743808223067,0.015157571901445996,0.0,0.010831564043958982,0.033419867492373405,0.08301955315950371,0.3333333333333333,0.09793167871733506,0.015777071512552296,0.039192418325312985,0.0,-0.07122490451244327,0.08110138644416712,0.20146701254119254,0.6666666666666666,0.024027627839318177,0.0045070580489990145,0.011196152868566319,0.0
fixed_view_gate,absolute_reference,test_noise_ood,3,-0.024497220447907846,0.005175554291421741,0.012856789594532004,1.0,-0.018059177013734978,0.009786834680135692,0.02431184510759105,1.0,-0.025868836790323257,0.006410017395714701,0.01592336594567053,1.0,-0.02902154220889012,0.00819648442750579,0.02036119607014145,1.0,-0.009277572379990792,0.028972977263212872,0.07197286544123196,0.6666666666666666,0.005929587248531797,0.01082045063261277,0.0268794894746061,0.3333333333333333
fixed_view_gate,absolute_reference,test_joint_ood,3,0.08598017257948716,0.03435245535992381,0.0853362298508065,0.0,0.050383349880576134,0.020565952563257984,0.051088658340457525,0.0,0.06724632096787293,0.0744356512115777,0.18490840827337432,0.0,0.10210656560957432,0.023058370406986675,0.057280167499503404,0.0,-0.0355100224915077,0.0650661369636443,0.16163324458930092,0.6666666666666666,0.024365827296533416,0.007370606022297495,0.0183096003784433,0.0
fixed_view_gate,absolute_reference,test_family_ood,3,-0.003117069602012671,0.011997066769301169,0.02980236599200773,0.6666666666666666,-0.0013876775900522793,0.010721711303146269,0.02663420738264542,0.6666666666666666,-0.005065970619519596,0.008216476140383955,0.020410858238024583,0.6666666666666666,-0.0011130879322687564,0.030983868237448326,0.07696819554454862,0.6666666666666666,0.040395082583806176,0.01939602081915879,0.048182386774766876,0.0,-0.0010931650571964352,0.006986012095011558,0.01735421609996214,0.6666666666666666
