replicate,sample_index,reaction_family,method,iterations,forward_calls,adjoint_calls,field_relative_l2,gradient_relative_l2,front_top10_f1,whitened_data_objective,objective_unit,objective_scale_to_physical,physical_equivalent_whitened_objective,trajectory_elapsed_seconds,source
0,4,annular_kernel,voxel_factor_a_only_pdhg,4,4,4,0.9997315406799316,0.9997455477714539,0.05609755963087082,0.4977096915245056,normalized_b0_per_sample,1370573.444836663,682147.6864413345,0.14283995795994997,gate_b_production_factor_pipeline
0,4,annular_kernel,voxel_factor_a_only_pdhg,8,8,8,0.999096691608429,0.9991532564163208,0.05609755963087082,0.49208390712738037,normalized_b0_per_sample,1370573.444836663,674437.1357402583,0.14283995795994997,gate_b_production_factor_pipeline
0,4,annular_kernel,voxel_factor_a_only_pdhg,16,16,16,0.9971544742584229,0.9974520206451416,0.053658537566661835,0.4726429581642151,normalized_b0_per_sample,1370573.444836663,647791.8873489191,0.14283995795994997,gate_b_production_factor_pipeline
0,4,annular_kernel,voxel_factor_a_only_pdhg,32,32,32,0.9936572909355164,0.9956424832344055,0.04634146764874458,0.4132124185562134,normalized_b0_per_sample,1370573.444836663,566337.9679498784,0.14283995795994997,gate_b_production_factor_pipeline
0,5,oblique_shock,scalar_a_only_pdhg,4,4,4,0.9999836087226868,0.9999895095825195,0.1926829218864441,0.499666303396225,normalized_b0_per_sample,296548.89008152485,148175.48768328896,0.134487374976743,gate_b_production_factor_pipeline
0,5,oblique_shock,scalar_a_only_pdhg,8,8,8,0.9999425411224365,0.9999634027481079,0.1926829218864441,0.49883031845092773,normalized_b0_per_sample,296548.89008152485,147927.5772756362,0.134487374976743,gate_b_production_factor_pipeline
0,5,oblique_shock,scalar_a_only_pdhg,16,16,16,0.999794065952301,0.999869167804718,0.1902438998222351,0.49581781029701233,normalized_b0_per_sample,296548.89008152485,147034.22132623105,0.134487374976743,gate_b_production_factor_pipeline
0,5,oblique_shock,scalar_a_only_pdhg,32,32,32,0.9992790222167969,0.9995470643043518,0.1926829218864441,0.4855137765407562,normalized_b0_per_sample,296548.89008152485,143978.57155245074,0.134487374976743,gate_b_production_factor_pipeline
0,5,oblique_shock,view_block_a_only_pdhg,4,4,4,0.9999656081199646,0.9999760389328003,0.23170731961727142,0.4994688928127289,normalized_b0_per_sample,296548.89008152485,148116.94579386286,0.1325240419828333,gate_b_production_factor_pipeline
0,5,oblique_shock,view_block_a_only_pdhg,8,8,8,0.9998839497566223,0.9999196529388428,0.22926828265190125,0.49818170070648193,normalized_b0_per_sample,296548.89008152485,147735.2304034336,0.1325240419828333,gate_b_production_factor_pipeline
0,5,oblique_shock,view_block_a_only_pdhg,16,16,16,0.9996120929718018,0.9997348189353943,0.22439023852348328,0.49377310276031494,normalized_b0_per_sample,296548.89008152485,146427.8655756821,0.1325240419828333,gate_b_production_factor_pipeline
0,5,oblique_shock,view_block_a_only_pdhg,32,32,32,0.9987890124320984,0.9991934895515442,0.21707317233085632,0.4799511134624481,normalized_b0_per_sample,296548.89008152485,142328.96999068098,0.1325240419828333,gate_b_production_factor_pipeline
0,5,oblique_shock,voxel_factor_a_only_pdhg,4,4,4,0.9999544620513916,0.9999116063117981,0.07804878056049347,0.49833208322525024,normalized_b0_per_sample,296548.89008152485,147779.82617246202,0.149050832958892,gate_b_production_factor_pipeline
0,5,oblique_shock,voxel_factor_a_only_pdhg,8,8,8,0.9998541474342346,0.9997233748435974,0.07560975849628448,0.4943292737007141,normalized_b0_per_sample,296548.89008152485,146592.79745075307,0.149050832958892,gate_b_production_factor_pipeline
0,5,oblique_shock,voxel_factor_a_only_pdhg,16,16,16,0.9995890259742737,0.9992761611938477,0.07560975849628448,0.4808892607688904,normalized_b0_per_sample,296548.89008152485,142607.17653313943,0.149050832958892,gate_b_production_factor_pipeline
0,5,oblique_shock,voxel_factor_a_only_pdhg,32,32,32,0.9993064403533936,0.9992327690124512,0.07064555585384369,0.44081276655197144,normalized_b0_per_sample,296548.89008152485,130722.53665475345,0.149050832958892,gate_b_production_factor_pipeline
0,6,vortex_pair,scalar_a_only_pdhg,4,4,4,0.9998470544815063,0.9998452067375183,0.4731707274913788,0.49951034784317017,normalized_b0_per_sample,1463855.9516292885,731211.1955906408,0.1308039160212502,gate_b_production_factor_pipeline
0,6,vortex_pair,scalar_a_only_pdhg,8,8,8,0.9994709491729736,0.9994648694992065,0.4731707274913788,0.49830785393714905,normalized_b0_per_sample,1463855.9516292885,729450.9177295138,0.1308039160212502,gate_b_production_factor_pipeline
0,6,vortex_pair,scalar_a_only_pdhg,16,16,16,0.9981527328491211,0.9981334805488586,0.4731707274913788,0.49410611391067505,normalized_b0_per_sample,1463855.9516292885,723300.1755845608,0.1308039160212502,gate_b_production_factor_pipeline
0,6,vortex_pair,scalar_a_only_pdhg,32,32,32,0.9938378930091858,0.9937930703163147,0.4731707274913788,0.48049667477607727,normalized_b0_per_sample,1463855.9516292885,703377.9171090433,0.1308039160212502,gate_b_production_factor_pipeline
0,6,vortex_pair,view_block_a_only_pdhg,4,4,4,0.999772310256958,0.9997643828392029,0.49024394154548645,0.49934613704681396,normalized_b0_per_sample,1463855.9516292885,730970.814639073,0.13288470898987725,gate_b_production_factor_pipeline
0,6,vortex_pair,view_block_a_only_pdhg,8,8,8,0.9992318153381348,0.9992067217826843,0.4853658676147461,0.49777981638908386,normalized_b0_per_sample,1463855.9516292885,728677.9468220948,0.13288470898987725,gate_b_production_factor_pipeline
0,6,vortex_pair,view_block_a_only_pdhg,16,16,16,0.9974339604377747,0.9973598718643188,0.4878048896789551,0.49250906705856323,normalized_b0_per_sample,1463855.9516292885,720962.3290450661,0.13288470898987725,gate_b_production_factor_pipeline
0,6,vortex_pair,view_block_a_only_pdhg,32,32,32,0.9920254349708557,0.9918549060821533,0.4878048896789551,0.476464182138443,normalized_b0_per_sample,1463855.9516292885,697474.9287615411,0.13288470898987725,gate_b_production_factor_pipeline
0,6,vortex_pair,voxel_factor_a_only_pdhg,4,4,4,0.9989305138587952,0.9987906813621521,0.178048774600029,0.4967859387397766,normalized_b0_per_sample,1463855.9516292885,727223.053109965,0.13354870799230412,gate_b_production_factor_pipeline
0,6,vortex_pair,voxel_factor_a_only_pdhg,8,8,8,0.9964489340782166,0.9960201978683472,0.17560975253582,0.4891604483127594,normalized_b0_per_sample,1463855.9516292885,716060.4335642838,0.13354870799230412,gate_b_production_factor_pipeline
0,6,vortex_pair,voxel_factor_a_only_pdhg,16,16,16,0.9887093305587769,0.9877040386199951,0.17317073047161102,0.46417036652565,normalized_b0_per_sample,1463855.9516292885,679478.553608521,0.13354870799230412,gate_b_production_factor_pipeline
0,6,vortex_pair,voxel_factor_a_only_pdhg,32,32,32,0.9698216319084167,0.970334529876709,0.16585366427898407,0.39411625266075134,normalized_b0_per_sample,1463855.9516292885,576929.4220912732,0.13354870799230412,gate_b_production_factor_pipeline
0,7,multi_plume,scalar_a_only_pdhg,4,4,4,0.99989914894104,0.9998937845230103,0.4097560942173004,0.499519944190979,normalized_b0_per_sample,343145.04202473164,171407.7922416051,0.1373578329803422,gate_b_production_factor_pipeline
0,7,multi_plume,scalar_a_only_pdhg,8,8,8,0.9996599555015564,0.999642014503479,0.4097560942173004,0.4983825087547302,normalized_b0_per_sample,343145.04202473164,171017.48691103308,0.1373578329803422,gate_b_production_factor_pipeline
0,7,multi_plume,scalar_a_only_pdhg,16,16,16,0.9988667964935303,0.9988085031509399,0.4097560942173004,0.4946223199367523,normalized_b0_per_sample,343145.04202473164,169727.19676106714,0.1373578329803422,gate_b_production_factor_pipeline
0,7,multi_plume,scalar_a_only_pdhg,32,32,32,0.9965037107467651,0.9963361024856567,0.4097560942173004,0.4835190773010254,normalized_b0_per_sample,343145.04202473164,165917.17410021983,0.1373578329803422,gate_b_production_factor_pipeline
0,7,multi_plume,view_block_a_only_pdhg,4,4,4,0.9998615384101868,0.9998547434806824,0.4097560942173004,0.49934959411621094,normalized_b0_per_sample,343145.04202473164,171349.3374580399,0.24701466603437439,gate_b_production_factor_pipeline
0,7,multi_plume,view_block_a_only_pdhg,8,8,8,0.9995456337928772,0.9995235800743103,0.4097560942173004,0.49786490201950073,normalized_b0_per_sample,343145.04202473164,170839.8727261205,0.24701466603437439,gate_b_production_factor_pipeline
0,7,multi_plume,view_block_a_only_pdhg,16,16,16,0.9985554218292236,0.9984866380691528,0.4121951162815094,0.49321627616882324,normalized_b0_per_sample,343145.04202473164,169244.71981323248,0.24701466603437439,gate_b_production_factor_pipeline
0,7,multi_plume,view_block_a_only_pdhg,32,32,32,0.9958439469337463,0.9956583380699158,0.414634108543396,0.4805777072906494,normalized_b0_per_sample,343145.04202473164,164907.85756439908,0.24701466603437439,gate_b_production_factor_pipeline
0,7,multi_plume,voxel_factor_a_only_pdhg,4,4,4,0.9994884729385376,0.9994716048240662,0.1170731708407402,0.49789321422576904,normalized_b0_per_sample,343145.04202473164,170849.58791933022,0.18030349997570738,gate_b_production_factor_pipeline
0,7,multi_plume,voxel_factor_a_only_pdhg,8,8,8,0.9983429312705994,0.9983065128326416,0.11951219290494919,0.49310749769210815,normalized_b0_per_sample,343145.04202473164,169207.39301826872,0.18030349997570738,gate_b_production_factor_pipeline
0,7,multi_plume,voxel_factor_a_only_pdhg,16,16,16,0.9949344992637634,0.9950303435325623,0.11951219290494919,0.4783214330673218,normalized_b0_per_sample,343145.04202473164,164133.628251216,0.18030349997570738,gate_b_production_factor_pipeline
0,7,multi_plume,voxel_factor_a_only_pdhg,32,32,32,0.9868984222412109,0.9888671040534973,0.12195122241973877,0.4396665692329407,normalized_b0_per_sample,343145.04202473164,150869.40337630702,0.18030349997570738,gate_b_production_factor_pipeline
8,0,plume,scalar_a_only_pdhg,4,4,4,0.9998650550842285,0.9998529553413391,0.47503045201301575,0.4995865821838379,normalized_b0_per_sample,1217372.4989643395,608182.9660021921,0.21879254095256329,gate_b_production_factor_pipeline
8,0,plume,scalar_a_only_pdhg,8,8,8,0.9995347261428833,0.9994930624961853,0.47503045201301575,0.4985749423503876,normalized_b0_per_sample,1217372.4989643395,606951.4234900929,0.21879254095256329,gate_b_production_factor_pipeline
8,0,plume,scalar_a_only_pdhg,16,16,16,0.9983838796615601,0.9982407093048096,0.47804877161979675,0.49506041407585144,normalized_b0_per_sample,1217372.4989643395,602672.93342184,0.21879254095256329,gate_b_production_factor_pipeline
8,0,plume,scalar_a_only_pdhg,32,32,32,0.9946536421775818,0.9941994547843933,0.47804877161979675,0.4837736487388611,normalized_b0_per_sample,1217372.4989643395,588932.7356983239,0.21879254095256329,gate_b_production_factor_pipeline
8,0,plume,view_block_a_only_pdhg,4,4,4,0.9998283982276917,0.9998128414154053,0.4829268157482147,0.499484121799469,normalized_b0_per_sample,1217372.4989643395,608058.233548028,0.13579616701463237,gate_b_production_factor_pipeline
8,0,plume,view_block_a_only_pdhg,8,8,8,0.999415934085846,0.999363124370575,0.48048779368400574,0.49824365973472595,normalized_b0_per_sample,1217372.4989643395,606548.1291444014,0.13579616701463237,gate_b_production_factor_pipeline
8,0,plume,view_block_a_only_pdhg,16,16,16,0.9980198740959167,0.9978434443473816,0.47804877161979675,0.494048535823822,normalized_b0_per_sample,1217372.4989643395,601441.1006655192,0.13579616701463237,gate_b_production_factor_pipeline
8,0,plume,view_block_a_only_pdhg,32,32,32,0.993709146976471,0.9931752681732178,0.47804877161979675,0.4811854958534241,normalized_b0_per_sample,1217372.4989643395,585781.9895524777,0.13579616701463237,gate_b_production_factor_pipeline
8,0,plume,voxel_factor_a_only_pdhg,4,4,4,0.9993754029273987,0.9992912411689758,0.10000000894069672,0.49769309163093567,normalized_b0_per_sample,1217372.4989643395,605877.8826760402,0.1390217500156723,gate_b_production_factor_pipeline
8,0,plume,voxel_factor_a_only_pdhg,8,8,8,0.9978975057601929,0.9976441860198975,0.10000000894069672,0.4921804964542389,normalized_b0_per_sample,1217372.4989643395,599167.000910006,0.1390217500156723,gate_b_production_factor_pipeline
8,0,plume,voxel_factor_a_only_pdhg,16,16,16,0.9931333065032959,0.9926485419273376,0.1024390235543251,0.473884254693985,normalized_b0_per_sample,1217372.4989643395,576893.65935667,0.1390217500156723,gate_b_production_factor_pipeline
8,0,plume,voxel_factor_a_only_pdhg,32,32,32,0.9806214570999146,0.9825307130813599,0.09512194991111755,0.4211035668849945,normalized_b0_per_sample,1217372.4989643395,512639.90154158266,0.1390217500156723,gate_b_production_factor_pipeline
8,1,wavy_front,scalar_a_only_pdhg,4,4,4,0.9998382329940796,0.9998031258583069,0.353658527135849,0.4995068609714508,normalized_b0_per_sample,356346.15655041486,177997.35007773893,0.12942704098531976,gate_b_production_factor_pipeline
8,1,wavy_front,scalar_a_only_pdhg,8,8,8,0.9994658827781677,0.9993501901626587,0.353658527135849,0.4983728229999542,normalized_b0_per_sample,356346.15655041486,177593.24000521388,0.12942704098531976,gate_b_production_factor_pipeline
8,1,wavy_front,scalar_a_only_pdhg,16,16,16,0.9982844591140747,0.9979163408279419,0.353658527135849,0.4947839379310608,normalized_b0_per_sample,356346.15655041486,176314.35460461254,0.12942704098531976,gate_b_production_factor_pipeline
8,1,wavy_front,scalar_a_only_pdhg,32,32,32,0.9949932098388672,0.9939461946487427,0.356097549200058,0.48486119508743286,normalized_b0_per_sample,356346.15655041486,172778.4233298476,0.12942704098531976,gate_b_production_factor_pipeline
8,1,wavy_front,view_block_a_only_pdhg,4,4,4,0.9998054504394531,0.9997623562812805,0.36097562313079834,0.49941518902778625,normalized_b0_per_sample,356346.15655041486,177964.68313295054,0.12906370899872854,gate_b_production_factor_pipeline
8,1,wavy_front,view_block_a_only_pdhg,8,8,8,0.999370276927948,0.9992316365242004,0.35853657126426697,0.498105525970459,normalized_b0_per_sample,356346.15655041486,177497.98973609591,0.12906370899872854,gate_b_production_factor_pipeline
8,1,wavy_front,view_block_a_only_pdhg,16,16,16,0.9980427622795105,0.9976174235343933,0.35853657126426697,0.49410971999168396,normalized_b0_per_sample,356346.15655041486,176074.09963323825,0.12906370899872854,gate_b_production_factor_pipeline
8,1,wavy_front,view_block_a_only_pdhg,32,32,32,0.9945380687713623,0.993388295173645,0.356097549200058,0.4836045503616333,normalized_b0_per_sample,356346.15655041486,172330.62281165956,0.12906370899872854,gate_b_production_factor_pipeline
8,1,wavy_front,voxel_factor_a_only_pdhg,4,4,4,0.9992392063140869,0.9989039301872253,0.14390243589878082,0.49758151173591614,normalized_b0_per_sample,356346.15655041486,177311.25927763886,0.13673295796616003,gate_b_production_factor_pipeline
8,1,wavy_front,voxel_factor_a_only_pdhg,8,8,8,0.9975599050521851,0.9965165257453918,0.14390243589878082,0.4921984374523163,normalized_b0_per_sample,356346.15655041486,175393.02144625268,0.13673295796616003,gate_b_production_factor_pipeline
8,1,wavy_front,voxel_factor_a_only_pdhg,16,16,16,0.9926089644432068,0.9897619485855103,0.14390243589878082,0.4760417342185974,normalized_b0_per_sample,356346.15655041486,169635.6423463913,0.13673295796616003,gate_b_production_factor_pipeline
8,1,wavy_front,voxel_factor_a_only_pdhg,32,32,32,0.9806734919548035,0.9756048917770386,0.14390243589878082,0.43552327156066895,normalized_b0_per_sample,356346.15655041486,155197.04390890698,0.13673295796616003,gate_b_production_factor_pipeline
8,2,thin_front,scalar_a_only_pdhg,4,4,4,0.9999175071716309,0.99991375207901,0.24146340787410736,0.4995928108692169,normalized_b0_per_sample,1298748.3298764098,648845.3287346566,0.13885537500027567,gate_b_production_factor_pipeline
8,2,thin_front,scalar_a_only_pdhg,8,8,8,0.9997125864028931,0.9997001886367798,0.24146340787410736,0.49858391284942627,normalized_b0_per_sample,1298748.3298764098,647535.0241164379,0.13885537500027567,gate_b_production_factor_pipeline
8,2,thin_front,scalar_a_only_pdhg,16,16,16,0.9989839792251587,0.9989436864852905,0.24146340787410736,0.49501121044158936,normalized_b0_per_sample,1298748.3298764098,642894.9828311142,0.13885537500027567,gate_b_production_factor_pipeline
8,2,thin_front,scalar_a_only_pdhg,32,32,32,0.9965354204177856,0.996438205242157,0.24146340787410736,0.48318082094192505,normalized_b0_per_sample,1298748.3298764098,627530.2842266378,0.13885537500027567,gate_b_production_factor_pipeline
8,2,thin_front,view_block_a_only_pdhg,4,4,4,0.999900221824646,0.9998960494995117,0.23902438580989838,0.4995136857032776,normalized_b0_per_sample,1298748.3298764098,648742.5650575417,0.140672541980166,gate_b_production_factor_pipeline
8,2,thin_front,view_block_a_only_pdhg,8,8,8,0.9996553063392639,0.9996414184570312,0.24146340787410736,0.4983213543891907,normalized_b0_per_sample,1298748.3298764098,647194.026754712,0.140672541980166,gate_b_production_factor_pipeline
8,2,thin_front,view_block_a_only_pdhg,16,16,16,0.9987992644309998,0.998755693435669,0.23902438580989838,0.4941699802875519,normalized_b0_per_sample,1298748.3298764098,641802.4365735163,0.140672541980166,gate_b_production_factor_pipeline
8,2,thin_front,view_block_a_only_pdhg,32,32,32,0.9960106015205383,0.9959156513214111,0.24146340787410736,0.48084819316864014,normalized_b0_per_sample,1298748.3298764098,624500.7878018607,0.140672541980166,gate_b_production_factor_pipeline
8,2,thin_front,voxel_factor_a_only_pdhg,4,4,4,0.9991676211357117,0.9985194206237793,0.1170731708407402,0.4974587857723236,normalized_b0_per_sample,1298748.3298764098,646073.7672041521,0.14825704199029133,gate_b_production_factor_pipeline
8,2,thin_front,voxel_factor_a_only_pdhg,8,8,8,0.9971725344657898,0.9950329661369324,0.11951219290494919,0.49126797914505005,normalized_b0_per_sample,1298748.3298764098,638033.4674363927,0.14825704199029133,gate_b_production_factor_pipeline
8,2,thin_front,voxel_factor_a_only_pdhg,16,16,16,0.9907199740409851,0.9844615459442139,0.11951219290494919,0.47015485167503357,normalized_b0_per_sample,1298748.3298764098,610612.8283962411,0.14825704199029133,gate_b_production_factor_pipeline
8,2,thin_front,voxel_factor_a_only_pdhg,32,32,32,0.9750692248344421,0.9667106866836548,0.11936662346124649,0.4070655405521393,normalized_b0_per_sample,1298748.3298764098,528675.6909423289,0.14825704199029133,gate_b_production_factor_pipeline
8,3,double_front,scalar_a_only_pdhg,4,4,4,0.9998890161514282,0.9998491406440735,0.4219512343406677,0.49963438510894775,normalized_b0_per_sample,334414.00849587517,167084.73750665502,0.23974120803177357,gate_b_production_factor_pipeline
8,3,double_front,scalar_a_only_pdhg,8,8,8,0.9996287226676941,0.9994958639144897,0.4219512343406677,0.4987775683403015,normalized_b0_per_sample,334414.00849587517,166798.20597650556,0.23974120803177357,gate_b_production_factor_pipeline
8,3,double_front,scalar_a_only_pdhg,16,16,16,0.9987794160842896,0.9983446598052979,0.4219512343406677,0.49598821997642517,normalized_b0_per_sample,334414.00849587517,165865.40880905025,0.23974120803177357,gate_b_production_factor_pipeline
8,3,double_front,scalar_a_only_pdhg,32,32,32,0.9963083863258362,0.9950092434883118,0.4219512343406677,0.4879288077354431,normalized_b0_per_sample,334414.00849587517,163170.2284554227,0.23974120803177357,gate_b_production_factor_pipeline
8,3,double_front,view_block_a_only_pdhg,4,4,4,0.9998620748519897,0.9998114109039307,0.4243902564048767,0.4995530843734741,normalized_b0_per_sample,334414.00849587517,167057.54940181162,0.18829608301166445,gate_b_production_factor_pipeline
8,3,double_front,view_block_a_only_pdhg,8,8,8,0.9995478987693787,0.9993826150894165,0.4219512343406677,0.49853378534317017,normalized_b0_per_sample,334414.00849587517,166716.6815272317,0.18829608301166445,gate_b_production_factor_pipeline
8,3,double_front,view_block_a_only_pdhg,16,16,16,0.9985644817352295,0.998043954372406,0.4219512343406677,0.49534133076667786,normalized_b0_per_sample,334414.00849587517,165649.07999536593,0.18829608301166445,gate_b_production_factor_pipeline
8,3,double_front,view_block_a_only_pdhg,32,32,32,0.9958691000938416,0.9943984746932983,0.4219512343406677,0.4866201877593994,normalized_b0_per_sample,334414.00849587517,162732.60760363616,0.18829608301166445,gate_b_production_factor_pipeline
8,3,double_front,voxel_factor_a_only_pdhg,4,4,4,0.9993487596511841,0.9990415573120117,0.14390243589878082,0.49770182371139526,normalized_b0_per_sample,334414.00849587517,166438.4619030351,0.15885370795149356,gate_b_production_factor_pipeline
8,3,double_front,voxel_factor_a_only_pdhg,8,8,8,0.9978839755058289,0.9969142079353333,0.14390243589878082,0.49249178171157837,normalized_b0_per_sample,334414.00849587517,164696.15087344448,0.15885370795149356,gate_b_production_factor_pipeline
8,3,double_front,voxel_factor_a_only_pdhg,16,16,16,0.9934603571891785,0.9907395243644714,0.14390243589878082,0.4764546751976013,normalized_b0_per_sample,334414.00849587517,159333.1177994301,0.15885370795149356,gate_b_production_factor_pipeline
8,3,double_front,voxel_factor_a_only_pdhg,32,32,32,0.9825550317764282,0.9774017930030823,0.13658536970615387,0.4348771572113037,normalized_b0_per_sample,334414.00849587517,145429.01334632296,0.15885370795149356,gate_b_production_factor_pipeline
8,4,annular_kernel,scalar_a_only_pdhg,4,4,4,0.9999284744262695,0.999940812587738,0.26829269528388977,0.4992060363292694,normalized_b0_per_sample,1387081.243116187,692439.3294427074,0.14360770804341882,gate_b_production_factor_pipeline
8,4,annular_kernel,scalar_a_only_pdhg,8,8,8,0.9997499585151672,0.9997929334640503,0.26829269528388977,0.4972265660762787,normalized_b0_per_sample,1387081.243116187,689693.6433834775,0.14360770804341882,gate_b_production_factor_pipeline
8,4,annular_kernel,scalar_a_only_pdhg,16,16,16,0.9991099238395691,0.9992632865905762,0.26829269528388977,0.4901558458805084,normalized_b0_per_sample,1387081.243116187,679885.9800246018,0.14360770804341882,gate_b_production_factor_pipeline
8,4,annular_kernel,scalar_a_only_pdhg,32,32,32,0.9969408512115479,0.9974709153175354,0.26829269528388977,0.46647852659225464,normalized_b0_per_sample,1387081.243116187,647043.6145525918,0.14360770804341882,gate_b_production_factor_pipeline
8,4,annular_kernel,view_block_a_only_pdhg,4,4,4,0.9999037384986877,0.9999207854270935,0.26829269528388977,0.4989539384841919,normalized_b0_per_sample,1387081.243116187,692089.6492503703,0.14350662496872246,gate_b_production_factor_pipeline
8,4,annular_kernel,view_block_a_only_pdhg,8,8,8,0.999667227268219,0.9997259378433228,0.27317073941230774,0.49638456106185913,normalized_b0_per_sample,1387081.243116187,688525.7140213663,0.14350662496872246,gate_b_production_factor_pipeline
8,4,annular_kernel,view_block_a_only_pdhg,16,16,16,0.9988411068916321,0.9990459084510803,0.26829269528388977,0.48743268847465515,normalized_b0_per_sample,1387081.243116187,676108.7394648897,0.14350662496872246,gate_b_production_factor_pipeline
8,4,annular_kernel,view_block_a_only_pdhg,32,32,32,0.9961732625961304,0.996851921081543,0.2658536732196808,0.4588581919670105,normalized_b0_per_sample,1387081.243116187,636473.5913276469,0.14350662496872246,gate_b_production_factor_pipeline
8,4,annular_kernel,voxel_factor_a_only_pdhg,4,4,4,0.9997328519821167,0.9998112320899963,0.13414634764194489,0.497433066368103,normalized_b0_per_sample,1387081.243116187,689980.0760649651,0.1312739159911871,gate_b_production_factor_pipeline
8,4,annular_kernel,voxel_factor_a_only_pdhg,8,8,8,0.9990847706794739,0.9993560910224915,0.1317073106765747,0.4911598861217499,normalized_b0_per_sample,1387081.243116187,681278.6654105616,0.1312739159911871,gate_b_production_factor_pipeline
8,4,annular_kernel,voxel_factor_a_only_pdhg,16,16,16,0.9969108700752258,0.9978632926940918,0.1317073106765747,0.4696429371833801,normalized_b0_per_sample,1387081.243116187,651432.9091290602,0.1312739159911871,gate_b_production_factor_pipeline
8,4,annular_kernel,voxel_factor_a_only_pdhg,32,32,32,0.990818977355957,0.994053840637207,0.13414634764194489,0.40458205342292786,normalized_b0_per_sample,1387081.243116187,561188.1776043744,0.1312739159911871,gate_b_production_factor_pipeline
8,5,oblique_shock,scalar_a_only_pdhg,4,4,4,0.9999768137931824,0.9999786019325256,0.2487804889678955,0.49971795082092285,normalized_b0_per_sample,287692.224618286,143764.96895336255,0.13297008397057652,gate_b_production_factor_pipeline
8,5,oblique_shock,scalar_a_only_pdhg,8,8,8,0.9999191761016846,0.9999258518218994,0.2487804889678955,0.4990186393260956,normalized_b0_per_sample,287692.224618286,143563.78247371456,0.13297008397057652,gate_b_production_factor_pipeline
8,5,oblique_shock,scalar_a_only_pdhg,16,16,16,0.9997138381004333,0.9997376799583435,0.2487804889678955,0.49654075503349304,normalized_b0_per_sample,287692.224618286,142850.91442922901,0.13297008397057652,gate_b_production_factor_pipeline
8,5,oblique_shock,scalar_a_only_pdhg,32,32,32,0.9990205764770508,0.9991080164909363,0.2487804889678955,0.48833486437797546,normalized_b0_per_sample,287692.224618286,140490.14349156874,0.13297008397057652,gate_b_production_factor_pipeline
8,5,oblique_shock,view_block_a_only_pdhg,4,4,4,0.9999565482139587,0.9999537467956543,0.2829268276691437,0.49963605403900146,normalized_b0_per_sample,287692.224618286,143741.4078859825,0.1408279580064118,gate_b_production_factor_pipeline
8,5,oblique_shock,view_block_a_only_pdhg,8,8,8,0.9998549818992615,0.999846875667572,0.2829268276691437,0.49875545501708984,normalized_b0_per_sample,287692.224618286,143488.06639437206,0.1408279580064118,gate_b_production_factor_pipeline
8,5,oblique_shock,view_block_a_only_pdhg,16,16,16,0.9995235204696655,0.999505341053009,0.2780487835407257,0.4957423806190491,normalized_b0_per_sample,287692.224618286,142621.2283178593,0.1408279580064118,gate_b_production_factor_pipeline
8,5,oblique_shock,view_block_a_only_pdhg,32,32,32,0.9985451698303223,0.9985343217849731,0.27073171734809875,0.4862913489341736,normalized_b0_per_sample,287692.224618286,139902.23998749958,0.1408279580064118,gate_b_production_factor_pipeline
8,5,oblique_shock,voxel_factor_a_only_pdhg,4,4,4,0.9998753666877747,0.9998458027839661,0.04146341606974602,0.49887847900390625,normalized_b0_per_sample,287692.224618286,143523.4594388207,0.13630949996877462,gate_b_production_factor_pipeline
8,5,oblique_shock,voxel_factor_a_only_pdhg,8,8,8,0.9995981454849243,0.9995085000991821,0.03658536449074745,0.49618175625801086,normalized_b0_per_sample,287692.224618286,142747.6332728753,0.13630949996877462,gate_b_production_factor_pipeline
8,5,oblique_shock,voxel_factor_a_only_pdhg,16,16,16,0.9987840056419373,0.9985939264297485,0.03414634242653847,0.48708832263946533,normalized_b0_per_sample,287692.224618286,140131.52312573724,0.13630949996877462,gate_b_production_factor_pipeline
8,5,oblique_shock,voxel_factor_a_only_pdhg,32,32,32,0.9969525933265686,0.9973212480545044,0.019512195140123367,0.4597071409225464,normalized_b0_per_sample,287692.224618286,132254.17004491927,0.13630949996877462,gate_b_production_factor_pipeline
8,6,vortex_pair,scalar_a_only_pdhg,4,4,4,0.9998377561569214,0.999845564365387,0.46341463923454285,0.4994831085205078,normalized_b0_per_sample,1446288.7760019377,722396.8136557683,0.1330790829961188,gate_b_production_factor_pipeline
8,6,vortex_pair,scalar_a_only_pdhg,8,8,8,0.9994397163391113,0.9994670748710632,0.46341463923454285,0.4982168674468994,normalized_b0_per_sample,1446288.7760019377,720565.4634032958,0.1330790829961188,gate_b_production_factor_pipeline
8,6,vortex_pair,scalar_a_only_pdhg,16,16,16,0.9980500936508179,0.9981470704078674,0.46341463923454285,0.4938106834888458,normalized_b0_per_sample,1446288.7760019377,714192.8489997631,0.1330790829961188,gate_b_production_factor_pipeline
8,6,vortex_pair,scalar_a_only_pdhg,32,32,32,0.9935339689254761,0.9938744902610779,0.46341463923454285,0.47964978218078613,normalized_b0_per_sample,1446288.7760019377,693712.0963798452,0.1330790829961188,gate_b_production_factor_pipeline
8,6,vortex_pair,view_block_a_only_pdhg,4,4,4,0.9997673630714417,0.9997757077217102,0.4731707274913788,0.4993164539337158,normalized_b0_per_sample,1446288.7760019377,722155.7829974218,0.24313020799309015,gate_b_production_factor_pipeline
8,6,vortex_pair,view_block_a_only_pdhg,8,8,8,0.9992142915725708,0.9992433190345764,0.4731707274913788,0.4976813495159149,normalized_b0_per_sample,1446288.7760019377,719790.9498303651,0.24313020799309015,gate_b_production_factor_pipeline
