method,base_seed,trial,amplitude_multiplier,q_true_norm,noise_multiplier,replicate_count,valid_count,numerical_failure_count,coverage_count,coverage_fraction,coverage_cp95_lower,coverage_cp95_upper,coverage_cell_passed,qref_error_mean,qref_error_median,qref_error_p90,qref_error_p95,qref_error_max,relative_l2_median,relative_l2_p90,bias_norm_over_qref,nis_pass_fraction_diagnostic,authorization_fraction,false_accept_fraction_all,authorized_qref_error_p90,field_relative_l2_median,sequence_relative_l2_median,bias_yaw,bias_pitch,bias_roll,bias_shift_u,bias_shift_v
teacher_linear,709,0,0.25,0.01,0.0625,500,500,0,478,0.956,0.9341389996764051,0.9722232327144282,True,0.5138270815688761,0.4799550010175769,0.8239365343062615,0.9709188347240272,1.451663828271049,1.9198200040703075,3.295746137225046,0.02675046549004665,0.99,0.0,0.0,,,,0.0003608231518491432,-0.00029984177917802626,9.504036526387406e-06,-0.0009541714273044949,0.00011961591637025886
one_step_plugin,709,0,0.25,0.01,0.0625,500,500,0,476,0.952,0.9294192037426702,0.9690068312064947,True,0.5143332365771547,0.4762758696262729,0.8290200484244981,0.9797001402158547,1.4498655781881675,1.9051034785050915,3.3160801936979922,0.02694408236799449,0.99,0.0,0.0,,0.14783220470966202,0.0950926865318858,0.0003456419657813805,-0.00030292907011009347,-2.1260199298375054e-05,-0.0009671412676533131,0.00012052013004468492
teacher_linear,709,0,0.25,0.01,1.0,500,500,0,471,0.942,0.9177617791061647,0.9608161312028122,True,8.567616855453105,7.886209316400182,14.18397401021781,15.529120803799314,25.00057741507832,31.544837265600727,56.73589604087124,0.4872244789413109,0.986,0.0,0.0,,,,0.0022634918019741896,0.008620473262672559,-0.006798413902915667,-0.01594135832749556,-0.00019752791292649446
one_step_plugin,709,0,0.25,0.01,1.0,500,500,0,476,0.952,0.9294192037426702,0.9690068312064947,True,7.8252990659940185,7.3722661568540495,12.278681990017546,14.50752520854402,22.138516052664674,29.489064627416198,49.114727960070184,0.3580858069904091,0.986,0.0,0.0,,2.3135225949255207,1.4879416408945565,-0.0009762135800739913,0.008177844608207674,-0.003856615611497709,-0.011061964504986874,-0.0003000569852652064
teacher_linear,709,0,0.5,0.02,0.0078125,500,500,0,477,0.954,0.9317745721187621,0.9706198246075972,True,0.06447029822275337,0.058890936130973515,0.10667947939152847,0.12233940394029416,0.21082225583457,0.11778187226194703,0.21335895878305694,0.0024885912147260994,0.992,0.992,0.0,0.10702831773018912,,,-3.2753197114813136e-05,-8.543959561233341e-05,2.8949631005765336e-05,2.50893992711056e-05,8.287488378470528e-06
one_step_plugin,709,0,0.5,0.02,0.0078125,500,500,0,478,0.956,0.9341389996764051,0.9722232327144282,True,0.06461832017584528,0.05920515639330476,0.1059638194039032,0.12170918351059083,0.2091158101806185,0.11841031278660952,0.2119276388078064,0.004259526681539724,0.992,0.992,0.0,0.10613932022662886,0.05542825663442659,0.036466954181270966,-4.285934776461758e-05,-0.000144736592264081,-5.4966426971822524e-05,5.370955155425874e-05,1.8386930901120304e-05
teacher_linear,709,0,0.5,0.02,0.015625,500,500,0,474,0.948,0.9247336289693778,0.9657543019172321,True,0.12997810712402344,0.12138450772951753,0.21118365773543582,0.23922720716315637,0.40295306531397507,0.24276901545903506,0.42236731547087164,0.0058908404508273135,0.994,0.0,0.0,,,,-1.529850334591222e-05,-8.202247467244822e-05,-0.00021649775719375687,4.098819475800361e-05,-3.187540101884205e-06
one_step_plugin,709,0,0.5,0.02,0.015625,500,500,0,472,0.944,0.9200786993956399,0.9624695555249778,True,0.13023735501060968,0.12080897116314171,0.21204015748218877,0.2414972387194489,0.4035031580550013,0.24161794232628342,0.42408031496437754,0.008433717216099307,0.994,0.0,0.0,,0.06357421327782817,0.04174473141250745,-2.636694260736098e-05,-0.00014198369568680334,-0.0002960744047600383,7.240844709960337e-05,6.820253740003231e-06
teacher_linear,709,0,0.5,0.02,0.03125,500,500,0,477,0.954,0.9317745721187621,0.9706198246075972,True,0.2562681471868365,0.23423466110503788,0.4177061145341419,0.4978882342723291,0.7969070046305257,0.46846932221007576,0.8354122290682838,0.020084711476324995,0.992,0.0,0.0,,,,0.00011412837301952652,0.0001442126978997548,0.0005438298865731925,0.0005619651725018004,7.391058161988935e-06
one_step_plugin,709,0,0.5,0.02,0.03125,500,500,0,477,0.954,0.9317745721187621,0.9706198246075972,True,0.25648118224615496,0.23546030140083712,0.41756740632204,0.49863384434556035,0.8030083726494195,0.47092060280167425,0.83513481264408,0.018899299383741113,0.992,0.0,0.0,,0.08811454915096811,0.05679637668565776,9.932687748926035e-05,8.270311045257758e-05,0.00045389897699295127,0.00059029943514112,1.7615050399380537e-05
