base_seed,trial,amplitude_multiplier,noise_multiplier,replicate,q_true_norm,affine_forward_mismatch_relative_l2,numerical_success,numerical_error,one_step_raw_q_norm,one_step_boundary_hit,one_step_q_relative_l2,iterative_q_relative_l2,one_step_qref_error,iterative_qref_error,one_step_field_relative_l2,iterative_field_relative_l2,one_step_sequence_relative_l2,iterative_sequence_relative_l2,one_step_objective,iterative_objective,iterative_objective_monotone,iterative_iterations,iterative_accepted_steps,iterative_rejected_steps,iterative_armijo_accepts,iterative_trust_hit_count,iterative_local_boundary_hit_count,iterative_stop_reason,one_step_profile_evaluations,iterative_profile_evaluations,iterative_factorizations,iterative_normal_assemblies,iterative_jacobian_solves,one_step_wall_seconds,iterative_wall_seconds
709,0,0.5,0.0078125,10,0.02,2.126231182265055e-07,True,,0.02117535988137357,False,0.09354220457824003,0.09018461450039558,0.046771102289120015,0.04509230725019779,0.01886134836510685,0.01865973037017735,0.011997484914228211,0.01187418042074274,4.001857593249234e-08,4.001812601929654e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007378250011242926,0.03676124999765307
709,0,0.5,0.0078125,11,0.02,2.126231182265055e-07,True,,0.01889372510560206,False,0.20196259458286764,0.18880838882241036,0.10098129729143382,0.09440419441120518,0.015849905701707884,0.015710477380394765,0.010463314854837242,0.010369688033696237,4.0343769065894905e-08,4.0343400328387276e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.006867166026495397,0.027224167017266154
709,0,0.5,0.0078125,12,0.02,2.126231182265055e-07,True,,0.019870976083342668,False,0.037002483700694484,0.03849091074765258,0.018501241850347242,0.01924545537382629,0.02330013558370265,0.023089313028809507,0.015222937676221321,0.015083670155434747,4.016842318601939e-08,4.016774115570919e-08,True,3,2,0,0,1,0,step_tolerance,1,3,3,3,3,0.00715658301487565,0.027790209045633674
709,0,0.5,0.0078125,13,0.02,2.126231182265055e-07,True,,0.017596339175572212,False,0.1505707651673366,0.14843678474582608,0.0752853825836683,0.07421839237291304,0.020938823853586273,0.020469108772037857,0.013518191820046455,0.01323578120254067,4.022374248755572e-08,4.022262533919623e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.007189707946963608,0.027150792069733143
709,0,0.5,0.0078125,14,0.02,2.126231182265055e-07,True,,0.01866470037007917,False,0.12751307169589868,0.10668383471839132,0.06375653584794934,0.05334191735919566,0.02521182644247796,0.02488892258156569,0.01640740067605749,0.016181359478507948,4.0288056467627145e-08,4.028687973049823e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.006801375071518123,0.026610958972014487
709,0,0.5,0.0078125,15,0.02,2.126231182265055e-07,True,,0.021471518354682487,False,0.0959527838239468,0.09548230720386353,0.0479763919119734,0.04774115360193176,0.017499055090208163,0.017485554754494752,0.011055699900696695,0.01105712683985913,4.051840596176475e-08,4.051816227158192e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.0073069160571321845,0.03605154191609472
709,0,0.5,0.015625,0,0.02,2.126231182265055e-07,True,,0.024500028484151025,False,0.2511320141784154,0.24941600950215437,0.1255660070892077,0.12470800475107718,0.028573477534201377,0.02834119852598551,0.018692180439178255,0.018531929374209954,5.4772844536327624e-08,5.47720060787094e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007096042041666806,0.038010000018402934
709,0,0.5,0.015625,1,0.02,2.126231182265055e-07,True,,0.015894234720260428,False,0.41946404591989517,0.3971834636901512,0.20973202295994758,0.1985917318450756,0.030595310133660132,0.030049565675109958,0.019887677780242967,0.01955117517394285,5.536256902684327e-08,5.536117809404381e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.00747345807030797,0.027340999920852482
709,0,0.5,0.015625,2,0.02,2.126231182265055e-07,True,,0.01779643532149136,False,0.14922151880375759,0.14219987346708737,0.07461075940187879,0.07109993673354369,0.032075511549334565,0.03200256947741734,0.02136408987017983,0.02129158808745858,5.73545097679266e-08,5.735385118540618e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.007129207951948047,0.027339542051777244
709,0,0.5,0.015625,3,0.02,2.126231182265055e-07,True,,0.020314083347368613,False,0.13923458834372585,0.13087924107272975,0.06961729417186292,0.06543962053636487,0.034114334554356196,0.03395916529983596,0.022370271827237144,0.02226190971209131,5.721783614885877e-08,5.721735205374921e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.0067371249897405505,0.037544457940384746
709,0,0.5,0.015625,4,0.02,2.126231182265055e-07,True,,0.02214502767775616,False,0.28712625869658726,0.28115846954256346,0.14356312934829363,0.14057923477128173,0.03509898647907593,0.03439410757780441,0.02281698975414834,0.02237727727168048,5.623998285245542e-08,5.623743462726346e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007117833010852337,0.03785941703245044
709,0,0.5,0.015625,5,0.02,2.126231182265055e-07,True,,0.021367206266027887,False,0.2671319070177782,0.23264716191103976,0.1335659535088891,0.11632358095551988,0.04709679832379476,0.045083082971276875,0.02909599173009024,0.027851589355660004,5.8097967100520505e-08,5.8089175289163e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.00643658300396055,0.0369101669639349
709,0,0.5,0.015625,6,0.02,2.126231182265055e-07,True,,0.02290471981065714,False,0.2606085325881896,0.2683686479062904,0.1303042662940948,0.1341843239531452,0.03511564969480283,0.03446452710880148,0.022080042358281902,0.021743903840251134,5.747156181479213e-08,5.7467526702974504e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006907957955263555,0.03669245901983231
709,0,0.5,0.015625,7,0.02,2.126231182265055e-07,True,,0.01670792359416917,False,0.37695196677213405,0.352934475248783,0.18847598338606703,0.1764672376243915,0.04104673568045444,0.04074142201404073,0.02589350544696715,0.02570091119286628,5.900398930130567e-08,5.900342811268789e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.007068166043609381,0.027559790993109345
709,0,0.5,0.015625,8,0.02,2.126231182265055e-07,True,,0.01813422766604212,False,0.31093346003363503,0.26416089402372556,0.15546673001681752,0.13208044701186278,0.05210058353516994,0.050492336889005764,0.033269137844188605,0.03221495413658237,5.604146875899607e-08,5.603714566161337e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.006864124909043312,0.027099166996777058
709,0,0.5,0.015625,9,0.02,2.126231182265055e-07,True,,0.018058701294962284,False,0.32901583731848183,0.32854517336923605,0.16450791865924091,0.16427258668461803,0.03771199818169492,0.03673918236857861,0.023712440063150524,0.023112631370883985,5.7841154501711906e-08,5.7838142502911695e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.007156750070862472,0.029165292042307556
709,0,0.5,0.015625,10,0.02,2.126231182265055e-07,True,,0.018187564246759085,False,0.12404118602185132,0.11593958600983473,0.06202059301092566,0.057969793004917364,0.04513512998018084,0.044824676692824715,0.029034119505321875,0.028805646467178526,5.6346655423399306e-08,5.6345132874143496e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.007290125009603798,0.026935291942209005
709,0,0.5,0.015625,11,0.02,2.126231182265055e-07,True,,0.022339342954707055,False,0.3242427999108636,0.321346832083907,0.1621213999554318,0.1606734160419535,0.038008643450669885,0.03784039780424704,0.024572291652398975,0.02444661461211422,5.328483096252354e-08,5.32841393765445e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007370167062617838,0.03741829190403223
709,0,0.5,0.015625,12,0.02,2.126231182265055e-07,True,,0.018955440227083294,False,0.1455416903701397,0.15050105720959173,0.07277084518506985,0.07525052860479586,0.0515624043296857,0.050300701169854634,0.0334898276083127,0.032700831976219084,5.4387548187892275e-08,5.437906080645736e-08,True,3,2,0,0,0,0,step_tolerance,1,3,3,3,3,0.006695666001178324,0.02736470801755786
709,0,0.5,0.015625,13,0.02,2.126231182265055e-07,True,,0.021248742094252537,False,0.23726685051865706,0.22407916245220943,0.11863342525932853,0.11203958122610472,0.034873953101939664,0.034011169011175874,0.022105633775219492,0.021572624167989458,5.469786447660619e-08,5.4695408499464484e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.0066567499889060855,0.036918916972354054
709,0,0.5,0.015625,14,0.02,2.126231182265055e-07,True,,0.022987610231831015,False,0.2582676521029641,0.2641625556062576,0.12913382605148205,0.1320812778031288,0.050981255461204314,0.05057948557822981,0.033611301181874324,0.03327249616129645,5.6844946655067945e-08,5.684095165488458e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006813499960117042,0.03639279108028859
709,0,0.5,0.015625,15,0.02,2.126231182265055e-07,True,,0.024028636654917692,False,0.3339580589723376,0.34474891050771106,0.1669790294861688,0.17237445525385553,0.04285529510373218,0.042159137802718225,0.027460499170095947,0.02700562056533246,5.572762670948438e-08,5.572531902337088e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.0071627500001341105,0.03721437498461455
709,0,1.0,0.0078125,0,0.04,5.800504952156953e-07,True,,0.0412600923192257,False,0.06347804709831105,0.05599314548313323,0.06347804709831105,0.05599314548313323,0.014105069113411948,0.013964551810382803,0.00917689407589326,0.009087971733980333,4.042485213492356e-08,4.0423529279083013e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007010833942331374,0.03648675000295043
709,0,1.0,0.0078125,1,0.04,5.800504952156953e-07,True,,0.04043424691368212,False,0.02244849068379812,0.025827409128817397,0.02244849068379812,0.025827409128817397,0.02119199374190067,0.020589354010862235,0.014255955338652513,0.013843480624613517,4.0463121212394814e-08,4.0461341792691694e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006919875042513013,0.03680999996140599
709,0,1.0,0.0078125,2,0.04,5.800504952156953e-07,True,,0.04235458027208144,False,0.09286229364715927,0.08563194295982987,0.09286229364715927,0.08563194295982987,0.0170371362410726,0.0164198649419759,0.010998622369346211,0.010615940158158513,4.044010878572324e-08,4.043849379621105e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006746707949787378,0.03601708309724927
709,0,1.0,0.0078125,3,0.04,5.800504952156953e-07,True,,0.04391287171739772,False,0.10407290309499566,0.10911969681063613,0.10407290309499566,0.10911969681063613,0.02835055822280215,0.02755009433361101,0.018666006135249023,0.01813908057783893,4.039537406413058e-08,4.039102097449968e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006916541955433786,0.03665041702333838
709,0,1.0,0.0078125,4,0.04,5.800504952156953e-07,True,,0.03905583427696014,False,0.04526679351932224,0.04301209300255602,0.04526679351932224,0.04301209300255602,0.01719337174005306,0.016143651249440723,0.010793630854942709,0.010153401128100863,4.0571906539191175e-08,4.056856740891733e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007271957932971418,0.03593658399768174
709,0,1.0,0.0078125,5,0.04,5.800504952156953e-07,True,,0.040397570038886284,False,0.05639060870799814,0.061363171995340124,0.05639060870799814,0.061363171995340124,0.015064219441836344,0.015085498416105628,0.009651405271192378,0.009658142946919131,4.021314035174828e-08,4.0212459285214986e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.00727508298587054,0.037105833063833416
709,0,1.0,0.0078125,6,0.04,5.800504952156953e-07,True,,0.03872907342024982,False,0.0619167645785091,0.06868629111287843,0.0619167645785091,0.06868629111287843,0.01656868439345625,0.016487954047459293,0.01055866301646565,0.010503439301382228,4.025698436058684e-08,4.025609199734275e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006831459002569318,0.03645587502978742
709,0,1.0,0.0078125,7,0.04,5.800504952156953e-07,True,,0.03702313206533263,False,0.10779126109358228,0.11259064989703603,0.10779126109358228,0.11259064989703603,0.017551157076740348,0.017424014104663224,0.011774107424336449,0.011685388213495627,4.037947300367978e-08,4.0378620668588495e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006844207993708551,0.03595104196574539
709,0,1.0,0.0078125,8,0.04,5.800504952156953e-07,True,,0.042888314734077,False,0.09678655135275914,0.09347769304618482,0.09678655135275914,0.09347769304618482,0.01615486418279637,0.016075234695775428,0.010312507442808344,0.01026750885013418,4.073706226509312e-08,4.073629207013235e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007179416948929429,0.03667370800394565
709,0,1.0,0.0078125,9,0.04,5.800504952156953e-07,True,,0.040224405228300904,False,0.03380975050896578,0.031238309477335014,0.03380975050896578,0.031238309477335014,0.026536268144355418,0.025698916476403662,0.017071216096790662,0.016559538653706244,4.038443282469294e-08,4.038091603885472e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007115583051927388,0.03640337509568781
709,0,1.0,0.0078125,10,0.04,5.800504952156953e-07,True,,0.038245058888006375,False,0.120054339071501,0.11221938336729734,0.120054339071501,0.11221938336729734,0.018125215909110964,0.01754553602432073,0.011862610776778627,0.011478282255251335,4.068113842404669e-08,4.0679572133636064e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007086207973770797,0.03730437497142702
709,0,1.0,0.0078125,11,0.04,5.800504952156953e-07,True,,0.04254851425799538,False,0.07608379953013439,0.07481130124680553,0.07608379953013439,0.07481130124680553,0.02359861724459991,0.023021880667038204,0.015752039537760287,0.015346043192363754,4.022530372301781e-08,4.0223315604538644e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006848915945738554,0.036877459031529725
709,0,1.0,0.0078125,12,0.04,5.800504952156953e-07,True,,0.039692259202706526,False,0.049192729529066816,0.045707896064308584,0.049192729529066816,0.045707896064308584,0.02487665109268823,0.023352202119739467,0.015915739711492096,0.014958088916429609,4.007765239129661e-08,4.007399983848825e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007504582987166941,0.03611279197502881
709,0,1.0,0.0078125,13,0.04,5.800504952156953e-07,True,,0.040868330282949124,False,0.04562670554340129,0.04711334791504253,0.04562670554340129,0.04711334791504253,0.02584117915447015,0.025501690806919514,0.016811444279871218,0.016553472549053296,4.051849835257017e-08,4.0516684545391554e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007175041013397276,0.035542250028811395
709,0,1.0,0.0078125,14,0.04,5.800504952156953e-07,True,,0.03588026014625278,False,0.13705735794289348,0.13326721406804706,0.13705735794289348,0.13326721406804706,0.02019739049425558,0.02011861812714317,0.01318194613929727,0.01314430630760247,4.0907654933532415e-08,4.0906761734450096e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007090750033967197,0.03613554104231298
709,0,1.0,0.0078125,15,0.04,5.800504952156953e-07,True,,0.03813844588163654,False,0.08727516000212318,0.08547386132675268,0.08727516000212318,0.08547386132675268,0.016828671432762066,0.016767393390887158,0.01103469288850661,0.010985485487224963,4.032843613423161e-08,4.0327488003015084e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006691290996968746,0.036783667048439384
709,0,1.0,0.015625,0,0.04,5.800504952156953e-07,True,,0.04105931262157316,False,0.06731699952795565,0.07118001494159189,0.06731699952795565,0.07118001494159189,0.04343520335132282,0.04335974427027278,0.027291845937695552,0.027236802004909987,5.5563938396587914e-08,5.556308090923291e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006931749987415969,0.03818170807790011
709,0,1.0,0.015625,1,0.04,5.800504952156953e-07,True,,0.04274758338999732,False,0.15635552988506501,0.1577259991284833,0.15635552988506501,0.1577259991284833,0.0301506867197749,0.030043513030431842,0.01971338325052839,0.019659835300165004,5.6884168878709176e-08,5.688371628424136e-08,True,5,4,0,0,1,0,step_tolerance,1,5,5,5,5,0.0074139999924227595,0.04563041601795703
709,0,1.0,0.015625,2,0.04,5.800504952156953e-07,True,,0.03980498137566816,False,0.03597744055385215,0.040138374444947215,0.03597744055385215,0.040138374444947215,0.03887265080852131,0.03879144084389356,0.02496772782240251,0.024895871573788832,5.457633588920328e-08,5.457485590155364e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007216583006083965,0.037136708036996424
709,0,1.0,0.015625,3,0.04,5.800504952156953e-07,True,,0.039781983884756615,False,0.04319704967022413,0.04576871737756105,0.04319704967022413,0.04576871737756105,0.029517142402494718,0.029137207143250087,0.018967589716146194,0.01872115109255772,5.4262420048237866e-08,5.42610518269959e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006764666992239654,0.035915917018428445
709,0,1.0,0.015625,4,0.04,5.800504952156953e-07,True,,0.0405581802594504,False,0.10116947883935956,0.1064940910269179,0.10116947883935956,0.1064940910269179,0.047493724433736215,0.0476355391569568,0.030600125303624503,0.030664570820509916,5.505454180418549e-08,5.5053624257129163e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006847540964372456,0.036257458035834134
709,0,1.0,0.015625,5,0.04,5.800504952156953e-07,True,,0.04293835275737766,False,0.17356369894330922,0.15970901343271499,0.17356369894330922,0.15970901343271499,0.03537961121323168,0.03486903338730776,0.022815114503449,0.022492781205732386,5.702334717104218e-08,5.70208049797967e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007752291043289006,0.0375986669678241
709,0,1.0,0.015625,6,0.04,5.800504952156953e-07,True,,0.032736312623265096,False,0.274871146307244,0.2732220944339999,0.274871146307244,0.2732220944339999,0.031314291043765596,0.031100134728763062,0.020226232283424562,0.020085672482747875,5.780536586917262e-08,5.7804423749550405e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006985542015172541,0.036404874990694225
709,0,1.0,0.015625,7,0.04,5.800504952156953e-07,True,,0.04024953815750303,False,0.038465039603979484,0.045641298272373745,0.038465039603979484,0.045641298272373745,0.03788456729264822,0.037720400373974054,0.024908852001987863,0.024797554435630212,5.770282223122867e-08,5.770134127686897e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006979833007790148,0.03508016699925065
709,0,1.0,0.015625,8,0.04,5.800504952156953e-07,True,,0.041967623850373385,False,0.08665888802304025,0.07981190947368663,0.08665888802304025,0.07981190947368663,0.04336835730080455,0.04327453967593037,0.027016322028483006,0.02697429326728283,5.7471365689804123e-08,5.74705699633071e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006760374992154539,0.03752050001639873
709,0,1.0,0.015625,9,0.04,5.800504952156953e-07,True,,0.03841521383046654,False,0.08542919284364194,0.09137780904916144,0.08542919284364194,0.09137780904916144,0.048230106040507245,0.047929377007870276,0.030792899493878364,0.030603658838501555,5.8293296899659984e-08,5.82918113030788e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007565875072032213,0.0365116250468418
709,0,1.0,0.015625,10,0.04,5.800504952156953e-07,True,,0.033373229894193085,False,0.30916381526833286,0.3041340291100778,0.30916381526833286,0.3041340291100778,0.025283952171459616,0.025148726394811013,0.016056191374407926,0.01597236526616264,5.5928875028218447e-08,5.592778293287878e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.0070237909676507115,0.03650858299806714
709,0,1.0,0.015625,11,0.04,5.800504952156953e-07,True,,0.03854309292110512,False,0.09098339346884618,0.08311972102038225,0.09098339346884618,0.08311972102038225,0.04250144913285328,0.04198147043059119,0.02697281091032188,0.026648499250566667,5.5161238626781746e-08,5.5158425822036545e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006775666959583759,0.03608520794659853
709,0,1.0,0.015625,12,0.04,5.800504952156953e-07,True,,0.04604591463980147,False,0.1717287183471619,0.15963861793074416,0.1717287183471619,0.15963861793074416,0.027850432122845496,0.027416530920410628,0.017719787388109157,0.017452904537596275,5.5831752701642376e-08,5.582875181752456e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.006956540979444981,0.03598704200703651
709,0,1.0,0.015625,13,0.04,5.800504952156953e-07,True,,0.03974725314305117,False,0.03202390912473047,0.03681392586278779,0.03202390912473047,0.03681392586278779,0.027328905219422182,0.027014707806369807,0.017350024002364014,0.017153899660214942,5.6371083995873556e-08,5.636972369398566e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.0070050000213086605,0.03741966700181365
709,0,1.0,0.015625,14,0.04,5.800504952156953e-07,True,,0.03442015544695349,False,0.2106979319528111,0.20178039849580073,0.2106979319528111,0.20178039849580073,0.03703313112653596,0.03680041787390276,0.02375008996229582,0.02360088599558942,5.697699277403129e-08,5.697629271842832e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007121332921087742,0.039463749970309436
709,0,1.0,0.015625,15,0.04,5.800504952156953e-07,True,,0.03638624159329132,False,0.10934415643352856,0.11447483015192245,0.10934415643352856,0.11447483015192245,0.023821910429692516,0.023655051885325205,0.016056591121060795,0.01593754530458661,5.39190421450238e-08,5.3918232366143916e-08,True,4,3,0,0,1,0,step_tolerance,1,4,4,4,4,0.007761000073514879,0.040749500039964914
709,0,2.0,0.0078125,0,0.08,1.4089428549064008e-06,True,,0.07984738870883744,False,0.02115997655279849,0.02260406715641744,0.04231995310559698,0.04520813431283488,0.014411252112386735,0.014709176418524062,0.009396998122336539,0.009553683945847307,4.022554852440001e-08,4.0212200136321576e-08,True,5,4,0,0,2,0,step_tolerance,1,5,5,5,5,0.008840832975693047,0.06113654200453311
709,0,2.0,0.0078125,1,0.08,1.4089428549064008e-06,True,,0.08362720235039853,False,0.05406932745207183,0.048108549125684644,0.10813865490414366,0.09621709825136929,0.018564354596818537,0.01702846594163806,0.011889803162219067,0.010954442378679064,4.1183806906324557e-08,4.1168380678143846e-08,True,5,4,0,0,2,0,step_tolerance,1,5,5,5,5,0.008586541982367635,0.051113500026986
709,0,2.0,0.0078125,2,0.08,1.4089428549064008e-06,True,,0.08060018747458686,False,0.030161221703741237,0.016842256347253844,0.060322443407482475,0.03368451269450769,0.0167609290663722,0.015622583019406874,0.010701435952017743,0.009997233444004067,4.065433671500518e-08,4.064118950049792e-08,True,5,4,0,0,2,0,step_tolerance,1,5,5,5,5,0.007744958042167127,0.0519301249878481
709,0,2.0,0.0078125,3,0.08,1.4089428549064008e-06,True,,0.07902896034280676,False,0.03889305508562603,0.038730586322131944,0.07778611017125206,0.07746117264426389,0.026599484231306786,0.026600713879287224,0.017361976747193426,0.017351659242523146,4.014154036163569e-08,4.0128695442793786e-08,True,5,4,0,0,2,0,step_tolerance,1,5,5,5,5,0.007267375010997057,0.048346791067160666
709,0,2.0,0.0078125,4,0.08,1.4089428549064008e-06,True,,0.0831603373162275,False,0.04570556370873906,0.02713493270331846,0.09141112741747812,0.05426986540663692,0.028803430648203458,0.027010026317592514,0.018955652493571232,0.01777979083802103,4.0188976068613886e-08,4.016630282236948e-08,True,5,4,0,0,2,0,step_tolerance,1,5,5,5,5,0.007193666999228299,0.04667245899327099
709,0,2.0,0.0078125,5,0.08,1.4089428549064008e-06,True,,0.08130806270129813,False,0.03710272600528618,0.023864577720803252,0.07420545201057235,0.047729155441606504,0.025929159442474856,0.024263562242135904,0.016813638139517723,0.015705802900880417,4.0690994334916816e-08,4.06726159480821e-08,True,5,4,0,0,2,0,step_tolerance,1,5,5,5,5,0.007036417024210095,0.047664124984294176
