threshold,coverage,mean_gain_percent,p10_gain_percent,harm_rate_over_1_percent,feasible
-1.0,0.0,0.0,0.0,0.0,False
0.03393666073679924,0.027777777777777776,0.040240563452243805,0.0,0.0,False
0.03685505874454975,0.027777777777777776,0.040240563452243805,0.0,0.0,False
0.03796475660055876,0.05555555555555555,0.028748558834195137,0.0,0.0,False
0.03840509941801429,0.08333333333333333,0.025588542222976685,0.0,0.0,False
0.03943338803946972,0.1111111111111111,-0.0595284104347229,0.0,0.027777777777777776,False
0.04036405961960554,0.1388888888888889,-0.06564303487539291,-0.05688028037548065,0.027777777777777776,False
0.04050156939774752,0.16666666666666666,-0.08006828278303146,-0.1669434756040573,0.027777777777777776,False
0.04102073609828949,0.19444444444444445,-0.05713478848338127,-0.1669434756040573,0.027777777777777776,False
0.04274831339716911,0.2222222222222222,-0.033983517438173294,-0.1669434756040573,0.027777777777777776,False
0.043003682512789965,0.2222222222222222,-0.033983517438173294,-0.1669434756040573,0.027777777777777776,False
0.043234808370471,0.25,0.002395888091996312,-0.1669434756040573,0.027777777777777776,False
0.043561410158872604,0.2777777777777778,-0.2256167232990265,-0.3169192671775818,0.05555555555555555,False
0.04386991448700428,0.3055555555555556,-0.2830039858818054,-0.466510534286499,0.08333333333333333,False
0.044045128393918276,0.3333333333333333,-0.259494423866272,-0.466510534286499,0.08333333333333333,False
0.044249486178159714,0.3611111111111111,-0.29472997784614563,-0.893894612789154,0.1111111111111111,False
0.044748976826667786,0.3888888888888889,-0.2561796307563782,-0.893894612789154,0.1111111111111111,False
0.04478485882282257,0.4166666666666667,-0.2711564302444458,-0.903822124004364,0.1111111111111111,False
0.04481340013444424,0.4166666666666667,-0.2711564302444458,-0.903822124004364,0.1111111111111111,False
0.04500238224864006,0.4444444444444444,-0.22020907700061798,-0.903822124004364,0.1111111111111111,False
0.04511113977059722,0.4722222222222222,-0.20942707359790802,-0.903822124004364,0.1111111111111111,False
0.045226432383060455,0.5,-0.2646831274032593,-1.6288490295410156,0.1388888888888889,False
0.04568016529083252,0.5277777777777778,-0.2516579031944275,-1.6288490295410156,0.1388888888888889,False
0.046464527025818825,0.5555555555555556,-0.22289974987506866,-1.6288490295410156,0.1388888888888889,False
0.04702380020171404,0.5833333333333334,-0.19358085095882416,-1.6288490295410156,0.1388888888888889,False
0.04730210080742837,0.6111111111111112,-0.19007204473018646,-1.6288490295410156,0.1388888888888889,False
0.04842548631131649,0.6111111111111112,-0.19007204473018646,-1.6288490295410156,0.1388888888888889,False
0.049298194237053394,0.6388888888888888,-0.21673981845378876,-1.6288490295410156,0.1388888888888889,False
0.04980974644422531,0.6666666666666666,-0.22333328425884247,-1.6288490295410156,0.1388888888888889,False
0.050494706258177764,0.6944444444444444,-0.22400018572807312,-1.6288490295410156,0.1388888888888889,False
0.05116594489663839,0.7222222222222222,-0.1944275200366974,-1.6288490295410156,0.1388888888888889,False
0.05149631854146719,0.75,-0.1825069785118103,-1.6288490295410156,0.1388888888888889,False
0.0517375823110342,0.7777777777777778,-0.35663315653800964,-2.0275797843933105,0.16666666666666666,False
0.05176536738872528,0.8055555555555556,-0.3715254068374634,-2.0275797843933105,0.16666666666666666,False
0.05223895562812686,0.8055555555555556,-0.3715254068374634,-2.0275797843933105,0.16666666666666666,False
0.054199622012674815,0.8333333333333334,-0.33978673815727234,-2.0275797843933105,0.16666666666666666,False
0.056116181425750256,0.8611111111111112,-0.33557507395744324,-2.0275797843933105,0.16666666666666666,False
0.05731164291501045,0.8888888888888888,-0.3226032853126526,-2.0275797843933105,0.16666666666666666,False
0.05798832466825843,0.9166666666666666,-0.3417861759662628,-2.0275797843933105,0.16666666666666666,False
0.06132275518029928,0.9444444444444444,-0.5762773156166077,-2.5650761127471924,0.19444444444444445,False
0.07014578673988581,0.9722222222222222,-0.5959481000900269,-2.5650761127471924,0.19444444444444445,False
0.07072334736585617,1.0,-0.5458508729934692,-2.5650761127471924,0.19444444444444445,False
0.07072341808920353,1.0,-0.5458508729934692,-2.5650761127471924,0.19444444444444445,False
