split,sample_index,geometry_id,active_views,selected_baseline,accepted,uncertainty_score,ensemble_correction_ratio,ensemble_alpha,member_acceptance_rate,member_raw_ratio_mean,certificate_violation,candidate_relative_l2,candidate_gradient_relative_l2,candidate_front_f1,candidate_whitened_residual_rms,raw_ensemble_relative_l2,raw_ensemble_gradient_relative_l2,raw_ensemble_front_f1,raw_ensemble_whitened_residual_rms,pbb_fallback_relative_l2,pbb_fallback_gradient_relative_l2,pbb_fallback_front_f1,pbb_fallback_whitened_residual_rms,fixed_pg_relative_l2,fixed_pg_gradient_relative_l2,fixed_pg_front_f1,fixed_pg_whitened_residual_rms,projected_bb_relative_l2,projected_bb_gradient_relative_l2,projected_bb_front_f1,projected_bb_whitened_residual_rms,fista_relative_l2,fista_gradient_relative_l2,fista_front_f1,fista_whitened_residual_rms,gain_vs_fixed_pg_percent,gain_vs_projected_bb_percent,gain_vs_fista_percent
independent_select,25,independent_select_2af78ca5d6_1110010,4,projected_bb,False,0.04274831339716911,0.3188914954662323,0.863860011100769,1.0,0.45562034845352173,False,0.5358831286430359,0.6334612369537354,0.699999988079071,2.993788003921509,0.5314168334007263,0.6258931756019592,0.699999988079071,3.198711633682251,0.5358831286430359,0.6334612369537354,0.699999988079071,2.993788003921509,0.6035556197166443,0.6910072565078735,0.6499999761581421,4.398786544799805,0.5358831286430359,0.6334612369537354,0.699999988079071,2.993788003921509,0.5708683729171753,0.6642647981643677,0.699999988079071,3.6917552947998047,11.21230411529541,0.0,6.128425598144531
independent_select,26,independent_select_2af78ca5d6_1101110,5,projected_bb,False,0.05483062565326691,0.3151289224624634,0.9004895091056824,1.0,0.563682496547699,False,0.31640148162841797,0.4842733144760132,0.8000000715255737,1.4120306968688965,0.31592175364494324,0.4879220426082611,0.8000000715255737,1.4661061763763428,0.31640148162841797,0.4842733144760132,0.8000000715255737,1.4120306968688965,0.3850896656513214,0.5673835873603821,0.75,2.025083303451538,0.31640148162841797,0.4842733144760132,0.8000000715255737,1.4120306968688965,0.35061177611351013,0.5299817323684692,0.8000000715255737,1.6963350772857666,17.836933135986328,0.0,9.757314682006836
independent_select,27,independent_select_2af78ca5d6_0101001,3,projected_bb,False,0.0499742329120636,0.2388482242822647,0.9790196418762207,1.0,0.5731233954429626,False,0.3962365984916687,0.5159799456596375,0.75,3.833803653717041,0.3963317275047302,0.5143709182739258,0.75,3.926856279373169,0.3962365984916687,0.5159799456596375,0.75,3.833803653717041,0.5083464980125427,0.6085746884346008,0.699999988079071,6.383581638336182,0.3962365984916687,0.5159799456596375,0.75,3.833803653717041,0.45685213804244995,0.5676599740982056,0.699999988079071,5.221729278564453,22.053834915161133,0.0,13.268087387084961
independent_select,28,independent_select_2af78ca5d6_0001111,4,projected_bb,False,0.04478485882282257,0.3278758227825165,0.8818212151527405,1.0,0.6604433059692383,False,0.5240739583969116,0.6618906855583191,0.8000000715255737,2.059565305709839,0.5268995761871338,0.6662918329238892,0.8000000715255737,2.139338731765747,0.5240739583969116,0.6618906855583191,0.8000000715255737,2.059565305709839,0.5846264362335205,0.7132712602615356,0.75,2.885240077972412,0.5240739583969116,0.6618906855583191,0.8000000715255737,2.059565305709839,0.5563130974769592,0.6914352178573608,0.75,2.4566590785980225,10.357464790344238,0.0,5.795143127441406
independent_select,29,independent_select_2af78ca5d6_0111110,5,projected_bb,False,0.05173361301422119,0.34015515446662903,0.8899592161178589,1.0,0.6114974021911621,False,0.2924093008041382,0.39979949593544006,0.699999988079071,1.2945685386657715,0.31073909997940063,0.42103320360183716,0.699999988079071,1.3660072088241577,0.2924093008041382,0.39979949593544006,0.699999988079071,1.2945685386657715,0.37132543325424194,0.48113852739334106,0.699999988079071,1.8413385152816772,0.2924093008041382,0.39979949593544006,0.699999988079071,1.2945685386657715,0.3336886763572693,0.4453626871109009,0.75,1.541860580444336,21.252552032470703,0.0,12.370624542236328
independent_select,30,independent_select_2af78ca5d6_1001010,3,projected_bb,False,0.05773577094078064,0.4653262794017792,0.7163147926330566,1.0,0.7659005522727966,False,0.3757610321044922,0.5642470121383667,0.550000011920929,2.862255811691284,0.3783559799194336,0.5699315667152405,0.5,3.3167123794555664,0.3757610321044922,0.5642470121383667,0.550000011920929,2.862255811691284,0.42265352606773376,0.6178365349769592,0.44999998807907104,4.715031623840332,0.3757610321044922,0.5642470121383667,0.550000011920929,2.862255811691284,0.3966149687767029,0.5916459560394287,0.44999998807907104,3.688873291015625,11.094783782958984,0.0,5.2579803466796875
independent_select,31,independent_select_2af78ca5d6_1100011,4,projected_bb,False,0.04730210080742836,0.35158801078796387,0.9293139576911926,1.0,0.6390161514282227,False,0.5555728673934937,0.620115339756012,0.699999988079071,3.4661777019500732,0.5548710823059082,0.6189244985580444,0.699999988079071,3.7242496013641357,0.5555728673934937,0.620115339756012,0.699999988079071,3.4661777019500732,0.6332804560661316,0.6980764269828796,0.6000000238418579,4.9181671142578125,0.5555728673934937,0.620115339756012,0.699999988079071,3.4661777019500732,0.5981691479682922,0.6644792556762695,0.699999988079071,4.276379108428955,12.27064323425293,0.0,7.121109962463379
independent_select,32,independent_select_2af78ca5d6_0101111,5,projected_bb,False,0.04041077941656113,0.227789506316185,0.9507003426551819,1.0,0.669148325920105,False,0.37612950801849365,0.5288507342338562,0.8999999761581421,1.4733974933624268,0.3780827820301056,0.5337647199630737,0.8999999761581421,1.4982250928878784,0.37612950801849365,0.5288507342338562,0.8999999761581421,1.4733974933624268,0.4518466889858246,0.6076522469520569,0.8999999761581421,1.9454407691955566,0.37612950801849365,0.5288507342338562,0.8999999761581421,1.4733974933624268,0.4168289601802826,0.5744354724884033,0.8999999761581421,1.6818344593048096,16.757272720336914,0.0,9.764065742492676
independent_select,33,independent_select_2af78ca5d6_1001001,3,projected_bb,False,0.04531345143914223,0.3353475034236908,0.894997775554657,1.0,0.5488516092300415,False,0.5258188843727112,0.6188651919364929,0.8500000238418579,6.414061069488525,0.5233532786369324,0.6084885001182556,0.8500000238418579,6.789892673492432,0.5258188843727112,0.6188651919364929,0.8500000238418579,6.414061069488525,0.6314249634742737,0.7053729295730591,0.8500000238418579,9.21378231048584,0.5258188843727112,0.6188651919364929,0.8500000238418579,6.414061069488525,0.5843915939331055,0.6665627956390381,0.8500000238418579,8.02591609954834,16.725040435791016,0.0,10.022852897644043
independent_select,34,independent_select_2af78ca5d6_1001101,4,projected_bb,False,0.051015179604291916,0.37994322180747986,0.9138983488082886,1.0,0.5600364208221436,False,0.44205382466316223,0.6040236949920654,0.6499999761581421,2.4985485076904297,0.4373476505279541,0.5941305160522461,0.699999988079071,2.6483123302459717,0.44205382466316223,0.6040236949920654,0.6499999761581421,2.4985485076904297,0.525144100189209,0.6805907487869263,0.6000000238418579,3.723634719848633,0.44205382466316223,0.6040236949920654,0.6499999761581421,2.4985485076904297,0.4862000048160553,0.6466891765594482,0.699999988079071,3.1313371658325195,15.822376251220703,0.0,9.079839706420898
independent_select,35,independent_select_2af78ca5d6_1111001,5,projected_bb,False,0.04371844232082367,0.4389409124851227,0.7910372614860535,1.0,0.6313029527664185,False,0.35234665870666504,0.43474480509757996,0.8500000238418579,1.7288360595703125,0.3596259355545044,0.4352254271507263,0.8500000238418579,1.8821146488189697,0.35234665870666504,0.43474480509757996,0.8500000238418579,1.7288360595703125,0.4621410369873047,0.5354189276695251,0.75,2.5515010356903076,0.35234665870666504,0.43474480509757996,0.8500000238418579,1.7288360595703125,0.4087168574333191,0.48699715733528137,0.8500000238418579,2.146340847015381,23.75776481628418,0.0,13.791993141174316
independent_lock,0,independent_lock_fa6777b6fc_0001101,3,projected_bb,False,0.04378867521882057,0.16901293396949768,0.9943140745162964,1.0,0.9657000303268433,False,0.5142528414726257,0.5860025882720947,0.8500000238418579,2.046332597732544,0.5094225406646729,0.5794363021850586,0.8500000238418579,2.065063714981079,0.5142528414726257,0.5860025882720947,0.8500000238418579,2.046332597732544,0.5807366371154785,0.6552814245223999,0.8500000238418579,2.6770834922790527,0.5142528414726257,0.5860025882720947,0.8500000238418579,2.046332597732544,0.5516517162322998,0.6259010434150696,0.8500000238418579,2.3444015979766846,11.448183059692383,0.0,6.779436111450195
independent_lock,1,independent_lock_fa6777b6fc_0011011,4,projected_bb,False,0.07217880338430405,0.34852224588394165,0.8787660002708435,1.0,0.43030279874801636,False,0.40545177459716797,0.5989725589752197,0.40000003576278687,2.226152181625366,0.42985162138938904,0.6221597790718079,0.40000003576278687,2.3994228839874268,0.40545177459716797,0.5989725589752197,0.40000003576278687,2.226152181625366,0.5130940675735474,0.6647817492485046,0.3499999940395355,3.183825731277466,0.40545177459716797,0.5989725589752197,0.40000003576278687,2.226152181625366,0.46641290187835693,0.6412873864173889,0.3499999940395355,2.7374165058135986,20.979055404663086,0.0,13.070205688476562
independent_lock,2,independent_lock_fa6777b6fc_0101100,3,projected_bb,False,0.05164807662367821,0.21979396045207977,0.9988647103309631,1.0,0.5685828328132629,False,0.4089556038379669,0.4980167746543884,0.8500000238418579,1.475584864616394,0.39451155066490173,0.47709840536117554,0.8999999761581421,1.4842309951782227,0.4089556038379669,0.4980167746543884,0.8500000238418579,1.475584864616394,0.5401292443275452,0.618623673915863,0.8500000238418579,2.0930793285369873,0.4089556038379669,0.4980167746543884,0.8500000238418579,1.475584864616394,0.48201149702072144,0.5672359466552734,0.8500000238418579,1.8152159452438354,24.285602569580078,0.0,15.156462669372559
independent_lock,3,independent_lock_fa6777b6fc_1001011,4,projected_bb,False,0.05957403406500816,0.43593189120292664,0.8304107785224915,1.0,0.46311426162719727,False,0.42500725388526917,0.6773865818977356,0.3499999940395355,3.449230909347534,0.4406581521034241,0.6951300501823425,0.30000001192092896,3.858797311782837,0.42500725388526917,0.6773865818977356,0.3499999940395355,3.449230909347534,0.503418505191803,0.7210092544555664,0.25,5.434852600097656,0.42500725388526917,0.6773865818977356,0.3499999940395355,3.449230909347534,0.4682103991508484,0.7080406546592712,0.25,4.467823505401611,15.57575798034668,0.0,9.227293014526367
independent_lock,4,independent_lock_fa6777b6fc_1100010,3,projected_bb,False,0.045271437615156174,0.45604628324508667,0.6992076635360718,1.0,0.7460511922836304,False,0.7710488438606262,0.8567233681678772,0.75,2.5395543575286865,0.769626796245575,0.8527312278747559,0.75,3.0945894718170166,0.7710488438606262,0.8567233681678772,0.75,2.5395543575286865,0.8020986318588257,0.8763490915298462,0.75,4.135260581970215,0.7710488438606262,0.8567233681678772,0.75,2.5395543575286865,0.7854464054107666,0.8654432892799377,0.75,3.417694568634033,3.8710684776306152,0.0,1.8330419063568115
