seed,epoch,train_relative_l2,validation_relative_l2,validation_acceptance_rate
121,1,0.3711594343185425,0.40768954157829285,1.0
121,5,0.3701665699481964,0.39944911003112793,1.0
121,10,0.36808088421821594,0.3983677923679352,1.0
121,15,0.3679332733154297,0.39866435527801514,1.0
121,20,0.36692047119140625,0.39807504415512085,1.0
121,25,0.3666060268878937,0.3977312743663788,1.0
121,30,0.3664270043373108,0.3978835344314575,1.0
121,35,0.3661443889141083,0.39759138226509094,1.0
121,40,0.3659549653530121,0.39746177196502686,1.0
121,45,0.36567169427871704,0.3971961736679077,1.0
121,50,0.3652712106704712,0.3968307673931122,1.0
121,55,0.36494481563568115,0.3966323137283325,1.0
121,60,0.36463579535484314,0.3963421583175659,1.0
121,65,0.36441659927368164,0.3961161673069,1.0
121,70,0.36414486169815063,0.3957754373550415,1.0
121,75,0.36381661891937256,0.39545705914497375,1.0
121,80,0.36353906989097595,0.39498913288116455,1.0
121,85,0.3633965849876404,0.3947463929653168,1.0
121,90,0.3637116551399231,0.3947444558143616,1.0
121,95,0.36292412877082825,0.39411789178848267,1.0
121,100,0.362430602312088,0.39385321736335754,1.0
121,105,0.36222943663597107,0.393655002117157,1.0
121,110,0.36208590865135193,0.39350998401641846,1.0
121,115,0.3618539571762085,0.3933195471763611,1.0
121,120,0.361608624458313,0.39316266775131226,1.0
122,1,0.3711594343185425,0.4127914607524872,1.0
122,5,0.37350955605506897,0.4041682779788971,1.0
122,10,0.36755356192588806,0.400135338306427,1.0
122,15,0.3681999742984772,0.39930102229118347,1.0
122,20,0.36743801832199097,0.3988337814807892,1.0
122,25,0.36645257472991943,0.3979489505290985,1.0
122,30,0.3660773038864136,0.3978104591369629,1.0
122,35,0.3657950758934021,0.3973912298679352,1.0
122,40,0.36554422974586487,0.39726972579956055,1.0
122,45,0.3653414845466614,0.3971041738986969,1.0
122,50,0.3650702238082886,0.39699649810791016,1.0
122,55,0.36479824781417847,0.39685261249542236,1.0
122,60,0.3645949363708496,0.39672210812568665,1.0
122,65,0.3643536865711212,0.3964134752750397,1.0
122,70,0.36419177055358887,0.3960833251476288,1.0
122,75,0.3638693690299988,0.39611056447029114,1.0
122,80,0.3639965057373047,0.3956621587276459,1.0
122,85,0.36354848742485046,0.3959503173828125,1.0
122,90,0.36348602175712585,0.39541029930114746,1.0
122,95,0.3632313013076782,0.39498209953308105,1.0
122,100,0.3629244863986969,0.39472442865371704,1.0
122,105,0.36272308230400085,0.39477163553237915,1.0
122,110,0.3625870943069458,0.39430707693099976,1.0
122,115,0.36223262548446655,0.39425528049468994,1.0
122,120,0.36200186610221863,0.39388835430145264,1.0
123,1,0.3711594343185425,0.40969300270080566,1.0
123,5,0.3710861802101135,0.39903542399406433,1.0
123,10,0.3680797219276428,0.40056338906288147,1.0
123,15,0.36734408140182495,0.39892497658729553,1.0
123,20,0.3668438494205475,0.3988605737686157,1.0
123,25,0.36639001965522766,0.39785754680633545,1.0
123,30,0.3660844564437866,0.3975798785686493,1.0
123,35,0.3658040165901184,0.39713138341903687,1.0
123,40,0.36549440026283264,0.39701706171035767,1.0
123,45,0.36513862013816833,0.3967841565608978,1.0
123,50,0.36486801505088806,0.3967273533344269,1.0
123,55,0.3645704686641693,0.3965384364128113,1.0
123,60,0.36432889103889465,0.39633890986442566,1.0
123,65,0.36403343081474304,0.39596453309059143,1.0
123,70,0.3637162446975708,0.39556366205215454,1.0
123,75,0.36330825090408325,0.39512619376182556,1.0
123,80,0.36293113231658936,0.39456942677497864,1.0
123,85,0.3629533052444458,0.3941504657268524,1.0
123,90,0.3623904287815094,0.39427873492240906,1.0
123,95,0.3624064028263092,0.3936830759048462,1.0
123,100,0.3620851933956146,0.39392995834350586,1.0
123,105,0.361880362033844,0.39353254437446594,1.0
123,110,0.3618224263191223,0.3932453393936157,1.0
123,115,0.3617323637008667,0.39320024847984314,1.0
123,120,0.3614996671676636,0.3932550549507141,1.0
124,1,0.3711594343185425,0.41160351037979126,1.0
124,5,0.36879661679267883,0.40043848752975464,1.0
124,10,0.3685036897659302,0.3990224003791809,1.0
124,15,0.3674718141555786,0.39883607625961304,1.0
124,20,0.3667718172073364,0.3980828523635864,1.0
124,25,0.36622458696365356,0.39774197340011597,1.0
124,30,0.36593684554100037,0.3974185585975647,1.0
124,35,0.36563584208488464,0.39719927310943604,1.0
124,40,0.3654434382915497,0.3970531225204468,1.0
124,45,0.3651121258735657,0.39683058857917786,1.0
124,50,0.36484530568122864,0.39661315083503723,1.0
124,55,0.36456507444381714,0.39644134044647217,1.0
124,60,0.3643294870853424,0.396260142326355,1.0
124,65,0.3640531599521637,0.39617401361465454,1.0
124,70,0.36388304829597473,0.39577749371528625,1.0
124,75,0.36393821239471436,0.3956467807292938,1.0
124,80,0.3634740114212036,0.3951879143714905,1.0
124,85,0.3630639910697937,0.3948599398136139,1.0
124,90,0.36282339692115784,0.3946409225463867,1.0
124,95,0.3625721335411072,0.39451801776885986,1.0
124,100,0.3624025285243988,0.39421212673187256,1.0
124,105,0.36201632022857666,0.3940078318119049,1.0
124,110,0.3617567718029022,0.3940054178237915,1.0
124,115,0.36164039373397827,0.3936729431152344,1.0
124,120,0.36140143871307373,0.3932383358478546,1.0
125,1,0.3711594343185425,0.40986114740371704,1.0
125,5,0.37005865573883057,0.39901816844940186,1.0
125,10,0.36785000562667847,0.3989250361919403,1.0
125,15,0.36759865283966064,0.3993798494338989,1.0
125,20,0.3668776750564575,0.39815449714660645,1.0
125,25,0.3663071095943451,0.39761531352996826,1.0
125,30,0.3659270703792572,0.3974740505218506,1.0
125,35,0.3657362759113312,0.39732736349105835,1.0
125,40,0.3656276762485504,0.3973609209060669,1.0
125,45,0.3652697205543518,0.3970750868320465,1.0
125,50,0.3649294376373291,0.39677175879478455,1.0
125,55,0.36466264724731445,0.39655956625938416,1.0
125,60,0.36444583535194397,0.396376371383667,1.0
125,65,0.3642113208770752,0.3963504433631897,1.0
125,70,0.36398252844810486,0.39592722058296204,1.0
125,75,0.36375197768211365,0.3956114649772644,1.0
125,80,0.3638458847999573,0.39533722400665283,1.0
125,85,0.363482803106308,0.39512333273887634,1.0
125,90,0.36305487155914307,0.39492371678352356,1.0
125,95,0.36279377341270447,0.39452603459358215,1.0
125,100,0.36249840259552,0.3941868543624878,1.0
125,105,0.36224907636642456,0.39381343126296997,1.0
125,110,0.3620019555091858,0.39353078603744507,1.0
125,115,0.3617549240589142,0.39325016736984253,1.0
125,120,0.36159753799438477,0.393096387386322,1.0
