field_uid,rig_id,family,reserved_view,source_gain_vs_pbb9,reserved_gain_vs_pbb9,target_gain_vs_pbb9
fresh-budget-rig-c:pulsed_toroidal_plume:13,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.009597061551094077,-0.01746367576488206,-0.015729796972895116
fresh-budget-rig-c:pulsed_toroidal_plume:14,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.022549060079837036,-0.06716227225534,-0.0314518843621181
fresh-budget-rig-c:pulsed_toroidal_plume:15,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.008406016238860392,0.018068981772156656,-0.004625626684676254
fresh-budget-rig-c:pulsed_toroidal_plume:16,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.006624705499593819,-0.036941734218298716,-0.01972488947791784
fresh-budget-rig-c:pulsed_toroidal_plume:17,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.0018712116000516588,-0.004097698860901833,0.01849531798073556
fresh-budget-rig-c:pulsed_toroidal_plume:18,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.017002956891530863,-0.015613623470260185,-0.027625656165530588
fresh-budget-rig-c:pulsed_toroidal_plume:19,fresh-budget-rig-c,pulsed_toroidal_plume,3,0.0007927722362018885,-0.05283892054563388,0.06288027709807098
fresh-budget-rig-d:triple_jet_merger:0,fresh-budget-rig-d,triple_jet_merger,3,-0.020508445189111102,-0.07039816876146521,-0.018839114804695578
fresh-budget-rig-d:triple_jet_merger:1,fresh-budget-rig-d,triple_jet_merger,3,-0.012488831141090229,-0.0065709887621994145,-0.009752081466137152
fresh-budget-rig-d:triple_jet_merger:2,fresh-budget-rig-d,triple_jet_merger,3,0.0021048302881486736,0.025845720512292836,0.03688462529876668
fresh-budget-rig-d:triple_jet_merger:3,fresh-budget-rig-d,triple_jet_merger,3,-0.013250522492048278,0.03251321952082653,-0.010801926668949413
fresh-budget-rig-d:triple_jet_merger:4,fresh-budget-rig-d,triple_jet_merger,3,-0.018089485796562776,-0.04860556764053614,-0.009325411121111626
fresh-budget-rig-d:triple_jet_merger:5,fresh-budget-rig-d,triple_jet_merger,3,-0.00894462183936251,-0.0309850181539868,-0.024051852258058615
fresh-budget-rig-d:triple_jet_merger:6,fresh-budget-rig-d,triple_jet_merger,3,-0.028169860400881985,-0.0924097697115891,-0.027971674562833115
fresh-budget-rig-d:triple_jet_merger:7,fresh-budget-rig-d,triple_jet_merger,3,0.0022541320928836095,-0.011923486976604059,0.04397827103793239
fresh-budget-rig-d:triple_jet_merger:8,fresh-budget-rig-d,triple_jet_merger,3,-0.012613275523416512,0.000593908424308065,-0.03208896229039393
fresh-budget-rig-d:triple_jet_merger:9,fresh-budget-rig-d,triple_jet_merger,3,-0.009297933974079076,-0.08578230108804741,-0.06814352634107412
fresh-budget-rig-d:triple_jet_merger:10,fresh-budget-rig-d,triple_jet_merger,3,-0.009617347690465294,0.008063634067650538,-0.056295540560359125
fresh-budget-rig-d:triple_jet_merger:11,fresh-budget-rig-d,triple_jet_merger,3,-0.011599413913956802,-0.08027434508589204,-0.0034412319617893594
fresh-budget-rig-d:triple_jet_merger:12,fresh-budget-rig-d,triple_jet_merger,3,-6.338240056780187e-05,-0.005043810534562931,-0.003982980596086483
fresh-budget-rig-d:triple_jet_merger:13,fresh-budget-rig-d,triple_jet_merger,3,-0.010485694739052365,-0.008366495235370142,-0.03136243912747516
fresh-budget-rig-d:triple_jet_merger:14,fresh-budget-rig-d,triple_jet_merger,3,0.0012730483441931728,0.013167407249548013,-0.015852482855652772
fresh-budget-rig-d:triple_jet_merger:15,fresh-budget-rig-d,triple_jet_merger,3,-0.0276135572502898,-0.013641657758190817,-0.042016475906010875
fresh-budget-rig-d:triple_jet_merger:16,fresh-budget-rig-d,triple_jet_merger,3,-0.010525518167051384,-0.0443137061443839,0.00519667298401516
fresh-budget-rig-d:triple_jet_merger:17,fresh-budget-rig-d,triple_jet_merger,3,0.006255094079616441,0.009367910030865234,0.005188606668217521
fresh-budget-rig-d:triple_jet_merger:18,fresh-budget-rig-d,triple_jet_merger,3,-0.0125016328925458,-0.004498773208349016,0.038391443291387106
fresh-budget-rig-d:triple_jet_merger:19,fresh-budget-rig-d,triple_jet_merger,3,-0.008901018723420195,-0.011496488350580147,-0.017384295249956327
fresh-budget-rig-d:tilted_flame_brush:0,fresh-budget-rig-d,tilted_flame_brush,3,-0.022106843628380668,-0.009767853431885243,-0.04024517278033968
fresh-budget-rig-d:tilted_flame_brush:1,fresh-budget-rig-d,tilted_flame_brush,3,0.002505159481168362,-0.004789731240596673,-0.010720839271739058
fresh-budget-rig-d:tilted_flame_brush:2,fresh-budget-rig-d,tilted_flame_brush,3,-0.02614298972553475,-0.08328358661010671,0.03989943643920302
fresh-budget-rig-d:tilted_flame_brush:3,fresh-budget-rig-d,tilted_flame_brush,3,0.007980881200768675,-0.011063453262859069,0.007446923430909247
fresh-budget-rig-d:tilted_flame_brush:4,fresh-budget-rig-d,tilted_flame_brush,3,-0.023391561978172826,-0.10082262544804776,0.0063442794627889265
fresh-budget-rig-d:tilted_flame_brush:5,fresh-budget-rig-d,tilted_flame_brush,3,-0.004283302232870545,0.023661056370614664,0.04486270158311778
fresh-budget-rig-d:tilted_flame_brush:6,fresh-budget-rig-d,tilted_flame_brush,3,-0.011196664748452934,0.04978094735785721,0.037649788522594374
fresh-budget-rig-d:tilted_flame_brush:7,fresh-budget-rig-d,tilted_flame_brush,3,-0.007312627563709206,-0.13342634585056623,0.01494843064553042
fresh-budget-rig-d:tilted_flame_brush:8,fresh-budget-rig-d,tilted_flame_brush,3,-0.023882213068178837,-0.12569689056579691,-0.0070057991077008275
fresh-budget-rig-d:tilted_flame_brush:9,fresh-budget-rig-d,tilted_flame_brush,3,-0.01696565345776957,-0.033656653572182726,0.023689059053517814
fresh-budget-rig-d:tilted_flame_brush:10,fresh-budget-rig-d,tilted_flame_brush,3,0.00294746176250682,-0.08726919300515368,0.02798863274550689
fresh-budget-rig-d:tilted_flame_brush:11,fresh-budget-rig-d,tilted_flame_brush,3,-0.012915309428517041,0.01731346282543511,-0.010676682085920097
fresh-budget-rig-d:tilted_flame_brush:12,fresh-budget-rig-d,tilted_flame_brush,3,-0.011788790954170292,-0.013413454889714238,-0.030688824632392198
fresh-budget-rig-d:tilted_flame_brush:13,fresh-budget-rig-d,tilted_flame_brush,3,-0.005854893548086881,-0.04909757467512743,0.004187101825540607
fresh-budget-rig-d:tilted_flame_brush:14,fresh-budget-rig-d,tilted_flame_brush,3,-0.0202305911965861,-0.0006996218097086171,-0.02157793658074114
fresh-budget-rig-d:tilted_flame_brush:15,fresh-budget-rig-d,tilted_flame_brush,3,-0.007748554852659462,-0.04580449812544396,-0.046797101152144416
fresh-budget-rig-d:tilted_flame_brush:16,fresh-budget-rig-d,tilted_flame_brush,3,-0.0076724329090265275,-0.02497741660762176,0.004270214650324289
fresh-budget-rig-d:tilted_flame_brush:17,fresh-budget-rig-d,tilted_flame_brush,3,0.010230477176766062,0.007845860299689034,0.017916816748609676
fresh-budget-rig-d:tilted_flame_brush:18,fresh-budget-rig-d,tilted_flame_brush,3,0.0056498633279213895,-0.067895073954092,0.040303774050534646
fresh-budget-rig-d:tilted_flame_brush:19,fresh-budget-rig-d,tilted_flame_brush,3,0.013251543627981754,-0.0912390358360784,0.036049991983253205
fresh-budget-rig-d:pulsed_toroidal_plume:0,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.00220814958172022,-0.01953057756598353,0.0021431870445278722
fresh-budget-rig-d:pulsed_toroidal_plume:1,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.013087654111354041,0.04797042888731495,0.005168944294412614
fresh-budget-rig-d:pulsed_toroidal_plume:2,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.01216276570256225,-0.04263837000241666,-0.05740440396716395
fresh-budget-rig-d:pulsed_toroidal_plume:3,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.0017438111988454796,0.021006720976422866,-0.011626558520235974
fresh-budget-rig-d:pulsed_toroidal_plume:4,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.006244909441018853,0.008702404469871028,0.02715433309277504
fresh-budget-rig-d:pulsed_toroidal_plume:5,fresh-budget-rig-d,pulsed_toroidal_plume,3,-5.233778863611427e-05,-0.014803891201808028,-0.04180592863217725
fresh-budget-rig-d:pulsed_toroidal_plume:6,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.006253525343742572,-0.0953878509193915,-0.015470797497124211
fresh-budget-rig-d:pulsed_toroidal_plume:7,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.014545650753756467,-0.005566314072156686,-0.014194771159263375
fresh-budget-rig-d:pulsed_toroidal_plume:8,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.020322074378420707,0.033485225732396096,-0.05106831032793768
fresh-budget-rig-d:pulsed_toroidal_plume:9,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.0024063640861128333,-0.008508540574543977,0.0034343034976798137
fresh-budget-rig-d:pulsed_toroidal_plume:10,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.005306739314114295,-0.0323864102599114,-0.006727505008154777
fresh-budget-rig-d:pulsed_toroidal_plume:11,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.010772872507972653,-0.01720925516001981,0.02696881054773448
fresh-budget-rig-d:pulsed_toroidal_plume:12,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.003075089893963323,-0.052237198597075096,-0.09153904141934
fresh-budget-rig-d:pulsed_toroidal_plume:13,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.02127781584963806,-0.025098968004393596,-0.12988108320443748
fresh-budget-rig-d:pulsed_toroidal_plume:14,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.011887786387241972,-0.04489837873180624,-0.0018176909717007028
fresh-budget-rig-d:pulsed_toroidal_plume:15,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.006967795731200432,0.020067160941587114,0.0008323144819565309
fresh-budget-rig-d:pulsed_toroidal_plume:16,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.01373639300608187,-0.00016762104769796338,-0.08643720183346493
fresh-budget-rig-d:pulsed_toroidal_plume:17,fresh-budget-rig-d,pulsed_toroidal_plume,3,-0.00346214977881365,-0.04416482526721066,0.009060190638982224
fresh-budget-rig-d:pulsed_toroidal_plume:18,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.0024771788325749222,-0.03989578375547387,-0.06585937983706569
fresh-budget-rig-d:pulsed_toroidal_plume:19,fresh-budget-rig-d,pulsed_toroidal_plume,3,0.011313025968277546,-0.012053282525812836,0.017606953809532255
fresh-budget-rig-e:triple_jet_merger:0,fresh-budget-rig-e,triple_jet_merger,2,-0.007835215463205314,0.04043631097217182,-0.03987479683270401
fresh-budget-rig-e:triple_jet_merger:1,fresh-budget-rig-e,triple_jet_merger,2,0.007881214646505375,0.024488738218301664,0.03557718923244946
fresh-budget-rig-e:triple_jet_merger:2,fresh-budget-rig-e,triple_jet_merger,2,-0.01942454410256378,-0.005204104986605174,-0.0416241658066423
fresh-budget-rig-e:triple_jet_merger:3,fresh-budget-rig-e,triple_jet_merger,2,-0.0010044527172503592,0.002789715814157545,0.0033401316421508565
fresh-budget-rig-e:triple_jet_merger:4,fresh-budget-rig-e,triple_jet_merger,2,-0.019154374147910547,-0.08727336971165212,-0.06418924493031675
fresh-budget-rig-e:triple_jet_merger:5,fresh-budget-rig-e,triple_jet_merger,2,-0.004847407449456664,-0.22373075911979878,-0.11068443076380197
fresh-budget-rig-e:triple_jet_merger:6,fresh-budget-rig-e,triple_jet_merger,2,-0.022546403794692305,-0.03156584253420491,-0.004973901958498006
fresh-budget-rig-e:triple_jet_merger:7,fresh-budget-rig-e,triple_jet_merger,2,-0.007868394617108532,-0.04404833360108751,-0.04150889300353078
fresh-budget-rig-e:triple_jet_merger:8,fresh-budget-rig-e,triple_jet_merger,2,-0.015582603359723501,-0.10256856539476189,-0.01633090596826614
fresh-budget-rig-e:triple_jet_merger:9,fresh-budget-rig-e,triple_jet_merger,2,-0.032821690405515636,-0.06941978016718209,-0.05013681710083051
fresh-budget-rig-e:triple_jet_merger:10,fresh-budget-rig-e,triple_jet_merger,2,-0.0099999658831047,-0.02324327420763539,-0.01872514887700083
fresh-budget-rig-e:triple_jet_merger:11,fresh-budget-rig-e,triple_jet_merger,2,-0.0177772265153322,0.010875613776832882,0.05899108132159381
fresh-budget-rig-e:triple_jet_merger:12,fresh-budget-rig-e,triple_jet_merger,2,-0.022169504464785605,-0.024709047204044543,-0.014509301040395828
fresh-budget-rig-e:triple_jet_merger:13,fresh-budget-rig-e,triple_jet_merger,2,-0.043878676629765856,-0.1631024441440625,-0.09385150086170801
fresh-budget-rig-e:triple_jet_merger:14,fresh-budget-rig-e,triple_jet_merger,2,-0.03365245878795986,0.026089553693474765,0.039927791057475015
fresh-budget-rig-e:triple_jet_merger:15,fresh-budget-rig-e,triple_jet_merger,2,-0.033781475952465057,-0.022149333695442808,-0.03827202402202001
fresh-budget-rig-e:triple_jet_merger:16,fresh-budget-rig-e,triple_jet_merger,2,-0.04109485540569424,-0.08914704623603464,-0.08891250050306243
fresh-budget-rig-e:triple_jet_merger:17,fresh-budget-rig-e,triple_jet_merger,2,-0.03985605531010261,-0.05727548459228826,-0.0636772715774947
fresh-budget-rig-e:triple_jet_merger:18,fresh-budget-rig-e,triple_jet_merger,2,-0.01031910636592781,0.025352434834812088,-0.01481917625547191
fresh-budget-rig-e:triple_jet_merger:19,fresh-budget-rig-e,triple_jet_merger,2,-0.020150099918514464,-0.022742251805577984,0.004386529437797271
fresh-budget-rig-e:tilted_flame_brush:0,fresh-budget-rig-e,tilted_flame_brush,2,-0.006069384093251751,0.2588938459001292,0.11537821054967534
fresh-budget-rig-e:tilted_flame_brush:1,fresh-budget-rig-e,tilted_flame_brush,2,0.01657601854461266,0.30349434302758005,-0.057206082369394506
fresh-budget-rig-e:tilted_flame_brush:2,fresh-budget-rig-e,tilted_flame_brush,2,-0.0035843824340278108,0.257036051767605,0.03190671077123042
fresh-budget-rig-e:tilted_flame_brush:3,fresh-budget-rig-e,tilted_flame_brush,2,0.00037634591694146735,0.29554268133323736,0.013923515787270135
fresh-budget-rig-e:tilted_flame_brush:4,fresh-budget-rig-e,tilted_flame_brush,2,-0.022772352942414198,0.06951827535846322,-0.10455257043067934
fresh-budget-rig-e:tilted_flame_brush:5,fresh-budget-rig-e,tilted_flame_brush,2,-0.0039013775009451024,0.2699904060114585,-0.0025379900988748982
fresh-budget-rig-e:tilted_flame_brush:6,fresh-budget-rig-e,tilted_flame_brush,2,-0.03481460254342594,0.1524597536967045,0.06439385971501521
fresh-budget-rig-e:tilted_flame_brush:7,fresh-budget-rig-e,tilted_flame_brush,2,0.014333623897557879,0.23295185764416593,0.020981135651513383
fresh-budget-rig-e:tilted_flame_brush:8,fresh-budget-rig-e,tilted_flame_brush,2,0.011035996136309345,0.23933644545920485,0.015715255047195176
fresh-budget-rig-e:tilted_flame_brush:9,fresh-budget-rig-e,tilted_flame_brush,2,0.010441846282564282,0.05338828432892806,-0.04425628670843307
fresh-budget-rig-e:tilted_flame_brush:10,fresh-budget-rig-e,tilted_flame_brush,2,-0.007093522994593426,0.14273368537946196,0.09375471827169168
fresh-budget-rig-e:tilted_flame_brush:11,fresh-budget-rig-e,tilted_flame_brush,2,0.0036290434454940845,0.03146643900139223,-0.0812252506418929
fresh-budget-rig-e:tilted_flame_brush:12,fresh-budget-rig-e,tilted_flame_brush,2,0.014837979983219673,0.0940382139966841,0.0017075238459905995
fresh-budget-rig-e:tilted_flame_brush:13,fresh-budget-rig-e,tilted_flame_brush,2,-0.0034879199675335038,0.2528738608822443,0.07531856172158569
fresh-budget-rig-e:tilted_flame_brush:14,fresh-budget-rig-e,tilted_flame_brush,2,0.05451453095091485,0.23929069573317585,0.0032689175398038506
fresh-budget-rig-e:tilted_flame_brush:15,fresh-budget-rig-e,tilted_flame_brush,2,0.0004808680188838066,0.16371769512042644,-0.020798980871682637
fresh-budget-rig-e:tilted_flame_brush:16,fresh-budget-rig-e,tilted_flame_brush,2,-0.02250760619552783,-0.00490791549014169,-0.05395555270227548
fresh-budget-rig-e:tilted_flame_brush:17,fresh-budget-rig-e,tilted_flame_brush,2,-0.0018827915045953603,0.009760046438420655,0.04149536598819281
fresh-budget-rig-e:tilted_flame_brush:18,fresh-budget-rig-e,tilted_flame_brush,2,-0.007525322475400831,0.18172970634246044,-0.02131176396469492
fresh-budget-rig-e:tilted_flame_brush:19,fresh-budget-rig-e,tilted_flame_brush,2,-0.009941494049643618,0.1075029872922677,0.07112116618657949
fresh-budget-rig-e:pulsed_toroidal_plume:0,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.01450536507265432,-0.03591332739998543,-0.06225614733152063
fresh-budget-rig-e:pulsed_toroidal_plume:1,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.01181093713457737,0.06269655790393047,0.062339052658783034
fresh-budget-rig-e:pulsed_toroidal_plume:2,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.0016147970905735498,0.0227772270846901,0.014427982714983911
fresh-budget-rig-e:pulsed_toroidal_plume:3,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.004451943877797349,0.18924977627077377,0.05863832450846096
fresh-budget-rig-e:pulsed_toroidal_plume:4,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.024529713615896953,0.09483530670467244,0.04380322268104686
fresh-budget-rig-e:pulsed_toroidal_plume:5,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.001378697777096649,0.029583503214272833,-0.017615701727581756
fresh-budget-rig-e:pulsed_toroidal_plume:6,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.015016561076194535,0.04528827743550301,0.0315967783674056
fresh-budget-rig-e:pulsed_toroidal_plume:7,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.021384558802911346,0.07927622136255685,0.06043097587799451
fresh-budget-rig-e:pulsed_toroidal_plume:8,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.008358937008835943,0.022449437693316088,0.018032381489512472
fresh-budget-rig-e:pulsed_toroidal_plume:9,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.002038293154810633,-0.04065265422839626,-0.027158447281732112
fresh-budget-rig-e:pulsed_toroidal_plume:10,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.013669905035224583,0.09641961166236723,0.03135694053384175
fresh-budget-rig-e:pulsed_toroidal_plume:11,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.0019177948368176434,-0.040170244609423866,-0.03787674968557653
fresh-budget-rig-e:pulsed_toroidal_plume:12,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.009215156552377146,0.04752727851496785,0.023414499476650086
fresh-budget-rig-e:pulsed_toroidal_plume:13,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.02019763318503065,0.22666669382983162,-0.04295452565140745
fresh-budget-rig-e:pulsed_toroidal_plume:14,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.023215476636901045,-0.16131294340084845,-0.06928762538292421
fresh-budget-rig-e:pulsed_toroidal_plume:15,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.017927384363059184,-0.017118310142987703,-0.04315832530848929
fresh-budget-rig-e:pulsed_toroidal_plume:16,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.002283149053638356,-0.0060696676493277035,-0.0833943810096649
fresh-budget-rig-e:pulsed_toroidal_plume:17,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.007064652455879061,0.017823069981797057,-0.033629282542578354
fresh-budget-rig-e:pulsed_toroidal_plume:18,fresh-budget-rig-e,pulsed_toroidal_plume,2,0.0074317150522671405,-0.02027659128608983,0.000985053294246696
fresh-budget-rig-e:pulsed_toroidal_plume:19,fresh-budget-rig-e,pulsed_toroidal_plume,2,-0.019000765231870442,-0.06088674193135457,-0.03197610872926626
fresh-budget-rig-f:triple_jet_merger:0,fresh-budget-rig-f,triple_jet_merger,4,-0.03941087424821976,-0.09925840232079408,-0.1140627064632076
fresh-budget-rig-f:triple_jet_merger:1,fresh-budget-rig-f,triple_jet_merger,4,-0.06229481640341539,-0.03551266615802495,-0.061124216063485726
fresh-budget-rig-f:triple_jet_merger:2,fresh-budget-rig-f,triple_jet_merger,4,-0.05465688598492435,-0.06507094578432993,-0.04220616583442571
fresh-budget-rig-f:triple_jet_merger:3,fresh-budget-rig-f,triple_jet_merger,4,-0.01668648137208595,-0.05070931550919777,-0.03840325477219553
fresh-budget-rig-f:triple_jet_merger:4,fresh-budget-rig-f,triple_jet_merger,4,-0.031215126837829343,-0.04527087677355701,-0.044775696191398096
fresh-budget-rig-f:triple_jet_merger:5,fresh-budget-rig-f,triple_jet_merger,4,-0.02692301451190038,-0.04626465852588968,-0.016347784478515592
fresh-budget-rig-f:triple_jet_merger:6,fresh-budget-rig-f,triple_jet_merger,4,-0.0199728020156984,0.012928141386077341,-0.05478354992051937
fresh-budget-rig-f:triple_jet_merger:7,fresh-budget-rig-f,triple_jet_merger,4,-0.013556756307977702,0.008485245550948317,-0.03237047062740794
fresh-budget-rig-f:triple_jet_merger:8,fresh-budget-rig-f,triple_jet_merger,4,-0.027114563961983862,-0.028664314941630575,-0.08005136514302835
fresh-budget-rig-f:triple_jet_merger:9,fresh-budget-rig-f,triple_jet_merger,4,-0.029987606332068983,-0.01803143563864462,-0.04265587742701826
fresh-budget-rig-f:triple_jet_merger:10,fresh-budget-rig-f,triple_jet_merger,4,-0.036679410150124436,-0.0030092252637312633,-0.07086501274027035
fresh-budget-rig-f:triple_jet_merger:11,fresh-budget-rig-f,triple_jet_merger,4,-0.05501392430006247,-0.027153765341086933,-0.13603171498840472
fresh-budget-rig-f:triple_jet_merger:12,fresh-budget-rig-f,triple_jet_merger,4,-0.01684640689312311,-0.0021444015555809326,-0.031766621415651564
fresh-budget-rig-f:triple_jet_merger:13,fresh-budget-rig-f,triple_jet_merger,4,-0.008472220728092283,0.011282957309031172,0.002734016493190161
fresh-budget-rig-f:triple_jet_merger:14,fresh-budget-rig-f,triple_jet_merger,4,-0.013694954861172004,-0.000980090523788224,-0.011832044086726112
fresh-budget-rig-f:triple_jet_merger:15,fresh-budget-rig-f,triple_jet_merger,4,-0.014523938730277353,0.005912301198549463,-0.02125066703227918
fresh-budget-rig-f:triple_jet_merger:16,fresh-budget-rig-f,triple_jet_merger,4,-0.025702690312206622,0.015436081777022603,-0.07916495507574473
fresh-budget-rig-f:triple_jet_merger:17,fresh-budget-rig-f,triple_jet_merger,4,-0.02345549697148286,-0.021007104549599642,-0.07488505914837917
fresh-budget-rig-f:triple_jet_merger:18,fresh-budget-rig-f,triple_jet_merger,4,-0.03820364440608359,-0.12005862300443004,-0.09024860086615782
fresh-budget-rig-f:triple_jet_merger:19,fresh-budget-rig-f,triple_jet_merger,4,-0.006311451349173103,-0.01952670533971923,0.02182265587073018
fresh-budget-rig-f:tilted_flame_brush:0,fresh-budget-rig-f,tilted_flame_brush,4,0.0009479295161204382,-0.06356481495527766,-0.016473124972888664
fresh-budget-rig-f:tilted_flame_brush:1,fresh-budget-rig-f,tilted_flame_brush,4,0.0012144499570825307,0.04860054169884798,-0.01143886439273989
fresh-budget-rig-f:tilted_flame_brush:2,fresh-budget-rig-f,tilted_flame_brush,4,0.0015065174686524907,-0.037761751486667716,-0.008554568517910699
fresh-budget-rig-f:tilted_flame_brush:3,fresh-budget-rig-f,tilted_flame_brush,4,-0.009094086853867367,-0.12196920119172061,-0.014113244309597706
fresh-budget-rig-f:tilted_flame_brush:4,fresh-budget-rig-f,tilted_flame_brush,4,-0.002311504252187957,0.03868383194763092,0.0362700299849652
fresh-budget-rig-f:tilted_flame_brush:5,fresh-budget-rig-f,tilted_flame_brush,4,-0.0046763827620590614,-0.2010777168317901,-0.037018184091184736
fresh-budget-rig-f:tilted_flame_brush:6,fresh-budget-rig-f,tilted_flame_brush,4,-0.002568366310158332,0.011500500584094353,0.023619340662907606
fresh-budget-rig-f:tilted_flame_brush:7,fresh-budget-rig-f,tilted_flame_brush,4,-0.007471362598783671,0.04174717786857629,0.019903250490407975
fresh-budget-rig-f:tilted_flame_brush:8,fresh-budget-rig-f,tilted_flame_brush,4,-0.005227763882415415,-0.05788092711186077,-0.014000435744057516
fresh-budget-rig-f:tilted_flame_brush:9,fresh-budget-rig-f,tilted_flame_brush,4,0.0011141248623415256,-0.06249020010685413,0.028596550507627994
fresh-budget-rig-f:tilted_flame_brush:10,fresh-budget-rig-f,tilted_flame_brush,4,-0.006260186150655489,-0.05986338145183079,-0.004385574733442255
fresh-budget-rig-f:tilted_flame_brush:11,fresh-budget-rig-f,tilted_flame_brush,4,-0.0034567395625166863,0.0376495991346969,0.027061581819757707
fresh-budget-rig-f:tilted_flame_brush:12,fresh-budget-rig-f,tilted_flame_brush,4,0.005441374269209209,0.05155186585570959,0.08274004664102541
fresh-budget-rig-f:tilted_flame_brush:13,fresh-budget-rig-f,tilted_flame_brush,4,0.0027498798215285225,0.0879067937672463,0.022833094983135238
fresh-budget-rig-f:tilted_flame_brush:14,fresh-budget-rig-f,tilted_flame_brush,4,-0.0050878819737283365,-0.031227164555356346,-0.04585103185980377
fresh-budget-rig-f:tilted_flame_brush:15,fresh-budget-rig-f,tilted_flame_brush,4,0.0018180970876537916,0.051485128451112194,0.027982793884375967
fresh-budget-rig-f:tilted_flame_brush:16,fresh-budget-rig-f,tilted_flame_brush,4,-0.003145741747079045,0.01914687783579716,-0.04284442990644477
fresh-budget-rig-f:tilted_flame_brush:17,fresh-budget-rig-f,tilted_flame_brush,4,-0.005515602005816245,-0.04522222653004815,0.016705957859418197
fresh-budget-rig-f:tilted_flame_brush:18,fresh-budget-rig-f,tilted_flame_brush,4,-0.009003187057942563,-0.06614659564737657,-0.012514647274193269
fresh-budget-rig-f:tilted_flame_brush:19,fresh-budget-rig-f,tilted_flame_brush,4,-0.004231942248823284,0.07242382275977821,0.0114755939822061
fresh-budget-rig-f:pulsed_toroidal_plume:0,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.02323489357730546,-0.10178332072798768,-0.0072068643002469734
fresh-budget-rig-f:pulsed_toroidal_plume:1,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.01611234091345226,-0.02995678589915296,-0.0533690316593558
fresh-budget-rig-f:pulsed_toroidal_plume:2,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.021885177622125607,-0.029021138243058298,-0.06179619339262277
fresh-budget-rig-f:pulsed_toroidal_plume:3,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.04026925993933972,-0.02468030124840226,-0.057936036142072656
fresh-budget-rig-f:pulsed_toroidal_plume:4,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.004964017690149092,-0.04341412903332431,0.013155348576212922
fresh-budget-rig-f:pulsed_toroidal_plume:5,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.011976867546756864,-0.055966005823446574,-0.03393319398065531
fresh-budget-rig-f:pulsed_toroidal_plume:6,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.04643826009051688,-0.0019455441670095386,-0.0958718825102669
fresh-budget-rig-f:pulsed_toroidal_plume:7,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.0033585253364027956,-0.003453953896537465,-0.0539734579904132
fresh-budget-rig-f:pulsed_toroidal_plume:8,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.0077183528015978276,0.032993989295386994,0.007543170285428502
fresh-budget-rig-f:pulsed_toroidal_plume:9,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.019945111710431673,-0.06180509737916462,0.003343680043093933
