field_uid,rig_id,family,reserved_view,source_gain_vs_pbb9,reserved_gain_vs_pbb9,target_gain_vs_pbb9
fresh-budget-rig-c:pulsed_toroidal_plume:2,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.004190146441495068,0.025028647680183647,0.027975739470791128
fresh-budget-rig-c:pulsed_toroidal_plume:3,fresh-budget-rig-c,pulsed_toroidal_plume,3,0.004332815487537611,-0.03606830557273244,-0.025510224365933976
fresh-budget-rig-c:pulsed_toroidal_plume:4,fresh-budget-rig-c,pulsed_toroidal_plume,3,0.009827755183414832,-0.025090493539171366,0.06653812932758685
fresh-budget-rig-c:pulsed_toroidal_plume:5,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.015462428961330543,0.020226606792741686,0.015670427444969492
fresh-budget-rig-c:pulsed_toroidal_plume:6,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.0007734127221481479,0.014583422693794756,0.041223746148799534
fresh-budget-rig-c:pulsed_toroidal_plume:7,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.007278246177299108,-0.00800512044617796,0.01979038892766416
fresh-budget-rig-c:pulsed_toroidal_plume:8,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.005862415975768753,-0.06337319992994894,0.024713338983154642
fresh-budget-rig-c:pulsed_toroidal_plume:9,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.011533486468421561,0.032062206453806974,0.04515064754492737
fresh-budget-rig-c:pulsed_toroidal_plume:10,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.0036352883269630265,0.02283086142194979,-0.0024686613928379675
fresh-budget-rig-c:pulsed_toroidal_plume:11,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.0012401078994623838,0.04466059306453951,0.002822462720074026
fresh-budget-rig-c:pulsed_toroidal_plume:12,fresh-budget-rig-c,pulsed_toroidal_plume,3,-0.008251878000970825,0.025605797130396346,-0.035420955558661094
