candidate,metric,cell_count,mean_relative_regret,cell_std,normal_style_ci95,p95_relative_regret,oracle_or_better_fraction
uniform_dual,rel_l2,264,0.001971385201728192,0.01743551570711162,0.002112924887245409,0.03328221414482485,0.38257575757575757
uniform_dual,heldout_reprojection_rel_l2,264,0.00804626230004303,0.015559449150333417,0.001885573555370056,0.03317816951409798,0.26515151515151514
support_fit_mix,rel_l2,264,0.00014417886019762175,0.01243641630316114,0.0015071084765434118,0.01748652547189046,0.7575757575757576
support_fit_mix,heldout_reprojection_rel_l2,264,0.004537317805125752,0.013287809905487375,0.0016102847038151336,0.02963052726665016,0.5946969696969697
query_router,rel_l2,264,0.0023311934308555293,0.017830914077179856,0.0021608412821790377,0.033434261825778085,0.3977272727272727
query_router,heldout_reprojection_rel_l2,264,0.0081077861737332,0.015667351961631323,0.0018986497694164289,0.03396340678312775,0.2689393939393939
