seed,experiment,split,parameters,train_seconds,best_epoch,best_val_rel_l2,router_weight_mean,rel_l2_mean,gradient_rel_l2_mean,observed_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_mean,mass_relative_error_mean,centroid_error_mean
20260710,residual_head,test_iid,43485,13.637883999967016,27,0.27794787287712097,1.0,0.25098251551389694,0.4144032448530197,0.23194559589028357,0.2946796365082264,0.09592224414809607,0.03468502399303593
20260710,absolute_head,test_iid,43485,13.637883999967016,27,0.27794787287712097,0.0,0.2532824777066708,0.4208386018872261,0.24185616448521613,0.29562893956899644,0.08869050233624876,0.0318746911705477
20260710,uniform_dual,test_iid,43485,13.637883999967016,27,0.27794787287712097,0.5,0.24819566532969475,0.4125449612736702,0.2329665571451187,0.2918489001691341,0.08857736580539495,0.030700051872062366
20260710,support_fit_mix,test_iid,43485,13.637883999967016,27,0.27794787287712097,0.6861695647239685,0.2472663976252079,0.41027105450630186,0.22837525233626366,0.29145119413733483,0.09072657325741602,0.03248814532982826
20260710,query_router,test_iid,43485,13.637883999967016,27,0.27794787287712097,0.4755321443080902,0.2482636369764805,0.412713760137558,0.23322054445743562,0.2918731078505516,0.0884436447173357,0.030630324582109507
20260710,residual_head,test_view_ood,43485,13.637883999967016,27,0.27794787287712097,1.0,0.3477228507399559,0.5561832170933485,0.27975589875131845,0.4247738476842642,0.07429795668576844,0.03849921520772122
20260710,absolute_head,test_view_ood,43485,13.637883999967016,27,0.27794787287712097,0.0,0.33833689987659454,0.544858967885375,0.2690846538171172,0.4187002182006836,0.07674205594230443,0.03792708578000757
20260710,uniform_dual,test_view_ood,43485,13.637883999967016,27,0.27794787287712097,0.5,0.3390491548925638,0.544605066999793,0.2688234942033887,0.4185560345649719,0.07411334197968245,0.03709894239098048
20260710,support_fit_mix,test_view_ood,43485,13.637883999967016,27,0.27794787287712097,0.3284492790699005,0.3382933046668768,0.5434435028582811,0.265260549262166,0.4191986480727792,0.0767323515174212,0.038445324246118594
20260710,query_router,test_view_ood,43485,13.637883999967016,27,0.27794787287712097,0.4726114869117737,0.3387940367683768,0.5443060975521803,0.2685458976775408,0.4183746473863721,0.07424578146310523,0.03710317213389934
20260710,residual_head,test_noise_ood,43485,13.637883999967016,27,0.27794787287712097,1.0,0.29028880782425404,0.47413429617881775,0.2779655298218131,0.335500480607152,0.07848161261063069,0.03233755333562934
20260710,absolute_head,test_noise_ood,43485,13.637883999967016,27,0.27794787287712097,0.0,0.29908137395977974,0.484166644513607,0.287230740301311,0.3419614457525313,0.10680324648274109,0.037997695748925975
20260710,uniform_dual,test_noise_ood,43485,13.637883999967016,27,0.27794787287712097,0.5,0.29048217087984085,0.474207928404212,0.27847827691584826,0.33552800491452217,0.10010035522282124,0.0298911907583234
20260710,support_fit_mix,test_noise_ood,43485,13.637883999967016,27,0.27794787287712097,0.6919193267822266,0.28863492608070374,0.47250036522746086,0.2747426740825176,0.3337006028741598,0.08831434993771836,0.03430041073601972
20260710,query_router,test_noise_ood,43485,13.637883999967016,27,0.27794787287712097,0.4650115966796875,0.2908051023259759,0.47457376029342413,0.2788130082190037,0.3357593738473952,0.10119301581289619,0.030065757626326572
20260710,residual_head,test_joint_ood,43485,13.637883999967016,27,0.27794787287712097,1.0,0.3817930454388261,0.5626589618623257,0.2824616162106395,0.42880513425916433,0.11799823393812403,0.05349469204376486
20260710,absolute_head,test_joint_ood,43485,13.637883999967016,27,0.27794787287712097,0.0,0.3821146050468087,0.5569659993052483,0.285088375210762,0.42959011998027563,0.16163398348726332,0.05061136753665751
20260710,uniform_dual,test_joint_ood,43485,13.637883999967016,27,0.27794787287712097,0.5,0.3774042343720794,0.5534429848194122,0.27669941913336515,0.4251573821529746,0.15026158560067415,0.04719528359930774
20260710,support_fit_mix,test_joint_ood,43485,13.637883999967016,27,0.27794787287712097,0.5459343194961548,0.3759502284228802,0.5535879787057638,0.2722979038953781,0.4235864970833063,0.14167528902180493,0.050701580952930085
20260710,query_router,test_joint_ood,43485,13.637883999967016,27,0.27794787287712097,0.4624618589878082,0.37744104117155075,0.5532609727233648,0.27683594822883606,0.42520806286484003,0.1520900761242956,0.04699959675667266
20260710,residual_head,test_family_ood,43485,13.637883999967016,27,0.27794787287712097,1.0,0.687759929895401,0.8880811035633087,0.5596867591142655,0.7005494266748429,0.09238879296026425,0.03871963833283219
20260710,absolute_head,test_family_ood,43485,13.637883999967016,27,0.27794787287712097,0.0,0.6882721513509751,0.8860068529844284,0.5727453723549842,0.6908225595951081,0.08775467893574387,0.045985857700718766
