active_interface_count,base_seed,camera_bias_rmse,case_id,clean_reprojection_relative_l2,evaluation_forward_calls,false_positive_count,family,field_mean_bias,field_nrmse_dynamic_range,field_relative_l2,field_rmse,gate_probability_max,gradient_closure_rms,h1_seminorm_relative_error,initialization_adjoint_calls,interface_detection_f1,jump_rms,measured_reprojection_relative_l2,method,missed_truth_count,optimization_forward_calls,optimization_vjp_or_adjoint_calls,split,surface_assd,surface_f1_at_1dx,surface_f1_at_2dx,surface_hd95,wall_seconds,warm_start_adjoint_calls,warm_start_cgls_iterations,warm_start_forward_calls
,101,,a9159da5d4680ef97180,0.022190597097987163,1,1,smooth_no_interface,0.010033410508961636,0.05209587315896777,0.4745839573184916,0.032680298978788005,,,0.9858455420933914,0,0.0,,0.0016821820682128106,cgls,0,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.016435750003438443,,,
,101,,a9159da5d4680ef97180,0.09214052999982054,1,1,smooth_no_interface,0.010940740178619533,0.04670660207957728,0.4254886750853929,0.029299551532348502,,,0.7998094986666108,0,0.0,,0.09087460802841996,huber_pdhg,0,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.02034429198829457,,,
0,101,,a9159da5d4680ef97180,0.08587805671569508,1,0,smooth_no_interface,0.015901170297332942,0.09366846751802134,0.8533027530801438,0.05875923250260162,0.1992895802343325,,1.750143366177826,1,1.0,,0.08435100454221613,phase_only,0,24,24,development,0.0,1.0,1.0,0.0,0.6165625410503708,,,
0,101,,a9159da5d4680ef97180,0.022579841967546338,3,0,smooth_no_interface,0.00987879224923385,0.05183798971156366,0.4722346858776903,0.03251852593129286,0.3705827571448743,0.0,0.9832256404994957,0,1.0,0.0010243971412855757,0.008473544777563922,jacru_no_bias,0,24,24,development,0.0,1.0,1.0,0.0,0.03095637500518933,18,18,18
0,101,0.007759978336035841,a9159da5d4680ef97180,0.022358925991800543,3,0,smooth_no_interface,0.010359095332747141,0.05220363896374151,0.4755656842575347,0.03274790162187931,0.3729042928131264,0.0,0.9864906014616411,0,1.0,0.0011925356207061477,0.00769382920400788,jacru_bias,0,24,24,development,0.0,1.0,1.0,0.0,0.027238749957177788,18,18,18
,101,,c21cdab553cf29a88312,0.021046202657949434,1,0,single_interface,0.002461892695733823,0.06585641164961661,0.563724439536388,0.06598248547431725,,,1.0609056913639625,0,1.0,,0.005885724508715548,cgls,0,24,24,development,0.21928004773722376,0.5246474242639438,0.6741424802110818,0.8131156281817418,0.011704875039868057,,,
,101,,c21cdab553cf29a88312,0.13426467270684472,1,0,single_interface,0.0031589911747450924,0.06390080132588766,0.5469846065257308,0.06402313138036211,,,0.9276454461980317,0,1.0,,0.13636515529329177,huber_pdhg,0,24,24,development,0.21632838358635198,0.5211867277436435,0.7011494252873562,0.7713892158398701,0.019298833038192242,,,
0,101,,c21cdab553cf29a88312,0.17452660865932246,1,0,single_interface,0.004146561617745892,0.07543001944380275,0.6456735854575535,0.07557442073762238,0.19973106462811877,,1.2188542030178449,1,0.0,,0.17745208339205829,phase_only,1,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.048528083018027246,,,
0,101,,c21cdab553cf29a88312,0.022565135269026728,3,0,single_interface,0.00232012844926351,0.06501960335182004,0.5565614423906496,0.06514407521218642,0.37052673737963654,0.0,1.043752498330243,0,0.0,0.001132795814194179,0.011761865956063215,jacru_no_bias,1,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.027504750003572553,18,18,18
0,101,0.010714146269025684,c21cdab553cf29a88312,0.022818227781043966,3,0,single_interface,0.0028179311685326814,0.06514168869333482,0.5576064809677163,0.0652663942707465,0.3728605271670156,0.0,1.0445363642921015,0,0.0,0.0012514487228842783,0.011495144283745758,jacru_bias,1,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.02719950000755489,18,18,18
,211,,0c33a4d301afe4c89d89,0.024500001976501044,1,1,smooth_no_interface,0.012548144104762628,0.058496222071321886,0.4714834821910292,0.03574788969209379,,,1.0474240243590445,0,0.0,,0.004120837032001903,cgls,0,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.012724415981210768,,,
,211,,0c33a4d301afe4c89d89,0.10149871102486033,1,1,smooth_no_interface,0.01392781169434921,0.05301550382473506,0.4273085246927822,0.03239854328347359,,,0.8333880182735323,0,0.0,,0.10157657657720201,huber_pdhg,0,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.02151779195992276,,,
0,211,,0c33a4d301afe4c89d89,0.10925758311911839,1,0,smooth_no_interface,0.020433548905881806,0.10421272765729017,0.8399615904182138,0.06368590929278854,0.19936091540862735,,1.8271398001230124,1,1.0,,0.10743755229098881,phase_only,0,24,24,development,0.0,1.0,1.0,0.0,0.05947600002400577,,,
0,211,,0c33a4d301afe4c89d89,0.0231984737527802,3,0,smooth_no_interface,0.012602997895362135,0.058104935308957516,0.46832968458287144,0.03550876867669003,0.3706685596840134,0.0,1.0334613081080717,0,1.0,0.0013533115452527313,0.010816252411634366,jacru_no_bias,0,24,24,development,0.0,1.0,1.0,0.0,0.026431959006004035,18,18,18
0,211,0.006450508129213111,0c33a4d301afe4c89d89,0.022295868470164126,3,0,smooth_no_interface,0.013116220589134375,0.05861263153091804,0.47242175026077665,0.035819029201166454,0.3729139678398443,0.0,1.0371563541968523,0,1.0,0.001565480532767553,0.010054542712933328,jacru_bias,0,24,24,development,0.0,1.0,1.0,0.0,0.03388554201228544,18,18,18
,211,,f3238d2aa273be06bdf1,0.016784528206050375,1,0,single_interface,-0.0011888329539997027,0.05635807000259098,0.48585247698103995,0.04371615071586649,,,0.9952357642993676,0,1.0,,0.0032681176417615906,cgls,0,24,24,development,0.22646882220846984,0.5176370481151049,0.6649350649350649,0.8331955809010618,0.02320291695650667,,,
,211,,f3238d2aa273be06bdf1,0.13310412991800605,1,0,single_interface,-0.0010058138670766522,0.060399482337823246,0.5206927437517802,0.04685101659654433,,,0.9358994007461495,0,1.0,,0.13087948511184394,huber_pdhg,0,24,24,development,0.2118060585569028,0.539026786858632,0.6875376279349789,0.8131156281817418,0.03850912500638515,,,
0,211,,f3238d2aa273be06bdf1,0.1128816354421058,1,0,single_interface,-0.004495724068557217,0.07770281877071841,0.6698616004136903,0.06027296776259762,0.19932955200980443,,1.4429176480424688,1,0.0,,0.11099211195829137,phase_only,1,24,24,development,3.4641016151377544,0.0,0.0,3.4641016151377544,0.05511958402348682,,,
