variant_id,method,rig_id,block_id,validation_camera_index,selected_radius,target_metric,path_min,path_max,target,target_bracketed,nearest_grid_gap
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.05500,3,0.12,mean_effective_df_fraction,0.2720767278124372,0.9265028590608639,0.4,True,0.015070898762237217
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.05500,0,0.12,mean_effective_df_fraction,0.26960568985493044,0.9220934348745526,0.5,True,0.017905713756587893
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.05500,1,0.12,mean_effective_df_fraction,0.2681085308270448,0.9274172276863801,0.5,True,0.0314342801295413
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.05500,2,0.12,mean_effective_df_fraction,0.2658629402610291,0.9298425101886219,0.5,True,0.033659638325787555
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.05500,3,0.12,mean_effective_df_fraction,0.2720767278124372,0.9265028590608639,0.5,True,0.016286726696564724
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.05500,0,0.08,mean_effective_df_fraction,0.27468569406163224,0.9223757845936235,0.6,True,0.02776327372769083
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.05500,1,0.08,mean_effective_df_fraction,0.27265520315832015,0.9285457133045184,0.6,True,0.03156182609432456
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.05500,2,0.08,mean_effective_df_fraction,0.27022702915124364,0.9294274773400375,0.6,True,0.025615368996038668
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.05500,3,0.08,mean_effective_df_fraction,0.27794857689032904,0.925412844202727,0.6,True,0.022017563898989345
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.05500,0,0.04,mean_effective_df_fraction,0.2775302613184617,0.9233864211646772,0.7,True,0.005199505029558793
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.05500,1,0.04,mean_effective_df_fraction,0.2753799589920104,0.9324937354412428,0.7,True,0.000553331642777044
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.05500,2,0.04,mean_effective_df_fraction,0.2727921154861845,0.9307430453489132,0.7,True,0.005486976054645654
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.05500,3,0.04,mean_effective_df_fraction,0.2814310026440918,0.9265972087157696,0.7,True,0.008122907484260478
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.09500,0,0.08,mean_whitened_discrepancy,0.254197365648456,20.297137448492613,0.5,True,0.03567630443072356
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.09500,1,0.08,mean_whitened_discrepancy,0.23562075051951847,20.54727375077635,0.5,True,0.03829251235294873
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.09500,2,0.08,mean_whitened_discrepancy,0.2708080053670877,24.55032268139699,0.5,True,0.0008490735405346506
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.09500,3,0.08,mean_whitened_discrepancy,0.2732434691115323,22.747055663242133,0.5,True,0.010834702788760586
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.09500,0,0.12,mean_whitened_discrepancy,0.25296186562616413,20.31085274590136,0.75,True,0.08677621646314249
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.09500,1,0.12,mean_whitened_discrepancy,0.22771118733310775,21.372592273102835,0.75,True,0.08764377976347704
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.09500,2,0.12,mean_whitened_discrepancy,0.27804118430461977,25.4061427793606,0.75,True,0.025969692433521208
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.09500,3,0.12,mean_whitened_discrepancy,0.2627324063380693,23.482815108544806,0.75,True,0.023998536478211596
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.09500,0,0.12,mean_whitened_discrepancy,0.25296186562616413,20.31085274590136,1.0,True,0.3367762164631425
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.09500,1,0.12,mean_whitened_discrepancy,0.22771118733310775,21.372592273102835,1.0,True,0.296221170916515
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.09500,2,0.12,mean_whitened_discrepancy,0.27804118430461977,25.4061427793606,1.0,True,0.2759696924335212
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.09500,3,0.12,mean_whitened_discrepancy,0.2627324063380693,23.482815108544806,1.0,True,0.2739985364782116
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.09500,0,0.16,mean_whitened_discrepancy,0.2601162718158717,19.734086326290466,1.25,True,0.2418551799482609
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.09500,1,0.16,mean_whitened_discrepancy,0.24759372528632617,22.490580608307653,1.25,True,0.3314255679721654
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.09500,2,0.16,mean_whitened_discrepancy,0.2995891172624706,26.421542974497715,1.25,True,0.21822977053917936
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.09500,3,0.16,mean_whitened_discrepancy,0.2987186841669272,24.466381469646752,1.25,True,0.3047348642875535
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.09500,0,0.12,mean_effective_df_fraction,0.2696056898549305,0.922093434877403,0.4,True,0.017072723984963456
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.09500,1,0.12,mean_effective_df_fraction,0.2681085308270448,0.9274172276903657,0.4,True,0.024620400479681448
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.09500,2,0.12,mean_effective_df_fraction,0.2658629402610291,0.9298425101898813,0.4,True,0.025714983359638177
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.09500,3,0.12,mean_effective_df_fraction,0.2720767278124372,0.9265028590577776,0.4,True,0.015070898762237273
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.09500,0,0.12,mean_effective_df_fraction,0.2696056898549305,0.922093434877403,0.5,True,0.01790571375658767
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.09500,1,0.12,mean_effective_df_fraction,0.2681085308270448,0.9274172276903657,0.5,True,0.03143428012954119
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.09500,2,0.12,mean_effective_df_fraction,0.2658629402610291,0.9298425101898813,0.5,True,0.033659638325787444
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.09500,3,0.12,mean_effective_df_fraction,0.2720767278124372,0.9265028590577776,0.5,True,0.01628672669656478
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.09500,0,0.08,mean_effective_df_fraction,0.27468569406163224,0.9223757845955189,0.6,True,0.027763273727690607
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.09500,1,0.08,mean_effective_df_fraction,0.2726552031583202,0.9285457133076507,0.6,True,0.03156182609432512
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.09500,2,0.08,mean_effective_df_fraction,0.27022702915124364,0.9294274773450293,0.6,True,0.02561536899603767
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.09500,3,0.08,mean_effective_df_fraction,0.27794857689032904,0.9254128442056567,0.6,True,0.0220175638989889
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.09500,0,0.12,mean_effective_df_fraction,0.2696056898549305,0.922093434877403,0.7,True,0.009070461718913014
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.09500,1,0.12,mean_effective_df_fraction,0.2681085308270448,0.9274172276903657,0.7,True,0.01569024428821475
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.09500,2,0.12,mean_effective_df_fraction,0.2658629402610291,0.9298425101898813,0.7,True,0.02329365748915513
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.09500,3,0.12,mean_effective_df_fraction,0.2720767278124372,0.9265028590577776,0.7,True,0.007329937455212043
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.13500,0,0.12,mean_whitened_discrepancy,0.25674150452619127,20.10413114600238,0.5,True,0.025711620207093056
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.13500,1,0.12,mean_whitened_discrepancy,0.23166208950071052,20.535981050619508,0.5,True,0.018960393684960386
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.13500,2,0.12,mean_whitened_discrepancy,0.2792045142117717,24.48491090540039,0.5,True,0.021112900617319852
morozov_0p50,morozov,development_rig_a,development_rig_a:radius=0.13500,3,0.12,mean_whitened_discrepancy,0.2636758953593976,22.709881340541422,0.5,True,0.0028442626068025945
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.13500,0,0.12,mean_whitened_discrepancy,0.25674150452619127,20.10413114600238,0.75,True,0.11587655161702282
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.13500,1,0.12,mean_whitened_discrepancy,0.23166208950071052,20.535981050619508,0.75,True,0.11716653637169894
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.13500,2,0.12,mean_whitened_discrepancy,0.2792045142117717,24.48491090540039,0.75,True,0.06077984775421341
morozov_0p75,morozov,development_rig_a,development_rig_a:radius=0.13500,3,0.12,mean_whitened_discrepancy,0.2636758953593976,22.709881340541422,0.75,True,0.009555540493204395
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.13500,0,0.16,mean_whitened_discrepancy,0.24584273883743032,19.317744567664562,1.0,True,0.32339895003103947
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.13500,1,0.16,mean_whitened_discrepancy,0.23769233804320267,21.162417148686075,1.0,True,0.29615664731188307
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.13500,2,0.16,mean_whitened_discrepancy,0.2869332256571422,24.934337265950713,1.0,True,0.22759292380690543
morozov_1p00,morozov,development_rig_a,development_rig_a:radius=0.13500,3,0.16,mean_whitened_discrepancy,0.2809567777094084,23.18995483196307,1.0,True,0.2253536643735199
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.13500,0,0.08,mean_whitened_discrepancy,0.2672118866048974,20.25823176456994,1.25,True,0.033427857325983634
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.13500,1,0.08,mean_whitened_discrepancy,0.24826674843548602,20.053491604924428,1.25,True,0.03340496427512374
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.13500,2,0.08,mean_whitened_discrepancy,0.2786911867738189,24.023254721770243,1.25,True,0.15461642629427264
morozov_1p25,morozov,development_rig_a,development_rig_a:radius=0.13500,3,0.08,mean_whitened_discrepancy,0.2838506394625795,22.32674873173629,1.25,True,0.45283220542474
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.13500,0,0.16,mean_effective_df_fraction,0.26177426136678483,0.921597260580748,0.4,True,0.028544371928541534
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.13500,1,0.16,mean_effective_df_fraction,0.2611170800385061,0.9273048271420201,0.4,True,0.035640418762766024
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.13500,2,0.16,mean_effective_df_fraction,0.2591492188380863,0.9250689455089502,0.4,True,0.03598617121899106
equal_df_0p40,equal_df,development_rig_a,development_rig_a:radius=0.13500,3,0.16,mean_effective_df_fraction,0.26389777533212244,0.9269977901938908,0.4,True,0.027046387232850133
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.13500,0,0.12,mean_effective_df_fraction,0.2696056898549305,0.9220934348830908,0.5,True,0.01790571375658767
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.13500,1,0.12,mean_effective_df_fraction,0.2681085308270448,0.9274172276878215,0.5,True,0.03143428012954119
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.13500,2,0.12,mean_effective_df_fraction,0.2658629402610291,0.9298425101842227,0.5,True,0.03365963832578778
equal_df_0p50,equal_df,development_rig_a,development_rig_a:radius=0.13500,3,0.12,mean_effective_df_fraction,0.2720767278124372,0.9265028590568136,0.5,True,0.016286726696564724
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.13500,0,0.16,mean_effective_df_fraction,0.26177426136678483,0.921597260580748,0.6,True,0.018859294616396016
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.13500,1,0.16,mean_effective_df_fraction,0.2611170800385061,0.9273048271420201,0.6,True,0.002545939108868134
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.13500,2,0.16,mean_effective_df_fraction,0.2591492188380863,0.9250689455089502,0.6,True,0.003942084496897924
equal_df_0p60,equal_df,development_rig_a,development_rig_a:radius=0.13500,3,0.16,mean_effective_df_fraction,0.26389777533212244,0.9269977901938908,0.6,True,0.021513035129370972
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.13500,0,0.12,mean_effective_df_fraction,0.2696056898549305,0.9220934348830908,0.7,True,0.009070461718913014
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.13500,1,0.12,mean_effective_df_fraction,0.2681085308270448,0.9274172276878215,0.7,True,0.015690244288216637
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.13500,2,0.12,mean_effective_df_fraction,0.2658629402610291,0.9298425101842227,0.7,True,0.02329365748916168
equal_df_0p70,equal_df,development_rig_a,development_rig_a:radius=0.13500,3,0.12,mean_effective_df_fraction,0.2720767278124372,0.9265028590568136,0.7,True,0.007329937455212043
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.05500,1,0.04,mean_whitened_discrepancy,0.27403565725495954,17.774123876721006,0.5,True,0.029255564607715945
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.05500,2,0.04,mean_whitened_discrepancy,0.25365534357307534,23.676274063643007,0.5,True,0.0442269772589432
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.05500,3,0.04,mean_whitened_discrepancy,0.23729568692238562,25.48561203401282,0.5,True,0.07321900100057854
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.05500,4,0.04,mean_whitened_discrepancy,0.28245658484778957,16.834929623281432,0.5,True,0.028338963137953088
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.05500,1,0.12,mean_whitened_discrepancy,0.28059700987933267,17.334588078638827,0.75,True,0.024917273908462767
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.05500,2,0.12,mean_whitened_discrepancy,0.26389952853186516,22.819354028606853,0.75,True,0.06388697053568826
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.05500,3,0.12,mean_whitened_discrepancy,0.24160240926546409,24.813210732728955,0.75,True,0.1470461851904623
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.05500,4,0.12,mean_whitened_discrepancy,0.2772289155391384,16.552697252959735,0.75,True,0.028748531981468428
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.05500,1,0.16,mean_whitened_discrepancy,0.2990239014430979,16.573148231734315,1.0,True,0.16183392224867554
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.05500,2,0.16,mean_whitened_discrepancy,0.28260208937432085,21.59967057644176,1.0,True,0.20163670687827784
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.05500,3,0.16,mean_whitened_discrepancy,0.2647221522137752,23.54633568095904,1.0,True,0.33018180865748437
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.05500,4,0.16,mean_whitened_discrepancy,0.2919374387358308,15.924710602033358,1.0,True,0.16075418250827478
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.05500,1,0.0,mean_whitened_discrepancy,0.26844405923498604,17.50690524038722,1.25,True,0.013691186681797252
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.05500,2,0.0,mean_whitened_discrepancy,0.24988722962556842,23.05196862155465,1.25,True,0.11842573561705527
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.05500,3,0.0,mean_whitened_discrepancy,0.24559430441570204,24.79209171292974,1.25,True,0.027895451953812156
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.05500,4,0.0,mean_whitened_discrepancy,0.2872541698842416,16.375688831512647,1.25,True,0.13494568454074907
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.05500,1,0.0,mean_effective_df_fraction,0.2772122287344988,0.9394615454676127,0.4,True,0.009784393261331847
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.05500,2,0.0,mean_effective_df_fraction,0.29536320446689257,0.9530119320298952,0.4,True,0.017776538517939366
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.05500,3,0.0,mean_effective_df_fraction,0.3071525317658368,0.9545879916399651,0.4,True,0.0351135627932474
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.05500,4,0.0,mean_effective_df_fraction,0.2766887092284209,0.9465981922660238,0.4,True,0.00698411817107869
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.05500,1,0.0,mean_effective_df_fraction,0.2772122287344988,0.9394615454676127,0.5,True,0.0159946451323284
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.05500,2,0.0,mean_effective_df_fraction,0.29536320446689257,0.9530119320298952,0.5,True,0.020712218183272624
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.05500,3,0.0,mean_effective_df_fraction,0.3071525317658368,0.9545879916399651,0.5,True,0.03952755715605738
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.05500,4,0.0,mean_effective_df_fraction,0.2766887092284209,0.9465981922660238,0.5,True,0.0072673673808266726
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.05500,1,0.04,mean_effective_df_fraction,0.2762023890582106,0.9335643073070414,0.6,True,0.02978073554595362
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.05500,2,0.04,mean_effective_df_fraction,0.29419639650905993,0.9446072573446558,0.6,True,0.00595433119451283
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.05500,3,0.04,mean_effective_df_fraction,0.30580559400569374,0.9505231321266612,0.6,True,0.02353288340815174
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.05500,4,0.04,mean_effective_df_fraction,0.27461742338239803,0.9403645201871038,0.6,True,0.029720605904001496
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.05500,1,0.04,mean_effective_df_fraction,0.2762023890582106,0.9335643073070414,0.7,True,0.0069775383541874625
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.05500,2,0.04,mean_effective_df_fraction,0.29419639650905993,0.9446072573446558,0.7,True,0.014483750582359178
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.05500,3,0.04,mean_effective_df_fraction,0.30580559400569374,0.9505231321266612,0.7,True,0.00021507931802111635
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.05500,4,0.04,mean_effective_df_fraction,0.27461742338239803,0.9403645201871038,0.7,True,0.0019374460615884104
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.09500,1,0.08,mean_whitened_discrepancy,0.27445550340872316,17.656007822788574,0.5,True,0.027476783107455938
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.09500,2,0.08,mean_whitened_discrepancy,0.2567267674062108,23.442262016455093,0.5,True,0.0465231052292317
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.09500,3,0.08,mean_whitened_discrepancy,0.235793318221182,25.34100440458012,0.5,True,0.07157474447274043
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.09500,4,0.08,mean_whitened_discrepancy,0.27720640755524856,16.81312321385122,0.5,True,0.020041645326690283
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.09500,1,0.12,mean_whitened_discrepancy,0.2752616358915757,17.17360717530898,0.75,True,0.05885295128532464
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.09500,2,0.12,mean_whitened_discrepancy,0.26097098923528816,22.63663256561918,0.75,True,0.10312169587711228
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.09500,3,0.12,mean_whitened_discrepancy,0.239882897279576,24.591429916047232,0.75,True,0.16302518644258934
morozov_0p75,morozov,development_rig_b,development_rig_b:radius=0.09500,4,0.12,mean_whitened_discrepancy,0.27612825383843814,16.428629144560958,0.75,True,0.06433676195422477
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.09500,1,0.16,mean_whitened_discrepancy,0.28723752970674027,16.33521657945356,1.0,True,0.226079947089177
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.09500,2,0.16,mean_whitened_discrepancy,0.27382501550703764,21.314855475556186,1.0,True,0.2705059834387443
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.09500,3,0.16,mean_whitened_discrepancy,0.2552924375082839,23.226850378997675,1.0,True,0.3072324106880773
morozov_1p00,morozov,development_rig_b,development_rig_b:radius=0.09500,4,0.16,mean_whitened_discrepancy,0.2809972080827389,15.717005876614646,1.0,True,0.22607312083265563
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.09500,1,0.0,mean_whitened_discrepancy,0.26888696123605615,17.484605377281326,1.25,True,0.018874109183912413
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.09500,2,0.0,mean_whitened_discrepancy,0.25138978550047375,23.04066071492236,1.25,True,0.11659194547294138
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.09500,3,0.0,mean_whitened_discrepancy,0.25442394307752225,24.733381689506828,1.25,True,0.031177358250225273
morozov_1p25,morozov,development_rig_b,development_rig_b:radius=0.09500,4,0.0,mean_whitened_discrepancy,0.29365401714365325,16.37783882739414,1.25,True,0.14304185608123254
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.09500,1,0.0,mean_effective_df_fraction,0.2772122287344988,0.9394615454595427,0.4,True,0.009784393261331847
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.09500,2,0.0,mean_effective_df_fraction,0.29536320446689257,0.9530119320298043,0.4,True,0.017776538517939477
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.09500,3,0.0,mean_effective_df_fraction,0.3071525317658369,0.954587991638131,0.4,True,0.0351135627932474
equal_df_0p40,equal_df,development_rig_b,development_rig_b:radius=0.09500,4,0.0,mean_effective_df_fraction,0.2766887092284209,0.9465981922645902,0.4,True,0.00698411817107869
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.09500,1,0.0,mean_effective_df_fraction,0.2772122287344988,0.9394615454595427,0.5,True,0.015994645132328567
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.09500,2,0.0,mean_effective_df_fraction,0.29536320446689257,0.9530119320298043,0.5,True,0.0207122181832724
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.09500,3,0.0,mean_effective_df_fraction,0.3071525317658369,0.954587991638131,0.5,True,0.0395275571560576
equal_df_0p50,equal_df,development_rig_b,development_rig_b:radius=0.09500,4,0.0,mean_effective_df_fraction,0.2766887092284209,0.9465981922645902,0.5,True,0.0072673673808266726
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.09500,1,0.12,mean_effective_df_fraction,0.2694451858158041,0.9276271420844644,0.6,True,0.012592007396296623
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.09500,2,0.12,mean_effective_df_fraction,0.28719129765753515,0.9429951132230445,0.6,True,0.0040979227136997975
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.09500,3,0.12,mean_effective_df_fraction,0.29790863634567377,0.9478399438322636,0.6,True,0.015097880651658624
equal_df_0p60,equal_df,development_rig_b,development_rig_b:radius=0.09500,4,0.12,mean_effective_df_fraction,0.2670699359009615,0.9344674858042294,0.6,True,0.02307463013552069
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.09500,1,0.08,mean_effective_df_fraction,0.2738132613009331,0.9309409681008219,0.7,True,0.016910464123986113
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.09500,2,0.08,mean_effective_df_fraction,0.2918643949728503,0.9438645891389226,0.7,True,0.016433801617467325
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.09500,3,0.08,mean_effective_df_fraction,0.30304323460633553,0.949954166114281,0.7,True,0.0025576342889805925
equal_df_0p70,equal_df,development_rig_b,development_rig_b:radius=0.09500,4,0.08,mean_effective_df_fraction,0.2716959786027924,0.9389913607570939,0.7,True,0.01073484116014245
morozov_0p50,morozov,development_rig_b,development_rig_b:radius=0.13500,1,0.12,mean_whitened_discrepancy,0.27073150862889817,17.009225375321172,0.5,True,0.031930193964004316
