cell_id,family,dynamics,noise_level,view_count,seed,rank,is_full_rank,field_rel_l2,paper_l2_squared,temporal_gradient_rel_l2,mass_trace_rmse,clean_heldout_reprojection_rel_l2,support_residual,heldout_residual,rank_fraction,rank_fraction_squared,log_rank,spectral_energy,spectral_tail,spectral_gap,log_support_residual,temporal_gradient_ratio,temporal_curvature_ratio,mass_curvature,negative_fraction,observation_temporal_noise_proxy,view_fraction,rank_x_noise_proxy,rank_x_spectral_tail,log_heldout_residual,log_heldout_support_ratio,geometry,true_angles_deg,reconstruction_angles_deg,heldout_angle_deg,geometry_max_gap_fraction,geometry_gap_std_fraction,geometry_gap_entropy,geometry_resultant,geometry_coverage_fraction,full_rank_field_rel_l2,field_error_ratio_to_full,target_log_error_ratio,oracle_rank,oracle_field_rel_l2,oracle_regret_pct
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260730,blobs_sheet,smooth,0.0,5,20260730,1,0,0.39416934265856285,0.15536947069188353,0.8316240563862012,0.14661513791262099,0.3455784280662052,0.44817683459765634,0.33997886537173444,0.05555555555555555,0.0030864197530864196,0.6931471805599453,0.5211495343174677,0.6919902207997807,0.07994667465593998,-0.8025674043623452,0.6629795167533723,0.46870225698542217,0.4058120068398731,0.5624614197530864,0.5520042204645356,0.5555555555555556,0.03066690113691864,0.038443901155543365,-1.0788718239724127,-0.27630441961006735,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,1.1342327743503258,0.12595645262995522,5,0.34746798536511364,13.440477759193206
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260730,blobs_sheet,smooth,0.0,5,20260730,2,0,0.3556294890367758,0.12647233347255823,0.7446066370195552,0.1562866854527352,0.2570469013663236,0.38972088603253197,0.2455900941982535,0.1111111111111111,0.012345679012345678,1.0986122886681098,0.8817854739565564,0.34382339368262965,0.33161648044613395,-0.942324472914464,0.815067427390263,0.5701110861568275,0.43927361493635725,0.555516975308642,0.5520042204645356,0.5555555555555556,0.06133380227383728,0.03820259929806996,-1.4040914165874783,-0.4617669436730142,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,1.023333319812178,0.0230652597209524,5,0.34746798536511364,2.3488505460618834
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260730,blobs_sheet,smooth,0.0,5,20260730,3,0,0.34944825358091747,0.1221140819307532,0.6906035313883219,0.15703039607967811,0.2539144948823308,0.377129248055402,0.2410927748720344,0.16666666666666666,0.027777777777777776,1.3862943611198906,0.9600988675412648,0.19975267822668155,0.19040968469467143,-0.975167317247091,0.9303628748644586,0.8093274334156252,0.3838455889645898,0.5593460648148149,0.5520042204645356,0.5555555555555556,0.09200070341075592,0.033292113037780256,-1.4225734615893986,-0.4474061443423076,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,1.0055466502738424,0.0055313242579997125,5,0.34746798536511364,0.569913862342539
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260730,blobs_sheet,smooth,0.0,5,20260730,5,0,0.34746798536511364,0.12073400085369082,0.6687143825119919,0.14959248283441984,0.24381942184853497,0.3753310656891096,0.2294964875572821,0.2777777777777778,0.0771604938271605,1.791759469228055,0.9977157898080018,0.04779341159611107,0.22965564971891975,-0.9799468006470781,0.9920514839891167,0.9613921266960848,0.514420330122337,0.5642939814814815,0.5520042204645356,0.5555555555555556,0.15333450568459323,0.013275947665586409,-1.4718675543555968,-0.49192075370851884,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,0.9998483757778611,-0.00015163571537541123,5,0.34746798536511364,0.0
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260730,blobs_sheet,smooth,0.0,5,20260730,8,0,0.34751753148638864,0.12076843469039313,0.6694657145827032,0.14958925718051558,0.24380791024713602,0.3752524676711869,0.22941552231798146,0.4444444444444444,0.19753086419753085,2.1972245773362196,0.999937744610789,0.00789020843881476,0.31176913661779376,-0.980156232415073,0.9995546322390642,0.9960140663386141,0.5160327618308637,0.5648630401234568,0.5520042204645356,0.5555555555555556,0.24533520909534912,0.003506759306139893,-1.4722204117156052,-0.49206417930053226,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,0.9999909460605041,-9.053977605562111e-06,5,0.34746798536511364,0.014259190302898446
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260730,blobs_sheet,smooth,0.0,5,20260730,12,0,0.3475201948056973,0.1207702857977898,0.66959681548632,0.14958904197261289,0.24380980630432694,0.37525860520242466,0.22941579657720373,0.6666666666666666,0.4444444444444444,2.5649493574615367,0.99999661105111,0.0018409097986340946,0.1326750543370818,-0.9801398768103133,0.9999656307105608,0.9995715133194243,0.5160136252061571,0.5649305555555556,0.5520042204645356,0.5555555555555556,0.3680028136430237,0.0012272731990893963,-1.4722192162469832,-0.49207933943667,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,0.9999986098326993,-1.3901653895222585e-06,5,0.34746798536511364,0.015025683741378167
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260730,blobs_sheet,smooth,0.0,5,20260730,18,1,0.3475206779165801,0.12077062157959939,0.6696317477643223,0.1495898998998312,0.24381018973396393,0.37525916253425134,0.22941606279438667,1.0,1.0,2.9444389791664403,0.999999999999997,0.0,0.0,-0.9801383916174221,0.9999999999945831,0.9999999999899623,0.5160054758017553,0.5647665895061729,0.5520042204645356,0.5555555555555556,0.5520042204645356,0.0,-1.4722180558341762,-0.4920796642167542,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,0.9999999999971225,0.0,5,0.34746798536511364,0.01516472126516312
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260731,blobs_sheet,smooth,0.0,5,20260731,1,0,0.39416934265856285,0.15536947069188353,0.8316240563862012,0.14661513791262099,0.3455784280662052,0.44817683459765634,0.33997886537173444,0.05555555555555555,0.0030864197530864196,0.6931471805599453,0.5211495343174677,0.6919902207997807,0.07994667465593998,-0.8025674043623452,0.6629795167533723,0.46870225698542217,0.4058120068398731,0.5624614197530864,0.5520042204645356,0.5555555555555556,0.03066690113691864,0.038443901155543365,-1.0788718239724127,-0.27630441961006735,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,1.1342327743503258,0.12595645262995522,5,0.34746798536511364,13.440477759193206
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260731,blobs_sheet,smooth,0.0,5,20260731,2,0,0.3556294890367758,0.12647233347255823,0.7446066370195552,0.1562866854527352,0.2570469013663236,0.38972088603253197,0.2455900941982535,0.1111111111111111,0.012345679012345678,1.0986122886681098,0.8817854739565564,0.34382339368262965,0.33161648044613395,-0.942324472914464,0.815067427390263,0.5701110861568275,0.43927361493635725,0.555516975308642,0.5520042204645356,0.5555555555555556,0.06133380227383728,0.03820259929806996,-1.4040914165874783,-0.4617669436730142,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,1.023333319812178,0.0230652597209524,5,0.34746798536511364,2.3488505460618834
g-uniform_f-blobs_sheet_d-smooth_v-5_n-0.00_s-20260731,blobs_sheet,smooth,0.0,5,20260731,3,0,0.34944825358091747,0.1221140819307532,0.6906035313883219,0.15703039607967811,0.2539144948823308,0.377129248055402,0.2410927748720344,0.16666666666666666,0.027777777777777776,1.3862943611198906,0.9600988675412648,0.19975267822668155,0.19040968469467143,-0.975167317247091,0.9303628748644586,0.8093274334156252,0.3838455889645898,0.5593460648148149,0.5520042204645356,0.5555555555555556,0.09200070341075592,0.033292113037780256,-1.4225734615893986,-0.4474061443423076,uniform,"[0.0,36.0,72.0,108.0,144.0]","[0.0,36.0,72.0,108.0,144.0]",18.0,0.2,0.0,0.9999999999968913,4.9650683064945465e-17,0.8,0.3475206779165801,1.0055466502738424,0.0055313242579997125,5,0.34746798536511364,0.569913862342539
