cell_id,geometry,family,dynamics,noise_level,view_count,seed,mode,selected_rank,oracle_rank,selected_regret_pct,full_rank_regret_pct,rank3_regret_pct,prediction_std,vote_entropy,rank_vote_count,rank_votes,prediction_margin,inverse_margin,predicted_risk,prediction_std_percentile,vote_entropy_percentile,inverse_margin_percentile,predicted_risk_percentile,combined_uncertainty
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.14_s-20260731,calibration_offset_2deg,blobs_sheet,chirp,0.14,5,20260731,no_holdout,8,3,1.3569085825474514,3.7053413321142132,0.0,0.002313118745076896,0.3109175070813285,2,"[8,8,8,5,8]",0.00047391125133032855,-0.00047391125133032855,-0.03146607924846326,0.49477351916376305,0.8048780487804879,0.8710801393728222,0.21602787456445993,0.5966898954703833
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.14_s-20260731,calibration_offset_2deg,blobs_sheet,chirp,0.14,5,20260731,with_holdout,8,3,1.3569085825474514,3.7053413321142132,0.0,0.0012856865119144133,0.3109175070813285,2,"[8,8,8,5,8]",0.0005736859958090507,-0.0005736859958090507,-0.03766364720096669,0.08013937282229965,0.789198606271777,0.8536585365853658,0.13937282229965156,0.4655923344947735
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.14_s-20260732,calibration_offset_2deg,blobs_sheet,chirp,0.14,5,20260732,no_holdout,8,3,1.410886186924745,3.840352837172779,0.0,0.002383663151583436,0.3109175070813285,2,"[8,8,8,5,8]",0.0006451040491386555,-0.0006451040491386555,-0.03090179321312365,0.5261324041811847,0.8048780487804879,0.8362369337979094,0.2264808362369338,0.598432055749129
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.14_s-20260732,calibration_offset_2deg,blobs_sheet,chirp,0.14,5,20260732,with_holdout,8,3,1.410886186924745,3.840352837172779,0.0,0.001359617698163249,0.3109175070813285,2,"[8,8,8,5,8]",0.0004961340620049659,-0.0004961340620049659,-0.037365751135210526,0.14285714285714285,0.789198606271777,0.867595818815331,0.14285714285714285,0.4856271777003484
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.14_s-20260733,calibration_offset_2deg,blobs_sheet,chirp,0.14,5,20260733,no_holdout,8,3,1.4090227349249134,3.808719313935425,0.0,0.0023643168990799385,0.3109175070813285,2,"[8,8,8,5,8]",0.00042948635852694053,-0.00042948635852694053,-0.03074105467824264,0.519163763066202,0.8048780487804879,0.8815331010452961,0.24390243902439024,0.612369337979094
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.14_s-20260733,calibration_offset_2deg,blobs_sheet,chirp,0.14,5,20260733,with_holdout,8,3,1.4090227349249134,3.808719313935425,0.0,0.0013412391457127714,0.3109175070813285,2,"[8,8,8,5,8]",0.00041489204952651487,-0.00041489204952651487,-0.03688185780911939,0.13588850174216027,0.789198606271777,0.89198606271777,0.14634146341463414,0.4908536585365853
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260730,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260730,no_holdout,8,3,6.548382628172339,14.237242170392426,0.0,0.0037173817950605106,0.3109175070813285,2,"[12,8,8,8,8]",0.001420430428925347,-0.001420430428925347,-0.039546542071392035,0.7003484320557491,0.8048780487804879,0.6794425087108014,0.12195121951219512,0.5766550522648084
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260730,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260730,with_holdout,8,3,6.548382628172339,14.237242170392426,0.0,0.003199831512025196,0.3109175070813285,2,"[12,8,8,8,8]",0.0015812530092610202,-0.0015812530092610202,-0.043229596585249844,0.6689895470383276,0.789198606271777,0.6480836236933798,0.10801393728222997,0.5535714285714286
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260731,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260731,no_holdout,8,3,5.926068464675322,13.209139001470698,0.0,0.003977549786632862,-6.213901715968123e-13,1,"[8,8,8,8,8]",0.004274199301262639,-0.004274199301262639,-0.043327392951821427,0.7212543554006968,0.3588850174216028,0.2229965156794425,0.10801393728222997,0.352787456445993
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260731,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260731,with_holdout,8,3,5.926068464675322,13.209139001470698,0.0,0.0034894959210464327,-6.213901715968123e-13,1,"[8,8,8,8,8]",0.004214020513285753,-0.004214020513285753,-0.04691480906485568,0.6933797909407665,0.343205574912892,0.2264808362369338,0.08013937282229965,0.335801393728223
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260732,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260732,no_holdout,8,3,6.218954965700248,13.866467418946478,0.0,0.003930510701625554,-6.213901715968123e-13,1,"[8,8,8,8,8]",0.0031999498934773413,-0.0031999498934773413,-0.042048007954906236,0.7142857142857143,0.3588850174216028,0.30662020905923343,0.11498257839721254,0.37369337979094075
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260732,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260732,with_holdout,8,3,6.218954965700248,13.866467418946478,0.0,0.0034243768043719235,-6.213901715968123e-13,1,"[8,8,8,8,8]",0.0028899840286631326,-0.0028899840286631326,-0.04588859156309256,0.6898954703832753,0.343205574912892,0.3693379790940767,0.08710801393728224,0.37238675958188155
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260733,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260733,no_holdout,8,3,6.115691531203734,13.480318690844472,0.0,0.003736244775323594,-6.213901715968123e-13,1,"[8,8,8,8,8]",0.0027651135174705244,-0.0027651135174705244,-0.03996964018107048,0.7038327526132404,0.3588850174216028,0.3693379790940767,0.11846689895470383,0.3876306620209059
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-5_n-0.28_s-20260733,calibration_offset_2deg,blobs_sheet,chirp,0.28,5,20260733,with_holdout,8,3,6.115691531203734,13.480318690844472,0.0,0.003192864311560117,-6.213901715968123e-13,1,"[8,8,8,8,8]",0.0029236815604633815,-0.0029236815604633815,-0.04354773271594183,0.6655052264808362,0.343205574912892,0.34494773519163763,0.10452961672473868,0.36454703832752616
g-calibration_offset_2deg_f-blobs_sheet_d-chirp_v-7_n-0.00_s-20260730,calibration_offset_2deg,blobs_sheet,chirp,0.0,7,20260730,no_holdout,12,8,0.0037355518011438073,0.003739325859069827,1.2805490359391425,0.004442287079248596,-6.213901715968123e-13,1,"[12,12,12,12,12]",0.010253380846650895,-0.010253380846650895,-0.030756360806503708,0.7857142857142857,0.3588850174216028,0.06097560975609756,0.23519163763066203,0.36019163763066203
