training_arm,method,model_seed,source_split,pair_index,source_index,sample_seed,geometry_id,geometry_partition,family_id,noise_level,field_rel_l2,audit_reprojection_rel_l2
m4_counterfactual,locked_fno,20261401,val,20,178,30360839,g_011010111,validation,1,0.02,0.24444624781608582,0.348564475774765
m4_counterfactual,locked_fno,20261401,val,21,178,30360839,g_101011110,validation,1,0.02,0.1538008153438568,0.2828952372074127
m4_counterfactual,locked_fno,20261401,val,22,178,30360839,g_111001110,validation,1,0.02,0.46140459179878235,0.6227850914001465
m4_counterfactual,locked_fno,20261401,val,23,178,30360839,g_111010110,validation,1,0.02,0.24778670072555542,0.3614378571510315
m4_counterfactual,locked_fno,20261401,val,24,173,30360834,g_011010111,validation,0,0.05,0.32584142684936523,0.3720294237136841
m4_counterfactual,locked_fno,20261401,val,25,173,30360834,g_101011110,validation,0,0.05,0.25174668431282043,0.26051846146583557
m4_counterfactual,locked_fno,20261401,val,26,173,30360834,g_111001110,validation,0,0.05,0.2818942070007324,0.39241883158683777
m4_counterfactual,locked_fno,20261401,val,27,173,30360834,g_111010110,validation,0,0.05,0.28939470648765564,0.3197850286960602
m4_counterfactual,locked_fno,20261401,val,28,167,30360828,g_011010111,validation,1,0.05,0.3178189694881439,0.491662859916687
m4_counterfactual,locked_fno,20261401,val,29,167,30360828,g_101011110,validation,1,0.05,0.2799173593521118,0.4787440896034241
m4_counterfactual,locked_fno,20261401,val,30,167,30360828,g_111001110,validation,1,0.05,0.5096747875213623,0.7369440793991089
m4_counterfactual,locked_fno,20261401,val,31,167,30360828,g_111010110,validation,1,0.05,0.31342825293540955,0.4826295077800751
m4_counterfactual,locked_fno,20261401,val,32,166,30360827,g_011010111,validation,1,0.02,0.2744588851928711,0.3138284385204315
m4_counterfactual,locked_fno,20261401,val,33,166,30360827,g_101011110,validation,1,0.02,0.23350214958190918,0.3096211552619934
m4_counterfactual,locked_fno,20261401,val,34,166,30360827,g_111001110,validation,1,0.02,0.5905550718307495,0.6920389533042908
m4_counterfactual,locked_fno,20261401,val,35,166,30360827,g_111010110,validation,1,0.02,0.26959389448165894,0.3053503930568695
m4_counterfactual,locked_fno,20261401,val,36,169,30360830,g_011010111,validation,1,0.05,0.38724976778030396,0.4631383717060089
m4_counterfactual,locked_fno,20261401,val,37,169,30360830,g_101011110,validation,1,0.05,0.2494053691625595,0.36408042907714844
m4_counterfactual,locked_fno,20261401,val,38,169,30360830,g_111001110,validation,1,0.05,0.5123005509376526,0.6084660887718201
m4_counterfactual,locked_fno,20261401,val,39,169,30360830,g_111010110,validation,1,0.05,0.3879678547382355,0.45660871267318726
m4_counterfactual,locked_fno,20261401,val,40,197,30360858,g_011010111,validation,0,0.05,0.16227327287197113,0.16514211893081665
m4_counterfactual,locked_fno,20261401,val,41,197,30360858,g_101011110,validation,0,0.05,0.09384229779243469,0.1031384989619255
m4_counterfactual,locked_fno,20261401,val,42,197,30360858,g_111001110,validation,0,0.05,0.23746904730796814,0.4206518530845642
m4_counterfactual,locked_fno,20261401,val,43,197,30360858,g_111010110,validation,0,0.05,0.1561717838048935,0.1715524047613144
m4_counterfactual,locked_fno,20261401,val,44,176,30360837,g_011010111,validation,0,0.02,0.21559852361679077,0.23001518845558167
m4_counterfactual,locked_fno,20261401,val,45,176,30360837,g_101011110,validation,0,0.02,0.1450532227754593,0.16027748584747314
m4_counterfactual,locked_fno,20261401,val,46,176,30360837,g_111001110,validation,0,0.02,0.21763069927692413,0.37365302443504333
m4_counterfactual,locked_fno,20261401,val,47,176,30360837,g_111010110,validation,0,0.02,0.19121110439300537,0.21357855200767517
m4_counterfactual,locked_fno,20261401,val,48,186,30360847,g_011010111,validation,0,0.02,0.1711408942937851,0.14223378896713257
m4_counterfactual,locked_fno,20261401,val,49,186,30360847,g_101011110,validation,0,0.02,0.11463828384876251,0.10259445011615753
m4_counterfactual,locked_fno,20261401,val,50,186,30360847,g_111001110,validation,0,0.02,0.19995161890983582,0.29442110657691956
m4_counterfactual,locked_fno,20261401,val,51,186,30360847,g_111010110,validation,0,0.02,0.15351362526416779,0.13119985163211823
m4_counterfactual,locked_fno,20261401,val,52,165,30360826,g_011010111,validation,0,0.05,0.21535712480545044,0.19041071832180023
m4_counterfactual,locked_fno,20261401,val,53,165,30360826,g_101011110,validation,0,0.05,0.15599942207336426,0.08839758485555649
m4_counterfactual,locked_fno,20261401,val,54,165,30360826,g_111001110,validation,0,0.05,0.18423976004123688,0.21922479569911957
m4_counterfactual,locked_fno,20261401,val,55,165,30360826,g_111010110,validation,0,0.05,0.17269426584243774,0.13875624537467957
m4_counterfactual,locked_fno,20261401,val,56,199,30360860,g_011010111,validation,0,0.05,0.22286038100719452,0.2145005464553833
m4_counterfactual,locked_fno,20261401,val,57,199,30360860,g_101011110,validation,0,0.05,0.1378583312034607,0.10188471525907516
m4_counterfactual,locked_fno,20261401,val,58,199,30360860,g_111001110,validation,0,0.05,0.2536281943321228,0.38720861077308655
m4_counterfactual,locked_fno,20261401,val,59,199,30360860,g_111010110,validation,0,0.05,0.1982167512178421,0.19101552665233612
m4_counterfactual,locked_fno,20261401,val,60,193,30360854,g_011010111,validation,1,0.05,0.24792389571666718,0.275836318731308
m4_counterfactual,locked_fno,20261401,val,61,193,30360854,g_101011110,validation,1,0.05,0.20293888449668884,0.25863805413246155
m4_counterfactual,locked_fno,20261401,val,62,193,30360854,g_111001110,validation,1,0.05,0.5744084715843201,0.6761758327484131
m4_counterfactual,locked_fno,20261401,val,63,193,30360854,g_111010110,validation,1,0.05,0.24701233208179474,0.26544225215911865
m4_counterfactual,locked_fno,20261401,val,64,170,30360831,g_011010111,validation,1,0.02,0.28938472270965576,0.4800536334514618
m4_counterfactual,locked_fno,20261401,val,65,170,30360831,g_101011110,validation,1,0.02,0.18363872170448303,0.39014819264411926
m4_counterfactual,locked_fno,20261401,val,66,170,30360831,g_111001110,validation,1,0.02,0.3854125738143921,0.6277417540550232
m4_counterfactual,locked_fno,20261401,val,67,170,30360831,g_111010110,validation,1,0.02,0.29340097308158875,0.4878273010253906
m4_counterfactual,locked_fno,20261401,val,68,185,30360846,g_011010111,validation,0,0.05,0.14762228727340698,0.1329369693994522
m4_counterfactual,locked_fno,20261401,val,69,185,30360846,g_101011110,validation,0,0.05,0.14236345887184143,0.14748145639896393
m4_counterfactual,locked_fno,20261401,val,70,185,30360846,g_111001110,validation,0,0.05,0.19556698203086853,0.2813655436038971
m4_counterfactual,locked_fno,20261401,val,71,185,30360846,g_111010110,validation,0,0.05,0.1466551125049591,0.12774845957756042
m4_counterfactual,locked_fno,20261401,val,72,183,30360844,g_011010111,validation,1,0.05,0.2904007136821747,0.38935473561286926
m4_counterfactual,locked_fno,20261401,val,73,183,30360844,g_101011110,validation,1,0.05,0.18873904645442963,0.3259723484516144
m4_counterfactual,locked_fno,20261401,val,74,183,30360844,g_111001110,validation,1,0.05,0.41011911630630493,0.6535239815711975
m4_counterfactual,locked_fno,20261401,val,75,183,30360844,g_111010110,validation,1,0.05,0.2894282341003418,0.3778687119483948
m4_counterfactual,locked_fno,20261401,val,76,190,30360851,g_011010111,validation,1,0.02,0.5006442070007324,0.4791494905948639
m4_counterfactual,locked_fno,20261401,val,77,190,30360851,g_101011110,validation,1,0.02,0.27720314264297485,0.3002334237098694
m4_counterfactual,locked_fno,20261401,val,78,190,30360851,g_111001110,validation,1,0.02,0.42265841364860535,0.46748092770576477
m4_counterfactual,locked_fno,20261401,val,79,190,30360851,g_111010110,validation,1,0.02,0.503868818283081,0.5044635534286499
m4_counterfactual,locked_fno,20261401,val,80,175,30360836,g_011010111,validation,0,0.05,0.24615584313869476,0.2430882304906845
m4_counterfactual,locked_fno,20261401,val,81,175,30360836,g_101011110,validation,0,0.05,0.19715791940689087,0.16427864134311676
m4_counterfactual,locked_fno,20261401,val,82,175,30360836,g_111001110,validation,0,0.05,0.21525485813617706,0.24636708199977875
m4_counterfactual,locked_fno,20261401,val,83,175,30360836,g_111010110,validation,0,0.05,0.21659427881240845,0.21052217483520508
m4_counterfactual,locked_fno,20261401,val,84,177,30360838,g_011010111,validation,0,0.05,0.2212335467338562,0.21713389456272125
m4_counterfactual,locked_fno,20261401,val,85,177,30360838,g_101011110,validation,0,0.05,0.16992640495300293,0.16418181359767914
m4_counterfactual,locked_fno,20261401,val,86,177,30360838,g_111001110,validation,0,0.05,0.21529026329517365,0.35895687341690063
m4_counterfactual,locked_fno,20261401,val,87,177,30360838,g_111010110,validation,0,0.05,0.19309471547603607,0.18879301846027374
m4_counterfactual,locked_fno,20261401,val,88,164,30360825,g_011010111,validation,0,0.02,0.18529629707336426,0.15554244816303253
m4_counterfactual,locked_fno,20261401,val,89,164,30360825,g_101011110,validation,0,0.02,0.12741850316524506,0.08499015122652054
m4_counterfactual,locked_fno,20261401,val,90,164,30360825,g_111001110,validation,0,0.02,0.20717354118824005,0.30425864458084106
m4_counterfactual,locked_fno,20261401,val,91,164,30360825,g_111010110,validation,0,0.02,0.16073870658874512,0.11955390870571136
m4_counterfactual,locked_fno,20261401,val,92,168,30360829,g_011010111,validation,1,0.02,0.26577916741371155,0.3561142086982727
m4_counterfactual,locked_fno,20261401,val,93,168,30360829,g_101011110,validation,1,0.02,0.2302975356578827,0.3732946813106537
m4_counterfactual,locked_fno,20261401,val,94,168,30360829,g_111001110,validation,1,0.02,0.5833695530891418,0.7355436086654663
m4_counterfactual,locked_fno,20261401,val,95,168,30360829,g_111010110,validation,1,0.02,0.2683313488960266,0.35841572284698486
m4_counterfactual,locked_fno,20261401,val,96,182,30360843,g_011010111,validation,1,0.02,0.45287224650382996,0.4709763824939728
m4_counterfactual,locked_fno,20261401,val,97,182,30360843,g_101011110,validation,1,0.02,0.25143134593963623,0.3552374839782715
m4_counterfactual,locked_fno,20261401,val,98,182,30360843,g_111001110,validation,1,0.02,0.4352605640888214,0.5604389309883118
m4_counterfactual,locked_fno,20261401,val,99,182,30360843,g_111010110,validation,1,0.02,0.4558221995830536,0.4919551908969879
m4_counterfactual,locked_fno,20261401,val,100,181,30360842,g_011010111,validation,1,0.05,0.4228067398071289,0.6444002389907837
m4_counterfactual,locked_fno,20261401,val,101,181,30360842,g_101011110,validation,1,0.05,0.2906429171562195,0.5265277624130249
m4_counterfactual,locked_fno,20261401,val,102,181,30360842,g_111001110,validation,1,0.05,0.39904794096946716,0.6099976301193237
m4_counterfactual,locked_fno,20261401,val,103,181,30360842,g_111010110,validation,1,0.05,0.4308369755744934,0.6560370326042175
m4_counterfactual,locked_fno,20261401,val,104,188,30360849,g_011010111,validation,0,0.02,0.18751701712608337,0.17580421268939972
m4_counterfactual,locked_fno,20261401,val,105,188,30360849,g_101011110,validation,0,0.02,0.12175922095775604,0.07991985976696014
m4_counterfactual,locked_fno,20261401,val,106,188,30360849,g_111001110,validation,0,0.02,0.2010752111673355,0.3269833028316498
m4_counterfactual,locked_fno,20261401,val,107,188,30360849,g_111010110,validation,0,0.02,0.16388343274593353,0.14097318053245544
m4_counterfactual,locked_fno,20261401,val,108,194,30360855,g_011010111,validation,1,0.02,0.3745124638080597,0.4803629517555237
m4_counterfactual,locked_fno,20261401,val,109,194,30360855,g_101011110,validation,1,0.02,0.2535196840763092,0.4841168522834778
m4_counterfactual,locked_fno,20261401,val,110,194,30360855,g_111001110,validation,1,0.02,0.41485199332237244,0.6784491539001465
m4_counterfactual,locked_fno,20261401,val,111,194,30360855,g_111010110,validation,1,0.02,0.3765849471092224,0.48666468262672424
m4_counterfactual,locked_fno,20261401,val,112,163,30360824,g_011010111,validation,0,0.05,0.20192594826221466,0.2325621098279953
m4_counterfactual,locked_fno,20261401,val,113,163,30360824,g_101011110,validation,0,0.05,0.1825556457042694,0.245149627327919
m4_counterfactual,locked_fno,20261401,val,114,163,30360824,g_111001110,validation,0,0.05,0.23481421172618866,0.3705967664718628
m4_counterfactual,locked_fno,20261401,val,115,163,30360824,g_111010110,validation,0,0.05,0.2070113867521286,0.1917283982038498
m4_counterfactual,locked_fno,20261401,val,116,192,30360853,g_011010111,validation,1,0.02,0.35791847109794617,0.5146502256393433
m4_counterfactual,locked_fno,20261401,val,117,192,30360853,g_101011110,validation,1,0.02,0.18600501120090485,0.3120962381362915
m4_counterfactual,locked_fno,20261401,val,118,192,30360853,g_111001110,validation,1,0.02,0.2761118710041046,0.4589824974536896
m4_counterfactual,locked_fno,20261401,val,119,192,30360853,g_111010110,validation,1,0.02,0.36615055799484253,0.5445790886878967
m4_counterfactual,locked_fno,20261401,val,120,187,30360848,g_011010111,validation,0,0.05,0.19555485248565674,0.1567169725894928
m4_counterfactual,locked_fno,20261401,val,121,187,30360848,g_101011110,validation,0,0.05,0.13487941026687622,0.10521672666072845
m4_counterfactual,locked_fno,20261401,val,122,187,30360848,g_111001110,validation,0,0.05,0.17523176968097687,0.20803944766521454
m4_counterfactual,locked_fno,20261401,val,123,187,30360848,g_111010110,validation,0,0.05,0.16040843725204468,0.12220355868339539
m4_counterfactual,locked_fno,20261401,val,124,161,30360822,g_011010111,validation,0,0.05,0.2835940420627594,0.26540929079055786
m4_counterfactual,locked_fno,20261401,val,125,161,30360822,g_101011110,validation,0,0.05,0.2213369607925415,0.13240377604961395
m4_counterfactual,locked_fno,20261401,val,126,161,30360822,g_111001110,validation,0,0.05,0.2319767028093338,0.22534531354904175
m4_counterfactual,locked_fno,20261401,val,127,161,30360822,g_111010110,validation,0,0.05,0.23911209404468536,0.21142101287841797
m4_counterfactual,locked_fno,20261401,val,128,191,30360852,g_011010111,validation,1,0.05,0.4002525806427002,0.5775620341300964
m4_counterfactual,locked_fno,20261401,val,129,191,30360852,g_101011110,validation,1,0.05,0.32089170813560486,0.5465922355651855
m4_counterfactual,locked_fno,20261401,val,130,191,30360852,g_111001110,validation,1,0.05,0.46308887004852295,0.6366696357727051
m4_counterfactual,locked_fno,20261401,val,131,191,30360852,g_111010110,validation,1,0.05,0.40220940113067627,0.583946168422699
m4_counterfactual,locked_fno,20261401,val,132,195,30360856,g_011010111,validation,1,0.05,0.20578832924365997,0.24742133915424347
m4_counterfactual,locked_fno,20261401,val,133,195,30360856,g_101011110,validation,1,0.05,0.1450643688440323,0.22765497863292694
m4_counterfactual,locked_fno,20261401,val,134,195,30360856,g_111001110,validation,1,0.05,0.4400276243686676,0.6558220982551575
m4_counterfactual,locked_fno,20261401,val,135,195,30360856,g_111010110,validation,1,0.05,0.2055933028459549,0.23731893301010132
m4_counterfactual,locked_fno,20261401,val,136,172,30360833,g_011010111,validation,0,0.02,0.22720648348331451,0.24908041954040527
m4_counterfactual,locked_fno,20261401,val,137,172,30360833,g_101011110,validation,0,0.02,0.19840671122074127,0.262958824634552
m4_counterfactual,locked_fno,20261401,val,138,172,30360833,g_111001110,validation,0,0.02,0.21027608215808868,0.31076332926750183
m4_counterfactual,locked_fno,20261401,val,139,172,30360833,g_111010110,validation,0,0.02,0.21334347128868103,0.21304263174533844
m4_counterfactual,locked_fno,20261401,val,140,179,30360840,g_011010111,validation,1,0.05,0.2445986419916153,0.37990787625312805
m4_counterfactual,locked_fno,20261401,val,141,179,30360840,g_101011110,validation,1,0.05,0.21492670476436615,0.3633951246738434
m4_counterfactual,locked_fno,20261401,val,142,179,30360840,g_111001110,validation,1,0.05,0.5023230314254761,0.7000726461410522
m4_counterfactual,locked_fno,20261401,val,143,179,30360840,g_111010110,validation,1,0.05,0.23787792026996613,0.36864230036735535
m4_counterfactual,locked_fno,20261401,val,144,162,30360823,g_011010111,validation,0,0.02,0.15438546240329742,0.1426912248134613
m4_counterfactual,locked_fno,20261401,val,145,162,30360823,g_101011110,validation,0,0.02,0.1021743044257164,0.06551256775856018
m4_counterfactual,locked_fno,20261401,val,146,162,30360823,g_111001110,validation,0,0.02,0.1949702352285385,0.3490055501461029
m4_counterfactual,locked_fno,20261401,val,147,162,30360823,g_111010110,validation,0,0.02,0.13790805637836456,0.10989002138376236
m4_counterfactual,locked_fno,20261401,val,148,198,30360859,g_011010111,validation,0,0.02,0.18845735490322113,0.17472583055496216
m4_counterfactual,locked_fno,20261401,val,149,198,30360859,g_101011110,validation,0,0.02,0.14841920137405396,0.10797760635614395
m4_counterfactual,locked_fno,20261401,val,150,198,30360859,g_111001110,validation,0,0.02,0.1799694299697876,0.255799263715744
m4_counterfactual,locked_fno,20261401,val,151,198,30360859,g_111010110,validation,0,0.02,0.161111980676651,0.13124793767929077
m4_counterfactual,locked_fno,20261401,val,152,189,30360850,g_011010111,validation,0,0.05,0.19742797315120697,0.20981520414352417
m4_counterfactual,locked_fno,20261401,val,153,189,30360850,g_101011110,validation,0,0.05,0.13833282887935638,0.10685931146144867
m4_counterfactual,locked_fno,20261401,val,154,189,30360850,g_111001110,validation,0,0.05,0.18197010457515717,0.2871812582015991
m4_counterfactual,locked_fno,20261401,val,155,189,30360850,g_111010110,validation,0,0.05,0.16400885581970215,0.1651037186384201
m4_counterfactual,locked_fno,20261401,val,156,184,30360845,g_011010111,validation,0,0.02,0.19014489650726318,0.20625251531600952
m4_counterfactual,locked_fno,20261401,val,157,184,30360845,g_101011110,validation,0,0.02,0.1271514743566513,0.10561040043830872
m4_counterfactual,locked_fno,20261401,val,158,184,30360845,g_111001110,validation,0,0.02,0.2102063149213791,0.34752511978149414
m4_counterfactual,locked_fno,20261401,val,159,184,30360845,g_111010110,validation,0,0.02,0.1644299477338791,0.174059197306633
m4_counterfactual,pooled_static,20261401,val,0,180,30360841,g_011010111,validation,1,0.02,0.3881964087486267,0.6067491769790649
m4_counterfactual,pooled_static,20261401,val,1,180,30360841,g_101011110,validation,1,0.02,0.31500375270843506,0.5657778382301331
m4_counterfactual,pooled_static,20261401,val,2,180,30360841,g_111001110,validation,1,0.02,0.5349509119987488,0.720683753490448
m4_counterfactual,pooled_static,20261401,val,3,180,30360841,g_111010110,validation,1,0.02,0.39014604687690735,0.6084427833557129
m4_counterfactual,pooled_static,20261401,val,4,171,30360832,g_011010111,validation,1,0.05,0.3763405978679657,0.43041402101516724
m4_counterfactual,pooled_static,20261401,val,5,171,30360832,g_101011110,validation,1,0.05,0.1928228884935379,0.31967055797576904
m4_counterfactual,pooled_static,20261401,val,6,171,30360832,g_111001110,validation,1,0.05,0.30043327808380127,0.5199766159057617
m4_counterfactual,pooled_static,20261401,val,7,171,30360832,g_111010110,validation,1,0.05,0.380814790725708,0.436412513256073
m4_counterfactual,pooled_static,20261401,val,8,160,30360821,g_011010111,validation,0,0.02,0.1642940640449524,0.18869160115718842
m4_counterfactual,pooled_static,20261401,val,9,160,30360821,g_101011110,validation,0,0.02,0.15082970261573792,0.19623799622058868
m4_counterfactual,pooled_static,20261401,val,10,160,30360821,g_111001110,validation,0,0.02,0.14906427264213562,0.2191305160522461
m4_counterfactual,pooled_static,20261401,val,11,160,30360821,g_111010110,validation,0,0.02,0.14640671014785767,0.17243412137031555
m4_counterfactual,pooled_static,20261401,val,12,196,30360857,g_011010111,validation,0,0.02,0.17644670605659485,0.1731928139925003
m4_counterfactual,pooled_static,20261401,val,13,196,30360857,g_101011110,validation,0,0.02,0.14418599009513855,0.14826874434947968
m4_counterfactual,pooled_static,20261401,val,14,196,30360857,g_111001110,validation,0,0.02,0.18917572498321533,0.32246947288513184
m4_counterfactual,pooled_static,20261401,val,15,196,30360857,g_111010110,validation,0,0.02,0.15819698572158813,0.17135141789913177
m4_counterfactual,pooled_static,20261401,val,16,174,30360835,g_011010111,validation,0,0.02,0.15322263538837433,0.1350695937871933
m4_counterfactual,pooled_static,20261401,val,17,174,30360835,g_101011110,validation,0,0.02,0.11014067381620407,0.12616026401519775
m4_counterfactual,pooled_static,20261401,val,18,174,30360835,g_111001110,validation,0,0.02,0.16779367625713348,0.2826053202152252
m4_counterfactual,pooled_static,20261401,val,19,174,30360835,g_111010110,validation,0,0.02,0.1324133276939392,0.12983830273151398
m4_counterfactual,pooled_static,20261401,val,20,178,30360839,g_011010111,validation,1,0.02,0.23087544739246368,0.35451945662498474
m4_counterfactual,pooled_static,20261401,val,21,178,30360839,g_101011110,validation,1,0.02,0.1594211906194687,0.28995218873023987
m4_counterfactual,pooled_static,20261401,val,22,178,30360839,g_111001110,validation,1,0.02,0.45052656531333923,0.602860689163208
m4_counterfactual,pooled_static,20261401,val,23,178,30360839,g_111010110,validation,1,0.02,0.23625220358371735,0.3711497485637665
m4_counterfactual,pooled_static,20261401,val,24,173,30360834,g_011010111,validation,0,0.05,0.24418726563453674,0.33661437034606934
m4_counterfactual,pooled_static,20261401,val,25,173,30360834,g_101011110,validation,0,0.05,0.17692451179027557,0.2668973505496979
m4_counterfactual,pooled_static,20261401,val,26,173,30360834,g_111001110,validation,0,0.05,0.20399688184261322,0.35687679052352905
m4_counterfactual,pooled_static,20261401,val,27,173,30360834,g_111010110,validation,0,0.05,0.21016931533813477,0.29106366634368896
m4_counterfactual,pooled_static,20261401,val,28,167,30360828,g_011010111,validation,1,0.05,0.3043479919433594,0.4827391803264618
m4_counterfactual,pooled_static,20261401,val,29,167,30360828,g_101011110,validation,1,0.05,0.27605241537094116,0.47828006744384766
m4_counterfactual,pooled_static,20261401,val,30,167,30360828,g_111001110,validation,1,0.05,0.4998847246170044,0.7306228876113892
m4_counterfactual,pooled_static,20261401,val,31,167,30360828,g_111010110,validation,1,0.05,0.3005267083644867,0.4751875698566437
m4_counterfactual,pooled_static,20261401,val,32,166,30360827,g_011010111,validation,1,0.02,0.2378237545490265,0.300192266702652
m4_counterfactual,pooled_static,20261401,val,33,166,30360827,g_101011110,validation,1,0.02,0.22000303864479065,0.301301509141922
m4_counterfactual,pooled_static,20261401,val,34,166,30360827,g_111001110,validation,1,0.02,0.5706884860992432,0.6662397980690002
m4_counterfactual,pooled_static,20261401,val,35,166,30360827,g_111010110,validation,1,0.02,0.23210002481937408,0.2970438003540039
m4_counterfactual,pooled_static,20261401,val,36,169,30360830,g_011010111,validation,1,0.05,0.3666483163833618,0.47176143527030945
m4_counterfactual,pooled_static,20261401,val,37,169,30360830,g_101011110,validation,1,0.05,0.23642702400684357,0.36637988686561584
m4_counterfactual,pooled_static,20261401,val,38,169,30360830,g_111001110,validation,1,0.05,0.502939760684967,0.5880232453346252
m4_counterfactual,pooled_static,20261401,val,39,169,30360830,g_111010110,validation,1,0.05,0.3696058392524719,0.47108885645866394
m4_counterfactual,pooled_static,20261401,val,40,197,30360858,g_011010111,validation,0,0.05,0.13705532252788544,0.14845839142799377
m4_counterfactual,pooled_static,20261401,val,41,197,30360858,g_101011110,validation,0,0.05,0.09351598471403122,0.11219023913145065
m4_counterfactual,pooled_static,20261401,val,42,197,30360858,g_111001110,validation,0,0.05,0.22585192322731018,0.40389758348464966
m4_counterfactual,pooled_static,20261401,val,43,197,30360858,g_111010110,validation,0,0.05,0.13844449818134308,0.1739402711391449
m4_counterfactual,pooled_static,20261401,val,44,176,30360837,g_011010111,validation,0,0.02,0.19023053348064423,0.2123088836669922
m4_counterfactual,pooled_static,20261401,val,45,176,30360837,g_101011110,validation,0,0.02,0.144438698887825,0.17909052968025208
m4_counterfactual,pooled_static,20261401,val,46,176,30360837,g_111001110,validation,0,0.02,0.20804475247859955,0.3545086681842804
m4_counterfactual,pooled_static,20261401,val,47,176,30360837,g_111010110,validation,0,0.02,0.17801593244075775,0.2133883833885193
m4_counterfactual,pooled_static,20261401,val,48,186,30360847,g_011010111,validation,0,0.02,0.15211237967014313,0.1461954414844513
m4_counterfactual,pooled_static,20261401,val,49,186,30360847,g_101011110,validation,0,0.02,0.12600558996200562,0.1312766671180725
m4_counterfactual,pooled_static,20261401,val,50,186,30360847,g_111001110,validation,0,0.02,0.18958117067813873,0.27109774947166443
m4_counterfactual,pooled_static,20261401,val,51,186,30360847,g_111010110,validation,0,0.02,0.1464349776506424,0.14574940502643585
m4_counterfactual,pooled_static,20261401,val,52,165,30360826,g_011010111,validation,0,0.05,0.14761294424533844,0.13506940007209778
m4_counterfactual,pooled_static,20261401,val,53,165,30360826,g_101011110,validation,0,0.05,0.12348555028438568,0.12377330660820007
m4_counterfactual,pooled_static,20261401,val,54,165,30360826,g_111001110,validation,0,0.05,0.1337241232395172,0.18711164593696594
m4_counterfactual,pooled_static,20261401,val,55,165,30360826,g_111010110,validation,0,0.05,0.11188994348049164,0.1048099473118782
m4_counterfactual,pooled_static,20261401,val,56,199,30360860,g_011010111,validation,0,0.05,0.1797097772359848,0.178022101521492
m4_counterfactual,pooled_static,20261401,val,57,199,30360860,g_101011110,validation,0,0.05,0.10838624089956284,0.08579429984092712
m4_counterfactual,pooled_static,20261401,val,58,199,30360860,g_111001110,validation,0,0.05,0.22534768283367157,0.36720627546310425
m4_counterfactual,pooled_static,20261401,val,59,199,30360860,g_111010110,validation,0,0.05,0.16319173574447632,0.16842816770076752
m4_counterfactual,pooled_static,20261401,val,60,193,30360854,g_011010111,validation,1,0.05,0.22470298409461975,0.27272599935531616
m4_counterfactual,pooled_static,20261401,val,61,193,30360854,g_101011110,validation,1,0.05,0.1939777284860611,0.25715041160583496
m4_counterfactual,pooled_static,20261401,val,62,193,30360854,g_111001110,validation,1,0.05,0.5671238899230957,0.6529120802879333
