training_arm,model_seed,pair_index,source_index,geometry_id,shuffled_pairing_rule,ray_input_swap_relative_pct,attention_swap_mean_l1,correction_swap_relative_pct,correct_ray_set_field_rel_l2,wrong_ray_set_field_rel_l2,correct_ray_set_field_gain_pct
m4_counterfactual,20261401,33,166,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.00082969426875934,10.007499694824219,0.22252808511257172,0.2220872938632965,-0.19847656786441803
m4_counterfactual,20261401,34,166,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008182422025129199,10.281702041625977,0.572191059589386,0.5726200342178345,0.0749143585562706
m4_counterfactual,20261401,35,166,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008725688676349819,12.677201271057129,0.23342342674732208,0.23127655684947968,-0.9282695651054382
m4_counterfactual,20261401,36,169,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009430512436665595,14.774556159973145,0.35918623208999634,0.35988160967826843,0.1932239830493927
m4_counterfactual,20261401,37,169,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008516915841028094,15.159469604492188,0.2280922383069992,0.22961215674877167,0.6619503498077393
m4_counterfactual,20261401,38,169,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008396829944103956,17.513761520385742,0.49833497405052185,0.49919578433036804,0.17243941128253937
m4_counterfactual,20261401,39,169,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008800184004940093,17.50765609741211,0.36024147272109985,0.36082813143730164,0.1625867486000061
m4_counterfactual,20261401,40,197,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009650019928812981,17.93954086303711,0.14010177552700043,0.13865648210048676,-1.0423554182052612
m4_counterfactual,20261401,41,197,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008654180564917624,22.973262786865234,0.10278678685426712,0.0998963788151741,-2.8934061527252197
m4_counterfactual,20261401,42,197,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008615742553956807,23.94622230529785,0.22683002054691315,0.2288244366645813,0.8715922832489014
m4_counterfactual,20261401,43,197,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008786459220573306,25.036714553833008,0.14339713752269745,0.13806620240211487,-3.8611440658569336
m4_counterfactual,20261401,44,176,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0010501377983018756,18.82916831970215,0.1901153326034546,0.1893937885761261,-0.38097554445266724
m4_counterfactual,20261401,45,176,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008722791098989546,36.134300231933594,0.14605668187141418,0.14592142403125763,-0.09269224107265472
m4_counterfactual,20261401,46,176,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008497369126416743,27.084062576293945,0.20305143296718597,0.20239773392677307,-0.3229774534702301
m4_counterfactual,20261401,47,176,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008519749389961362,28.121702194213867,0.1765906661748886,0.1726554036140442,-2.2792582511901855
m4_counterfactual,20261401,48,186,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0010099592618644238,29.799766540527344,0.15060800313949585,0.15237000584602356,1.1563973426818848
m4_counterfactual,20261401,49,186,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.000852838740684092,36.65887451171875,0.13420641422271729,0.13313668966293335,-0.8034784197807312
m4_counterfactual,20261401,50,186,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008584862225688994,35.04743194580078,0.18940728902816772,0.18993251025676727,0.2765304446220398
m4_counterfactual,20261401,51,186,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008505683508701622,36.1661262512207,0.14827613532543182,0.14485806226730347,-2.3596014976501465
m4_counterfactual,20261401,52,165,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009980011964216828,12.981694221496582,0.14142121374607086,0.14439231157302856,2.0576565265655518
m4_counterfactual,20261401,53,165,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.00083718984387815,13.481164932250977,0.12175619602203369,0.12330400198698044,1.2552763223648071
m4_counterfactual,20261401,54,165,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008656054851599038,15.440642356872559,0.13284628093242645,0.13435493409633636,1.122886300086975
m4_counterfactual,20261401,55,165,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.000837088271509856,16.158344268798828,0.11075242608785629,0.11081402748823166,0.05558989569544792
m4_counterfactual,20261401,56,199,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0008820763905532658,8.909045219421387,0.17641127109527588,0.1770763397216797,0.3755829930305481
m4_counterfactual,20261401,57,199,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008666416979394853,9.515058517456055,0.10980381071567535,0.1098531037569046,0.044871777296066284
m4_counterfactual,20261401,58,199,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008754279115237296,12.185087203979492,0.22415056824684143,0.22561882436275482,0.6507684588432312
m4_counterfactual,20261401,59,199,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008809439023025334,11.690251350402832,0.16345128417015076,0.16340263187885284,-0.029774485155940056
m4_counterfactual,20261401,60,193,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009262743988074362,16.047143936157227,0.22218888998031616,0.2219000905752182,-0.13014839589595795
m4_counterfactual,20261401,61,193,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008595014223828912,11.046935081481934,0.19506533443927765,0.19400423765182495,-0.5469451546669006
m4_counterfactual,20261401,62,193,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008326689130626619,14.657700538635254,0.5652469992637634,0.5661341547966003,0.1567041128873825
m4_counterfactual,20261401,63,193,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009076024289242923,17.12432289123535,0.22010646760463715,0.21930737793445587,-0.3643697202205658
m4_counterfactual,20261401,64,170,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.000955187832005322,15.252850532531738,0.26751384139060974,0.2676999866962433,0.06953504681587219
m4_counterfactual,20261401,65,170,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008320115157403052,15.448269844055176,0.1780293881893158,0.1780257225036621,-0.0020590764470398426
m4_counterfactual,20261401,66,170,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008196624694392085,16.527402877807617,0.37364548444747925,0.3751210868358612,0.3933669626712799
m4_counterfactual,20261401,67,170,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.00085739407222718,17.566858291625977,0.27166351675987244,0.2717236876487732,0.022144146263599396
m4_counterfactual,20261401,68,185,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0010858968598768115,24.248645782470703,0.12726332247257233,0.12642279267311096,-0.6648561954498291
m4_counterfactual,20261401,69,185,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.000894454715307802,33.64179229736328,0.1503593772649765,0.14024187624454498,-7.214322566986084
m4_counterfactual,20261401,70,185,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009129208629019558,35.075279235839844,0.18746046721935272,0.1803482174873352,-3.9436206817626953
m4_counterfactual,20261401,71,185,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008937792154029012,38.428192138671875,0.1392294466495514,0.12760555744171143,-9.109233856201172
m4_counterfactual,20261401,72,183,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009107012301683426,22.997447967529297,0.2694236934185028,0.2678658962249756,-0.5815585851669312
m4_counterfactual,20261401,73,183,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008587196352891624,22.97739028930664,0.19250576198101044,0.1897200345993042,-1.4683358669281006
m4_counterfactual,20261401,74,183,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008673652191646397,24.704397201538086,0.3888455033302307,0.3888898193836212,0.01139552891254425
m4_counterfactual,20261401,75,183,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008822019444778562,23.838239669799805,0.2705495357513428,0.2665034830570221,-1.518198847770691
m4_counterfactual,20261401,76,190,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0008770489366725087,8.996837615966797,0.4837391674518585,0.484460711479187,0.14893756806850433
m4_counterfactual,20261401,77,190,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008342477958649397,12.01313304901123,0.2510735094547272,0.25194841623306274,0.34725630283355713
m4_counterfactual,20261401,78,190,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008257069275714457,12.53936767578125,0.3901779353618622,0.39199987053871155,0.4647795259952545
m4_counterfactual,20261401,79,190,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008311041165143251,10.412086486816406,0.48802754282951355,0.48835206031799316,0.0664515420794487
m4_counterfactual,20261401,80,175,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0010603502159938216,5.310262680053711,0.16558724641799927,0.16421940922737122,-0.832932710647583
m4_counterfactual,20261401,81,175,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008838328067213297,6.734671115875244,0.14247673749923706,0.1405704766511917,-1.3560889959335327
m4_counterfactual,20261401,82,175,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008752974099479616,8.129484176635742,0.1529179960489273,0.15095165371894836,-1.3026305437088013
m4_counterfactual,20261401,83,175,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008705201325938106,8.068716049194336,0.1457999348640442,0.14273475110530853,-2.1474685668945312
m4_counterfactual,20261401,84,177,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009479036089032888,10.659835815429688,0.15740351378917694,0.15768498182296753,0.1785002201795578
m4_counterfactual,20261401,85,177,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008547246688976884,12.4025239944458,0.13097375631332397,0.13006646931171417,-0.6975564360618591
m4_counterfactual,20261401,86,177,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008669125381857157,12.933239936828613,0.1730683296918869,0.17240434885025024,-0.38512998819351196
m4_counterfactual,20261401,87,177,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008609844953753054,13.90289306640625,0.13914552330970764,0.136465385556221,-1.9639688730239868
m4_counterfactual,20261401,88,164,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0008555923122912645,18.784290313720703,0.1523829847574234,0.1531653106212616,0.5107722282409668
m4_counterfactual,20261401,89,164,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.000774549669586122,18.549285888671875,0.12149596959352493,0.12285203486680984,1.1038199663162231
m4_counterfactual,20261401,90,164,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0007854418363422155,21.849184036254883,0.18391931056976318,0.1849055141210556,0.5333554148674011
m4_counterfactual,20261401,91,164,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0007835805881768465,22.62311363220215,0.13742373883724213,0.13595739006996155,-1.078535556793213
m4_counterfactual,20261401,92,168,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009216221515089273,18.964685440063477,0.25200822949409485,0.25131770968437195,-0.2747597098350525
m4_counterfactual,20261401,93,168,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008343586232513189,14.188522338867188,0.2218034416437149,0.22265179455280304,0.38102227449417114
m4_counterfactual,20261401,94,168,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008264072239398956,15.603652954101562,0.5761600732803345,0.5754000544548035,-0.13208529353141785
m4_counterfactual,20261401,95,168,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008809062419459224,19.94171905517578,0.25152191519737244,0.25042974948883057,-0.43611660599708557
m4_counterfactual,20261401,96,182,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0008782222867012024,9.589659690856934,0.43592244386672974,0.4360329508781433,0.025343729183077812
m4_counterfactual,20261401,97,182,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008317845640704036,13.919977188110352,0.24051973223686218,0.2411508560180664,0.26171326637268066
m4_counterfactual,20261401,98,182,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.000821984198410064,12.902617454528809,0.40734627842903137,0.4091518223285675,0.4412894546985626
m4_counterfactual,20261401,99,182,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008336033206433058,10.88483715057373,0.4408525824546814,0.43992701172828674,-0.21039187908172607
m4_counterfactual,20261401,100,181,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009198652114719152,11.274615287780762,0.41081392765045166,0.4119810163974762,0.28328701853752136
m4_counterfactual,20261401,101,181,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009052491514012218,18.417369842529297,0.28337740898132324,0.28502658009529114,0.5786025524139404
m4_counterfactual,20261401,102,181,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009041138691827655,19.003480911254883,0.3769053816795349,0.3793694078922272,0.6495057940483093
m4_counterfactual,20261401,103,181,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009051968809217215,16.03171157836914,0.41854241490364075,0.41927433013916016,0.17456714808940887
m4_counterfactual,20261401,104,188,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0008700459147803485,14.05251693725586,0.147212415933609,0.14622704684734344,-0.6738623976707458
m4_counterfactual,20261401,105,188,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008084282744675875,16.0089168548584,0.1082940623164177,0.10725972801446915,-0.964326798915863
m4_counterfactual,20261401,106,188,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008203265606425703,20.153676986694336,0.17559660971164703,0.17681561410427094,0.6894212365150452
m4_counterfactual,20261401,107,188,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.000818502448964864,18.60330581665039,0.13407626748085022,0.13032163679599762,-2.881049394607544
m4_counterfactual,20261401,108,194,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009655545582063496,12.76442813873291,0.3642352223396301,0.3635101616382599,-0.1994609236717224
m4_counterfactual,20261401,109,194,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009094689739868045,17.11556053161621,0.24640437960624695,0.24716676771640778,0.3084509074687958
m4_counterfactual,20261401,110,194,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008972834330052137,18.043550491333008,0.39122799038887024,0.3941080868244171,0.7307884693145752
m4_counterfactual,20261401,111,194,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009177751489914954,17.356353759765625,0.36682891845703125,0.36546388268470764,-0.37350770831108093
m4_counterfactual,20261401,112,163,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.001099286717362702,12.051713943481445,0.1647467166185379,0.16601000726222992,0.7609725594520569
m4_counterfactual,20261401,113,163,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.000880428880918771,13.296408653259277,0.17338819801807404,0.1693303883075714,-2.396385908126831
m4_counterfactual,20261401,114,163,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008726670639589429,15.209846496582031,0.2179243266582489,0.2151067554950714,-1.3098478317260742
m4_counterfactual,20261401,115,163,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008631439413875341,15.19627857208252,0.18213343620300293,0.17818723618984222,-2.21463680267334
m4_counterfactual,20261401,116,192,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.000993899186141789,19.68373680114746,0.3375225067138672,0.3413277268409729,1.1148289442062378
m4_counterfactual,20261401,117,192,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009920495795086026,30.208572387695312,0.18224941194057465,0.18012261390686035,-1.1807501316070557
m4_counterfactual,20261401,118,192,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009962564799934626,29.736560821533203,0.2591911554336548,0.2583375573158264,-0.3304196894168854
m4_counterfactual,20261401,119,192,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0009677942143753171,29.851116180419922,0.34496399760246277,0.3482629358768463,0.9472550749778748
m4_counterfactual,20261401,120,187,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.000926213979255408,16.351646423339844,0.14692990481853485,0.1486465185880661,1.154829502105713
m4_counterfactual,20261401,121,187,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.000779185036662966,15.979341506958008,0.12194359302520752,0.12358816713094711,1.3306889533996582
m4_counterfactual,20261401,122,187,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008032621699385345,19.274961471557617,0.14571134746074677,0.14736983180046082,1.1253893375396729
m4_counterfactual,20261401,123,187,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0007823279593139887,20.578418731689453,0.12340904027223587,0.12288058549165726,-0.43005555868148804
m4_counterfactual,20261401,124,161,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009300718083977699,8.528038024902344,0.18966729938983917,0.1907968968153,0.5920418500900269
m4_counterfactual,20261401,125,161,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008242959156632423,7.756676197052002,0.1467919796705246,0.14778150618076324,0.6695874929428101
m4_counterfactual,20261401,126,161,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008465988212265074,9.523609161376953,0.14812010526657104,0.14947357773780823,0.9054927825927734
m4_counterfactual,20261401,127,161,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008204265614040196,9.723807334899902,0.15524378418922424,0.1553090363740921,0.04201441630721092
m4_counterfactual,20261401,128,191,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009105145581997931,14.42976188659668,0.3804798126220703,0.3812711834907532,0.20756115019321442
m4_counterfactual,20261401,129,191,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008622980094514787,13.941396713256836,0.3106558620929718,0.31170040369033813,0.33511075377464294
m4_counterfactual,20261401,130,191,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008498178794980049,15.592671394348145,0.4501136243343353,0.4518868029117584,0.39239442348480225
m4_counterfactual,20261401,131,191,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008809386636130512,16.835500717163086,0.38410598039627075,0.3844451308250427,0.08821815997362137
m4_counterfactual,20261401,132,195,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009379136608913541,15.984406471252441,0.19275255501270294,0.19304929673671722,0.1537129282951355
m4_counterfactual,20261401,133,195,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008315854938700795,13.976614952087402,0.1509840041399002,0.15065573155879974,-0.21789585053920746
m4_counterfactual,20261401,134,195,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008306961972266436,17.518245697021484,0.42781564593315125,0.4292692244052887,0.3386169672012329
m4_counterfactual,20261401,135,195,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008701903279870749,18.585613250732422,0.19199594855308533,0.19186678528785706,-0.06731924414634705
m4_counterfactual,20261401,136,172,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009987936355173588,12.145256996154785,0.1793176233768463,0.17800560593605042,-0.7370652556419373
m4_counterfactual,20261401,137,172,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008839304791763425,18.137615203857422,0.1628807932138443,0.1598161906003952,-1.9175795316696167
m4_counterfactual,20261401,138,172,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008856274653226137,20.738170623779297,0.1770811825990677,0.17377302050590515,-1.9037259817123413
m4_counterfactual,20261401,139,172,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008743961807340384,20.48029136657715,0.17094337940216064,0.16884171962738037,-1.2447514533996582
m4_counterfactual,20261401,140,179,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009166064555756748,22.27313995361328,0.23431822657585144,0.23413269221782684,-0.0792432501912117
m4_counterfactual,20261401,141,179,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008339530322700739,17.096391677856445,0.21693772077560425,0.21641959249973297,-0.23940913379192352
m4_counterfactual,20261401,142,179,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008398733334615827,22.599794387817383,0.4915907680988312,0.49071845412254333,-0.17776261270046234
m4_counterfactual,20261401,143,179,g_111010110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008840671507641673,24.750974655151367,0.22960148751735687,0.22755396366119385,-0.8997970223426819
m4_counterfactual,20261401,144,162,g_011010111,cyclic angle reassignment within unchanged active ray set,0.0,0.0009085324709303677,14.165735244750977,0.1207944005727768,0.12165984511375427,0.7113641500473022
m4_counterfactual,20261401,145,162,g_101011110,cyclic angle reassignment within unchanged active ray set,0.0,0.000819651351775974,17.609804153442383,0.10430420190095901,0.10473505407571793,0.41137340664863586
m4_counterfactual,20261401,146,162,g_111001110,cyclic angle reassignment within unchanged active ray set,0.0,0.0008356704493053257,21.55453872680664,0.17588689923286438,0.17896683514118195,1.7209534645080566
