training_arm,source_split,candidate,comparator,independent_field_count,model_seed_count,mean_field_gain_pct,field_cluster_ci95_low_pct,field_cluster_ci95_high_pct,median_field_gain_pct,p10_field_gain_pct,harm_rate_gt_1pct,positive_seed_count,seed_mean_gains_pct
m1_repeat,test_family_ood,correct_geometry,locked_fno,32,3,0.32771461383802136,0.22848671441349008,0.43192548294030203,0.231156615545288,0.04311347424769934,0.0,3,0.51851058;0.32599369;0.13863957
m1_repeat,test_family_ood,correct_geometry,static,32,3,0.06262317938610926,0.05186464976677522,0.07410936474779667,0.0572912918416281,0.02565342134211084,0.0,2,0.11514978;0.09189632;-0.01917657
m1_repeat,test_family_ood,correct_geometry,k_cardinality,32,3,0.06254587954860834,0.05295591313426453,0.07322007450956024,0.05812579215554214,0.028817121063175032,0.0,2,0.11505095;0.09176432;-0.01917764
m1_repeat,test_family_ood,correct_geometry,shuffled_geometry,32,3,0.03454930874533036,0.03165564727456491,0.0375263215545152,0.034973737217661546,0.022873217791331602,0.0,2,0.05736521;0.07961599;-0.03333327
m1_repeat,test_iid,correct_geometry,locked_fno,32,3,3.7009420015198056,1.8114252200168381,5.662401060209383,1.0898651379340545,-2.4172127305545996,0.19791666666666666,3,4.02061023;3.74572497;3.33649081
m1_repeat,test_iid,correct_geometry,static,32,3,0.119559633444104,0.06954632107446952,0.1707675457398899,0.08371506988151255,-0.03755421447124352,0.0,3,0.12876279;0.16564126;0.06427485
m1_repeat,test_iid,correct_geometry,k_cardinality,32,3,0.11351242099578901,0.0650390888571627,0.16521724066980514,0.0846785084123561,-0.040922244476473454,0.0,3,0.11050201;0.16574933;0.06428592
m1_repeat,test_iid,correct_geometry,shuffled_geometry,32,3,0.0743506188662128,0.039719255607588204,0.11058959964191827,0.056827376204024546,-0.03169151798541469,0.0,3,0.01338226;0.14566466;0.06400493
m1_repeat,test_joint_ood,correct_geometry,locked_fno,32,3,0.21336909258068454,0.134278518754052,0.3040605670721965,0.20060876796285543,-0.035748000092490476,0.0,3,0.46331817;0.17628524;0.00050387
m1_repeat,test_joint_ood,correct_geometry,static,32,3,0.06629279784285277,0.05740727222238144,0.0752346364223558,0.06736888212438912,0.03623747765893676,0.0,2,0.13296971;0.08764700;-0.02173831
m1_repeat,test_joint_ood,correct_geometry,k_cardinality,32,3,0.06557852296400472,0.05733820076342396,0.07385066795095001,0.06609995506052982,0.03729577915024725,0.0,2,0.13098721;0.08749522;-0.02174687
m1_repeat,test_joint_ood,correct_geometry,shuffled_geometry,32,3,0.033565677682145204,0.03044527415843129,0.03690292518064808,0.031167555605046936,0.021922825831800098,0.0,2,0.06367888;0.07414129;-0.03712313
m1_repeat,test_noise_ood,correct_geometry,locked_fno,32,3,3.479053749632272,1.6738590935731439,5.358590987667605,0.8069832369992304,-1.8676335852716763,0.21875,3,3.98566415;3.32757466;3.12392244
m1_repeat,test_noise_ood,correct_geometry,static,32,3,0.1228182716954285,0.07177698595969978,0.17305772172419295,0.11098569553032003,-0.03759670284876469,0.0,3,0.18064283;0.13670775;0.05110424
m1_repeat,test_noise_ood,correct_geometry,k_cardinality,32,3,0.1154877691209234,0.06808845497675042,0.16404287638810677,0.1076693004558816,-0.04023012691112458,0.0,3,0.15849536;0.13689049;0.05107745
m1_repeat,test_noise_ood,correct_geometry,shuffled_geometry,32,3,0.06626258076868075,0.03234653592579267,0.10013101793814218,0.05892736060605733,-0.0403402438794442,0.0,3,0.02958369;0.12197711;0.04722694
m1_repeat,val,correct_geometry,locked_fno,40,3,5.426646521827253,3.7482455658604974,7.155711014893978,4.780491955066722,-0.44592790487360234,0.041666666666666664,3,5.72374536;5.31653134;5.23966286
m1_repeat,val,correct_geometry,static,40,3,0.09441527404286484,0.06935771508653191,0.12019509873337263,0.07254752897583681,-0.000762971612292366,0.0,3,0.13486640;0.13912916;0.00925026
m1_repeat,val,correct_geometry,k_cardinality,40,3,0.08705702984102952,0.0630822299064704,0.11172785948259076,0.06263015138701188,-0.0008082663763728996,0.0,3,0.11293452;0.13895868;0.00927788
m1_repeat,val,correct_geometry,shuffled_geometry,40,3,0.03253622811263004,0.016183605083781066,0.05040762123592809,0.017352826526621176,-0.015015849497325496,0.0,1,-0.01510564;0.11829687;-0.00558254
