training_arm,method,model_seed,epoch,learning_rate,train_total_loss,validation_field_cluster_rel_l2
m1_repeat,k_cardinality,20261402,4,0.0009619397662556433,0.0020844416168984024,0.2484463091008365
m1_repeat,k_cardinality,20261402,5,0.0009330127018922194,0.002080614952137694,0.24833389073610307
m1_repeat,k_cardinality,20261402,6,0.0008966766701456175,0.0020786846936971413,0.24900410254485905
m1_repeat,k_cardinality,20261402,7,0.0008535533905932737,0.0020795932752662337,0.24818749791011213
m1_repeat,k_cardinality,20261402,8,0.0008043807145043603,0.0020789009671716486,0.24849395737983287
m1_repeat,k_cardinality,20261402,9,0.00075,0.0020776088022103067,0.24825422149151563
m1_repeat,k_cardinality,20261402,10,0.000691341716182545,0.0020765357025084087,0.24835518104955553
m1_repeat,k_cardinality,20261402,11,0.0006294095225512604,0.002075102111120941,0.2480785551480949
m1_repeat,k_cardinality,20261402,12,0.000565263096110026,0.0020766630936122966,0.24839799515902997
m1_repeat,k_cardinality,20261402,13,0.0005,0.002073455926438328,0.24800591436214744
m1_repeat,k_cardinality,20261402,14,0.00043473690388997423,0.0020732239616336303,0.2479549938812852
m1_repeat,k_cardinality,20261402,15,0.0003705904774487397,0.002071106828952907,0.2481538570486009
m1_repeat,k_cardinality,20261402,16,0.0003086582838174552,0.002071085535862949,0.24824663349427284
m1_repeat,k_cardinality,20261402,17,0.0002500000000000001,0.0020700583794678097,0.2479553772136569
m1_repeat,k_cardinality,20261402,18,0.00019561928549563967,0.0020688803706434555,0.24789914735592902
m1_repeat,k_cardinality,20261402,19,0.00014644660940672628,0.002068182335642632,0.24788957331329584
m1_repeat,k_cardinality,20261402,20,0.00010332332985438248,0.0020685970157501288,0.2478830651845783
m1_repeat,k_cardinality,20261402,21,6.698729810778065e-05,0.0020696478939498776,0.24788762647658585
m1_repeat,k_cardinality,20261402,22,3.806023374435663e-05,0.0020683984730567317,0.24782909536734224
m1_repeat,k_cardinality,20261402,23,1.70370868554659e-05,0.0020676193751569373,0.24783677607774734
m1_repeat,k_cardinality,20261402,24,4.277569313094809e-06,0.002067857094516512,0.24783776816911995
m1_repeat,shuffled_geometry,20261402,1,0.001,0.002131675930286292,0.24989034044556319
m1_repeat,shuffled_geometry,20261402,2,0.0009957224306869053,0.0020912979191052726,0.24889731486327946
m1_repeat,shuffled_geometry,20261402,3,0.0009829629131445341,0.0020844186103204264,0.24838443589396775
m1_repeat,shuffled_geometry,20261402,4,0.0009619397662556433,0.0020844078979280313,0.24844417930580676
m1_repeat,shuffled_geometry,20261402,5,0.0009330127018922194,0.002080571258557029,0.2483306651003659
m1_repeat,shuffled_geometry,20261402,6,0.0008966766701456175,0.002078616016660817,0.248999248072505
m1_repeat,shuffled_geometry,20261402,7,0.0008535533905932737,0.0020795051561435683,0.24817895237356424
m1_repeat,shuffled_geometry,20261402,8,0.0008043807145043603,0.002078794215049129,0.24848729111254214
m1_repeat,shuffled_geometry,20261402,9,0.00075,0.002077473216922954,0.24823940424248575
m1_repeat,shuffled_geometry,20261402,10,0.000691341716182545,0.0020763538690516726,0.2483418019488454
m1_repeat,shuffled_geometry,20261402,11,0.0006294095225512604,0.002074857686238829,0.24806030155159534
m1_repeat,shuffled_geometry,20261402,12,0.000565263096110026,0.002076405230036471,0.24837980344891547
m1_repeat,shuffled_geometry,20261402,13,0.0005,0.002073125844617607,0.24797984790056943
m1_repeat,shuffled_geometry,20261402,14,0.00043473690388997423,0.0020728686242364345,0.247930172085762
m1_repeat,shuffled_geometry,20261402,15,0.0003705904774487397,0.002070704740617657,0.24812786681577564
m1_repeat,shuffled_geometry,20261402,16,0.0003086582838174552,0.0020706294861156495,0.24822135441936552
m1_repeat,shuffled_geometry,20261402,17,0.0002500000000000001,0.0020695864557637835,0.24792437641881407
m1_repeat,shuffled_geometry,20261402,18,0.00019561928549563967,0.0020683783644926735,0.2478684725239873
m1_repeat,shuffled_geometry,20261402,19,0.00014644660940672628,0.002067655571590876,0.24785752315074205
m1_repeat,shuffled_geometry,20261402,20,0.00010332332985438248,0.0020680494104453827,0.24785083425231277
m1_repeat,shuffled_geometry,20261402,21,6.698729810778065e-05,0.0020690957346232606,0.24785492336377501
m1_repeat,shuffled_geometry,20261402,22,3.806023374435663e-05,0.0020678274922829587,0.2477956271264702
m1_repeat,shuffled_geometry,20261402,23,1.70370868554659e-05,0.0020670454257924577,0.24780328222550452
m1_repeat,shuffled_geometry,20261402,24,4.277569313094809e-06,0.0020672879370977173,0.24780429443344473
m1_repeat,correct_geometry,20261402,1,0.001,0.002131674109841697,0.24988998635672033
m1_repeat,correct_geometry,20261402,2,0.0009957224306869053,0.002091297400329495,0.2488967228680849
m1_repeat,correct_geometry,20261402,3,0.0009829629131445341,0.0020844204555032775,0.24838400920853018
m1_repeat,correct_geometry,20261402,4,0.0009619397662556433,0.0020844027407292743,0.2484424970112741
m1_repeat,correct_geometry,20261402,5,0.0009330127018922194,0.002080559245951008,0.24832796016708017
m1_repeat,correct_geometry,20261402,6,0.0008966766701456175,0.0020785891560080928,0.24899615622125565
m1_repeat,correct_geometry,20261402,7,0.0008535533905932737,0.0020794528179976625,0.24817311437800527
m1_repeat,correct_geometry,20261402,8,0.0008043807145043603,0.0020786828150448854,0.24847979731857778
m1_repeat,correct_geometry,20261402,9,0.00075,0.002077282657410251,0.24822299615480006
m1_repeat,correct_geometry,20261402,10,0.000691341716182545,0.0020760149935085794,0.2483297406695783
m1_repeat,correct_geometry,20261402,11,0.0006294095225512604,0.0020742676526424473,0.24802421280182899
m1_repeat,correct_geometry,20261402,12,0.000565263096110026,0.00207543608994456,0.24833512725308537
m1_repeat,correct_geometry,20261402,13,0.0005,0.0020715125341666863,0.24788259752094746
m1_repeat,correct_geometry,20261402,14,0.00043473690388997423,0.0020706922965473495,0.24782817112281919
m1_repeat,correct_geometry,20261402,15,0.0003705904774487397,0.002067802530655172,0.24802705980837345
m1_repeat,correct_geometry,20261402,16,0.0003086582838174552,0.0020669783021730836,0.24818372600711883
m1_repeat,correct_geometry,20261402,17,0.0002500000000000001,0.002065447893255623,0.24773692432790995
m1_repeat,correct_geometry,20261402,18,0.00019561928549563967,0.00206383933473262,0.2477557181380689
m1_repeat,correct_geometry,20261402,19,0.00014644660940672628,0.002062723421113333,0.2476674946490675
m1_repeat,correct_geometry,20261402,20,0.00010332332985438248,0.002062801418651361,0.24765280126594008
m1_repeat,correct_geometry,20261402,21,6.698729810778065e-05,0.002063678901322419,0.24766753087751567
m1_repeat,correct_geometry,20261402,22,3.806023374435663e-05,0.002062278961966513,0.24759278832934797
m1_repeat,correct_geometry,20261402,23,1.70370868554659e-05,0.002061448268068489,0.24760448415763675
m1_repeat,correct_geometry,20261402,24,4.277569313094809e-06,0.002061628759111045,0.24760626405477523
m1_repeat,static,20261403,1,0.001,0.0021509003126993775,0.25098589980043473
m1_repeat,static,20261403,2,0.0009957224306869053,0.002086344625422498,0.24921478470787406
m1_repeat,static,20261403,3,0.0009829629131445341,0.0020842079800786452,0.24893177249468862
m1_repeat,static,20261403,4,0.0009619397662556433,0.0020793048322957476,0.24810829851776361
m1_repeat,static,20261403,5,0.0009330127018922194,0.002077935854322277,0.24821661235764622
m1_repeat,static,20261403,6,0.0008966766701456175,0.0020757184924150352,0.24820904899388552
m1_repeat,static,20261403,7,0.0008535533905932737,0.0020783169034984893,0.2481679128482938
m1_repeat,static,20261403,8,0.0008043807145043603,0.0020759542334417348,0.24802460405044258
m1_repeat,static,20261403,9,0.00075,0.002074083308252739,0.24804946659132837
m1_repeat,static,20261403,10,0.000691341716182545,0.0020736737358674874,0.24827178097330033
m1_repeat,static,20261403,11,0.0006294095225512604,0.0020748391223605724,0.2481771048158407
m1_repeat,static,20261403,12,0.000565263096110026,0.002073443934204988,0.24791442938148975
m1_repeat,static,20261403,13,0.0005,0.002072011037671473,0.2478185651358217
m1_repeat,static,20261403,14,0.00043473690388997423,0.002073544595623389,0.24791071354411542
m1_repeat,static,20261403,15,0.0003705904774487397,0.002071738515951438,0.24780734684318304
m1_repeat,static,20261403,16,0.0003086582838174552,0.0020717251893074716,0.24778182692825795
m1_repeat,static,20261403,17,0.0002500000000000001,0.00207111122799688,0.24785635210573673
m1_repeat,static,20261403,18,0.00019561928549563967,0.0020705872986582106,0.24799120090901852
m1_repeat,static,20261403,19,0.00014644660940672628,0.0020694462262326853,0.24783527036197484
m1_repeat,static,20261403,20,0.00010332332985438248,0.002070602802996291,0.24787746933288873
m1_repeat,static,20261403,21,6.698729810778065e-05,0.0020692925500043202,0.2478373280260712
m1_repeat,static,20261403,22,3.806023374435663e-05,0.0020689539771410635,0.24781930590979756
m1_repeat,static,20261403,23,1.70370868554659e-05,0.002068710511230165,0.2478151774033904
m1_repeat,static,20261403,24,4.277569313094809e-06,0.0020692153506388423,0.24781864671967924
m1_repeat,k_cardinality,20261403,1,0.001,0.0021508988189452793,0.2509854856878519
m1_repeat,k_cardinality,20261403,2,0.0009957224306869053,0.0020863428435404785,0.2492148298304528
m1_repeat,k_cardinality,20261403,3,0.0009829629131445341,0.0020842080652073492,0.24893180532380937
m1_repeat,k_cardinality,20261403,4,0.0009619397662556433,0.0020793047217011916,0.248108267551288
m1_repeat,k_cardinality,20261403,5,0.0009330127018922194,0.0020779357182618696,0.24821659070439636
m1_repeat,k_cardinality,20261403,6,0.0008966766701456175,0.002075718337437138,0.2482090608216822
m1_repeat,k_cardinality,20261403,7,0.0008535533905932737,0.002078316825645743,0.24816791685298084
m1_repeat,k_cardinality,20261403,8,0.0008043807145043603,0.0020759541010193063,0.24802461569197476
m1_repeat,k_cardinality,20261403,9,0.00075,0.002074083173647523,0.24804947902448476
m1_repeat,k_cardinality,20261403,10,0.000691341716182545,0.0020736737867991907,0.24827177016995847
m1_repeat,k_cardinality,20261403,11,0.0006294095225512604,0.0020748391631059348,0.24817705266177653
m1_repeat,k_cardinality,20261403,12,0.000565263096110026,0.0020734439662192018,0.2479144422337413
m1_repeat,k_cardinality,20261403,13,0.0005,0.0020720111511764116,0.24781857975758612
m1_repeat,k_cardinality,20261403,14,0.00043473690388997423,0.0020735446174512616,0.24791070790961384
m1_repeat,k_cardinality,20261403,15,0.0003705904774487397,0.0020717386854812504,0.24780737096443772
m1_repeat,k_cardinality,20261403,16,0.0003086582838174552,0.0020717252671602184,0.2477818391751498
m1_repeat,k_cardinality,20261403,17,0.0002500000000000001,0.002071111353143351,0.24785635732114314
m1_repeat,k_cardinality,20261403,18,0.00019561928549563967,0.0020705874740087893,0.2479911794885993
m1_repeat,k_cardinality,20261403,19,0.00014644660940672628,0.002069446395034902,0.24783527660183607
m1_repeat,k_cardinality,20261403,20,0.00010332332985438248,0.0020706030030851253,0.24787746593356133
m1_repeat,k_cardinality,20261403,21,6.698729810778065e-05,0.0020692927348136434,0.2478373317979276
m1_repeat,k_cardinality,20261403,22,3.806023374435663e-05,0.002068954189599026,0.2478193088900298
m1_repeat,k_cardinality,20261403,23,1.70370868554659e-05,0.002068710719322553,0.24781518266536295
m1_repeat,k_cardinality,20261403,24,4.277569313094809e-06,0.002069215568189975,0.2478186503984034
m1_repeat,shuffled_geometry,20261403,1,0.001,0.0021509010206500535,0.2509834767784923
m1_repeat,shuffled_geometry,20261403,2,0.0009957224306869053,0.0020863390716840515,0.24921400751918554
m1_repeat,shuffled_geometry,20261403,3,0.0009829629131445341,0.0020841987956373488,0.24893173933960497
m1_repeat,shuffled_geometry,20261403,4,0.0009619397662556433,0.0020792787952814253,0.2481041131541133
m1_repeat,shuffled_geometry,20261403,5,0.0009330127018922194,0.0020778912541572934,0.24821171932853758
m1_repeat,shuffled_geometry,20261403,6,0.0008966766701456175,0.002075650719780242,0.24820562792010606
m1_repeat,shuffled_geometry,20261403,7,0.0008535533905932737,0.002078266427270137,0.2481605729088187
m1_repeat,shuffled_geometry,20261403,8,0.0008043807145043603,0.0020758817285241094,0.24801619770005345
m1_repeat,shuffled_geometry,20261403,9,0.00075,0.0020739853476698044,0.2480394815094769
m1_repeat,shuffled_geometry,20261403,10,0.000691341716182545,0.002073557144467486,0.2482604369521141
m1_repeat,shuffled_geometry,20261403,11,0.0006294095225512604,0.0020747187511005903,0.24817112190648913
m1_repeat,shuffled_geometry,20261403,12,0.000565263096110026,0.002073299649055116,0.24789795516990126
m1_repeat,shuffled_geometry,20261403,13,0.0005,0.0020718135878269096,0.24779739030636846
m1_repeat,shuffled_geometry,20261403,14,0.00043473690388997423,0.002073395068873651,0.2478922911453992
m1_repeat,shuffled_geometry,20261403,15,0.0003705904774487397,0.002071521268226206,0.24778316793963312
m1_repeat,shuffled_geometry,20261403,16,0.0003086582838174552,0.002071501120371977,0.24775776583701373
m1_repeat,shuffled_geometry,20261403,17,0.0002500000000000001,0.0020708446674689183,0.24782842667773367
m1_repeat,shuffled_geometry,20261403,18,0.00019561928549563967,0.002070302281208569,0.24796925992704927
m1_repeat,shuffled_geometry,20261403,19,0.00014644660940672628,0.0020691359663032927,0.24780475501902402
m1_repeat,shuffled_geometry,20261403,20,0.00010332332985438248,0.002070278990868246,0.24784962330013513
m1_repeat,shuffled_geometry,20261403,21,6.698729810778065e-05,0.0020689633529400453,0.24780668187886476
m1_repeat,shuffled_geometry,20261403,22,3.806023374435663e-05,0.0020686158197349867,0.24778827410191298
m1_repeat,shuffled_geometry,20261403,23,1.70370868554659e-05,0.002068363486614544,0.24778426131233572
m1_repeat,shuffled_geometry,20261403,24,4.277569313094809e-06,0.00206887651438592,0.24778776643797756
m1_repeat,correct_geometry,20261403,1,0.001,0.002150900036940584,0.2509856764692813
m1_repeat,correct_geometry,20261403,2,0.0009957224306869053,0.0020863180208834818,0.24921680632978677
m1_repeat,correct_geometry,20261403,3,0.0009829629131445341,0.002084169948648196,0.24893566286191343
m1_repeat,correct_geometry,20261403,4,0.0009619397662556433,0.002079247838264564,0.2481091048102826
m1_repeat,correct_geometry,20261403,5,0.0009330127018922194,0.002077858313714387,0.24821755099110304
m1_repeat,correct_geometry,20261403,6,0.0008966766701456175,0.0020756086400069763,0.24821169571951032
m1_repeat,correct_geometry,20261403,7,0.0008535533905932737,0.0020782038205652497,0.2481660249643028
m1_repeat,correct_geometry,20261403,8,0.0008043807145043603,0.0020758111772011035,0.24802250335924328
m1_repeat,correct_geometry,20261403,9,0.00075,0.0020738760409585665,0.24804802942089738
m1_repeat,correct_geometry,20261403,10,0.000691341716182545,0.002073393813043367,0.24827575711533428
m1_repeat,correct_geometry,20261403,11,0.0006294095225512604,0.0020745122594234998,0.24819105672650038
m1_repeat,correct_geometry,20261403,12,0.000565263096110026,0.0020730335410917176,0.24790307297371328
m1_repeat,correct_geometry,20261403,13,0.0005,0.0020714070225949397,0.24780039158649741
m1_repeat,correct_geometry,20261403,14,0.00043473690388997423,0.002072856527956901,0.24790105666033924
m1_repeat,correct_geometry,20261403,15,0.0003705904774487397,0.0020708969881525264,0.24777877549640834
m1_repeat,correct_geometry,20261403,16,0.0003086582838174552,0.002070824964175699,0.24775159507989883
m1_repeat,correct_geometry,20261403,17,0.0002500000000000001,0.0020700448461866473,0.2478347819298506
m1_repeat,correct_geometry,20261403,18,0.00019561928549563967,0.0020693723112344743,0.24799415096640587
m1_repeat,correct_geometry,20261403,19,0.00014644660940672628,0.0020681410154793412,0.2478103270288557
m1_repeat,correct_geometry,20261403,20,0.00010332332985438248,0.002069205247971695,0.2478657309897244
m1_repeat,correct_geometry,20261403,21,6.698729810778065e-05,0.002067867844016291,0.24781648395583034
m1_repeat,correct_geometry,20261403,22,3.806023374435663e-05,0.00206747441625339,0.24779585069045423
m1_repeat,correct_geometry,20261403,23,1.70370868554659e-05,0.0020672018923505674,0.2477914009708911
m1_repeat,correct_geometry,20261403,24,4.277569313094809e-06,0.002067717160389293,0.24779563602060078
m4_counterfactual,static,20261401,1,0.001,0.002170473608566681,0.252004849165678
m4_counterfactual,static,20261401,2,0.0009957224306869053,0.0021063709653390108,0.24877377012744545
m4_counterfactual,static,20261401,3,0.0009829629131445341,0.002097263411269523,0.24864055002108215
m4_counterfactual,static,20261401,4,0.0009619397662556433,0.0020965099742170424,0.2484242924954742
m4_counterfactual,static,20261401,5,0.0009330127018922194,0.002092742129752878,0.2483962710481137
m4_counterfactual,static,20261401,6,0.0008966766701456175,0.002091928050504066,0.2488868824671954
