training_arm,model_seed,pair_index,source_index,geometry_id,wrong_geometry_id,embedding_swap_l2,modulation_swap_l2,correction_swap_relative_pct,correct_descriptor_field_rel_l2,wrong_descriptor_field_rel_l2,correct_descriptor_field_gain_pct
m1_repeat,20261402,10,160,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.4628679752349854,0.17818577587604523,0.17866608500480652,0.2688305974006653
m1_repeat,20261402,11,160,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.550930976867676,0.18347497284412384,0.18163995444774628,-1.010250449180603
m1_repeat,20261402,12,196,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.747790336608887,0.18558193743228912,0.1869557797908783,0.7348488569259644
m1_repeat,20261402,13,196,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.9286417961120605,0.15409518778324127,0.15461288392543793,0.3348337709903717
m1_repeat,20261402,14,196,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.8904812335968018,0.19784951210021973,0.19817784428596497,0.16567552089691162
m1_repeat,20261402,15,196,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.975738525390625,0.17181386053562164,0.17082582414150238,-0.5783882141113281
m1_repeat,20261402,16,174,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.019265174865723,0.15779951214790344,0.15881972014904022,0.6423686146736145
m1_repeat,20261402,17,174,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.62910795211792,0.11541888117790222,0.11638719588518143,0.8319770097732544
m1_repeat,20261402,18,174,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.6935625076293945,0.17448846995830536,0.17474882304668427,0.1489870399236679
m1_repeat,20261402,19,174,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.288786888122559,0.13892459869384766,0.13906286656856537,0.09942831844091415
m1_repeat,20261402,20,178,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.05522346496582,0.23842038214206696,0.23931404948234558,0.37342870235443115
m1_repeat,20261402,21,178,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.831811428070068,0.16748088598251343,0.1679561734199524,0.2829830050468445
m1_repeat,20261402,22,178,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.7701523303985596,0.45610862970352173,0.45638030767440796,0.05952885374426842
m1_repeat,20261402,23,178,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.337479591369629,0.24529530107975006,0.24490535259246826,-0.15922415256500244
m1_repeat,20261402,24,173,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,9.9308500289917,0.298354834318161,0.2999342381954193,0.5265833735466003
m1_repeat,20261402,25,173,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,3.6712522506713867,0.2304396629333496,0.23031416535377502,-0.05448973551392555
m1_repeat,20261402,26,173,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.030651330947876,0.2547915279865265,0.2552069425582886,0.16277557611465454
m1_repeat,20261402,27,173,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,10.156651496887207,0.26352736353874207,0.26190266013145447,-0.6203463077545166
m1_repeat,20261402,28,167,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,13.062575340270996,0.31115785241127014,0.31215208768844604,0.31850990653038025
m1_repeat,20261402,29,167,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.0932512283325195,0.28284966945648193,0.28280001878738403,-0.0175568126142025
m1_repeat,20261402,30,167,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.808966875076294,0.5032618045806885,0.5036799907684326,0.08302616328001022
m1_repeat,20261402,31,167,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.47101879119873,0.30954721570014954,0.3089528977870941,-0.19236521422863007
m1_repeat,20261402,32,166,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,14.306740760803223,0.27951329946517944,0.281037300825119,0.5422772765159607
m1_repeat,20261402,33,166,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,6.006339073181152,0.25163358449935913,0.25146162509918213,-0.06838395446538925
m1_repeat,20261402,34,166,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,4.4557929039001465,0.5921311974525452,0.5924978256225586,0.061878398060798645
m1_repeat,20261402,35,166,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,14.281013488769531,0.27812856435775757,0.27729901671409607,-0.29915276169776917
m1_repeat,20261402,36,169,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.61440658569336,0.3834838271141052,0.3840808570384979,0.15544381737709045
m1_repeat,20261402,37,169,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.010190010070801,0.2567499876022339,0.25696060061454773,0.08196315169334412
m1_repeat,20261402,38,169,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.7811641693115234,0.5083590745925903,0.5086342096328735,0.05409291014075279
m1_repeat,20261402,39,169,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.87653636932373,0.3862070143222809,0.38586050271987915,-0.08980230242013931
m1_repeat,20261402,40,197,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.455337524414062,0.14233872294425964,0.14266330003738403,0.2275126725435257
m1_repeat,20261402,41,197,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.782655715942383,0.09892788529396057,0.10014070570468903,1.2111163139343262
m1_repeat,20261402,42,197,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.7754905223846436,0.22632980346679688,0.22666297852993011,0.14699138700962067
m1_repeat,20261402,43,197,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.810859680175781,0.14232245087623596,0.1424584984779358,0.09549981355667114
m1_repeat,20261402,44,176,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,13.372923851013184,0.1892019510269165,0.19245006144046783,1.6877679824829102
m1_repeat,20261402,45,176,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.381636142730713,0.14247368276119232,0.14252226054668427,0.03408434987068176
m1_repeat,20261402,46,176,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,4.167025566101074,0.2054702788591385,0.20602163672447205,0.26762133836746216
m1_repeat,20261402,47,176,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.70628833770752,0.17619174718856812,0.17443177103996277,-1.0089768171310425
m1_repeat,20261402,48,186,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,13.039205551147461,0.15565839409828186,0.1568993330001831,0.7909140586853027
m1_repeat,20261402,49,186,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.040170669555664,0.13356024026870728,0.1340542882680893,0.36854323744773865
m1_repeat,20261402,50,186,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.9746274948120117,0.19595323503017426,0.19641850888729095,0.23687882721424103
m1_repeat,20261402,51,186,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.328259468078613,0.1516001671552658,0.1518542468547821,0.16731813549995422
m1_repeat,20261402,52,165,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,10.777386665344238,0.1857638657093048,0.18630008399486542,0.2878250479698181
m1_repeat,20261402,53,165,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.007075786590576,0.1456678956747055,0.1463891565799713,0.49270105361938477
m1_repeat,20261402,54,165,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.2623612880706787,0.15741066634655,0.1575292944908142,0.07530544698238373
m1_repeat,20261402,55,165,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.026261329650879,0.14778900146484375,0.1478809267282486,0.062161676585674286
m1_repeat,20261402,56,199,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,11.40142822265625,0.19625768065452576,0.19731660187244415,0.5366609692573547
m1_repeat,20261402,57,199,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.237454414367676,0.1276577115058899,0.12828099727630615,0.48587536811828613
m1_repeat,20261402,58,199,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.452104330062866,0.23299537599086761,0.2333604246377945,0.15643125772476196
m1_repeat,20261402,59,199,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.799009323120117,0.1769566684961319,0.17640724778175354,-0.31145018339157104
m1_repeat,20261402,60,193,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.59634017944336,0.2452777475118637,0.24579516053199768,0.21050578355789185
m1_repeat,20261402,61,193,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.050041675567627,0.21239089965820312,0.21269045770168304,0.1408422589302063
m1_repeat,20261402,62,193,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.8251094818115234,0.570868730545044,0.571067214012146,0.03475658595561981
m1_repeat,20261402,63,193,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.917539596557617,0.24716728925704956,0.24710805714130402,-0.02397012710571289
m1_repeat,20261402,64,170,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.046552658081055,0.2773301601409912,0.27846547961235046,0.4077056348323822
m1_repeat,20261402,65,170,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.82606315612793,0.1871388554573059,0.1876535266637802,0.2742667496204376
m1_repeat,20261402,66,170,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.8203957080841064,0.3801354765892029,0.3802544176578522,0.031279340386390686
m1_repeat,20261402,67,170,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.314352989196777,0.2837256193161011,0.2828522026538849,-0.30878907442092896
m1_repeat,20261402,68,185,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,10.731465339660645,0.12977875769138336,0.13007552921772003,0.22815322875976562
m1_repeat,20261402,69,185,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.209853172302246,0.1487857699394226,0.14918260276317596,0.2660047709941864
m1_repeat,20261402,70,185,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.3072500228881836,0.18823157250881195,0.18836933374404907,0.07313358038663864
m1_repeat,20261402,71,185,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,10.61088752746582,0.13872534036636353,0.13878265023231506,0.04129469022154808
m1_repeat,20261402,72,183,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.832683563232422,0.2881888151168823,0.28969869017601013,0.5211880803108215
m1_repeat,20261402,73,183,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.309473037719727,0.20366989076137543,0.20369291305541992,0.01130245253443718
m1_repeat,20261402,74,183,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.9995667934417725,0.40922585129737854,0.40968361496925354,0.11173590272665024
m1_repeat,20261402,75,183,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.970758438110352,0.29160329699516296,0.29086366295814514,-0.254288911819458
m1_repeat,20261402,76,190,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,14.403733253479004,0.49987486004829407,0.5004361867904663,0.11216749995946884
m1_repeat,20261402,77,190,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.8591413497924805,0.2889189124107361,0.2890359163284302,0.040480755269527435
m1_repeat,20261402,78,190,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,4.421402454376221,0.42523881793022156,0.42565035820007324,0.09668505191802979
m1_repeat,20261402,79,190,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,14.32362174987793,0.5044050812721252,0.5040642619132996,-0.06761426478624344
m1_repeat,20261402,80,175,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,11.120194435119629,0.21747295558452606,0.2185351401567459,0.48604750633239746
m1_repeat,20261402,81,175,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.046837329864502,0.18097533285617828,0.1813184767961502,0.18924929201602936
m1_repeat,20261402,82,175,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.3571856021881104,0.19007112085819244,0.19030159711837769,0.12111105024814606
m1_repeat,20261402,83,175,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.567903518676758,0.19039194285869598,0.18943195044994354,-0.5067743062973022
m1_repeat,20261402,84,177,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,11.070252418518066,0.19114765524864197,0.1921987235546112,0.5468654036521912
m1_repeat,20261402,85,177,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.162616729736328,0.15600146353244781,0.15651372075080872,0.32729220390319824
m1_repeat,20261402,86,177,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.403970718383789,0.1905560940504074,0.1908068060874939,0.13139575719833374
m1_repeat,20261402,87,177,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.415932655334473,0.16703392565250397,0.1663752794265747,-0.395879864692688
m1_repeat,20261402,88,164,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,13.476226806640625,0.15570516884326935,0.15821045637130737,1.5835157632827759
m1_repeat,20261402,89,164,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.403616905212402,0.12515845894813538,0.125639408826828,0.38280177116394043
m1_repeat,20261402,90,164,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,4.196527004241943,0.18968446552753448,0.19029663503170013,0.32169222831726074
m1_repeat,20261402,91,164,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.7288818359375,0.14169660210609436,0.14055491983890533,-0.8122677206993103
m1_repeat,20261402,92,168,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,13.10694408416748,0.26378974318504333,0.26448386907577515,0.26244544982910156
m1_repeat,20261402,93,168,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.283445358276367,0.23860515654087067,0.2387378215789795,0.05556934326887131
m1_repeat,20261402,94,168,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.943272590637207,0.5790630578994751,0.5793911814689636,0.056632474064826965
m1_repeat,20261402,95,168,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.482420921325684,0.2688084840774536,0.26855799555778503,-0.0932716652750969
m1_repeat,20261402,96,182,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,14.603984832763672,0.4490183889865875,0.4498623013496399,0.1875934898853302
m1_repeat,20261402,97,182,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.886086940765381,0.2595929503440857,0.259607195854187,0.005487332586199045
m1_repeat,20261402,98,182,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,4.415835380554199,0.4357074201107025,0.4361477792263031,0.10096557438373566
m1_repeat,20261402,99,182,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,14.555907249450684,0.45422667264938354,0.45371001958847046,-0.1138729676604271
m1_repeat,20261402,100,181,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,11.975980758666992,0.4171273112297058,0.4182097613811493,0.2588294744491577
m1_repeat,20261402,101,181,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.922963619232178,0.29631927609443665,0.2962273061275482,-0.031047092750668526
m1_repeat,20261402,102,181,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.732640504837036,0.3989163339138031,0.39919430017471313,0.06963182240724564
m1_repeat,20261402,103,181,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.935980796813965,0.42773133516311646,0.4269173741340637,-0.19066008925437927
m1_repeat,20261402,104,188,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.454802513122559,0.15945200622081757,0.16003625094890594,0.36507025361061096
m1_repeat,20261402,105,188,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.7968316078186035,0.11512082070112228,0.11624272167682648,0.9651365280151367
m1_repeat,20261402,106,188,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.8022866249084473,0.18031495809555054,0.18061842024326324,0.1680128425359726
m1_repeat,20261402,107,188,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.757006645202637,0.14149419963359833,0.1415037214756012,0.006729039829224348
m1_repeat,20261402,108,194,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.342522621154785,0.37057098746299744,0.37112849950790405,0.15022075176239014
m1_repeat,20261402,109,194,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.036377906799316,0.2609841823577881,0.26120468974113464,0.084419384598732
m1_repeat,20261402,110,194,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.8234808444976807,0.41353049874305725,0.4137718975543976,0.05834103748202324
m1_repeat,20261402,111,194,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.33438491821289,0.3748156428337097,0.3745010197162628,-0.08401128649711609
m1_repeat,20261402,112,163,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,13.173417091369629,0.17422863841056824,0.1770971715450287,1.6197509765625
m1_repeat,20261402,113,163,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.111930847167969,0.1729050576686859,0.17263779044151306,-0.15481385588645935
m1_repeat,20261402,114,163,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,4.0507001876831055,0.21846053004264832,0.21912743151187897,0.304344117641449
m1_repeat,20261402,115,163,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.760141372680664,0.1869037002325058,0.18471890687942505,-1.1827665567398071
m1_repeat,20261402,116,192,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.43559741973877,0.3518209457397461,0.3528672754764557,0.2965221703052521
m1_repeat,20261402,117,192,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.07506799697876,0.19713447988033295,0.19714951515197754,0.0076263295486569405
m1_repeat,20261402,118,192,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.8916842937469482,0.28047803044319153,0.2806280851364136,0.05347101762890816
m1_repeat,20261402,119,192,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.325477600097656,0.3614315986633301,0.3604271411895752,-0.2786853015422821
m1_repeat,20261402,120,187,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.017047882080078,0.16316567361354828,0.16516932845115662,1.2130913734436035
m1_repeat,20261402,121,187,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.629647254943848,0.12920337915420532,0.12961870431900024,0.3204207122325897
m1_repeat,20261402,122,187,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.697723150253296,0.1526063084602356,0.15305069088935852,0.2903498411178589
m1_repeat,20261402,123,187,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.282620429992676,0.1377582997083664,0.13686621189117432,-0.651795506477356
m1_repeat,20261402,124,161,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,11.282967567443848,0.25453048944473267,0.2553741931915283,0.3303793966770172
m1_repeat,20261402,125,161,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.092060089111328,0.20371989905834198,0.20412017405033112,0.1960977166891098
m1_repeat,20261402,126,161,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.374788522720337,0.20416657626628876,0.20436492562294006,0.09705645591020584
m1_repeat,20261402,127,161,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.609848022460938,0.2131636142730713,0.21244306862354279,-0.3391711711883545
m1_repeat,20261402,128,191,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.98739242553711,0.39114564657211304,0.39195576310157776,0.20668570697307587
m1_repeat,20261402,129,191,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.0675950050354,0.32090482115745544,0.3210160732269287,0.034656230360269547
m1_repeat,20261402,130,191,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.866396188735962,0.4562426507472992,0.4565759599208832,0.0730019137263298
m1_repeat,20261402,131,191,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.31641674041748,0.3958726227283478,0.39534100890159607,-0.13446968793869019
m1_repeat,20261402,132,195,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.468173027038574,0.19654864072799683,0.19736512005329132,0.4136897623538971
m1_repeat,20261402,133,195,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.910762310028076,0.1533769816160202,0.153939351439476,0.36531907320022583
m1_repeat,20261402,134,195,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.7799134254455566,0.433620423078537,0.43388861417770386,0.06181104853749275
m1_repeat,20261402,135,195,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.886470794677734,0.1997653841972351,0.19937248528003693,-0.1970677673816681
m1_repeat,20261402,136,172,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.789032936096191,0.19759659469127655,0.19910113513469696,0.7556664347648621
m1_repeat,20261402,137,172,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.93793249130249,0.18022260069847107,0.18034103512763977,0.06567247956991196
m1_repeat,20261402,138,172,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.911363124847412,0.18695895373821259,0.18729105591773987,0.1773187667131424
m1_repeat,20261402,139,172,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.005680084228516,0.18553660809993744,0.1838899701833725,-0.8954473733901978
m1_repeat,20261402,140,179,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.97180461883545,0.23819532990455627,0.2391197830438614,0.38660672307014465
m1_repeat,20261402,141,179,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,5.108691692352295,0.2203592211008072,0.2204190194606781,0.0271294005215168
m1_repeat,20261402,142,179,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.8873775005340576,0.49639615416526794,0.49678564071655273,0.07840132713317871
m1_repeat,20261402,143,179,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,13.36738109588623,0.23550762236118317,0.23505064845085144,-0.19441507756710052
m1_repeat,20261402,144,162,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,11.044105529785156,0.12978394329547882,0.1292554885149002,-0.40884512662887573
m1_repeat,20261402,145,162,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.253505229949951,0.10532711446285248,0.1067376583814621,1.3215054273605347
m1_repeat,20261402,146,162,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.361969232559204,0.17933835089206696,0.17942273616790771,0.04703154042363167
m1_repeat,20261402,147,162,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.1982421875,0.1200396716594696,0.12107539921998978,0.8554401397705078
m1_repeat,20261402,148,198,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,12.65224552154541,0.15567034482955933,0.1574665606021881,1.14069664478302
m1_repeat,20261402,149,198,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.881765842437744,0.13942480087280273,0.13988764584064484,0.33086907863616943
m1_repeat,20261402,150,198,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.862797260284424,0.15775960683822632,0.15819011628627777,0.27214688062667847
m1_repeat,20261402,151,198,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,12.950963973999023,0.1364019215106964,0.13544954359531403,-0.7031237483024597
m1_repeat,20261402,152,189,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,11.832883834838867,0.1696031391620636,0.17038379609584808,0.45817556977272034
m1_repeat,20261402,153,189,g_101011110,g_111001110,0.34871068596839905,0.3407643139362335,4.68019437789917,0.13326309621334076,0.13411946594715118,0.6385126113891602
m1_repeat,20261402,154,189,g_111001110,g_111010110,0.29956483840942383,0.28980517387390137,3.6450910568237305,0.16330616176128387,0.1634686291217804,0.09938748925924301
m1_repeat,20261402,155,189,g_111010110,g_011010111,0.8450406193733215,0.8402304649353027,11.90787124633789,0.1428658813238144,0.14264090359210968,-0.15772315859794617
m1_repeat,20261402,156,184,g_011010111,g_101011110,0.8813323974609375,0.8867815136909485,13.817353248596191,0.16790705919265747,0.16940106451511383,0.881933867931366
m1_repeat,20261402,157,184,g_101011110,g_111001110,0.34871044754981995,0.3407640755176544,5.360694885253906,0.12716996669769287,0.12789496779441833,0.566872239112854
m1_repeat,20261402,158,184,g_111001110,g_111010110,0.2995645999908447,0.28980496525764465,4.218861103057861,0.19610202312469482,0.1967085748910904,0.30835044384002686
m1_repeat,20261402,159,184,g_111010110,g_011010111,0.8450406193733215,0.840230405330658,14.194424629211426,0.1487531214952469,0.14803430438041687,-0.4855746924877167
m1_repeat,20261403,0,180,g_011010111,g_101011110,0.136065274477005,0.15233485400676727,3.1490113735198975,0.3991684317588806,0.39913251996040344,-0.008997462689876556
m1_repeat,20261403,1,180,g_101011110,g_111001110,0.05557439103722572,0.03319181501865387,1.0529900789260864,0.3277367651462555,0.32764574885368347,-0.02777887135744095
m1_repeat,20261403,2,180,g_111001110,g_111010110,0.0682397186756134,0.07945383340120316,1.7503018379211426,0.5356391072273254,0.5355894565582275,-0.00927028525620699
m1_repeat,20261403,3,180,g_111010110,g_011010111,0.21910104155540466,0.25316596031188965,5.8980937004089355,0.4025958180427551,0.4027271866798401,0.03261975944042206
m1_repeat,20261403,4,171,g_011010111,g_101011110,0.136065274477005,0.15233485400676727,3.067068576812744,0.37793463468551636,0.3778599202632904,-0.019773047417402267
m1_repeat,20261403,5,171,g_101011110,g_111001110,0.05557439103722572,0.03319181501865387,1.010319471359253,0.21532489359378815,0.21512408554553986,-0.09334521740674973
m1_repeat,20261403,6,171,g_111001110,g_111010110,0.0682397186756134,0.07945383340120316,1.5944571495056152,0.32055750489234924,0.32036176323890686,-0.06110019236803055
m1_repeat,20261403,7,171,g_111010110,g_011010111,0.21910104155540466,0.25316596031188965,5.78833532333374,0.3829745948314667,0.3832082152366638,0.06096435338258743
m1_repeat,20261403,8,160,g_011010111,g_101011110,0.136065274477005,0.15233485400676727,2.3983445167541504,0.20851188898086548,0.20900478959083557,0.23583221435546875
m1_repeat,20261403,9,160,g_101011110,g_111001110,0.05557439103722572,0.03319181501865387,0.796919047832489,0.17808902263641357,0.17823509871959686,0.08195696771144867
m1_repeat,20261403,10,160,g_111001110,g_111010110,0.0682397186756134,0.07945383340120316,1.3170076608657837,0.17950351536273956,0.17970873415470123,0.11419522762298584
m1_repeat,20261403,11,160,g_111010110,g_011010111,0.21910104155540466,0.25316596031188965,4.482378005981445,0.18412837386131287,0.18327085673809052,-0.46789607405662537
m1_repeat,20261403,12,196,g_011010111,g_101011110,0.136065274477005,0.15233485400676727,2.7759697437286377,0.18566662073135376,0.18633149564266205,0.3568236827850342
m1_repeat,20261403,13,196,g_101011110,g_111001110,0.05557439103722572,0.03319181501865387,0.9610821604728699,0.15281546115875244,0.15302343666553497,0.13591088354587555
m1_repeat,20261403,14,196,g_111001110,g_111010110,0.0682397186756134,0.07945383340120316,1.5255722999572754,0.19721268117427826,0.19743503630161285,0.11262191832065582
m1_repeat,20261403,15,196,g_111010110,g_011010111,0.21910104155540466,0.25316596031188965,5.23588228225708,0.17147372663021088,0.1703748106956482,-0.644999086856842
m1_repeat,20261403,16,174,g_011010111,g_101011110,0.136065274477005,0.15233485400676727,3.0996148586273193,0.15798871219158173,0.1586584895849228,0.4221503734588623
m1_repeat,20261403,17,174,g_101011110,g_111001110,0.05557439103722572,0.03319181501865387,1.0115488767623901,0.11844988912343979,0.118403859436512,-0.03887515887618065
m1_repeat,20261403,18,174,g_111001110,g_111010110,0.0682397186756134,0.07945383340120316,1.7111926078796387,0.17438168823719025,0.17451198399066925,0.07466292381286621
m1_repeat,20261403,19,174,g_111010110,g_011010111,0.21910104155540466,0.25316596031188965,5.805137634277344,0.13981859385967255,0.13922375440597534,-0.4272542893886566
m1_repeat,20261403,20,178,g_011010111,g_101011110,0.136065274477005,0.15233485400676727,2.8395678997039795,0.23946814239025116,0.23931503295898438,-0.06397819519042969
m1_repeat,20261403,21,178,g_101011110,g_111001110,0.05557439103722572,0.03319181501865387,0.9593296647071838,0.16923677921295166,0.16902127861976624,-0.12749908864498138
