seed,split,sample_index,geometry_id,active_views,model_relative_l2,fallback_relative_l2,relative_gain_percent,model_whitened_residual_rms,fallback_whitened_residual_rms,correction_to_fallback_norm,guarded_relative_l2,guarded_relative_gain_percent,trust_budget,guarded_whitened_residual_rms
81,validation,0,g_1100101,4,0.24724501371383667,0.5120248794555664,51.71230697631836,4.817884922027588,10.052096366882324,0.5712735056877136,0.24724501371383667,51.71230697631836,1.0,4.817884922027588
81,validation,1,g_1111001,5,0.24206089973449707,0.5896636843681335,58.94932556152344,2.078144073486328,5.994198799133301,0.7557517886161804,0.26850759983062744,54.46427917480469,0.911903977394104,2.270352840423584
81,validation,2,g_0110110,4,0.17978589236736298,0.1729462742805481,-3.9547646045684814,4.740222454071045,5.0713372230529785,0.28785863518714905,0.17978589236736298,-3.9547646045684814,1.0,4.740222454071045
81,validation,3,g_1101101,5,0.22851698100566864,0.5171960592269897,55.81617736816406,1.9098113775253296,5.560990333557129,0.8191572427749634,0.26539328694343567,48.686134338378906,0.6885062456130981,1.9235398769378662
81,validation,4,g_0011110,4,0.31294405460357666,0.28116148710250854,-11.304025650024414,6.753924369812012,6.65912389755249,0.4695218503475189,0.31294405460357666,-11.304025650024414,1.0,6.753924369812012
81,validation,5,g_0111110,5,0.21833771467208862,0.43341076374053955,49.623374938964844,2.1615426540374756,3.7675085067749023,0.3490140736103058,0.25540784001350403,41.07025909423828,0.7860419154167175,2.163986921310425
81,validation,6,g_1110001,4,0.4006288945674896,0.507648766040802,21.081480026245117,7.965821743011475,7.129774570465088,0.3753219246864319,0.4006288945674896,21.081480026245117,1.0,7.965821743011475
81,validation,7,g_0110111,5,0.37956497073173523,0.6198840141296387,38.76838684082031,2.0812065601348877,4.215330123901367,0.43611279129981995,0.4534514248371124,26.848989486694336,0.7308536171913147,2.320615530014038
81,validation,8,g_1100101,4,0.18943557143211365,0.46693873405456543,59.43031692504883,4.5853495597839355,9.474079132080078,0.6068964004516602,0.18943557143211365,59.43031692504883,1.0,4.5853495597839355
81,validation,9,g_1001111,5,0.40734609961509705,0.5897680521011353,30.931135177612305,2.534522294998169,5.390087604522705,0.6224226355552673,0.4375033676624298,25.81772232055664,0.7090497612953186,2.7021851539611816
81,validation,10,g_1101001,4,0.1914834827184677,0.45485740900039673,57.902523040771484,4.714634418487549,11.682476043701172,0.7645036578178406,0.1914834827184677,57.902523040771484,1.0,4.714634418487549
81,validation,11,g_0111110,5,0.1390393078327179,0.33276626467704773,58.21712875366211,1.5576733350753784,3.177978277206421,0.43041783571243286,0.14470581710338593,56.514278411865234,0.7731696367263794,1.3581132888793945
81,validation,12,g_0110011,4,0.1838885098695755,0.33258911967277527,44.71000289916992,2.57658052444458,6.872987270355225,0.38956254720687866,0.1838885098695755,44.71000289916992,1.0,2.57658052444458
81,validation,13,g_0111110,5,0.18818773329257965,0.43575987219810486,56.81388854980469,1.9312694072723389,3.81744384765625,0.44740378856658936,0.22395195066928864,48.6065673828125,0.7931448221206665,1.9967902898788452
81,validation,14,g_1101001,4,0.20293231308460236,0.4799172878265381,57.715152740478516,4.1162428855896,11.481640815734863,0.7599359154701233,0.20293231308460236,57.715152740478516,1.0,4.1162428855896
81,validation,15,g_1100111,5,0.4563068449497223,0.6732497811317444,32.22324752807617,3.3282580375671387,4.826674938201904,0.5381854176521301,0.49908724427223206,25.868934631347656,0.8084720373153687,3.4172089099884033
81,validation,16,g_0101101,4,0.15375582873821259,0.20878157019615173,26.355649948120117,2.0412187576293945,4.83206844329834,0.2801622152328491,0.15375582873821259,26.355649948120117,1.0,2.0412187576293945
81,validation,17,g_1111010,5,0.2832082509994507,0.5228673815727234,45.835548400878906,2.8338112831115723,4.525119781494141,0.4163668155670166,0.2832082509994507,45.835548400878906,1.0,2.8338112831115723
81,test,0,g_1101000,3,0.5530829429626465,0.6536104679107666,15.380341529846191,3.815690279006958,6.850707054138184,0.41865307092666626,0.5530829429626465,15.380341529846191,1.0,3.815690279006958
81,test,1,g_1010110,4,0.4633179008960724,0.6148685812950134,24.647655487060547,1.249836802482605,2.674787998199463,0.4506729245185852,0.5572184920310974,9.376001358032227,0.34000641107559204,1.7325439453125
81,test,2,g_1010010,3,0.6194313168525696,0.6868269443511963,9.812606811523438,1.61410653591156,2.112436532974243,0.34100204706192017,0.652117908000946,5.053534507751465,0.372549831867218,1.6188653707504272
81,test,3,g_1010011,4,0.46004605293273926,0.6934419274330139,33.657596588134766,5.403027057647705,7.324920654296875,0.5704488754272461,0.46004605293273926,33.657596588134766,1.0,5.403027057647705
81,test,4,g_0001011,3,0.8092973828315735,0.8456616401672363,4.300095558166504,3.3710272312164307,3.71694016456604,0.42856037616729736,0.8294562101364136,1.9163018465042114,0.2823083996772766,3.469106912612915
81,test,5,g_0100111,4,0.419155478477478,0.5449903607368469,23.089378356933594,1.0007507801055908,1.8057600259780884,0.418657124042511,0.5176244974136353,5.021347999572754,0.13604740798473358,1.56636381149292
81,test,6,g_0100011,3,0.654263436794281,0.7767499685287476,15.7691068649292,7.243831157684326,7.682705879211426,0.46288761496543884,0.654263436794281,15.7691068649292,1.0,7.243831157684326
81,test,7,g_1100110,4,0.49245402216911316,0.6835382580757141,27.955162048339844,2.2870631217956543,3.5080409049987793,0.5262078642845154,0.6063016057014465,11.299535751342773,0.3721392750740051,2.7958571910858154
81,test,8,g_0011100,3,0.7252390384674072,0.7617906928062439,4.798122882843018,1.0587197542190552,1.399470567703247,0.2777661979198456,0.7542605400085449,0.9884805679321289,0.12125363200902939,1.2843596935272217
81,test,9,g_1100110,4,0.500790536403656,0.7076455354690552,29.231441497802734,4.824853420257568,6.937360763549805,0.5563350319862366,0.500790536403656,29.231441497802734,1.0,4.824853420257568
81,test,10,g_1100100,3,0.4854125678539276,0.6860327124595642,29.24352264404297,2.228665828704834,4.132012844085693,0.633773922920227,0.6195252537727356,9.694502830505371,0.2989800274372101,3.4090535640716553
81,test,11,g_1010110,4,0.45545005798339844,0.6146342158317566,25.89900779724121,1.4070125818252563,2.3454172611236572,0.46536558866500854,0.5779605507850647,5.9667463302612305,0.17938575148582458,1.9573606252670288
81,test,12,g_1010100,3,0.5968900322914124,0.678074836730957,11.972838401794434,4.24451208114624,6.410742282867432,0.4307892620563507,0.5968900322914124,11.972838401794434,1.0,4.24451208114624
81,test,13,g_0111010,4,0.2689155042171478,0.41173088550567627,34.68658447265625,1.490061640739441,2.221511125564575,0.35952648520469666,0.32710349559783936,20.554054260253906,0.4259191155433655,1.4655914306640625
81,test,14,g_1110000,3,0.6690170168876648,0.7231438159942627,7.484928607940674,1.150729775428772,2.0203678607940674,0.2806766927242279,0.7011361718177795,3.0433287620544434,0.3187417984008789,1.4253883361816406
81,test,15,g_1010110,4,0.319100558757782,0.5468969941139221,41.652530670166016,3.227932929992676,6.78491735458374,0.4809216856956482,0.319100558757782,41.652530670166016,1.0,3.227932929992676
81,test,16,g_0100110,3,0.5937907099723816,0.638654887676239,7.024792194366455,2.1118931770324707,2.844358205795288,0.281665563583374,0.6183209419250488,3.183870792388916,0.29037147760391235,2.427793025970459
81,test,17,g_1010110,4,0.4719546139240265,0.6144158244132996,23.18644905090332,1.0986573696136475,2.1350879669189453,0.4283818006515503,0.5792091488838196,5.730105400085449,0.184696763753891,1.7155929803848267
81,test,18,g_1001010,3,0.5555248856544495,0.6503193974494934,14.576608657836914,5.908989906311035,7.220935344696045,0.3943346440792084,0.5555248856544495,14.576608657836914,1.0,5.908989906311035
81,test,19,g_1001101,4,0.42127469182014465,0.5625307559967041,25.110816955566406,2.035865068435669,3.569672107696533,0.6626359820365906,0.5014670491218567,10.85517692565918,0.2253505289554596,2.8089804649353027
81,test,20,g_1011000,3,0.6264026165008545,0.7146586179733276,12.34939193725586,2.01822829246521,2.1959807872772217,0.30612683296203613,0.6904013752937317,3.39424204826355,0.22043126821517944,2.0095906257629395
81,test,21,g_1011001,4,0.23083151876926422,0.5224025845527649,55.81348419189453,2.008607864379883,6.947605609893799,0.6560916900634766,0.23083151876926422,55.81348419189453,1.0,2.008607864379883
81,test,22,g_0101100,3,0.5501260161399841,0.6536577343940735,15.838828086853027,1.4933785200119019,2.4247400760650635,0.3502621352672577,0.6234136819839478,4.626894474029541,0.2239876538515091,2.0869998931884766
81,test,23,g_1011001,4,0.3987732529640198,0.4970446825027466,19.77114486694336,1.2864152193069458,2.0612709522247314,0.3984003961086273,0.4633731544017792,6.774345874786377,0.17635643482208252,1.7062804698944092
81,test,24,g_0001110,3,0.6324465870857239,0.7124814391136169,11.233253479003906,4.24299955368042,6.022138595581055,0.39083975553512573,0.6324465870857239,11.233253479003906,1.0,4.24299955368042
81,test,25,g_1010110,4,0.35877490043640137,0.5854330658912659,38.71632385253906,1.7696667909622192,3.1169815063476562,0.5019972920417786,0.49913865327835083,14.740269660949707,0.33846431970596313,2.306682825088501
81,test,26,g_0101010,3,0.5802609324455261,0.6289239525794983,7.737504482269287,1.5713282823562622,2.0090818405151367,0.22105394303798676,0.6125536561012268,2.602905511856079,0.2464226335287094,1.781907558441162
81,test,27,g_1010011,4,0.4625264108181,0.6372535824775696,27.41878318786621,3.5251286029815674,6.832352161407471,0.5483218431472778,0.4625264108181,27.41878318786621,1.0,3.5251286029815674
81,test,28,g_1000101,3,0.6629230976104736,0.7729469537734985,14.234334945678711,2.094282388687134,3.4870200157165527,0.598722517490387,0.7428131699562073,3.8985579013824463,0.2216387540102005,3.022516965866089
81,test,29,g_1100110,4,0.49322718381881714,0.6999526023864746,29.534202575683594,1.7204549312591553,2.6410324573516846,0.5384595394134521,0.6556259393692017,6.3328094482421875,0.20480813086032867,2.3041326999664307
82,validation,0,g_1100101,4,0.2579517662525177,0.5120248794555664,49.62124252319336,4.8398308753967285,10.052096366882324,0.619023323059082,0.2579517662525177,49.62124252319336,1.0,4.8398308753967285
