truth_family,repeat_count,seed_index,view_index,model,mean_nll_per_dimension,nll_gain_vs_component_iid,whitened_energy_ratio,absolute_log_energy_ratio,chi_square_95_coverage,absolute_coverage_error,graph_activated,amplitude_activated,low_rank_drift_activated,selected_spatial_fraction,selected_diffusion_time,selected_component_correlation,selected_component_variance_ratio,selected_amplitude_log_standard_deviation,selected_low_rank_eigenvalue_sum,gate_validation_gain_per_dimension
component_iid,8,7,0,always_amplitude_graph,1.5442788230194828,-0.022690510527490382,1.1205805234430442,0.1138468755259758,0.36875,0.5812499999999999,True,True,False,0.25,0.2,0.25,1.25,0.13603580475111957,0.0,0.0
component_iid,8,7,0,always_low_rank_drift,1.5477212792194237,-0.02613296672743126,1.1188056119331955,0.11226169836204296,0.38125,0.56875,True,False,True,0.25,0.2,0.25,1.25,0.13603580475111957,83.25347728402956,0.0
component_iid,8,7,0,dg_covgate,1.5215883124919924,0.0,1.0166334059421214,0.016496585949282144,0.9375,0.012499999999999956,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,0,0,component_iid,1.5054580213372724,0.0,1.02235552430179,0.02210930242515852,0.93125,0.018749999999999933,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,0,0,diagonal_shrinkage,1.5207507211250162,-0.015292699787743835,1.0476432712958919,0.04654313796819369,0.83125,0.11874999999999991,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
component_iid,12,0,0,always_graph,1.505574223315541,-0.00011620197826855971,1.0227990199992505,0.022543006279615852,0.93125,0.018749999999999933,True,False,False,0.25,0.2,0.25,1.25,0.0,0.0,0.0
component_iid,12,0,0,always_amplitude_graph,1.5193721874133577,-0.01391416607608531,1.0900201342529778,0.08619616786217367,0.54375,0.40625,True,True,False,0.25,0.2,0.25,1.25,0.11059607556809947,0.0,0.0
component_iid,12,0,0,always_low_rank_drift,1.5223495218349337,-0.016891500497661305,1.0880784083971278,0.08441321237856017,0.55,0.3999999999999999,True,False,True,0.25,0.2,0.25,1.25,0.11059607556809947,55.99446089825548,0.0
component_iid,12,0,0,dg_covgate,1.5054580213372724,0.0,1.02235552430179,0.02210930242515852,0.93125,0.018749999999999933,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,1,0,component_iid,1.5069905146391183,0.0,0.9837596676216842,0.016373651983249728,0.975,0.025000000000000022,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,1,0,diagonal_shrinkage,1.5203637097154945,-0.013373195076376243,1.0070536860081982,0.007028925133816383,0.95,0.0,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
component_iid,12,1,0,always_graph,1.5069905146391183,0.0,0.9837596676216842,0.016373651983249728,0.975,0.025000000000000022,True,False,False,0.0,0.2,0.25,1.25,0.0,0.0,0.0
component_iid,12,1,0,always_amplitude_graph,1.5160500300158524,-0.009059515376734106,1.033867014226415,0.03330615488105021,0.875,0.07499999999999996,True,True,False,0.0,0.2,0.25,1.25,0.09437968383150559,0.0,0.0
component_iid,12,1,0,always_low_rank_drift,1.5188113652540136,-0.01182085061489535,1.0314438571586297,0.030959623699497365,0.875,0.07499999999999996,True,False,True,0.0,0.2,0.25,1.25,0.09437968383150559,57.455378504619105,0.0
component_iid,12,1,0,dg_covgate,1.5069905146391183,0.0,0.9837596676216842,0.016373651983249728,0.975,0.025000000000000022,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,2,0,component_iid,1.5044046724566347,0.0,1.0132292480437717,0.013142505728119161,0.9125,0.03749999999999998,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,2,0,diagonal_shrinkage,1.5212027159336752,-0.016798043477040503,1.0411352023794762,0.04031165860532865,0.85625,0.09375,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
component_iid,12,2,0,always_graph,1.5044296730944586,-2.500063782395756e-05,1.0133179318153553,0.013230027768091051,0.9125,0.03749999999999998,True,False,False,0.25,0.2,0.25,1.25,0.0,0.0,0.0
component_iid,12,2,0,always_amplitude_graph,1.5176423113104818,-0.0132376388538471,1.0775121510856303,0.07465482004181333,0.68125,0.26874999999999993,True,True,False,0.25,0.2,0.25,1.25,0.10479646424838931,0.0,0.0
component_iid,12,2,0,always_low_rank_drift,1.5205870915997517,-0.01618241914311702,1.0754546885106353,0.07274353821110353,0.6875,0.26249999999999996,True,False,True,0.25,0.2,0.25,1.25,0.10479646424838931,57.491173037782794,0.0
component_iid,12,2,0,dg_covgate,1.5044046724566347,0.0,1.0132292480437717,0.013142505728119161,0.9125,0.03749999999999998,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,3,0,component_iid,1.5071499731348375,0.0,0.9968750570519663,0.0031298357781166792,0.9625,0.012500000000000067,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,3,0,diagonal_shrinkage,1.5218012434392247,-0.014651270304387287,1.0261711920425924,0.025834586672706293,0.88125,0.06874999999999998,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
component_iid,12,3,0,always_graph,1.507231833448709,-8.186031387147352e-05,0.9971163728498637,0.002887792812979839,0.9625,0.012500000000000067,True,False,False,0.25,0.2,0.25,1.25,0.0,0.0,0.0
component_iid,12,3,0,always_amplitude_graph,1.5179633800042542,-0.010813406869416786,1.0545744032909004,0.05313727633370917,0.775,0.17499999999999993,True,True,False,0.25,0.2,0.25,1.25,0.10486324319355751,0.0,0.0
component_iid,12,3,0,always_low_rank_drift,1.5201088438806372,-0.012958870745799711,1.050953270549392,0.04969762901234147,0.80625,0.14374999999999993,True,False,True,0.25,0.2,0.25,1.25,0.10486324319355751,56.45344530935835,0.0
component_iid,12,3,0,dg_covgate,1.5071499731348375,0.0,0.9968750570519663,0.0031298357781166792,0.9625,0.012500000000000067,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,4,0,component_iid,1.5085857145923056,0.0,0.9859475307794281,0.014152140015075417,0.975,0.025000000000000022,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,4,0,diagonal_shrinkage,1.524012646640412,-0.015426932048106412,1.0088562834104926,0.008817296549279216,0.93125,0.018749999999999933,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
component_iid,12,4,0,always_graph,1.5087336735351706,-0.00014795894286501188,0.9863817132032697,0.013711866229976106,0.975,0.025000000000000022,True,False,False,0.25,0.2,0.25,1.25,0.0,0.0,0.0
component_iid,12,4,0,always_amplitude_graph,1.5220416421734622,-0.013455927581156546,1.0531414068499,0.05177751364188785,0.79375,0.15625,True,True,False,0.25,0.2,0.25,1.25,0.11149556419926827,0.0,0.0
component_iid,12,4,0,always_low_rank_drift,1.5246181166099955,-0.01603240201768985,1.0504026866928942,0.049173601783922896,0.80625,0.14374999999999993,True,False,True,0.25,0.2,0.25,1.25,0.11149556419926827,55.856727071922755,0.0
component_iid,12,4,0,dg_covgate,1.5085857145923056,0.0,0.9859475307794281,0.014152140015075417,0.975,0.025000000000000022,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,5,0,component_iid,1.501119564727095,0.0,0.9937313155301206,0.006288415172623441,0.96875,0.018750000000000044,False,False,False,0.0,0.0,0.25,1.25,0.0,0.0,0.0
component_iid,12,5,0,diagonal_shrinkage,1.5166248217032932,-0.0155052569761982,1.0177951477739189,0.017638667794281897,0.91875,0.03125,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
component_iid,12,5,0,always_graph,1.501119564727095,0.0,0.9937313155301206,0.006288415172623441,0.96875,0.018750000000000044,True,False,False,0.0,0.2,0.25,1.25,0.0,0.0,0.0
