seed,source_split,sample_index,sample_seed,family_id,noise_level,total_budget,support_count,query_strategy,query_index,query_angle_deg,audit_index,audit_angle_deg,audit_count,support_fit_residual_weight,union_fit_residual_weight,method,alpha,field_rel_l2,gradient_rel_l2,support_reprojection_rel_l2,audit_reprojection_rel_l2,qfit_noisy_residual,support_correction_leakage,correction_norm_ratio,field_improvement_vs_support_pct,field_improvement_vs_union_pct
20260710,test_iid,83,20460713,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.29767942428588867,0.3094392418861389,support_fit_base,0.0,0.22976334719441746,0.35604159677876085,0.18989210665569398,0.3746543382948713,0.32809907077257416,0.0,0.0,0.0,-39.37131342379774
20260710,test_iid,83,20460713,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.29767942428588867,0.3094392418861389,union_support_fit_direct,0.0,0.16485698638382174,0.2837375039232758,0.16763109553863614,0.1722605066787253,0.1708502399010333,0.0,0.0,28.249223212870334,0.0
20260710,test_iid,83,20460713,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.29767942428588867,0.3094392418861389,learned_query_correction,1.0,0.20866471855569246,0.34986849564602185,0.18989210662495098,0.31639339375310493,0.28322087416601394,1.5186299236658203e-09,0.07378355791717622,9.182765178285932,-26.573172986197495
20260710,test_iid,83,20460713,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.29767942428588867,0.3094392418861389,numeric_query_null_update,0.0,0.2165206185362732,0.43222362521114616,0.18989210665569398,0.21418645299933,0.000915978454180667,1.2037894773804826e-16,0.22416936003449844,5.7636384653123605,-31.33845479369268
20260710,test_iid,84,20460714,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.2177959680557251,0.6179202198982239,support_physics_lift,0.0,0.8323085963760335,1.0224287372875618,0.9386935769728558,1.0672258714888796,0.660997853882411,0.0,0.0,-121.7579304545924,-116.0303679182762
20260710,test_iid,84,20460714,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.2177959680557251,0.6179202198982239,union_physics_lift,0.0,0.7491406234852447,0.9188785472313947,0.7317842335374212,0.6738723577345638,0.8009614099781714,0.0,0.0,-99.59889277476255,-94.44365373459209
20260710,test_iid,84,20460714,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.2177959680557251,0.6179202198982239,support_fit_base,0.0,0.3753230356491089,0.6365420440363281,0.19193111335416332,0.6338558124745529,0.29634253894160834,0.0,0.0,0.0,2.582799417623975
20260710,test_iid,84,20460714,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.2177959680557251,0.6179202198982239,union_support_fit_direct,0.0,0.3852738873683415,0.641277560262697,0.23642267039210038,0.6521943591356393,0.29912424509085156,0.0,0.0,-2.6512765735245685,0.0
20260710,test_iid,84,20460714,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.2177959680557251,0.6179202198982239,learned_query_correction,0.9921525307211012,0.3629900495817151,0.6249860160627819,0.1919311134347018,0.6285974396244524,0.254446463644657,1.8850095034552564e-09,0.10459502368190884,3.2859656604960175,5.783895176177377
20260710,test_iid,84,20460714,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.2177959680557251,0.6179202198982239,numeric_query_null_update,0.0,0.34637984244140524,0.5975595662954294,0.19193111335416332,0.6232906903182733,0.00038116229691251226,8.692276246584158e-17,0.16887644460530685,7.711541914172746,10.095167672147639
20260710,test_iid,85,20460715,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.0,0.1686975508928299,support_physics_lift,0.0,0.7578023297635028,1.0078675334343172,0.8398852338249734,0.9483584920023118,0.6201749498073218,0.0,0.0,-62.72881554179403,-87.37741489113994
20260710,test_iid,85,20460715,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.0,0.1686975508928299,union_physics_lift,0.0,0.6973402349222175,0.9224836087384426,0.6870384530694167,0.859088275789854,0.7187846314459945,0.0,0.0,-49.74531748134923,-72.42730114078545
20260710,test_iid,85,20460715,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.0,0.1686975508928299,support_fit_base,0.0,0.46568416739212815,0.7178324536904787,0.35317244909578427,0.7729391761979135,0.46368517695794964,0.0,0.0,0.0,-15.147040348865163
20260710,test_iid,85,20460715,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.0,0.1686975508928299,union_support_fit_direct,0.0,0.4044256508730719,0.6522983410046679,0.3027119160550162,0.776118618348393,0.21941382669458853,0.0,0.0,13.154519910345613,0.0
20260710,test_iid,85,20460715,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.0,0.1686975508928299,learned_query_correction,1.0,0.46680054210305527,0.7177734418957052,0.3531724490980379,0.7907272783252851,0.4333170493884845,1.31524118663887e-09,0.08061556243918601,-0.23972786474071564,-15.423079890005628
20260710,test_iid,85,20460715,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.0,0.1686975508928299,numeric_query_null_update,0.0,0.43635221331611374,0.6900955532703091,0.3531724490957843,0.8159395056509698,0.0007809280947090678,1.7728620014977046e-16,0.3105725434469263,6.298679691047458,-7.894297103568971
20260710,test_iid,86,20460716,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.15953989326953888,0.32449930906295776,support_physics_lift,0.0,0.8051566433872462,1.0295734850155585,0.9271105620358098,1.0531519374070557,0.6059111831290573,0.0,0.0,-155.90998353608455,-162.99822553856512
20260710,test_iid,86,20460716,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.15953989326953888,0.32449930906295776,union_physics_lift,0.0,0.7206356249855493,0.8953753966106133,0.7292051880025974,0.6831793690177863,0.8036574590803747,0.0,0.0,-129.0459284416506,-135.39008488308284
20260710,test_iid,86,20460716,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.15953989326953888,0.32449930906295776,support_fit_base,0.0,0.31462494438875854,0.5298296804908867,0.17107059433407984,0.629778077146789,0.3039025653728023,0.0,0.0,0.0,-2.769818474659503
20260710,test_iid,86,20460716,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.15953989326953888,0.32449930906295776,union_support_fit_direct,0.0,0.3061452759754651,0.5193221835065567,0.17293061785748284,0.6449984892484739,0.22892717911795035,0.0,0.0,2.6951672346706266,0.0
20260710,test_iid,86,20460716,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.15953989326953888,0.32449930906295776,learned_query_correction,1.0,0.3013134400467676,0.5153419155916062,0.17107059446336567,0.6202778282017898,0.24727298862407793,1.301575588350724e-09,0.09241791422374826,4.230911941139869,1.5782820470726329
20260710,test_iid,86,20460716,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.15953989326953888,0.32449930906295776,numeric_query_null_update,0.0,0.2945120412506803,0.505084815608694,0.17107059433407978,0.6284088052219271,0.0005163110584528135,9.286094638437603e-17,0.19719412432842592,6.392660053413405,3.799906657935524
20260710,test_iid,87,20460717,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.02995937131345272,0.23495878279209137,support_physics_lift,0.0,0.8185879962732615,1.0253440204837825,0.9097096623453164,0.9942412554616572,0.7743938121461773,0.0,0.0,-55.31490068614517,-163.3489985880722
20260710,test_iid,87,20460717,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.02995937131345272,0.23495878279209137,union_physics_lift,0.0,0.732646055580636,0.9279147225709536,0.8225331193781796,0.5784610598385246,0.7509189847939356,0.0,0.0,-39.008695312743214,-135.70050615826688
20260710,test_iid,87,20460717,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.02995937131345272,0.23495878279209137,support_fit_base,0.0,0.5270505229416989,0.7534134352493497,0.2796826160986018,0.6663724701065612,0.6623691212185588,0.0,0.0,0.0,-69.55810255465346
20260710,test_iid,87,20460717,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.02995937131345272,0.23495878279209137,union_support_fit_direct,0.0,0.31083770990603043,0.5155533747129692,0.33372624123413486,0.34677053213519426,0.21245805727766853,0.0,0.0,41.02316639939568,0.0
20260710,test_iid,87,20460717,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.02995937131345272,0.23495878279209137,learned_query_correction,1.0,0.4994416727239101,0.7352035154928758,0.27968261625009744,0.5956416420124243,0.612004313227967,1.2107075520134427e-09,0.08321618479097577,5.23836881209022,-60.67602379205854
20260710,test_iid,87,20460717,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.02995937131345272,0.23495878279209137,numeric_query_null_update,0.0,0.34669139546745475,0.5589112529447273,0.2796826160986018,0.4282426442789301,0.11543629351107351,2.577207296606823e-16,0.5,34.2204626735287,-11.534535359994747
20260710,test_iid,88,20460718,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.03258705511689186,0.1465732604265213,support_physics_lift,0.0,0.682162747633449,0.8616502444329,0.7199202473580935,0.8563503325468573,0.3837990107491809,0.0,0.0,-263.754463907607,-283.13890692852686
20260710,test_iid,88,20460718,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.03258705511689186,0.1465732604265213,union_physics_lift,0.0,0.577832996506397,0.744920508192117,0.5129228621331563,0.3787324963795353,0.533760065563665,0.0,0.0,-208.12197324106685,-224.54176578360438
20260710,test_iid,88,20460718,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.03258705511689186,0.1465732604265213,support_fit_base,0.0,0.18753384915272947,0.3262817681332927,0.22852847276653748,0.25299355080981845,0.184566434976048,0.0,0.0,0.0,-5.328991103692281
20260710,test_iid,88,20460718,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.03258705511689186,0.1465732604265213,union_support_fit_direct,0.0,0.17804580409211024,0.30975429036272756,0.170407414061692,0.3136600595717458,0.2544352976166652,0.0,0.0,5.059377335577151,0.0
20260710,test_iid,88,20460718,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.03258705511689186,0.1465732604265213,learned_query_correction,0.45378405097454855,0.18658194554147953,0.3265965292719455,0.22852847279917404,0.24762435156034743,0.1760252078905108,6.903123671145148e-10,0.03344760262943027,0.5075902913236893,-4.794351370900746
20260710,test_iid,88,20460718,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.03258705511689186,0.1465732604265213,numeric_query_null_update,0.0,0.19716731731826692,0.37057365010959853,0.22852847276653743,0.21356513372827882,0.0006632966160453377,6.838938870030902e-17,0.12143503347837252,-5.136922325761302,-10.739659563196986
20260710,test_iid,89,20460719,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.4702116847038269,0.20958471298217773,support_physics_lift,0.0,0.7058147317723803,0.8877841025602521,0.7339648978130336,0.9019962425274267,0.5600720604631507,0.0,0.0,-257.2143170331194,-465.45515073132475
20260710,test_iid,89,20460719,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.4702116847038269,0.20958471298217773,union_physics_lift,0.0,0.6077143551272064,0.776513013180169,0.5298458921150643,0.41499684125938896,0.6678940321921988,0.0,0.0,-207.56551053123275,-386.8631905956627
20260710,test_iid,89,20460719,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.4702116847038269,0.20958471298217773,support_fit_base,0.0,0.1975885898504925,0.34276734098471784,0.23647111357426376,0.2783947292322038,0.2716836157507729,0.0,0.0,0.0,-58.295769169548215
20260710,test_iid,89,20460719,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.4702116847038269,0.20958471298217773,union_support_fit_direct,0.0,0.12482240737481452,0.24331696203188116,0.13329637264644406,0.12739285186457575,0.14203721446819004,0.0,0.0,36.82711766421786,0.0
20260710,test_iid,89,20460719,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.4702116847038269,0.20958471298217773,learned_query_correction,1.0,0.19821299543599236,0.3645442286812343,0.2364711132843142,0.2364823541103943,0.23941324758894994,1.5663573572314556e-09,0.07773513969330362,-0.3160129772519599,-58.7960043425648
20260710,test_iid,89,20460719,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.4702116847038269,0.20958471298217773,numeric_query_null_update,0.0,0.1883276823114177,0.36315226127824535,0.2364711135742638,0.18139649246660475,0.0006287874491529987,8.963412287652179e-17,0.14855900618375367,4.686964741251148,-50.87650228167919
20260710,test_iid,90,20460720,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.4578322172164917,0.25964874029159546,support_physics_lift,0.0,0.8254456700125498,0.987502185673588,0.9666340006617563,0.933328657005085,0.4782636490959987,0.0,0.0,-154.66317070624163,-273.4831987922898
20260710,test_iid,90,20460720,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.4578322172164917,0.25964874029159546,union_physics_lift,0.0,0.652116541595726,0.8085733192678951,0.6138710229340321,0.5311328191732027,0.548729460900158,0.0,0.0,-101.1883667041162,-195.0582706877759
20260710,test_iid,90,20460720,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.4578322172164917,0.25964874029159546,support_fit_base,0.0,0.3241323304511782,0.4781048104084049,0.3903664717539853,0.38490634971274124,0.289228830320474,0.0,0.0,0.0,-46.65771958957861
20260710,test_iid,90,20460720,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.4578322172164917,0.25964874029159546,union_support_fit_direct,0.0,0.22101279861557604,0.3692093946284225,0.19931560926481892,0.27353297120182524,0.199817444499973,0.0,0.0,31.81402228273436,0.0
20260710,test_iid,90,20460720,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.4578322172164917,0.25964874029159546,learned_query_correction,0.40072071290654493,0.32476283340486595,0.47888977883368533,0.3903664717455132,0.37033690834196686,0.28157429571557735,6.746242652244126e-10,0.03181294222712242,-0.19452022968773114,-46.942998522579046
20260710,test_iid,90,20460720,0,0.02,4,3,fixed,4,80.0,3,60.0,1,0.4578322172164917,0.25964874029159546,numeric_query_null_update,0.0,0.33316486662398626,0.5252081247670872,0.39036647175398526,0.36960229143367096,0.0008080467260390532,7.836044589077515e-17,0.1156591502032623,-2.786681649500164,-50.7446033489568
20260710,test_iid,91,20460721,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8040729761123657,0.23815065622329712,support_physics_lift,0.0,0.7051500944922595,0.8738609611904068,0.7388722833664876,0.8769390761213303,0.44840391392327683,0.0,0.0,-268.96488461154183,-298.4040043947198
20260710,test_iid,91,20460721,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8040729761123657,0.23815065622329712,union_physics_lift,0.0,0.578061247307567,0.7387350998149816,0.5011792267515451,0.39846223324954555,0.46882269889714007,0.0,0.0,-202.4665288669945,-226.599850885138
20260710,test_iid,91,20460721,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8040729761123657,0.23815065622329712,support_fit_base,0.0,0.19111577385798506,0.3326895283350396,0.262060604164183,0.23808181576416415,0.1828888802580232,0.0,0.0,0.0,-7.97884053767675
20260710,test_iid,91,20460721,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8040729761123657,0.23815065622329712,union_support_fit_direct,0.0,0.176993726647046,0.30575373506345144,0.19570894050901097,0.19752657906160828,0.1980587187686498,0.0,0.0,7.389263024076199,0.0
20260710,test_iid,91,20460721,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8040729761123657,0.23815065622329712,learned_query_correction,0.24173976822775603,0.19187530485585097,0.3378663653383258,0.2620606041722811,0.23494876485790087,0.17960158512436555,3.9510471065563814e-10,0.019244779603666624,-0.39741931423532306,-8.407969305260838
20260710,test_iid,91,20460721,0,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8040729761123657,0.23815065622329712,numeric_query_null_update,0.0,0.1899990531249789,0.35184675262850346,0.2620606041641829,0.22558341106815108,0.00045699226111798686,5.756584682096113e-17,0.07571782650652116,0.5843163598992852,-7.347902507185544
20260710,test_iid,92,20460722,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.5091791749000549,0.20094792544841766,support_physics_lift,0.0,0.8802011930888555,1.034280007086535,0.9866706744810738,0.824528360619085,0.584128710313279,0.0,0.0,-63.61241840494415,-69.67027897749304
20260710,test_iid,92,20460722,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.5091791749000549,0.20094792544841766,union_physics_lift,0.0,0.8184733871732339,0.9846384475360461,0.7409665802813958,0.6192102288714955,1.014414522796527,0.0,0.0,-52.13841031682417,-57.77143797092004
20260710,test_iid,92,20460722,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.5091791749000549,0.20094792544841766,support_fit_base,0.0,0.5379794527024856,0.820888518635899,0.2358474611006972,0.7064371782771088,0.8029419046051977,0.0,0.0,0.0,-3.7025677094727354
20260710,test_iid,92,20460722,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.5091791749000549,0.20094792544841766,union_support_fit_direct,0.0,0.5187715835635058,0.787210936533056,0.2332732141495483,0.681163043619161,0.6573699651533037,0.0,0.0,3.5703722590993507,0.0
20260710,test_iid,92,20460722,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.5091791749000549,0.20094792544841766,learned_query_correction,0.0,0.5379794527024856,0.820888518635899,0.2358474611006972,0.7064371782771088,0.8029419046051977,0.0,0.0,0.0,-3.7025677094727354
20260710,test_iid,92,20460722,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.5091791749000549,0.20094792544841766,numeric_query_null_update,0.0,0.48567489012130444,0.7824196831287181,0.23584746110069735,0.5223249808327145,0.0009662065517116517,1.3654059796708211e-16,0.2815627871465416,9.722408972747422,6.379820038482514
20260710,test_iid,93,20460723,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.7126673460006714,0.4387035071849823,support_physics_lift,0.0,0.9114498803282349,1.0865162960236099,1.0292701454137148,1.1064979319419415,0.6836797114643934,0.0,0.0,-113.90186868632438,-130.05290198457917
20260710,test_iid,93,20460723,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.7126673460006714,0.4387035071849823,union_physics_lift,0.0,0.8059166796634372,0.9542200691945003,0.8043146991137907,0.5776364284296844,0.815588137539655,0.0,0.0,-89.13501170621815,-103.41598031436311
20260710,test_iid,93,20460723,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.7126673460006714,0.4387035071849823,support_fit_base,0.0,0.4261065534044905,0.673670725824412,0.24061006644216046,0.5148061468495111,0.49597845243241173,0.0,0.0,0.0,-7.550674240223418
20260710,test_iid,93,20460723,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.7126673460006714,0.4387035071849823,union_support_fit_direct,0.0,0.3961914292165853,0.6429294871521485,0.21922345689583703,0.4548235073364334,0.33002166057343063,0.0,0.0,7.020573598040265,0.0
20260710,test_iid,93,20460723,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.7126673460006714,0.4387035071849823,learned_query_correction,0.23002430180201633,0.425442965544298,0.6723027875929368,0.24061006645451502,0.5083208924713896,0.4946307552296312,3.6425494025893523e-10,0.027221666233313298,0.15573284543244562,-7.383182514947338
20260710,test_iid,93,20460723,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.7126673460006714,0.4387035071849823,numeric_query_null_update,0.0,0.3735132961991091,0.6096534798591643,0.24061006644216051,0.3886081126357553,0.0007956025563253271,1.1309620681699537e-16,0.3064651503711384,12.342747790441212,5.724034228166384
20260710,test_iid,94,20460724,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.8652649521827698,0.8310802578926086,support_physics_lift,0.0,0.8268551832657501,1.0228939200501797,0.9128453336017208,1.0292532702917778,0.7710806827591752,0.0,0.0,-84.5596493709676,-107.13240970585275
20260710,test_iid,94,20460724,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.8652649521827698,0.8310802578926086,union_physics_lift,0.0,0.7499511138714678,0.9404927606259661,0.7281144738282137,0.663907144914729,0.7982865173990983,0.0,0.0,-67.39414279878422,-87.86745795591024
20260710,test_iid,94,20460724,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.8652649521827698,0.8310802578926086,support_fit_base,0.0,0.4480151463676188,0.712991912204091,0.2735047105849727,0.5039259711748807,0.40899878097551196,0.0,0.0,0.0,-12.230604258200326
20260710,test_iid,94,20460724,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.8652649521827698,0.8310802578926086,union_support_fit_direct,0.0,0.3991916013717457,0.647075825179524,0.27894447012693363,0.5113338545605273,0.19878005616355046,0.0,0.0,10.897744281998442,0.0
20260710,test_iid,94,20460724,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.8652649521827698,0.8310802578926086,learned_query_correction,1.0,0.43894511628599436,0.7068687015977999,0.2735047109205563,0.4569199862571926,0.3448912507333287,2.2620375037697464e-09,0.11768302027884804,2.0244918403186705,-9.958504832652721
20260710,test_iid,94,20460724,1,0.02,4,3,fixed,4,80.0,3,60.0,1,0.8652649521827698,0.8310802578926086,numeric_query_null_update,0.0,0.3920644420450583,0.6354677572185563,0.2735047105849728,0.481355201943308,0.00041209426992669395,1.4054474027402244e-16,0.24634953299400095,12.48857427613067,1.785398115135293
20260710,test_iid,95,20460725,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8794179558753967,0.5680022835731506,support_physics_lift,0.0,0.8737431807739422,1.1035461196842546,1.0290305279857068,0.9962384332372053,0.5091851434420114,0.0,0.0,-105.14645038145058,-119.90272695849639
20260710,test_iid,95,20460725,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8794179558753967,0.5680022835731506,union_physics_lift,0.0,0.7777003807908995,0.9709724117250202,0.8086285987770276,0.6931625263362249,0.8472303691221406,0.0,0.0,-82.59652960983213,-95.7307802289452
20260710,test_iid,95,20460725,1,0.05,4,3,fixed,4,80.0,3,60.0,1,0.8794179558753967,0.5680022835731506,support_fit_base,0.0,0.4259119176316467,0.6505102568055066,0.20146576456856594,0.6569919943304304,0.46918427572629373,0.0,0.0,0.0,-7.193045041533941
