sample_index,sample_seed,source_split,family_id,noise_level,total_budget,support_count,query_strategy,method,model_seed_count,field_rel_l2,gradient_rel_l2,support_reprojection_rel_l2,audit_reprojection_rel_l2,qfit_noisy_residual,support_correction_leakage,correction_norm_ratio,field_improvement_vs_support_pct,field_improvement_vs_union_pct
80,20460710,test_iid,0,0.02,6,5,adaptive_energy,support_physics_lift,3,0.4294732438837703,0.5545750885465287,0.3491139537228009,0.5753917035838058,0.5770941891139255,0.0,0.0,-129.66876010622875,-135.24788593844858
80,20460710,test_iid,0,0.02,6,5,adaptive_energy,union_physics_lift,3,0.3851946270085836,0.4837842780183607,0.3271228613620128,0.3598778477500337,0.22406459823866184,0.0,0.0,-105.98995081660657,-110.99386974422676
80,20460710,test_iid,0,0.02,6,5,adaptive_energy,union_support_fit_direct,3,0.18273029805371663,0.28771273445521195,0.197205836169316,0.30271064640217543,0.331017216318173,0.0,0.0,2.295252736184931,0.0
80,20460710,test_iid,0,0.02,6,5,fixed,learned_query_correction,3,0.18700461058329712,0.28707322456826007,0.1884269838030527,0.33133570840612947,0.34812632106102653,0.0,0.0,0.0,-2.4188053001564853
80,20460710,test_iid,0,0.02,6,5,fixed,numeric_query_null_update,3,0.23051085302600868,0.5221339459980574,0.18842698380305267,0.21884334207811607,0.0013918872329527082,1.56407659939823e-16,0.2165980456901441,-23.28019223007685,-26.360884734555004
80,20460710,test_iid,0,0.02,6,5,fixed,support_fit_base,3,0.18700461058329712,0.28707322456826007,0.1884269838030527,0.33133570840612947,0.34812632106102653,0.0,0.0,0.0,-2.4188053001564853
80,20460710,test_iid,0,0.02,6,5,fixed,support_physics_lift,3,0.4294732438837703,0.5545750885465287,0.3491139537228009,0.5753917035838058,0.5770941891139255,0.0,0.0,-129.66876010622875,-135.24788593844858
80,20460710,test_iid,0,0.02,6,5,fixed,union_physics_lift,3,0.3851946270085836,0.4837842780183607,0.3271228613620128,0.3598778477500337,0.22406459823866184,0.0,0.0,-105.98995081660657,-110.99386974422676
80,20460710,test_iid,0,0.02,6,5,fixed,union_support_fit_direct,3,0.18273029805371663,0.28771273445521195,0.197205836169316,0.30271064640217543,0.331017216318173,0.0,0.0,2.295252736184931,0.0
80,20460710,test_iid,0,0.02,6,5,max_gap,learned_query_correction,3,0.18926594596913884,0.29051882491709374,0.18842698379638576,0.3367783905541035,0.13226190231110813,1.5670777926430378e-10,0.007305700545332726,-1.2087682042188783,4.694586288968217
80,20460710,test_iid,0,0.02,6,5,max_gap,numeric_query_null_update,3,0.2241723997605057,0.44252351238592486,0.1884269838030527,0.4106067522697667,0.0016675426455788598,7.862064282032679e-17,0.111999357430287,-19.867145115641325,-12.342681187058067
80,20460710,test_iid,0,0.02,6,5,max_gap,support_fit_base,3,0.18700461058329712,0.28707322456826007,0.1884269838030527,0.33133570840612947,0.1326996176332211,0.0,0.0,0.0,5.9596357844002945
80,20460710,test_iid,0,0.02,6,5,max_gap,support_physics_lift,3,0.4294732438837703,0.5545750885465287,0.3491139537228009,0.5753917035838058,0.31119952347801344,0.0,0.0,-129.66876010622875,-116.02210521263017
80,20460710,test_iid,0,0.02,6,5,max_gap,union_physics_lift,3,0.4467067720895737,0.5514576876400237,0.305276654680148,0.5988150479573038,0.3610149032241639,0.0,0.0,-138.88470804161292,-124.69045206838386
80,20460710,test_iid,0,0.02,6,5,max_gap,union_support_fit_direct,3,0.20036428026788256,0.3027340287139795,0.20822205648271544,0.3057372525836311,0.20777967570965675,0.0,0.0,-7.120797540709432,0.0
80,20460710,test_iid,0,0.02,6,5,random,learned_query_correction,3,0.18700461058329712,0.28707322456826007,0.1884269838030527,0.33133570840612947,0.34812632106102653,0.0,0.0,0.0,-2.4188053001564853
80,20460710,test_iid,0,0.02,6,5,random,numeric_query_null_update,3,0.23051085302600868,0.5221339459980574,0.18842698380305267,0.21884334207811607,0.0013918872329527082,1.56407659939823e-16,0.2165980456901441,-23.28019223007685,-26.360884734555004
80,20460710,test_iid,0,0.02,6,5,random,support_fit_base,3,0.18700461058329712,0.28707322456826007,0.1884269838030527,0.33133570840612947,0.34812632106102653,0.0,0.0,0.0,-2.4188053001564853
80,20460710,test_iid,0,0.02,6,5,random,support_physics_lift,3,0.4294732438837703,0.5545750885465287,0.3491139537228009,0.5753917035838058,0.5770941891139255,0.0,0.0,-129.66876010622875,-135.24788593844858
80,20460710,test_iid,0,0.02,6,5,random,union_physics_lift,3,0.3851946270085836,0.4837842780183607,0.3271228613620128,0.3598778477500337,0.22406459823866184,0.0,0.0,-105.98995081660657,-110.99386974422676
80,20460710,test_iid,0,0.02,6,5,random,union_support_fit_direct,3,0.18273029805371663,0.28771273445521195,0.197205836169316,0.30271064640217543,0.331017216318173,0.0,0.0,2.295252736184931,0.0
80,20460710,test_iid,0,0.02,8,7,adaptive_energy,learned_query_correction,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,adaptive_energy,numeric_query_null_update,3,0.3107056119795883,0.7633360861683628,0.19315841702084788,0.34611073751516996,0.002165454439856903,1.9308397481743956e-16,0.2734286220772615,-50.630244154990315,-75.07743111412253
80,20460710,test_iid,0,0.02,8,7,adaptive_energy,support_fit_base,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,adaptive_energy,support_physics_lift,3,0.44056778617402864,0.5310121017119537,0.2997600523297558,0.6473362668111194,0.6897973200523904,0.0,0.0,-113.94148843674401,-148.28236392732063
80,20460710,test_iid,0,0.02,8,7,adaptive_energy,union_physics_lift,3,0.35569933771769335,0.4408915743510095,0.2686687340561328,0.47109881804471754,0.3649174917546471,0.0,0.0,-72.72902862051019,-100.45467505219331
80,20460710,test_iid,0,0.02,8,7,adaptive_energy,union_support_fit_direct,3,0.1775168932576373,0.26008375621396673,0.1706616788656912,0.2633385470249185,0.2897660045814441,0.0,0.0,13.853925880720647,0.0
80,20460710,test_iid,0,0.02,8,7,fixed,learned_query_correction,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,fixed,numeric_query_null_update,3,0.3107056119795883,0.7633360861683628,0.19315841702084788,0.34611073751516996,0.002165454439856903,1.9308397481743956e-16,0.2734286220772615,-50.630244154990315,-75.07743111412253
80,20460710,test_iid,0,0.02,8,7,fixed,support_fit_base,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,fixed,support_physics_lift,3,0.44056778617402864,0.5310121017119537,0.2997600523297558,0.6473362668111194,0.6897973200523904,0.0,0.0,-113.94148843674401,-148.28236392732063
80,20460710,test_iid,0,0.02,8,7,fixed,union_physics_lift,3,0.35569933771769335,0.4408915743510095,0.2686687340561328,0.47109881804471754,0.3649174917546471,0.0,0.0,-72.72902862051019,-100.45467505219331
80,20460710,test_iid,0,0.02,8,7,fixed,union_support_fit_direct,3,0.1775168932576373,0.26008375621396673,0.1706616788656912,0.2633385470249185,0.2897660045814441,0.0,0.0,13.853925880720647,0.0
80,20460710,test_iid,0,0.02,8,7,max_gap,learned_query_correction,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,max_gap,numeric_query_null_update,3,0.3107056119795883,0.7633360861683628,0.19315841702084788,0.34611073751516996,0.002165454439856903,1.9308397481743956e-16,0.2734286220772615,-50.630244154990315,-75.07743111412253
80,20460710,test_iid,0,0.02,8,7,max_gap,support_fit_base,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,max_gap,support_physics_lift,3,0.44056778617402864,0.5310121017119537,0.2997600523297558,0.6473362668111194,0.6897973200523904,0.0,0.0,-113.94148843674401,-148.28236392732063
80,20460710,test_iid,0,0.02,8,7,max_gap,union_physics_lift,3,0.35569933771769335,0.4408915743510095,0.2686687340561328,0.47109881804471754,0.3649174917546471,0.0,0.0,-72.72902862051019,-100.45467505219331
80,20460710,test_iid,0,0.02,8,7,max_gap,union_support_fit_direct,3,0.1775168932576373,0.26008375621396673,0.1706616788656912,0.2633385470249185,0.2897660045814441,0.0,0.0,13.853925880720647,0.0
80,20460710,test_iid,0,0.02,8,7,random,learned_query_correction,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,random,numeric_query_null_update,3,0.3107056119795883,0.7633360861683628,0.19315841702084788,0.34611073751516996,0.002165454439856903,1.9308397481743956e-16,0.2734286220772615,-50.630244154990315,-75.07743111412253
80,20460710,test_iid,0,0.02,8,7,random,support_fit_base,3,0.20627154719448704,0.2853318410415073,0.1931584170208479,0.30677208895834357,0.34465950937121814,0.0,0.0,0.0,-16.169056271484617
80,20460710,test_iid,0,0.02,8,7,random,support_physics_lift,3,0.44056778617402864,0.5310121017119537,0.2997600523297558,0.6473362668111194,0.6897973200523904,0.0,0.0,-113.94148843674401,-148.28236392732063
80,20460710,test_iid,0,0.02,8,7,random,union_physics_lift,3,0.35569933771769335,0.4408915743510095,0.2686687340561328,0.47109881804471754,0.3649174917546471,0.0,0.0,-72.72902862051019,-100.45467505219331
80,20460710,test_iid,0,0.02,8,7,random,union_support_fit_direct,3,0.1775168932576373,0.26008375621396673,0.1706616788656912,0.2633385470249185,0.2897660045814441,0.0,0.0,13.853925880720647,0.0
81,20460711,test_iid,0,0.05,4,3,adaptive_energy,learned_query_correction,3,0.42533683809334083,0.5695888530673474,0.4467695161587772,0.5822712245930723,0.4578455764247866,7.671753917007431e-10,0.04112937517872967,-1.2251224459413186,-45.42429557318193
81,20460711,test_iid,0,0.05,4,3,adaptive_energy,numeric_query_null_update,3,0.4422132837940356,0.6619947152517996,0.4467695161401298,0.48926436599259276,0.0017100157069508144,1.1339947235571137e-16,0.2085935629500444,-5.069806313809152,-51.092596461234166
81,20460711,test_iid,0,0.05,4,3,adaptive_energy,support_fit_base,3,0.4202775435815102,0.5610159550428259,0.4467695161401298,0.5816193779200073,0.4663504409170194,0.0,0.0,0.0,-43.66280806999875
81,20460711,test_iid,0,0.05,4,3,adaptive_energy,support_physics_lift,3,0.8882961787909794,1.0498181109017217,1.0860884977596938,0.9735096061087328,0.6826167974206664,0.0,0.0,-111.6322693382124,-205.06968950989537
81,20460711,test_iid,0,0.05,4,3,adaptive_energy,union_physics_lift,3,0.6890329471252842,0.8226079434649932,0.6992640455373018,0.7300915606660906,0.5832897879970164,0.0,0.0,-63.931567324324796,-136.91029298437658
81,20460711,test_iid,0,0.05,4,3,adaptive_energy,union_support_fit_direct,3,0.29838641304046193,0.4142339119862402,0.27554252863137496,0.4469476462087514,0.2976219415775541,0.0,0.0,29.226222999152913,0.0
81,20460711,test_iid,0,0.05,4,3,fixed,learned_query_correction,3,0.4219271915168812,0.5635964416592089,0.4467695161366483,0.582789300073523,0.4950914418598611,2.2358970290074235e-10,0.012541974509877355,-0.4056395412973657,-72.66144976799625
81,20460711,test_iid,0,0.05,4,3,fixed,numeric_query_null_update,3,0.4403473723173775,0.6649166439753729,0.4467695161401298,0.3572049859646238,0.0014996976542967385,1.3312362399614767e-16,0.2504663468860486,-4.811032148586968,-80.22627905308694
81,20460711,test_iid,0,0.05,4,3,fixed,support_fit_base,3,0.4202775435815102,0.5610159550428259,0.4467695161401298,0.5816193779200073,0.4958148562459294,0.0,0.0,0.0,-71.96767444309154
81,20460711,test_iid,0,0.05,4,3,fixed,support_physics_lift,3,0.8882961787909794,1.0498181109017217,1.0860884977596938,0.9735096061087328,0.6111077763884376,0.0,0.0,-111.6322693382124,-263.7612340203473
81,20460711,test_iid,0,0.05,4,3,fixed,union_physics_lift,3,0.7087842125693165,0.8451881102479825,0.7018731903378033,0.5370165371322234,0.6896316947168467,0.0,0.0,-68.86441139637195,-190.25028585549776
81,20460711,test_iid,0,0.05,4,3,fixed,union_support_fit_direct,3,0.24432938183926667,0.3612163730164879,0.23378297288178193,0.32549452448492916,0.2563360026194786,0.0,0.0,41.83586651922703,0.0
81,20460711,test_iid,0,0.05,4,3,max_gap,learned_query_correction,3,0.4239011754245587,0.5672091100630886,0.4467695161613164,0.5803859316318234,0.5922272565909604,6.3090714623501e-10,0.033285363246286365,-0.8679664039828285,-36.12453877141854
81,20460711,test_iid,0,0.05,4,3,max_gap,numeric_query_null_update,3,0.40276981894405606,0.5719592179126008,0.4467695161401298,0.45790091546920936,0.0013269270984871573,1.015983498222667e-16,0.17743000025388134,4.148979205331379,-29.335503446643155
81,20460711,test_iid,0,0.05,4,3,max_gap,support_fit_base,3,0.4202775435815102,0.5610159550428259,0.4467695161401298,0.5816193779200073,0.5995940809656632,0.0,0.0,0.0,-34.970386096536394
81,20460711,test_iid,0,0.05,4,3,max_gap,support_physics_lift,3,0.8882961787909794,1.0498181109017217,1.0860884977596938,0.9735096061087328,0.9822129144297098,0.0,0.0,-111.6322693382124,-185.09760577543162
81,20460711,test_iid,0,0.05,4,3,max_gap,union_physics_lift,3,0.618298472537148,0.7602405314550046,0.668796282439799,0.6624701453382466,0.3626984266854352,0.0,0.0,-47.306621367602936,-98.4421619543097
81,20460711,test_iid,0,0.05,4,3,max_gap,union_support_fit_direct,3,0.3116700464079482,0.4060670438394018,0.3103139734473429,0.4330588541334586,0.3223233424607352,0.0,0.0,25.70217913469929,0.0
81,20460711,test_iid,0,0.05,4,3,random,learned_query_correction,3,0.4219271915168812,0.5635964416592089,0.4467695161366483,0.582789300073523,0.4950914418598611,2.2358970290074235e-10,0.012541974509877355,-0.4056395412973657,-72.66144976799625
81,20460711,test_iid,0,0.05,4,3,random,numeric_query_null_update,3,0.4403473723173775,0.6649166439753729,0.4467695161401298,0.3572049859646238,0.0014996976542967385,1.3312362399614767e-16,0.2504663468860486,-4.811032148586968,-80.22627905308694
81,20460711,test_iid,0,0.05,4,3,random,support_fit_base,3,0.4202775435815102,0.5610159550428259,0.4467695161401298,0.5816193779200073,0.4958148562459294,0.0,0.0,0.0,-71.96767444309154
81,20460711,test_iid,0,0.05,4,3,random,support_physics_lift,3,0.8882961787909794,1.0498181109017217,1.0860884977596938,0.9735096061087328,0.6111077763884376,0.0,0.0,-111.6322693382124,-263.7612340203473
81,20460711,test_iid,0,0.05,4,3,random,union_physics_lift,3,0.7087842125693165,0.8451881102479825,0.7018731903378033,0.5370165371322234,0.6896316947168467,0.0,0.0,-68.86441139637195,-190.25028585549776
81,20460711,test_iid,0,0.05,4,3,random,union_support_fit_direct,3,0.24432938183926667,0.3612163730164879,0.23378297288178193,0.32549452448492916,0.2563360026194786,0.0,0.0,41.83586651922703,0.0
81,20460711,test_iid,0,0.05,6,5,adaptive_energy,learned_query_correction,3,0.24965696047814992,0.34844107077069486,0.22195340136553876,0.4039845816425771,0.33749789827332527,4.75451100349358e-11,0.0024546269988865474,-0.15109513939785701,-11.9377136011546
81,20460711,test_iid,0,0.05,6,5,adaptive_energy,numeric_query_null_update,3,0.31311078184261126,0.6616220305586301,0.2219534013654666,0.37324833011466735,0.0025554448973935224,1.5865515633441118e-16,0.2397780465239944,-25.350400664900366,-37.88598004628195
81,20460711,test_iid,0,0.05,6,5,adaptive_energy,support_fit_base,3,0.24927019570138156,0.3481449518033059,0.2219534013654666,0.40365705638190313,0.3376102144308348,0.0,0.0,0.0,-11.82064851826283
81,20460711,test_iid,0,0.05,6,5,adaptive_energy,support_physics_lift,3,0.5194402717547741,0.6465218711506459,0.4571692153444981,0.7069338188683961,0.6531155692339525,0.0,0.0,-108.63512120524756,-134.28542595580504
81,20460711,test_iid,0,0.05,6,5,adaptive_energy,union_physics_lift,3,0.4668977040886506,0.5674769753773815,0.39947991786663567,0.5827260320304394,0.4571611112823319,0.0,0.0,-87.1758246751154,-105.78939023278123
81,20460711,test_iid,0,0.05,6,5,adaptive_energy,union_support_fit_direct,3,0.2372312145304658,0.3164103334897788,0.22987989404744122,0.3236523571637023,0.25663680880518386,0.0,0.0,5.294054396361191,0.0
81,20460711,test_iid,0,0.05,6,5,fixed,learned_query_correction,3,0.24927019570138156,0.3481449518033059,0.2219534013654666,0.40365705638190313,0.4256686732552128,0.0,0.0,0.0,-31.033966104196608
81,20460711,test_iid,0,0.05,6,5,fixed,numeric_query_null_update,3,0.2983620473335003,0.6216055852819432,0.2219534013654666,0.3300765114763075,0.0017011762818550647,1.6979418490513877e-16,0.2547820744320428,-19.588598581431665,-56.73343563565726
81,20460711,test_iid,0,0.05,6,5,fixed,support_fit_base,3,0.24927019570138156,0.3481449518033059,0.2219534013654666,0.40365705638190313,0.4256686732552128,0.0,0.0,0.0,-31.033966104196608
81,20460711,test_iid,0,0.05,6,5,fixed,support_physics_lift,3,0.5194402717547741,0.6465218711506459,0.4571692153444981,0.7069338188683961,0.7042655317851222,0.0,0.0,-108.63512120524756,-173.27437751400817
81,20460711,test_iid,0,0.05,6,5,fixed,union_physics_lift,3,0.4345598862707229,0.5425340258935143,0.3850017879883361,0.5019660344658086,0.39972012451839417,0.0,0.0,-74.54259800993503,-128.6193213553877
81,20460711,test_iid,0,0.05,6,5,fixed,union_support_fit_direct,3,0.1902515713416512,0.26478357763483445,0.1876386955155951,0.25795358064474466,0.249479996968763,0.0,0.0,23.647317575565566,0.0
81,20460711,test_iid,0,0.05,6,5,max_gap,learned_query_correction,3,0.2631277589431133,0.3702349816775143,0.2219534013582791,0.4155429779552746,0.19885418123408485,1.1807197333174489e-09,0.06080747883565105,-5.523913954675533,2.699425868947302
81,20460711,test_iid,0,0.05,6,5,max_gap,numeric_query_null_update,3,0.33065082604292556,0.6552206674555735,0.2219534013654666,0.5324235814997208,0.0033272700419487464,1.4129617494028646e-16,0.2024715822247696,-32.55842869216053,-22.187739353998115
81,20460711,test_iid,0,0.05,6,5,max_gap,support_fit_base,3,0.24927019570138156,0.3481449518033059,0.2219534013654666,0.40365705638190313,0.22314099242187516,0.0,0.0,0.0,7.78086370326194
81,20460711,test_iid,0,0.05,6,5,max_gap,support_physics_lift,3,0.5194402717547741,0.6465218711506459,0.4571692153444981,0.7069338188683961,0.46485052252324377,0.0,0.0,-108.63512120524756,-92.50511678738883
81,20460711,test_iid,0,0.05,6,5,max_gap,union_physics_lift,3,0.509225286536019,0.6123593550497626,0.4103372578718614,0.7013680124373219,0.5080675469017178,0.0,0.0,-104.53223431890534,-88.71943240856483
81,20460711,test_iid,0,0.05,6,5,max_gap,union_support_fit_direct,3,0.2705226594202343,0.3419325735234393,0.24688172774343156,0.4073504545269899,0.19251161500047642,0.0,0.0,-8.46906570544131,0.0
81,20460711,test_iid,0,0.05,6,5,random,learned_query_correction,3,0.25048974148830006,0.34955496882928294,0.22195340136645006,0.4037661617639075,0.18646798079906737,2.247686281279343e-10,0.011599792214927103,-0.4970102227816171,20.356355134259655
81,20460711,test_iid,0,0.05,6,5,random,numeric_query_null_update,3,0.35086014775437,0.7745085737539131,0.2219534013654666,0.4392223801477276,0.004402406915553478,1.5273367615167783e-16,0.22830255962047155,-40.70626088385344,-11.49171162977044
81,20460711,test_iid,0,0.05,6,5,random,support_fit_base,3,0.24927019570138156,0.3481449518033059,0.2219534013654666,0.40365705638190313,0.18751601901797957,0.0,0.0,0.0,20.75354744840155
81,20460711,test_iid,0,0.05,6,5,random,support_physics_lift,3,0.5194402717547741,0.6465218711506459,0.4571692153444981,0.7069338188683961,0.5508156441316134,0.0,0.0,-108.63512120524756,-65.4577413309111
81,20460711,test_iid,0,0.05,6,5,random,union_physics_lift,3,0.5315733397245059,0.6173628743451157,0.42843617762323466,0.744246027159701,0.5720430848102074,0.0,0.0,-113.50841317758557,-69.32249755187296
81,20460711,test_iid,0,0.05,6,5,random,union_support_fit_direct,3,0.3149197974876032,0.40222831970492007,0.2927652631141218,0.4566691435339525,0.2706088697079217,0.0,0.0,-26.246934384803144,0.0
81,20460711,test_iid,0,0.05,8,7,adaptive_energy,learned_query_correction,3,0.2861858725039345,0.3541213113925458,0.23438419561508508,0.4373144714051507,0.5196445510878038,0.0,0.0,0.0,-26.827211698213862
81,20460711,test_iid,0,0.05,8,7,adaptive_energy,numeric_query_null_update,3,0.42532431535466647,0.9257498879771077,0.23438419561508508,0.42323804781784213,0.00284196301175446,2.8528093022475357e-16,0.38159542302504756,-48.299505872837535,-88.05201370437395
81,20460711,test_iid,0,0.05,8,7,adaptive_energy,support_fit_base,3,0.2861858725039345,0.3541213113925458,0.23438419561508508,0.4373144714051507,0.5196445510878038,0.0,0.0,0.0,-26.827211698213862
81,20460711,test_iid,0,0.05,8,7,adaptive_energy,support_physics_lift,3,0.4799429228792662,0.5594064044302923,0.3764713984927788,0.737032262998393,0.7879668565624011,0.0,0.0,-68.96747713591996,-114.39000194771411
