weight_decay,selection_relative_aperture_error,final_batch_data_loss,final_total_loss
0.0,2.607153089468996,5.786980152130127,5.786980152130127
1e-05,1.860338982645425,3.7932400703430176,3.7932400703430176
0.001,2.200915865960752,4.290931701660156,4.290931701660156
