source_index,sample_seed,source_split,family_id,noise_level,total_budget,method,classical_champion,ridge_relative,model_seed_count,field_rel_l2,gradient_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2,improvement_vs_classical_pct
161,20460722,test_iid,0,0.05,4,ridge_unet,ridge,1e-06,3,0.2552286038796107,0.3848929802576701,0.24201829731464386,0.24356771012147269,44.57500801147654
161,20460722,test_iid,0,0.05,4,unet,ridge,1e-06,3,0.32720060149828595,0.5101486047108968,0.2177211046218872,0.2809711694717407,28.945696363950248
161,20460722,test_iid,0,0.05,6,fno,ridge,1e-06,3,0.24277536571025848,0.35310768087704975,0.16606998443603516,0.17434921860694885,37.00969653845622
161,20460722,test_iid,0,0.05,6,physics_lift,ridge,1e-06,3,0.40778645873069763,0.5039623975753784,0.3459199070930481,0.4302911162376404,-5.80395052753386
161,20460722,test_iid,0,0.05,6,ridge,ridge,1e-06,3,0.38541704416275024,0.4206518530845642,0.3620469868183136,0.3434875011444092,0.0
161,20460722,test_iid,0,0.05,6,ridge_fno,ridge,1e-06,3,0.21684245268503824,0.3377477824687958,0.218512162566185,0.21335443357626596,43.738229543914656
161,20460722,test_iid,0,0.05,6,ridge_unet,ridge,1e-06,3,0.23339445888996124,0.34248560667037964,0.23240789771080017,0.22093013922373453,39.443659167340805
161,20460722,test_iid,0,0.05,6,unet,ridge,1e-06,3,0.25367847084999084,0.3937179247538249,0.192662646373113,0.21890579164028168,34.18078554325384
161,20460722,test_iid,0,0.05,8,fno,ridge,1e-05,3,0.20043530563513437,0.3105762203534444,0.17962804436683655,0.19034365812937418,48.39159450575684
161,20460722,test_iid,0,0.05,8,physics_lift,ridge,1e-05,3,0.409053236246109,0.490163654088974,0.3586820662021637,0.5371323227882385,-5.323686453208563
161,20460722,test_iid,0,0.05,8,ridge,ridge,1e-05,3,0.38837724924087524,0.44615280628204346,0.36512672901153564,0.34652286767959595,0.0
161,20460722,test_iid,0,0.05,8,ridge_fno,ridge,1e-05,3,0.23026272157828012,0.3728538652261098,0.2271853486696879,0.21197524666786194,40.71158338219855
161,20460722,test_iid,0,0.05,8,ridge_unet,ridge,1e-05,3,0.24143493175506592,0.3832712670167287,0.23544853925704956,0.2248631070057551,37.834944701999255
161,20460722,test_iid,0,0.05,8,unet,ridge,1e-05,3,0.22983859479427338,0.34216272830963135,0.18850117921829224,0.22523588438828787,40.82078823001975
162,20460723,test_iid,0,0.02,4,fno,ridge,1e-06,3,0.43292175730069477,0.564287026723226,0.2609272648890813,0.42773427565892536,11.578785627343832
162,20460723,test_iid,0,0.02,4,physics_lift,ridge,1e-06,3,0.6104702353477478,0.7406676411628723,0.43260833621025085,0.6043637990951538,-24.68423828900082
162,20460723,test_iid,0,0.02,4,ridge,ridge,1e-06,3,0.48961299657821655,0.5284599661827087,0.414289653301239,0.5652891397476196,0.0
162,20460723,test_iid,0,0.02,4,ridge_fno,ridge,1e-06,3,0.26535656054814655,0.3804804782072703,0.21920431653658548,0.3512210051218669,45.80279477809707
162,20460723,test_iid,0,0.02,4,ridge_unet,ridge,1e-06,3,0.28275513648986816,0.40275152524312335,0.23815084993839264,0.3879805902640025,42.24925840073774
162,20460723,test_iid,0,0.02,4,unet,ridge,1e-06,3,0.4090878466765086,0.5920104384422302,0.28258798519770306,0.5037476420402527,16.446693707951738
162,20460723,test_iid,0,0.02,6,fno,ridge,1e-06,3,0.28021907806396484,0.38977645834287006,0.20637249946594238,0.2543659259875615,21.968915176394407
162,20460723,test_iid,0,0.02,6,physics_lift,ridge,1e-06,3,0.44358980655670166,0.5291612148284912,0.3992169201374054,0.43086105585098267,-23.524044334933166
162,20460723,test_iid,0,0.02,6,ridge,ridge,1e-06,3,0.35911211371421814,0.38694140315055847,0.33062687516212463,0.3351954519748688,0.0
162,20460723,test_iid,0,0.02,6,ridge_fno,ridge,1e-06,3,0.18761770923932394,0.3004053036371867,0.1981601119041443,0.1862286776304245,47.755115443109815
162,20460723,test_iid,0,0.02,6,ridge_unet,ridge,1e-06,3,0.20509715378284454,0.3184655010700226,0.21869949996471405,0.2054775208234787,42.88770945040022
162,20460723,test_iid,0,0.02,6,unet,ridge,1e-06,3,0.29114872217178345,0.4367495079835256,0.25726458926995593,0.24571110804875693,18.92539653962517
162,20460723,test_iid,0,0.02,8,fno,ridge,1e-05,3,0.21551457544167837,0.32651787996292114,0.20612927774588266,0.24175756673018137,39.56324581662934
162,20460723,test_iid,0,0.02,8,physics_lift,ridge,1e-05,3,0.421981543302536,0.496029794216156,0.3757707476615906,0.5401844382286072,-18.33628769734147
162,20460723,test_iid,0,0.02,8,ridge,ridge,1e-05,3,0.3565952181816101,0.38165220618247986,0.32497167587280273,0.34253060817718506,0.0
162,20460723,test_iid,0,0.02,8,ridge_fno,ridge,1e-05,3,0.19736070930957794,0.30612651507059735,0.2009131908416748,0.20020432273546854,44.65413464700169
162,20460723,test_iid,0,0.02,8,ridge_unet,ridge,1e-05,3,0.20147438844045004,0.32900307575861615,0.20252105096975961,0.20606269935766855,43.50053557412644
162,20460723,test_iid,0,0.02,8,unet,ridge,1e-05,3,0.20980407297611237,0.35081445177396137,0.1938702662785848,0.24933118124802908,41.16464207053022
163,20460724,test_iid,0,0.05,4,fno,ridge,1e-06,3,0.20164868732293448,0.34653139114379883,0.1494071880976359,0.3031211992104848,46.79241730482854
163,20460724,test_iid,0,0.05,4,physics_lift,ridge,1e-06,3,0.5383824706077576,0.6882959604263306,0.398158997297287,0.46934211254119873,-42.059093995133985
163,20460724,test_iid,0,0.05,4,ridge,ridge,1e-06,3,0.37898486852645874,0.42242544889450073,0.33520907163619995,0.3931390643119812,0.0
163,20460724,test_iid,0,0.05,4,ridge_fno,ridge,1e-06,3,0.11232273777325948,0.2786950469017029,0.1017732967933019,0.10270700107018153,70.36221044637266
163,20460724,test_iid,0,0.05,4,ridge_unet,ridge,1e-06,3,0.12259682516256969,0.2788114051024119,0.09659423182408015,0.13081185768047968,67.65126121263938
163,20460724,test_iid,0,0.05,4,unet,ridge,1e-06,3,0.2141964981953303,0.4362063805262248,0.16065913438796997,0.2549984355767568,43.481517077822055
163,20460724,test_iid,0,0.05,6,fno,ridge,1e-06,3,0.16476117571194968,0.2942505379517873,0.1317004015048345,0.23228000104427338,44.412007451845305
163,20460724,test_iid,0,0.05,6,physics_lift,ridge,1e-06,3,0.3802279233932495,0.4820360243320465,0.32379528880119324,0.41552335023880005,-28.283297814429535
163,20460724,test_iid,0,0.05,6,ridge,ridge,1e-06,3,0.29639706015586853,0.3423115611076355,0.2622126638889313,0.28146645426750183,0.0
163,20460724,test_iid,0,0.05,6,ridge_fno,ridge,1e-06,3,0.12124794224898021,0.27665122350056964,0.12653224170207977,0.15697883069515228,59.092731154010245
163,20460724,test_iid,0,0.05,6,ridge_unet,ridge,1e-06,3,0.12264884759982426,0.2681482831637065,0.12392949809630711,0.17124679187933603,58.62008633421931
163,20460724,test_iid,0,0.05,6,unet,ridge,1e-06,3,0.1920721580584844,0.35392696658770245,0.16048053900400797,0.27863969405492145,35.19768449868229
163,20460724,test_iid,0,0.05,8,fno,ridge,1e-05,3,0.15325058003266653,0.2779531478881836,0.14838129530350366,0.2925894061724345,48.62796238122152
163,20460724,test_iid,0,0.05,8,physics_lift,ridge,1e-05,3,0.37356993556022644,0.45755255222320557,0.32014942169189453,0.5330919027328491,-25.226598024490567
163,20460724,test_iid,0,0.05,8,ridge,ridge,1e-05,3,0.298315167427063,0.38049978017807007,0.2678062617778778,0.2842649519443512,0.0
163,20460724,test_iid,0,0.05,8,ridge_fno,ridge,1e-05,3,0.13011805713176727,0.3276345431804657,0.13823866844177246,0.15502106149991354,56.382352846961936
163,20460724,test_iid,0,0.05,8,ridge_unet,ridge,1e-05,3,0.1355584387977918,0.3390984733899434,0.13571129739284515,0.16265176236629486,54.558650179434494
163,20460724,test_iid,0,0.05,8,unet,ridge,1e-05,3,0.14613415797551474,0.2983553210894267,0.12728389352560043,0.23284834623336792,51.01350050806446
164,20460725,test_iid,1,0.02,4,fno,ridge,1e-06,3,0.4777138829231262,0.7481399973233541,0.33603840072949726,0.6948012312253317,-26.754807289251392
164,20460725,test_iid,1,0.02,4,physics_lift,ridge,1e-06,3,0.6962893009185791,0.9032344818115234,0.676257848739624,0.6987988352775574,-84.75078767942476
164,20460725,test_iid,1,0.02,4,ridge,ridge,1e-06,3,0.3768802881240845,0.5241537094116211,0.23756210505962372,0.5965684652328491,0.0
164,20460725,test_iid,1,0.02,4,ridge_fno,ridge,1e-06,3,0.3034420907497406,0.48472172021865845,0.13532428443431854,0.5704954862594604,19.485815440145853
164,20460725,test_iid,1,0.02,4,ridge_unet,ridge,1e-06,3,0.32686203718185425,0.5145516792933146,0.16046572228272757,0.5854915777842203,13.271654824682537
164,20460725,test_iid,1,0.02,4,unet,ridge,1e-06,3,0.4440276523431142,0.7138073643048605,0.22923851013183594,0.6819632848103842,-17.816629400565496
164,20460725,test_iid,1,0.02,6,fno,ridge,1e-06,3,0.45584770043691,0.74249134461085,0.3324160079161326,0.6242953141530355,-42.213277525335265
164,20460725,test_iid,1,0.02,6,physics_lift,ridge,1e-06,3,0.5640527009963989,0.8045280575752258,0.4983097016811371,0.6976877450942993,-75.97057795574875
164,20460725,test_iid,1,0.02,6,ridge,ridge,1e-06,3,0.32053807377815247,0.45576906204223633,0.22753675282001495,0.5556024312973022,0.0
164,20460725,test_iid,1,0.02,6,ridge_fno,ridge,1e-06,3,0.26594003041585285,0.424155334631602,0.16167994340260824,0.5254831314086914,17.033247476216232
164,20460725,test_iid,1,0.02,6,ridge_unet,ridge,1e-06,3,0.28569703300793964,0.45040852824846905,0.1818262885014216,0.5334722002347311,10.869548306519725
164,20460725,test_iid,1,0.02,6,unet,ridge,1e-06,3,0.4499151607354482,0.7273869713147482,0.31573853890101117,0.6508961915969849,-40.362470963881584
164,20460725,test_iid,1,0.02,8,fno,ridge,1e-05,3,0.44624388217926025,0.7258136868476868,0.32575440406799316,0.6150807539621989,-42.9545105854557
164,20460725,test_iid,1,0.02,8,physics_lift,ridge,1e-05,3,0.5695112347602844,0.7997703552246094,0.49409711360931396,0.7414047122001648,-82.44328513915785
164,20460725,test_iid,1,0.02,8,ridge,ridge,1e-05,3,0.3121579587459564,0.4400204122066498,0.23025082051753998,0.5372228622436523,0.0
164,20460725,test_iid,1,0.02,8,ridge_fno,ridge,1e-05,3,0.2593323191006978,0.41447598735491437,0.16826764742533365,0.5018492142359415,16.92272715304384
164,20460725,test_iid,1,0.02,8,ridge_unet,ridge,1e-05,3,0.27459678053855896,0.4405570924282074,0.1831829845905304,0.5110639731089274,12.03274725340114
164,20460725,test_iid,1,0.02,8,unet,ridge,1e-05,3,0.44004447261492413,0.7264756560325623,0.3053053319454193,0.6405370434125265,-40.96852580095064
165,20460726,test_iid,1,0.05,4,fno,ridge,1e-06,3,0.3748946289221446,0.5335440238316854,0.257574662566185,0.5944239099820455,-10.349636502117324
165,20460726,test_iid,1,0.05,4,physics_lift,ridge,1e-06,3,0.6565830111503601,0.8377453684806824,0.6349302530288696,0.5903597474098206,-93.26416284526614
165,20460726,test_iid,1,0.05,4,ridge,ridge,1e-06,3,0.33973345160484314,0.4194583594799042,0.23558968305587769,0.34383460879325867,0.0
165,20460726,test_iid,1,0.05,4,ridge_fno,ridge,1e-06,3,0.22218447923660278,0.36538169781366986,0.12812353918949762,0.2499245603879293,34.6003526625397
165,20460726,test_iid,1,0.05,4,ridge_unet,ridge,1e-06,3,0.23812217017014822,0.381087730328242,0.12653658290704092,0.2975961168607076,29.909118738352493
165,20460726,test_iid,1,0.05,4,unet,ridge,1e-06,3,0.3602650960286458,0.5789802074432373,0.19939069946606955,0.5263470411300659,-6.043456812025504
165,20460726,test_iid,1,0.05,6,fno,ridge,1e-06,3,0.2925848364830017,0.5054117341836294,0.25269875427087146,0.34414801001548767,-24.941751225064905
165,20460726,test_iid,1,0.05,6,physics_lift,ridge,1e-06,3,0.4703465700149536,0.6439387202262878,0.4587213695049286,0.5002496838569641,-100.85088771751548
165,20460726,test_iid,1,0.05,6,ridge,ridge,1e-06,3,0.23417699337005615,0.2885202467441559,0.19699545204639435,0.28308290243148804,0.0
165,20460726,test_iid,1,0.05,6,ridge_fno,ridge,1e-06,3,0.1578715443611145,0.26528821388880414,0.12348470836877823,0.21741624176502228,32.58451990116501
165,20460726,test_iid,1,0.05,6,ridge_unet,ridge,1e-06,3,0.16720107197761536,0.2696040868759155,0.1309807946284612,0.24634421865145364,28.600555685808416
165,20460726,test_iid,1,0.05,6,unet,ridge,1e-06,3,0.31123873591423035,0.5145498414834341,0.2626151740550995,0.41095079978307086,-32.90747798698951
165,20460726,test_iid,1,0.05,8,fno,ridge,1e-05,3,0.29372795422871906,0.48664335409800213,0.2577781528234482,0.3721744815508525,-26.038868915389248
165,20460726,test_iid,1,0.05,8,physics_lift,ridge,1e-05,3,0.4719005823135376,0.6321040391921997,0.45214539766311646,0.5761818289756775,-102.4928672227138
165,20460726,test_iid,1,0.05,8,ridge,ridge,1e-05,3,0.2330455332994461,0.31563812494277954,0.1991695761680603,0.27256762981414795,0.0
165,20460726,test_iid,1,0.05,8,ridge_fno,ridge,1e-05,3,0.16297423342863718,0.3007268011569977,0.13192457457383475,0.20529861748218536,30.067643382150496
165,20460726,test_iid,1,0.05,8,ridge_unet,ridge,1e-05,3,0.17269175748030344,0.31867597500483197,0.1386693219343821,0.20403059820334116,25.89784707065532
165,20460726,test_iid,1,0.05,8,unet,ridge,1e-05,3,0.2907811601956685,0.51010595758756,0.24221019446849823,0.37794894973436993,-24.774397551653013
166,20460727,test_iid,1,0.02,4,fno,ridge,1e-06,3,0.4168609082698822,0.6555635730425516,0.2893592417240143,0.5186604261398315,9.091983825245832
166,20460727,test_iid,1,0.02,4,physics_lift,ridge,1e-06,3,0.6854651570320129,0.8656730055809021,0.6249293684959412,0.7880781292915344,-49.484579499824044
166,20460727,test_iid,1,0.02,4,ridge,ridge,1e-06,3,0.45855242013931274,0.6056513786315918,0.26373159885406494,0.6635231971740723,0.0
166,20460727,test_iid,1,0.02,4,ridge_fno,ridge,1e-06,3,0.3396789828936259,0.5560977061589559,0.11714154481887817,0.5663595596949259,25.923630979706246
166,20460727,test_iid,1,0.02,4,ridge_unet,ridge,1e-06,3,0.35261361797650653,0.5691452821095785,0.13980993628501892,0.5791594187418619,23.10287712152733
166,20460727,test_iid,1,0.02,4,unet,ridge,1e-06,3,0.43890830874443054,0.6796258489290873,0.22892963389555612,0.6633568207422892,4.283940184825824
166,20460727,test_iid,1,0.02,6,fno,ridge,1e-06,3,0.39759748180707294,0.6404384771982828,0.2989998956521352,0.6258893211682638,-19.480336681956526
166,20460727,test_iid,1,0.02,6,physics_lift,ridge,1e-06,3,0.545695424079895,0.7408177852630615,0.473623663187027,0.7949379682540894,-63.98462258486202
166,20460727,test_iid,1,0.02,6,ridge,ridge,1e-06,3,0.33277231454849243,0.4892975986003876,0.253121018409729,0.49786892533302307,0.0
166,20460727,test_iid,1,0.02,6,ridge_fno,ridge,1e-06,3,0.26252469420433044,0.461307833592097,0.1665725608666738,0.4506457547346751,21.109815111651734
166,20460727,test_iid,1,0.02,6,ridge_unet,ridge,1e-06,3,0.2759462793668111,0.47468461592992145,0.18861828744411469,0.4626939694086711,17.076551352720696
166,20460727,test_iid,1,0.02,6,unet,ridge,1e-06,3,0.4055727819601695,0.6526654362678528,0.30901116132736206,0.6485025684038798,-21.876960380623732
166,20460727,test_iid,1,0.02,8,fno,ridge,1e-05,3,0.38311230142911273,0.6197746793429056,0.2947731812795003,0.6277057329813639,-20.848639044670456
166,20460727,test_iid,1,0.02,8,physics_lift,ridge,1e-05,3,0.5600287318229675,0.7378600835800171,0.47945597767829895,0.8312268257141113,-76.65501685589999
166,20460727,test_iid,1,0.02,8,ridge,ridge,1e-05,3,0.3170183002948761,0.46846139430999756,0.24357308447360992,0.4771590232849121,0.0
166,20460727,test_iid,1,0.02,8,ridge_fno,ridge,1e-05,3,0.2525637944539388,0.44481168190638226,0.16498700777689615,0.4375954469045003,20.33147795593545
166,20460727,test_iid,1,0.02,8,ridge_unet,ridge,1e-05,3,0.2587739825248718,0.4585890471935272,0.1746492733558019,0.43850146730740863,18.372541180002642
166,20460727,test_iid,1,0.02,8,unet,ridge,1e-05,3,0.36475155750910443,0.6161445180575053,0.2669297307729721,0.6050224900245667,-15.056940614998702
167,20460728,test_iid,1,0.05,4,fno,ridge,1e-06,3,0.4044288794199626,0.6883880098660787,0.248716006676356,0.5394211212793986,4.751260144478329
167,20460728,test_iid,1,0.05,4,physics_lift,ridge,1e-06,3,0.6607580184936523,0.8664042353630066,0.6164454817771912,0.7058709263801575,-55.617889358335894
167,20460728,test_iid,1,0.05,4,ridge,ridge,1e-06,3,0.4246028661727905,0.6108149290084839,0.2571463882923126,0.6222665905952454,0.0
167,20460728,test_iid,1,0.05,4,ridge_fno,ridge,1e-06,3,0.32842686772346497,0.5774447917938232,0.11917243152856827,0.5510047078132629,22.650812349900765
167,20460728,test_iid,1,0.05,4,ridge_unet,ridge,1e-06,3,0.3350664476553599,0.5841554999351501,0.13581415514151254,0.5537022352218628,21.087097061842076
167,20460728,test_iid,1,0.05,4,unet,ridge,1e-06,3,0.4057072500387828,0.6932249466578165,0.19462788105010986,0.6046351591746012,4.450185723963948
167,20460728,test_iid,1,0.05,6,fno,ridge,1e-06,3,0.3676135043303172,0.6437673966089884,0.2680034438769023,0.5660443107287089,-11.18854257507739
167,20460728,test_iid,1,0.05,6,physics_lift,ridge,1e-06,3,0.5242215394973755,0.7454525828361511,0.4582192301750183,0.7331990599632263,-58.55627792921154
167,20460728,test_iid,1,0.05,6,ridge,ridge,1e-06,3,0.33062174916267395,0.49887874722480774,0.2572280168533325,0.48780927062034607,0.0
167,20460728,test_iid,1,0.05,6,ridge_fno,ridge,1e-06,3,0.25823497772216797,0.4746832251548767,0.16857582330703735,0.4522872070471446,21.894134800149217
167,20460728,test_iid,1,0.05,6,ridge_unet,ridge,1e-06,3,0.26831237475077313,0.4853438436985016,0.1845762381951014,0.4576263626416524,18.846120852459297
167,20460728,test_iid,1,0.05,6,unet,ridge,1e-06,3,0.3831248978773753,0.6684344609578451,0.28645389278729755,0.5866532723108927,-15.88012550520677
167,20460728,test_iid,1,0.05,8,fno,ridge,1e-05,3,0.3570869266986847,0.6252254247665405,0.27273014684518176,0.5712154308954874,-11.032190752374413
167,20460728,test_iid,1,0.05,8,physics_lift,ridge,1e-05,3,0.5371996760368347,0.739920437335968,0.46615710854530334,0.7809246182441711,-67.03623807575052
167,20460728,test_iid,1,0.05,8,ridge,ridge,1e-05,3,0.32160666584968567,0.4771372675895691,0.25881630182266235,0.48055991530418396,0.0
167,20460728,test_iid,1,0.05,8,ridge_fno,ridge,1e-05,3,0.24895854791005453,0.4541956086953481,0.17357790966828665,0.4489118754863739,22.58912070353664
167,20460728,test_iid,1,0.05,8,ridge_unet,ridge,1e-05,3,0.2559012174606323,0.4691648681958516,0.1835416555404663,0.44902901848157245,20.430375165034306
167,20460728,test_iid,1,0.05,8,unet,ridge,1e-05,3,0.35152602195739746,0.6364748080571493,0.2554168949524562,0.5744789640108744,-9.303089545290282
168,20460729,test_iid,0,0.02,4,fno,ridge,1e-06,3,0.3376777271429698,0.47726016243298847,0.16959556937217712,0.36875810225804645,17.286522206553784
168,20460729,test_iid,0,0.02,4,physics_lift,ridge,1e-06,3,0.574950098991394,0.7018637657165527,0.4428034722805023,0.6103793978691101,-40.832866436202394
168,20460729,test_iid,0,0.02,4,ridge,ridge,1e-06,3,0.40824994444847107,0.44957229495048523,0.3434285521507263,0.4853309094905853,0.0
168,20460729,test_iid,0,0.02,4,ridge_fno,ridge,1e-06,3,0.2013271600008011,0.32962525884310406,0.13894639412562051,0.27862635254859924,50.6853184577177
168,20460729,test_iid,0,0.02,4,ridge_unet,ridge,1e-06,3,0.2329335411389669,0.3737146357695262,0.17210282882054648,0.31985752781232196,42.94339918304704
168,20460729,test_iid,0,0.02,4,unet,ridge,1e-06,3,0.3244890769322713,0.5352089206377665,0.21126837035020193,0.4101024667421977,20.51705545953033
168,20460729,test_iid,0,0.02,6,fno,ridge,1e-06,3,0.26069000363349915,0.38233383496602374,0.17662387589613596,0.3278343478838603,14.451876873239067
168,20460729,test_iid,0,0.02,6,physics_lift,ridge,1e-06,3,0.40948477387428284,0.508725106716156,0.34902021288871765,0.5140535235404968,-34.37666717413278
168,20460729,test_iid,0,0.02,6,ridge,ridge,1e-06,3,0.30472907423973083,0.3206199109554291,0.270240843296051,0.33148249983787537,0.0
168,20460729,test_iid,0,0.02,6,ridge_fno,ridge,1e-06,3,0.162312850356102,0.26702211300532025,0.15517975886662802,0.2294610639413198,46.73535803515828
168,20460729,test_iid,0,0.02,6,ridge_unet,ridge,1e-06,3,0.1827829827864965,0.2888346314430237,0.17344368497530618,0.259433314204216,40.01787218928084
168,20460729,test_iid,0,0.02,6,unet,ridge,1e-06,3,0.30171050628026325,0.45219944914182025,0.24241178234418234,0.39684463540712994,0.990574321465287
168,20460729,test_iid,0,0.02,8,fno,ridge,1e-05,3,0.2060349980990092,0.3190760513146718,0.18179844319820404,0.34714964032173157,30.72645040852227
168,20460729,test_iid,0,0.02,8,physics_lift,ridge,1e-05,3,0.3880504071712494,0.46927064657211304,0.3386993110179901,0.5932413935661316,-30.471179038192464
168,20460729,test_iid,0,0.02,8,ridge,ridge,1e-05,3,0.29742231965065,0.3087170124053955,0.26153984665870667,0.3180602490901947,0.0
168,20460729,test_iid,0,0.02,8,ridge_fno,ridge,1e-05,3,0.1661690523227056,0.27027586102485657,0.1587117314338684,0.205679918328921,44.13026819294269
168,20460729,test_iid,0,0.02,8,ridge_unet,ridge,1e-05,3,0.1701726863781611,0.2953342894713084,0.16239005327224731,0.22144738833109537,42.78415736301415
168,20460729,test_iid,0,0.02,8,unet,ridge,1e-05,3,0.24830702443917593,0.3898151119550069,0.20855024456977844,0.38861040274302167,16.51365481548238
169,20460730,test_iid,0,0.05,4,fno,ridge,1e-06,3,0.2595195720593135,0.3886929551760356,0.15857146680355072,0.3397667507330577,35.81650254768525
169,20460730,test_iid,0,0.05,4,physics_lift,ridge,1e-06,3,0.5196399092674255,0.6918735504150391,0.36514097452163696,0.4475823938846588,-28.51557409666135
169,20460730,test_iid,0,0.05,4,ridge,ridge,1e-06,3,0.4043400287628174,0.4618125557899475,0.3721906244754791,0.4013107120990753,0.0
169,20460730,test_iid,0,0.05,4,ridge_fno,ridge,1e-06,3,0.16168237229188284,0.33507684866587323,0.14731442431608835,0.1916299263636271,60.01326586754424
169,20460730,test_iid,0,0.05,4,ridge_unet,ridge,1e-06,3,0.1892897884051005,0.33880262573560077,0.1731276512145996,0.20593484739462534,53.185493658687896
169,20460730,test_iid,0,0.05,4,unet,ridge,1e-06,3,0.25481262306372326,0.45277339220046997,0.1655901918808619,0.3019830584526062,36.98060915617037
169,20460730,test_iid,0,0.05,6,fno,ridge,1e-06,3,0.20544912914435068,0.3231549362341563,0.14790931840737662,0.18380074203014374,42.83780868529909
169,20460730,test_iid,0,0.05,6,physics_lift,ridge,1e-06,3,0.3719339668750763,0.4933130145072937,0.32313016057014465,0.37503212690353394,-3.483332635421067
169,20460730,test_iid,0,0.05,6,ridge,ridge,1e-06,3,0.35941436886787415,0.42093056440353394,0.33093610405921936,0.3679735064506531,0.0
169,20460730,test_iid,0,0.05,6,ridge_fno,ridge,1e-06,3,0.18932758768399557,0.33320093154907227,0.18945623437563577,0.23574782411257425,47.323311452228474
169,20460730,test_iid,0,0.05,6,ridge_unet,ridge,1e-06,3,0.2033527890841166,0.33740587035814923,0.19916476806004843,0.2511730541785558,43.421074197702374
169,20460730,test_iid,0,0.05,6,unet,ridge,1e-06,3,0.21263597905635834,0.35355443755785626,0.16374556720256805,0.19753522674242655,40.83820863184946
169,20460730,test_iid,0,0.05,8,fno,ridge,1e-05,3,0.17333324750264487,0.2935771644115448,0.1554845323165258,0.19816197951634726,51.21710121362302
