candidate_id,calibration_mode,mean_policy,proximal_covariance_policy,selector_covariance_policy,threshold_policy,uses_truth,uses_exact_nuisance,dense_ceiling_only,case_id,split,family,base_seed,method,model_seed,field_relative_l2,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,field_gain_to_best_matched,h1_gain_to_best_matched,clean_reprojection_ratio_to_base,measured_reprojection_ratio_to_cgls,field_harm,sensor_discrepancy_threshold,selected_discrepancy_threshold,truth_residual_oracle_threshold,raw_discrepancy,selected_discrepancy,alpha,target_crossed,raw_no_correction,correction_norm,measurement_residual_norm,proximal_covariance_scale,residual_closure_relative_error,bisection_iterations,dense_matrix_rows,dense_matrix_columns,dense_setup_forward_equivalents,dense_setup_in_budget,learned_feature_forward_calls,learned_feature_adjoint_calls
unpaired_exact_covariance_sensor_oracle,unpaired_distribution,zero,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3902925392850157,0.7085095435425457,0.025418290135305728,0.025798255860236066,0.4143033478876963,0.3345611619789494,0.8640541595739529,26.695780228581864,False,186.19924211916364,186.19924211916364,,90524.6114286225,186.19924211916344,0.19493638898090737,True,False,0.896570414693845,0.185316960015142,15404.98523019608,1.0674638303364794e-15,72,150,1000,1001,False,13,13
paired_structured_truth_residual_oracle,paired_static,estimated_flowoff,estimated_structured,estimated_structured,truth_residual_oracle,True,False,True,cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.41911644626361866,0.7033001849357678,0.24657194185245782,0.24647419130177076,0.37104844517013275,0.3394538406587547,8.25509489384421,258.964325892439,False,181.08093736740915,91003.93623668342,91003.93623668342,93434.57789670242,91003.93623668342,139.1264726129422,True,False,0.010586975114812719,1.7938553409083733,77316.76670568805,8.302177124201385e-16,72,150,1000,1001,False,13,13
paired_isotropic_sensor,paired_static,estimated_flowoff,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23584056171853834,0.4816433467711835,0.017219082997779998,0.01483965774048036,0.5692375389392538,0.49850151786427793,0.8659893658088674,44.29186963784338,False,181.65584693527907,181.65584693527907,,79141.0555345661,181.65584693527836,0.05476665571984727,True,False,0.6101156232665882,0.060852326348888354,135059.80584612422,7.788684530577816e-16,72,150,1000,1001,False,13,13
paired_structured_sensor,paired_static,estimated_flowoff,estimated_structured,estimated_structured,empirical_sensor,False,False,True,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23587022338513583,0.4817220970318426,0.01722542260206312,0.014833215017573292,0.5691833619460784,0.49841952122412275,0.8656133915362834,44.308176715665105,False,181.65584693527907,181.65584693527907,,79141.0555345661,181.65584693527816,0.054635962551140047,True,False,0.6101077579140272,0.060876197089931215,135059.80584612422,8.9966945118737e-16,72,150,1000,1001,False,13,13
unpaired_isotropic_sensor,unpaired_distribution,zero,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23821760358941557,0.48755492522734234,0.012330264803702194,0.019102170118911323,0.5648958752369534,0.49234624209297506,1.1147343473916025,31.716583360221733,False,169.97255800654875,169.97255800654875,,75657.97887563416,169.97255800654813,0.05794674671937309,True,False,0.6093500506165248,0.06860213710401478,25440.785107523046,8.91881288656646e-16,72,150,1000,1001,False,13,13
unpaired_structured_sensor,unpaired_distribution,zero,estimated_structured,estimated_structured,empirical_sensor,False,False,True,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23762671481822148,0.48255985387232875,0.019039000441815307,0.020367004307286853,0.5659751327634703,0.49754722892169795,1.1885455481483957,48.9731610976291,False,169.97255800654875,169.97255800654875,,75657.97887563416,169.97255800654722,0.29402359462635724,True,False,0.6012476415569649,0.1059276616866046,25440.78510752305,9.198834237916006e-16,72,150,1000,1001,False,13,13
paired_exact_mean_iid_sensor_oracle,paired_static,exact_persistent_bias_oracle,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23584918221809234,0.48168427824787563,0.017185729763064404,0.01479668916080719,0.5692217936086948,0.49845889903943524,0.8634818731354097,44.20607661830721,False,178.41313854866263,178.41313854866263,,77712.49884826622,178.4131385486623,0.054593933129958284,True,False,0.6102406350384301,0.060698141488481135,132899.19641025967,8.904246818258303e-16,72,150,1000,1001,False,13,13
unpaired_exact_covariance_sensor_oracle,unpaired_distribution,zero,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23761896215446884,0.48257018529712614,0.01904247742678113,0.020374027109266998,0.5659892929931337,0.49753647159703246,1.1889553737615834,48.98210478904745,False,174.9359281581999,174.9359281581999,,77271.07041129866,174.93592815819932,0.28907398350036745,True,False,0.601183704748684,0.10594700665633006,26579.839282051933,8.876312467900233e-16,72,150,1000,1001,False,13,13
paired_structured_truth_residual_oracle,paired_static,estimated_flowoff,estimated_structured,estimated_structured,truth_residual_oracle,True,False,True,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.2288956155917177,0.4381035823897569,0.18025770287105117,0.1805931856330989,0.5819224734718211,0.5438361537441455,10.53877259373692,463.6687492482062,False,181.65584693527907,49497.38912979365,49497.38912979365,79141.0555345661,49497.38912979365,6.585937573596729,True,False,0.1200770831152205,1.0021591686537428,135059.80584612422,7.072750658880584e-16,72,150,1000,1001,False,13,13
paired_isotropic_sensor,paired_static,estimated_flowoff,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.7439731791481492,1.05800246456756,0.013550658650809597,0.01462143220744196,-0.0410879051167681,0.015644447548223916,0.5027099694999931,6.970450124124985,True,171.80272765144161,171.80272765144161,,61736.61894464954,171.80272765143957,0.011866178086570681,True,False,1.2536214526155915,0.08065316599404314,75460.99885829326,2.5444630068103374e-15,72,150,1000,1001,False,13,13
paired_structured_sensor,paired_static,estimated_flowoff,estimated_structured,estimated_structured,empirical_sensor,False,False,True,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.7441544484778608,1.05832999558964,0.013740291743224315,0.014622310839604248,-0.04134156655513808,0.015339715762635627,0.5027401783838589,7.067997265309994,True,171.80272765144161,171.80272765144161,,61736.61894464954,171.80272765143914,0.011357057614424739,True,False,1.2529061650039512,0.08143019278806422,75460.99885829326,2.392071273992672e-15,72,150,1000,1001,False,13,13
unpaired_isotropic_sensor,unpaired_distribution,zero,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.7281169324639085,1.0336689357418087,0.013241708703182994,0.020390474873069282,-0.018899273716893934,0.03828413413927925,0.7010595717370134,6.811526469100024,True,189.49020582465184,189.49020582465184,,57900.17277103843,189.4902058246513,0.01532936562552971,True,False,1.1999122594154394,0.09672574862728031,14016.198633955619,2.5469149338787124e-15,72,150,1000,1001,False,13,13
unpaired_structured_sensor,unpaired_distribution,zero,estimated_structured,estimated_structured,empirical_sensor,False,False,True,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6957474157856893,0.9863298933055827,0.04130533583123342,0.044533923318360966,0.026397402632051214,0.08232793444261371,1.5311528252132165,21.247438275234195,False,189.49020582465184,189.49020582465184,,57900.17277103843,189.49020582464993,0.08082930439832911,True,False,1.0818423219762705,0.30172008916167375,14016.198633955619,2.149759475641065e-15,72,150,1000,1001,False,13,13
paired_exact_mean_iid_sensor_oracle,paired_static,exact_persistent_bias_oracle,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.7449621525982298,1.0597001463737512,0.01346294220218272,0.014390013199173855,-0.042471837126977746,0.014064940346505224,0.49475338625030535,6.925328839176782,True,174.21884711027946,174.21884711027946,,63788.58934280138,174.21884711027758,0.0115214287291892,True,False,1.2580778697383541,0.07879453512962585,77010.3769730091,2.5834334714714264e-15,72,150,1000,1001,False,13,13
unpaired_exact_covariance_sensor_oracle,unpaired_distribution,zero,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6956835568948394,0.9861367301739846,0.0412598273179313,0.04446853977618367,0.026486764346641718,0.08250765160536655,1.5289048266568903,21.224028725162135,False,188.26314447766515,188.26314447766515,,56680.797500560315,188.2631444776631,0.07234884316439265,True,False,1.0813049969170678,0.3013876664270606,15402.075394601816,2.243734859754934e-15,72,150,1000,1001,False,13,13
paired_structured_truth_residual_oracle,paired_static,estimated_flowoff,estimated_structured,estimated_structured,truth_residual_oracle,True,False,True,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.7053691596243571,0.9038247484326206,0.2054875731037304,0.20700568212321274,0.012933098518241131,0.15908994604599255,7.117211137053972,105.70267588885525,False,171.80272765144161,285352.9117347583,285352.9117347583,61736.61894464954,61736.61894464954,inf,True,True,0.0,1.5074874432226386,0.0,0.0,0,150,1000,1001,False,13,13
paired_isotropic_sensor,paired_static,estimated_flowoff,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23267858179585324,0.5050063814916207,0.02191001397691016,0.013730493528896841,0.5862251058308355,0.5056434647260324,0.6504796612149583,33.93683900727191,False,172.19478663819294,172.19478663819294,,75423.41869286336,172.19478663819274,0.05173789027274223,True,False,0.6017524524807527,0.05937077023207591,134880.36127296335,8.533101702962785e-16,72,150,1000,1001,False,13,13
paired_structured_sensor,paired_static,estimated_flowoff,estimated_structured,estimated_structured,empirical_sensor,False,False,True,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.2326746046546583,0.5050239644714988,0.021805659597278676,0.013732880793838392,0.586232178424988,0.5056262525454919,0.6505927574621647,33.77520251607707,False,172.19478663819294,172.19478663819294,,75423.41869286336,172.19478663819257,0.05161949268255403,True,False,0.6017410484163278,0.05940407558635621,134880.36127296332,1.19879270919258e-15,72,150,1000,1001,False,13,13
unpaired_isotropic_sensor,unpaired_distribution,zero,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23707916458934447,0.5142787004142841,0.014134784444206112,0.021573384016556355,0.5783995008026208,0.49656668545242394,1.0220351873598852,21.893637520771765,False,162.2993110030128,162.2993110030128,,72199.58911413039,162.29931100301184,0.057848172571354106,True,False,0.6018146738600568,0.078213554096572,27160.181504169337,1.0016296132485635e-15,72,150,1000,1001,False,13,13
unpaired_structured_sensor,unpaired_distribution,zero,estimated_structured,estimated_structured,empirical_sensor,False,False,True,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23617346506893186,0.5104066958664774,0.027461391780249235,0.02932324018841044,0.5800101162718889,0.5003570350855613,1.389183229527698,42.53547408705789,False,162.2993110030128,162.2993110030128,,72199.58911413039,162.29931100301218,0.2771053133746212,True,False,0.5815610684083923,0.15195513310088668,27160.181504169344,9.046579941535508e-16,72,150,1000,1001,False,13,13
paired_exact_mean_iid_sensor_oracle,paired_static,exact_persistent_bias_oracle,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23267215889909065,0.5049424828005035,0.02189796430937943,0.013826791106460979,0.5862365277391507,0.50570601588718,0.6550417416309252,33.91817504715246,False,174.48374923954853,174.48374923954853,,74820.19140901764,174.48374923954822,0.05217954298739774,True,False,0.6012944159203376,0.059722465946517964,134480.17822901404,9.70619518797685e-16,72,150,1000,1001,False,13,13
unpaired_exact_covariance_sensor_oracle,unpaired_distribution,zero,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23615679542160845,0.5104810471670358,0.027532787946347167,0.02937603323882012,0.58003976009,0.5002842517452228,1.3916842907949218,42.64606097199349,False,164.47239117726411,164.47239117726411,,73789.74261720495,164.47239117726377,0.28390268871897745,True,False,0.5814798374494033,0.1523501973426819,26896.035645802818,1.0730244997202045e-15,72,150,1000,1001,False,13,13
paired_structured_truth_residual_oracle,paired_static,estimated_flowoff,estimated_structured,estimated_structured,truth_residual_oracle,True,False,True,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.2317848419081708,0.45639637500545205,0.16098340990320176,0.16082892552745648,0.587814453353011,0.5532283572479225,7.619241418416143,249.35027747969843,False,172.19478663819294,38861.06403255291,38861.06403255291,75423.41869286336,38861.06403255291,4.360104089231499,True,False,0.15890200627145976,0.8884452000969459,134880.36127296332,7.15184998833953e-16,72,150,1000,1001,False,13,13
paired_isotropic_sensor,paired_static,estimated_flowoff,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.45191562956555736,0.7630456299201145,0.019775342664754426,0.013220413125153308,0.3298629210968868,0.2682657507417586,0.47090831321867865,17.225573524327167,False,189.21540316283347,189.21540316283347,,75597.90684294354,189.2154031628319,0.017772634309900108,True,False,1.0055066526794938,0.07900523481936773,85799.63695278158,1.7606556058099695e-15,72,150,1000,1001,False,13,13
paired_structured_sensor,paired_static,estimated_flowoff,estimated_structured,estimated_structured,empirical_sensor,False,False,True,9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.45182557691666597,0.7630467099739211,0.019900166385575145,0.013253718744140655,0.3299964584545869,0.2682647150076815,0.4720946523072957,17.33430287567285,False,189.21540316283347,189.21540316283347,,75597.90684294354,189.21540316283279,0.01725103999932093,True,False,1.0054162090978915,0.07912118586181237,85799.63695278154,1.52368805047066e-15,72,150,1000,1001,False,13,13
unpaired_isotropic_sensor,unpaired_distribution,zero,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.4525317919472062,0.7625690461328375,0.011794292905852098,0.019443632575244046,0.3289492256379245,0.26872277803621847,0.6925780709100003,10.273574676372291,False,175.53073155173797,175.53073155173797,,71538.53307469613,175.53073155173615,0.01912592435953147,True,False,1.0159008522053525,0.08254773408431029,16382.96877155484,1.5403515137971488e-15,72,150,1000,1001,False,13,13
unpaired_structured_sensor,unpaired_distribution,zero,estimated_structured,estimated_structured,empirical_sensor,False,False,True,9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.44867380640685883,0.760097707546613,0.032010049609430324,0.022719029597614113,0.33467015890802243,0.2710927058808262,0.809247018568766,27.88277666850985,False,175.53073155173797,175.53073155173797,,71538.53307469613,175.53073155173743,0.08904431553843352,True,False,0.9773835915234367,0.22403692059180091,16382.968771554843,1.9662857141083736e-15,72,150,1000,1001,False,13,13
paired_exact_mean_iid_sensor_oracle,paired_static,exact_persistent_bias_oracle,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.45209771809625277,0.7633446640288072,0.019625694540961268,0.0131176868553895,0.3295929054831775,0.26797898742060605,0.467249225264333,17.09522054876174,False,185.33298933786,185.33298933786,,74771.99064036172,185.33298933785898,0.017452307098277567,True,False,1.0072445426630015,0.07788980973269664,83978.90338287763,1.7480579114927519e-15,72,150,1000,1001,False,13,13
unpaired_exact_covariance_sensor_oracle,unpaired_distribution,zero,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.4489729672224638,0.7606101209800975,0.03195575665467948,0.02264396437625305,0.33422653903303706,0.2706013192004518,0.80657321129528,27.835484072888715,False,177.88011579485848,177.88011579485848,,72469.82162148517,177.8801157948578,0.08899508678981982,True,False,0.979459213117416,0.2236569266042683,16795.78067657553,1.7783104058309346e-15,72,150,1000,1001,False,13,13
paired_structured_truth_residual_oracle,paired_static,estimated_flowoff,estimated_structured,estimated_structured,truth_residual_oracle,True,False,True,9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.44656074842700516,0.7155238650199269,0.22587958119732396,0.2228069220769441,0.33780357233639474,0.3138374722734132,7.9363353365315215,196.75539380126588,False,189.21540316283347,114296.64633395913,114296.64633395913,75597.90684294354,75597.90684294354,inf,True,True,0.0,1.5644498092632177,0.0,0.0,0,150,1000,1001,False,13,13
paired_isotropic_sensor,paired_static,estimated_flowoff,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.29882621157030986,0.5840307676631672,0.015548726054293815,0.013605004377114182,0.4955096561281199,0.42145718171544017,0.8120727058924295,55.686887867684796,False,177.26534308020217,177.26534308020217,,97627.35515086754,177.2653430802012,0.052754900054393164,True,False,0.7898969868267404,0.07282454507010108,90249.0667834354,1.0530975985337118e-15,72,150,1000,1001,False,13,13
paired_structured_sensor,paired_static,estimated_flowoff,estimated_structured,estimated_structured,empirical_sensor,False,False,True,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.29881561605361817,0.5839766478077846,0.015550779376232352,0.013621482426663051,0.49552754390252635,0.4215107930239394,0.8130562685517322,55.69424172472416,False,177.26534308020217,177.26534308020217,,97627.35515086754,177.26534308020183,0.053314685614966814,True,False,0.7898805181029883,0.07287673881421645,90249.0667834354,9.134521271000946e-16,72,150,1000,1001,False,13,13
unpaired_isotropic_sensor,unpaired_distribution,zero,estimated_isotropic,estimated_structured,empirical_sensor,False,False,True,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.2989534315083596,0.5849955799712181,0.011483292130466364,0.017918335318722854,0.49529487834822966,0.42050143543849516,1.069532257691903,41.126764918760465,False,177.63450809041944,177.63450809041944,,93080.71755924367,177.63450809041905,0.05684636649455826,True,False,0.786433847934564,0.0773642978511739,16528.064351049972,8.122616081171916e-16,72,150,1000,1001,False,13,13
unpaired_structured_sensor,unpaired_distribution,zero,estimated_structured,estimated_structured,empirical_sensor,False,False,True,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.2994022249488619,0.5864699778577095,0.020854731246538714,0.023039445231095107,0.4945372073395968,0.4190408919949767,1.3752075422003232,74.69004704189244,False,177.63450809041944,177.63450809041944,,93080.71755924367,177.63450809041913,0.3021505906363431,True,False,0.7779343902087978,0.14050079205795504,16528.06435104998,8.031268245148979e-16,72,150,1000,1001,False,13,13
paired_exact_mean_iid_sensor_oracle,paired_static,exact_persistent_bias_oracle,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.29881663824754734,0.5839694925354756,0.015560177413151619,0.013641415706614712,0.4955258181939142,0.4215178810604546,0.8142460713727357,55.72790026538351,False,177.19233000256554,177.19233000256554,,95072.01847001519,177.1923300025653,0.05305344408387044,True,False,0.7896728159360982,0.073221467544034,90134.11528788027,8.13384361600313e-16,72,150,1000,1001,False,13,13
unpaired_exact_covariance_sensor_oracle,unpaired_distribution,zero,exact_generator_oracle,exact_generator_oracle,empirical_sensor,False,True,True,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.2993965193159819,0.5864251511146205,0.020870238112716252,0.02308028042399533,0.49454683981687686,0.4190852975155711,1.3776449648335645,74.74558401096583,False,181.86833309947835,181.86833309947835,,94482.82518944472,181.8683330994772,0.2825711416622494,True,False,0.7777481671986489,0.14060526365025358,18026.823057576057,8.212988938614927e-16,72,150,1000,1001,False,13,13
paired_structured_truth_residual_oracle,paired_static,estimated_flowoff,estimated_structured,estimated_structured,truth_residual_oracle,True,False,True,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.2922539180903483,0.5275273506847441,0.19814373559140994,0.19679207061793375,0.5066052644427627,0.4774296542483563,11.74637397057401,709.6406449656346,False,177.26534308020217,60413.07988477187,60413.07988477187,97627.35515086754,60413.07988477187,7.153611839483223,True,False,0.1578680213542869,1.3352098604462985,90249.0667834354,6.509771708100731e-16,72,150,1000,1001,False,13,13
