candidate_id,method,model_seed,split,case_count,field_gain_mean,h1_gain_mean,clean_reprojection_ratio_to_base_mean,clean_reprojection_ratio_to_base_maximum,measured_reprojection_ratio_to_cgls_mean,field_harm_rate,worst_field_gain,target_crossing_rate,raw_no_correction_rate,log10_alpha_mean_finite,residual_closure_relative_error_maximum,correction_norm_mean
unpaired_exact_covariance_sensor_oracle,pooled_cnn,17,development,12,0.417494771405544,0.3728433416137273,1.1823300140406416,2.434267329017733,45.1691766077781,0.08333333333333333,-0.01089483021954185,1.0,0.0,-0.7813766842837181,2.908796333499887e-15,0.7903307265442739
unpaired_exact_covariance_sensor_oracle,pooled_cnn,17,ood,18,0.33461486105433047,0.2962104381964093,1.4529364813215206,2.457227233223756,40.8376150339287,0.0,0.11607162434622763,1.0,0.0,-0.8480020391642963,2.0551557737292484e-15,0.7958215635932523
unpaired_exact_covariance_sensor_oracle,pooled_cnn,29,development,12,0.421219442543838,0.38079057523726917,1.1954593736091714,2.7123980172821107,45.47666281499639,0.0,0.0018197151157279968,1.0,0.0,-0.7932102567839899,2.1645871636520056e-15,0.8114900893707797
unpaired_exact_covariance_sensor_oracle,pooled_cnn,29,ood,18,0.3476966492043886,0.3381605668145329,1.3841114771650544,2.4640921139694933,36.47554674277484,0.0,0.16719504801269128,1.0,0.0,-0.8559769303801724,1.800488605089465e-15,0.8457900420806511
unpaired_exact_covariance_sensor_oracle,pooled_cnn,43,development,12,0.4251818386358435,0.352159454914687,1.0918132510958467,2.193320116668922,40.868295081401534,0.0,0.015350211914117487,1.0,0.0,-0.7622061751578362,1.9017610308132207e-15,0.7953130889191766
unpaired_exact_covariance_sensor_oracle,pooled_cnn,43,ood,18,0.359569023227592,0.29153738216662545,1.4626631659861682,2.2119661568336006,40.01696064717616,0.0,0.17595738567869432,1.0,0.0,-0.8496146080465873,2.109592585753809e-15,0.8246543102204948
unpaired_isotropic_sensor,jacru_m2,17,development,12,0.4328405280289762,0.3698296229907754,0.915178899068005,1.1147343473916025,21.32974997045937,0.08333333333333333,-0.018899273716893934,1.0,0.0,-1.468527337729282,2.5469149338787124e-15,0.8326888450885933
unpaired_isotropic_sensor,jacru_m2,17,ood,18,0.35803490689018314,0.3185940663530971,1.0076607277769787,1.2700679648187463,15.613137443688386,0.0,0.15990784570053831,1.0,0.0,-1.5292844931352738,2.5002838314228134e-15,0.8632802571460102
unpaired_isotropic_sensor,jacru_m2,29,development,12,0.40007272321295356,0.34496771746519134,0.912287205752058,1.099611016670258,21.102662694130135,0.08333333333333333,-0.039045887325287534,1.0,0.0,-1.4435292991716677,2.2636842725752693e-15,0.837345824569585
unpaired_isotropic_sensor,jacru_m2,29,ood,18,0.32305189216095687,0.29079305478355216,1.0153624763728946,1.254616794826541,15.550647696564946,0.0,0.10906595373671009,1.0,0.0,-1.4816838173159734,1.8757831352593e-15,0.7778885933670708
unpaired_isotropic_sensor,jacru_m2,43,development,12,0.43098676507843114,0.3835246040982401,0.908379871089268,1.0884789341158823,21.317595643857352,0.08333333333333333,-0.017093728208440743,1.0,0.0,-1.4800976078514063,2.687054737241401e-15,0.8724136497711129
unpaired_isotropic_sensor,jacru_m2,43,ood,18,0.3389277423418225,0.3108530717938922,1.0019829331487478,1.2587305008024678,15.444029434457207,0.0,0.14002661177830675,1.0,0.0,-1.5413750484996147,2.575368278834286e-15,0.8774215147674087
unpaired_isotropic_sensor,pooled_cnn,17,development,12,0.4068843922952081,0.360584133210977,0.8979445763887085,1.1166012615909657,21.546967621950312,0.08333333333333333,-0.06702965659037682,1.0,0.0,-1.466556170044262,2.6353635167126072e-15,0.824713725125812
unpaired_isotropic_sensor,pooled_cnn,17,ood,18,0.32591815721681955,0.2867294865112863,1.0013936405394388,1.2442070892773915,15.572242096712431,0.0,0.0816295153194747,1.0,0.0,-1.527292510250013,2.336368551994311e-15,0.8304082929776327
unpaired_isotropic_sensor,pooled_cnn,29,development,12,0.40987006672199927,0.36875153887430717,0.9085060482648352,1.0722371596079292,21.102839609952138,0.08333333333333333,-0.05301831276328494,1.0,0.0,-1.478098378948142,2.8701716366237435e-15,0.8464350121887524
unpaired_isotropic_sensor,pooled_cnn,29,ood,18,0.3386677226087056,0.3276949426908616,1.0150194401345813,1.2889593854201011,15.330267998472664,0.0,0.12796163436812688,1.0,0.0,-1.5402613446250761,1.976012308715573e-15,0.8758113315888013
unpaired_isotropic_sensor,pooled_cnn,43,development,12,0.4137187352644014,0.33993201982299803,0.9028042621873524,1.0907968877414702,21.14670769026881,0.08333333333333333,-0.04262445802676451,1.0,0.0,-1.4502904292253544,2.6524498067329467e-15,0.8263566944139793
unpaired_isotropic_sensor,pooled_cnn,43,ood,18,0.35139242830531464,0.2837175899951532,1.0121127886902426,1.2823117338916172,15.676033682746967,0.0,0.13879387350302544,1.0,0.0,-1.5302913869529173,2.024918210281417e-15,0.856736965920422
unpaired_structured_sensor,jacru_m2,17,development,12,0.44361622672301154,0.3813329468731997,1.1645015160852539,2.5372163824341825,41.78775055117567,0.0,0.026397402632051214,1.0,0.0,-0.7754535724604956,2.356751310384095e-15,0.7985071881252183
unpaired_structured_sensor,jacru_m2,17,ood,18,0.36715523517187815,0.3288063543720491,1.4498309481172835,2.5121366611450875,39.22721796859358,0.0,0.19765736168818676,1.0,0.0,-0.8431104901445156,1.9560378139323597e-15,0.8296295305519603
unpaired_structured_sensor,jacru_m2,29,development,12,0.4093647293198932,0.35611387034477593,1.2423679166915822,2.6887418490827426,45.54309315427815,0.0,0.009367947952884804,1.0,0.0,-0.7537229127051832,1.8701220839573792e-15,0.8041253369084248
unpaired_structured_sensor,jacru_m2,29,ood,18,0.3299751775559254,0.29776973644564764,1.399486652922394,2.203450539424321,37.28168942114771,0.0,0.1349040099689396,1.0,0.0,-0.7960369288079121,1.8152392853184825e-15,0.7478102290843337
unpaired_structured_sensor,jacru_m2,43,development,12,0.44207951796970435,0.39583504261862523,1.2144147985301204,2.8408634031283913,44.69536407888953,0.0,0.03381822610956785,1.0,0.0,-0.7886277519088183,2.1105901266561703e-15,0.836576291016241
unpaired_structured_sensor,jacru_m2,43,ood,18,0.3476885244165384,0.32031277932915064,1.353712431162669,2.5270535322801577,37.041322374373834,0.0,0.1634955321593557,1.0,0.0,-0.852898478431129,2.35020304627014e-15,0.8450831338146725
unpaired_structured_sensor,pooled_cnn,17,development,12,0.4174844709581545,0.3728364025256872,1.1773579234591978,2.4262964226338872,45.00885795191913,0.08333333333333333,-0.010845282776058477,1.0,0.0,-0.7773260094936782,2.342604415399418e-15,0.7904959347800813
unpaired_structured_sensor,pooled_cnn,17,ood,18,0.3346049998733316,0.29620798326103814,1.4510342481183698,2.4544543865184276,40.776953314129436,0.0,0.11633100137056882,1.0,0.0,-0.8449638318638357,1.951738246926504e-15,0.7958158170978922
unpaired_structured_sensor,pooled_cnn,29,development,12,0.421197675601304,0.38079606551111245,1.1909333730054372,2.707514953930373,45.39219046389411,0.0,0.001838594336151545,1.0,0.0,-0.7888177015327439,2.190159396927084e-15,0.8116364979877875
unpaired_structured_sensor,pooled_cnn,29,ood,18,0.3476894652315631,0.3381549235474477,1.3832373885968814,2.451622277533424,36.4495979375033,0.0,0.16750167505824265,1.0,0.0,-0.8525644704752819,1.8358482852191487e-15,0.845799842907959
unpaired_structured_sensor,pooled_cnn,43,development,12,0.425164213747438,0.352170802682152,1.0876575143504212,2.1874316362656945,40.76630606558182,0.0,0.015384199829989568,1.0,0.0,-0.7579713827700053,2.3802518710240247e-15,0.7954171602823474
unpaired_structured_sensor,pooled_cnn,43,ood,18,0.35956238163745513,0.2915364727351255,1.4616871439721804,2.18846852985526,39.99307467627674,0.0,0.17624070918816565,1.0,0.0,-0.8462390101972205,2.2706181855094114e-15,0.8246623335407627
