candidate_id,method,model_seed,split,case_count,field_gain_mean,h1_gain_mean,clean_reprojection_ratio_to_base_mean,clean_reprojection_ratio_to_base_maximum,measured_reprojection_ratio_to_cgls_mean,field_harm_rate,worst_field_gain,target_crossing_rate,raw_no_correction_rate,log10_alpha_mean_finite,residual_closure_relative_error_maximum,correction_norm_mean
paired_exact_mean_iid_sensor_oracle,jacru_m2,17,development,12,0.4326148103996315,0.37078845515860226,0.6159179890448784,0.8634818731354097,33.50499999007375,0.08333333333333333,-0.042471837126977746,1.0,0.0,-1.5128404367792754,2.5834334714714264e-15,0.8395840174637806
paired_exact_mean_iid_sensor_oracle,jacru_m2,17,ood,18,0.36201960562040747,0.3228234312701515,0.6657379053258264,0.9283876283613711,26.335678777936877,0.0,0.16731609747694454,1.0,0.0,-1.5736538259170683,2.1681476757299e-15,0.8630764953209434
paired_exact_mean_iid_sensor_oracle,jacru_m2,29,development,12,0.3999642029640094,0.34632048869099047,0.6173138964451909,0.8522175230337475,33.486837035952476,0.08333333333333333,-0.061692837798677284,1.0,0.0,-1.4895534298043531,2.666669243932853e-15,0.8434708458420214
paired_exact_mean_iid_sensor_oracle,jacru_m2,29,ood,18,0.3272568777071014,0.2947153621873533,0.6671161903228197,0.9037876688241143,25.800342181551358,0.0,0.11953334175139801,1.0,0.0,-1.5344239689856707,2.0730272563882273e-15,0.7797847929611329
paired_exact_mean_iid_sensor_oracle,jacru_m2,43,development,12,0.430882606698092,0.3846885601960402,0.6191604665244306,0.8464182156612639,33.726309912359895,0.08333333333333333,-0.04048502400673589,1.0,0.0,-1.5209559347012516,2.4681486403536013e-15,0.8786072439281
paired_exact_mean_iid_sensor_oracle,jacru_m2,43,ood,18,0.3431731198338961,0.3151900551194718,0.662587011294078,0.9050183434275431,26.38131702783886,0.0,0.14948449780336379,1.0,0.0,-1.5813535240348084,2.6637718534564232e-15,0.8747730025164611
paired_exact_mean_iid_sensor_oracle,pooled_cnn,17,development,12,0.4065712218890079,0.3617102122210169,0.6098220374907295,0.8094712467928948,33.887660081006054,0.08333333333333333,-0.09001561063938333,1.0,0.0,-1.5090646193166173,2.8439533622188182e-15,0.8293102805470477
paired_exact_mean_iid_sensor_oracle,pooled_cnn,17,ood,18,0.32988695804566803,0.2909405125504422,0.6638753562825088,0.9130561373280717,26.428329592885696,0.0,0.08925144566960692,1.0,0.0,-1.5733379849139668,2.728658270354322e-15,0.8282978443942542
paired_exact_mean_iid_sensor_oracle,pooled_cnn,29,development,12,0.4097310591966879,0.36989997680698017,0.6167800751325877,0.8365811610394991,34.0893465757447,0.08333333333333333,-0.07641312177459343,1.0,0.0,-1.5211741369183276,2.892152565310913e-15,0.8525485966909744
paired_exact_mean_iid_sensor_oracle,pooled_cnn,29,ood,18,0.3429690031581557,0.3318561539718975,0.6648653014444941,0.9108982067481535,25.9583778426083,0.0,0.13576154688405967,1.0,0.0,-1.5840398713658594,2.2606242176961736e-15,0.8768955853839768
paired_exact_mean_iid_sensor_oracle,pooled_cnn,43,development,12,0.41344619393928544,0.3414619408810234,0.6162816228921769,0.8609110527066552,33.55851789583821,0.08333333333333333,-0.06773678125094414,1.0,0.0,-1.4936581443911807,2.571290377166499e-15,0.8330540527338051
paired_exact_mean_iid_sensor_oracle,pooled_cnn,43,ood,18,0.355779127023562,0.2884186032440747,0.6643773877256692,0.9196239535599515,26.089661648540424,0.0,0.1480354319980583,1.0,0.0,-1.5788965758638867,2.0654758815264756e-15,0.8564669682378978
paired_isotropic_sensor,jacru_m2,17,development,12,0.43282174283099306,0.37101101150608806,0.6167420925641904,0.8659893658088674,33.58764922973382,0.08333333333333333,-0.0410879051167681,1.0,0.0,-1.510956475148779,3.0634124284465465e-15,0.839011730458663
paired_isotropic_sensor,jacru_m2,17,ood,18,0.36206764552309095,0.32289831887096443,0.6677144846546312,0.9325085581729953,26.37155434909476,0.0,0.16763199047137162,1.0,0.0,-1.5713518879023334,2.23059975648103e-15,0.8627638308749153
paired_isotropic_sensor,jacru_m2,29,development,12,0.400156223098921,0.34653281318860746,0.6186292942329686,0.8536395258208005,33.57960935160009,0.08333333333333333,-0.06041486702575441,1.0,0.0,-1.4871018111495744,2.2474961741762993e-15,0.8429590496496834
paired_isotropic_sensor,jacru_m2,29,ood,18,0.32729667756277575,0.2947765580730157,0.6689395582637303,0.9062422453293368,25.83356643125924,0.0,0.11972517261105568,1.0,0.0,-1.5323983495881321,1.811642128675835e-15,0.7795039682656171
paired_isotropic_sensor,jacru_m2,43,development,12,0.43107876694839603,0.3848953037833675,0.620491993049514,0.8489388748005551,33.82159784042318,0.08333333333333333,-0.039156820480811774,1.0,0.0,-1.5186065543573477,2.9063044594701725e-15,0.8780487730696599
paired_isotropic_sensor,jacru_m2,43,ood,18,0.34321217270927074,0.3152387241976086,0.6645258223944307,0.9081065627398676,26.41929675042886,0.0,0.14950250852319247,1.0,0.0,-1.5790938414473075,2.2419366007022528e-15,0.8744782833919817
paired_isotropic_sensor,pooled_cnn,17,development,12,0.40675023551769546,0.3619077884776348,0.6110629134020976,0.8115947896772574,33.97793533789879,0.08333333333333333,-0.08883183163119528,1.0,0.0,-1.5069916464488324,2.495188998670941e-15,0.828762124182529
paired_isotropic_sensor,pooled_cnn,17,ood,18,0.3299239377314625,0.2909835587670993,0.6654512074447722,0.9173405433719952,26.45797619396714,0.0,0.08949704811334808,1.0,0.0,-1.571766862465729,2.111381517371029e-15,0.8280372988218191
paired_isotropic_sensor,pooled_cnn,29,development,12,0.4099152392571925,0.3700977616643324,0.6176931631343755,0.837747462251913,34.174332525744454,0.08333333333333333,-0.0752931189079932,1.0,0.0,-1.5192837079008656,2.246894365829813e-15,0.852069024442332
paired_isotropic_sensor,pooled_cnn,29,ood,18,0.3430055180832111,0.3319183294893842,0.6668617313217567,0.9141015841506268,25.99650113393345,0.0,0.13602923723970534,1.0,0.0,-1.5820148856736664,2.3595178132838904e-15,0.8766044563303784
paired_isotropic_sensor,pooled_cnn,43,development,12,0.41363947485166913,0.34166390531857216,0.6177255292414029,0.8619428625069935,33.658512285378556,0.08333333333333333,-0.06637430951491133,1.0,0.0,-1.4912482317562812,2.4881961891020952e-15,0.8324635573986487
paired_isotropic_sensor,pooled_cnn,43,ood,18,0.35582157231394396,0.28846449345618874,0.6666893369659603,0.9219471432563859,26.135252898940333,0.0,0.14827869895700146,1.0,0.0,-1.5762747402125425,2.303643340187919e-15,0.8561407886116325
paired_structured_sensor,jacru_m2,17,development,12,0.4327997074408851,0.37096137977935334,0.6173816547218166,0.8656133915362834,33.51557404928592,0.08333333333333333,-0.04134156655513808,1.0,0.0,-1.5143067058050577,2.562094564523834e-15,0.8388978111389394
paired_structured_sensor,jacru_m2,17,ood,18,0.36207541727584275,0.32288919073425565,0.6688697457590135,0.9332593739867815,26.28662515150441,0.0,0.16756422575068164,1.0,0.0,-1.5743254463490721,2.1217492046977065e-15,0.8627052170054014
paired_structured_sensor,jacru_m2,29,development,12,0.4001326321052467,0.346475271681534,0.619186079754872,0.8528576718110508,33.50544731851777,0.08333333333333333,-0.06053974852469592,1.0,0.0,-1.4910351402732018,2.451735665002459e-15,0.8428563980099791
paired_structured_sensor,jacru_m2,29,ood,18,0.3272928533392808,0.2947489325937973,0.6693440355314154,0.9068414558362456,25.777785034975953,0.0,0.11974759404785232,1.0,0.0,-1.5347695743209722,2.0557436208285373e-15,0.7794573508372417
paired_structured_sensor,jacru_m2,43,development,12,0.43105697783783276,0.38482706419826185,0.6211243894218378,0.8473593077007405,33.730718748609085,0.08333333333333333,-0.03935293621760953,1.0,0.0,-1.5223116279634628,3.004415688739793e-15,0.8779322426645981
paired_structured_sensor,jacru_m2,43,ood,18,0.3432287311305705,0.3152473595404961,0.6656704021747415,0.908891910814248,26.327230903596757,0.0,0.14967592385842599,1.0,0.0,-1.5819058981279939,2.7481172465428043e-15,0.8744214524612928
paired_structured_sensor,pooled_cnn,17,development,12,0.40673978894802826,0.3618758213699569,0.6118413864670471,0.8104362430912088,33.905953180842744,0.08333333333333333,-0.08891099438447787,1.0,0.0,-1.5104354285991262,2.616365226600773e-15,0.8286567240485042
paired_structured_sensor,pooled_cnn,17,ood,18,0.3299398059813996,0.2910054454698672,0.6661210897085645,0.9185649534118535,26.413191600819722,0.0,0.0894939224182602,1.0,0.0,-1.5735159463529798,2.378494438425358e-15,0.8279876628943305
paired_structured_sensor,pooled_cnn,29,development,12,0.40991138888319045,0.37006907247270066,0.6181332832464651,0.8358694846620868,34.132809398080944,0.08333333333333333,-0.07529240376574621,1.0,0.0,-1.5224009559520681,3.1940676785023482e-15,0.8519709510807058
paired_structured_sensor,pooled_cnn,29,ood,18,0.34301939937900183,0.33192267787105634,0.6676508412591041,0.914797518225913,25.92571726233331,0.0,0.13601015117451673,1.0,0.0,-1.5844185856257351,2.5571877120131782e-15,0.8765606525424985
paired_structured_sensor,pooled_cnn,43,development,12,0.4136200477653229,0.3416097455646407,0.6183379826084837,0.8610357038073982,33.602759417067595,0.08333333333333333,-0.06662775290427261,1.0,0.0,-1.4952256248958191,2.6737334125798603e-15,0.8323498392987226
paired_structured_sensor,pooled_cnn,43,ood,18,0.3558078340025441,0.28844147362380224,0.6676853083868971,0.9227282714341684,26.054179485822072,0.0,0.14830345754508634,1.0,0.0,-1.5796185458919876,1.906167417965856e-15,0.8560872477796828
paired_structured_truth_residual_oracle,jacru_m2,17,development,12,0.44797666933080543,0.43324736231795247,8.67471511740788,11.74637397057401,329.55444089671045,0.0,0.012933098518241131,1.0,0.3333333333333333,0.968358746425152,1.055316016519296e-15,0.07871744229585788
paired_structured_truth_residual_oracle,jacru_m2,17,ood,18,0.3190683029709415,0.3445826918316712,9.089943911612073,12.596333553281465,249.43961378988627,0.0,0.10693233014066075,1.0,0.3333333333333333,0.4736385479833139,8.927816703345216e-16,0.16791561031715985
paired_structured_truth_residual_oracle,jacru_m2,29,development,12,0.38675202026898714,0.394870683309641,8.893508703113879,11.793279834892175,334.06342335690437,0.08333333333333333,-0.08654894534600724,1.0,0.3333333333333333,1.1188627509523885,1.0669153006204027e-15,0.06902391445914892
paired_structured_truth_residual_oracle,jacru_m2,29,ood,18,0.29410562057297457,0.312537194610474,9.017572002858184,12.48857157592268,246.64495881326673,0.0,0.08154049026569614,1.0,0.3888888888888889,0.709440272366291,9.15769534030512e-16,0.08891219611002583
paired_structured_truth_residual_oracle,jacru_m2,43,development,12,0.44074076798213674,0.44635327690029075,9.005739875151754,11.764289753985038,336.9890218324548,0.0,0.05501140020764954,1.0,0.3333333333333333,0.931718615222984,1.035651271039784e-15,0.08689608396533051
paired_structured_truth_residual_oracle,jacru_m2,43,ood,18,0.30595109088626143,0.34884684752175077,8.882506537659731,12.589391543240195,244.87228648088734,0.0,0.01010547727207904,1.0,0.3333333333333333,0.37609010797210196,1.0106947610464764e-15,0.19500187831318183
paired_structured_truth_residual_oracle,pooled_cnn,17,development,12,0.4352066127011475,0.4338951331293797,8.49582518821487,11.749129342452205,326.0982744377224,0.0,0.039591773040612815,1.0,0.4166666666666667,0.9289615384287526,9.210723041008577e-16,0.06298988040013541
paired_structured_truth_residual_oracle,pooled_cnn,17,ood,18,0.3090365120555503,0.32779519627655396,8.94849187370468,12.225942690713348,247.0730923968492,0.0,0.09885074929359135,1.0,0.3333333333333333,0.6158036428494533,1.0309118454733924e-15,0.12477405325433422
paired_structured_truth_residual_oracle,pooled_cnn,29,development,12,0.4271205939355578,0.43787109927240464,8.573532221796931,11.740288606958792,327.43487388423426,0.0,-0.004698297878751834,1.0,0.4166666666666667,0.6825949851210236,1.0009605106589206e-15,0.10174687288917267
paired_structured_truth_residual_oracle,pooled_cnn,29,ood,18,0.29795762352762056,0.36189563677374686,9.173310805583506,13.006070540353546,250.24775618857655,0.0,0.08850880948023165,1.0,0.3333333333333333,0.455843921242916,8.748972893769083e-16,0.15840078998115512
paired_structured_truth_residual_oracle,pooled_cnn,43,development,12,0.44297908851009377,0.4041970632896957,8.758362653678821,11.777268123157894,331.7701686495286,0.0,0.07425577842521376,1.0,0.4166666666666667,0.9644656910681945,9.117803556140487e-16,0.0615360894847151
paired_structured_truth_residual_oracle,pooled_cnn,43,ood,18,0.3211816812083302,0.2990671803452965,9.038999625376789,13.107975204441628,247.64782586752503,0.0,0.04711593595056541,1.0,0.2777777777777778,0.6282876243494755,1.062975156116114e-15,0.1472828423815914
unpaired_exact_covariance_sensor_oracle,jacru_m2,17,development,12,0.44364967461767835,0.3813418270632461,1.1685189886476124,2.545371654449444,41.87307750067484,0.0,0.026486764346641718,1.0,0.0,-0.7799444156590397,2.439461643975308e-15,0.7983879070472141
unpaired_exact_covariance_sensor_oracle,jacru_m2,17,ood,18,0.3671444479950911,0.32879525600393883,1.4537943975645276,2.5208999991228787,39.351762963707,0.0,0.19735917027845878,1.0,0.0,-0.8458691649484056,1.977665844734255e-15,0.8295250955999056
unpaired_exact_covariance_sensor_oracle,jacru_m2,29,development,12,0.4093863247417406,0.35612163696832977,1.2474367979719612,2.695931288691345,45.66048868439298,0.0,0.009374368440975986,1.0,0.0,-0.7576735700575733,2.0680329699857804e-15,0.8039582151492856
unpaired_exact_covariance_sensor_oracle,jacru_m2,29,ood,18,0.3299917816141899,0.2977779939948454,1.4002251157890189,2.202905901332532,37.31900271741391,0.0,0.13476407772969642,1.0,0.0,-0.7991155543368448,1.5625926074948282e-15,0.7477849987963505
unpaired_exact_covariance_sensor_oracle,jacru_m2,43,development,12,0.44210731393343705,0.39585734637873066,1.2193826564087191,2.8498328827921013,44.84153755477393,0.0,0.033849316419202906,1.0,0.0,-0.7930549504430995,2.2211134205670605e-15,0.8363820123780927
unpaired_exact_covariance_sensor_oracle,jacru_m2,43,ood,18,0.34769320866687325,0.32031399042536207,1.357282611056793,2.547365908886503,37.14195824896097,0.0,0.16372855958564378,1.0,0.0,-0.8558751240868739,2.059048618241749e-15,0.8449908885960752
