reference_kind,case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds
raw_learned,73a367367e8a2588b8c2,ood,two_interface,3137,jacru_m2,17,0.575878858380131,0.0317850272664775,0.0833034429707683,-0.0026928043559641536,0.7883528593969494,0.41649327226211236,0.41480841409394725,0.7063635587692261,0.04110009431548874,13,13,1,1,0.013983374985400587
raw_learned,9a6e1a09d5cfb3f6b9d9,ood,smooth_no_interface,3163,jacru_m2,17,0.29885124894689613,0.03158566402809827,0.03414322520831489,0.0030690800112873565,0.5519340805990168,0.2471905154279995,0.246089775775761,0.7063669562339783,0.05142769455721746,13,13,1,1,0.012369625037536025
raw_learned,35d22c1380baf6593b39,ood,single_interface,3163,jacru_m2,17,0.5948760635498722,0.07173048252875086,0.07017232443607022,-6.604615958498582e-05,0.9187725080796443,0.1722569246671705,0.1700000846141718,0.7063707709312439,0.06455882335872362,13,13,1,1,0.011583249957766384
raw_learned,f0363cd7bec7fc07695b,ood,two_interface,3163,jacru_m2,17,0.520653044465376,0.03150065582365929,0.06888852262099746,-0.003946963185726404,0.710022114053031,0.3421302672476747,0.3406222938986664,0.7063571810722351,0.043878506292691695,13,13,1,1,0.010712250019423664
raw_learned,e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,17,0.3439671609578815,0.03494962752735063,0.03329464680039308,0.0019359640486218423,0.5642740546623684,0.3004606920633873,0.3004845287633293,0.7063696384429932,0.0500019807309602,13,13,1,1,0.009709500009194016
raw_learned,3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,17,0.43382814327308666,0.0564530776036566,0.05115758077059632,6.583832475071773e-05,0.7095712692235223,0.23500714735140965,0.2324884806106507,0.7063750624656677,0.06371680313132295,13,13,1,1,0.013613292016088963
raw_learned,b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,17,0.5654547400824212,0.038792158366273845,0.0781699626853814,-0.003221838644811608,0.7963935362088016,0.3874021533668709,0.38531941442213036,0.70636385679245,0.047004688890036096,13,13,1,1,0.009855624986812472
raw_learned,0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,jacru_m2,17,0.3143076136879151,0.035690747511387184,0.03564403422281317,0.0036420717073699046,0.551602281170004,0.22867613941960255,0.22804140068670645,0.7063823938369751,0.05271770185608267,13,13,1,1,0.0068015410215593874
raw_learned,2aa10b47cf2ae3da6dfc,ood,single_interface,3191,jacru_m2,17,0.41565664043946166,0.05174363363663812,0.048081632795684795,-0.005004285079791419,0.67885024092131,0.20777679654777106,0.2089705317205568,0.7063850164413452,0.06137811709273893,13,13,1,1,0.01024808397050947
raw_learned,00c3a80c137b7dc58c98,ood,two_interface,3191,jacru_m2,17,0.5622922029854094,0.03956401195704698,0.08451705665967353,-0.0033518764120464535,0.7617000675257911,0.3252782807116524,0.3244008268035187,0.7063754200935364,0.05202145025641335,13,13,1,1,0.00947512499988079
raw_learned,6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,29,0.2850473087722769,0.02921547369446079,0.03314618811989288,0.005357749528837794,0.5287777235252763,0.20274268248751875,0.20224620703547336,0.8580158948898315,0.048911083550686345,13,13,1,1,0.010260167007800192
raw_learned,cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,29,0.4601007956496899,0.05723022472017927,0.052659605142972736,0.007333929436388473,0.7248622075914317,0.24661760912314343,0.2454161610446202,0.860257089138031,0.06460922831112316,13,13,1,1,0.01360158302122727
raw_learned,b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,29,0.27470274029570896,0.023693163447506483,0.03013308116755253,0.0015237724110979142,0.505950725469983,0.23776269774571013,0.23790399480820693,0.8567953109741211,0.04435576476200638,13,13,1,1,0.010985166998580098
raw_learned,423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,29,0.7764601521122002,0.07145060843343874,0.09147889080006734,0.0017557901622239792,0.9142817279718308,0.2463503089103192,0.248320101287344,0.8601429462432861,0.0665875740878587,13,13,1,1,0.009117415989749134
raw_learned,5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,29,0.2747912771686837,0.02507021237668955,0.03190503821957119,0.003219736295285741,0.5117168752960379,0.21792589262654094,0.2172605249226181,0.8573670387268066,0.045859770346417986,13,13,1,1,0.009893417009152472
