case_id,split,family,base_seed,geometry_digest,mode,payload_digest,fit_repeats,threshold_calibration_repeats,audit_repeats,discrepancy_quantile,iid_noise_std,camera_bias_std,estimated_condition_number,estimated_minimum_eigenvalue,estimated_maximum_eigenvalue,mean_error_relative_iid,covariance_relative_frobenius_error,empirical_threshold,empirical_selection_score_mean,empirical_selection_score_maximum,empirical_audit_coverage,empirical_audit_score_mean,exact_threshold,exact_selection_score_mean,exact_audit_coverage,exact_audit_score_mean
9f862d87f3c25fedf3e1,development,single_interface,2129,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,paired_static,81f2f87cfe20ddf79723293a0ac4fbad785416a25a69d44cf6a67205a79862e5,64,64,64,0.95,0.0057214258992671916,0.011442851798534383,1.2661987654283657,3.075964341389566e-05,3.894782251569144e-05,0.024884781117602495,0.041360477763134285,189.21540316283347,157.2212611750484,205.97495117951348,0.953125,151.49820950436128,185.33298933786,153.6263959016611,0.953125,147.87224578856797
9f862d87f3c25fedf3e1,development,single_interface,2129,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,unpaired_distribution,f5d695bfa19e85e511de6c87b669e8bbf05c4cbf979e2ed6ee712eab5a1f364c,64,64,64,0.95,0.0057214258992671916,0.011442851798534383,119.87347491364623,3.178855176672225e-05,0.0038106041627493244,0.0,0.11172723481009536,175.53073155173797,148.91690604863732,185.57415044739147,0.90625,151.9119379516444,177.88011579485848,151.18354773208432,0.90625,154.2862577493558
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,paired_static,8a1fb32487d12f039fcc96dd8568f189a36426a974b0bb87a18e48c174d7d3f8,64,64,64,0.95,0.005500674791182654,0.011001349582365308,1.188724394509563,2.9150942434617258e-05,3.465243639497352e-05,0.01890956010204401,0.03336309157587195,177.26534308020217,150.1629709453258,192.68898214894568,0.875,153.2146305620701,177.19233000256554,149.678241506829,0.890625,152.73996220737098
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,unpaired_distribution,a9c43a16a9d422f86ab0e4bb58bdf1a83047889196ae4f929c6e24ecfc73b486,64,64,64,0.95,0.005500674791182654,0.011001349582365308,133.87420653665328,2.9775655866306498e-05,0.003986192303210228,0.0,0.17050486903047105,177.63450809041944,146.95774422680302,195.61701553783877,0.9375,151.2069391857795,181.86833309947835,150.63812493008345,0.9375,155.21649380000173
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,paired_static,79b97f340dc18e87328dca7fdb8947f977509563a861a6ccffb031a72a7eaeff,64,64,64,0.95,0.00413431781194056,0.00826863562388112,1.2671793824628599,1.657853149434905e-05,2.10079733011503e-05,0.022658602139196047,0.03479043806491195,177.22542051054776,151.81258075623956,198.51531988438026,0.9375,144.6977531594054,176.99245636590877,150.99325999005703,0.953125,144.04839009669257
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,unpaired_distribution,62b5c3235152222608c4e9506e2d0904f7abff338dbde6897805912daa7ea0b5,64,64,64,0.95,0.00413431781194056,0.00826863562388112,113.6337097185412,1.637250693799443e-05,0.0018604687007568608,0.0,0.08935538569263335,186.26817702420678,147.11475852275268,195.9315081564788,0.984375,149.27655401454533,185.05826355674384,146.5194643512284,0.984375,148.66068344965987
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,paired_static,7616e5c6dbc668cb28a4269a985a1766d514e81a2c12b1914ef885d92a6a4db0,64,64,64,0.95,0.006290815086530588,0.012581630173061176,1.2976138065855443,3.798862817239151e-05,4.929456840973979e-05,0.02899593271671556,0.04179088787899129,172.1364314822226,148.40581774805747,185.2771753750632,0.8125,153.404530548899,170.88881605955459,148.33772106747836,0.8125,153.29034429245988
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,unpaired_distribution,8ea72ec6ceff1a7febdf5f44984d9500502df4a5467cddabeac58024328f15a3,64,64,64,0.95,0.006290815086530588,0.012581630173061176,106.77429552392536,3.7832388082870737e-05,0.004039526585536272,0.0,0.05716904482651414,179.63738512172094,151.8357806832797,190.737610089586,0.921875,154.26446312253034,176.33172873034573,148.92699169212182,0.921875,151.19773653558855
317ac465ce89a727ceb8,development,single_interface,2153,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,paired_static,3afa23fa3137498624d8f552b724f87ae888210afa3fcba29b025828fa3b7ea1,64,64,64,0.95,0.00432480887085291,0.00864961774170582,1.2886195686911326,1.833520937846836e-05,2.3627109601143505e-05,0.03864092216722319,0.029199752969721538,178.7410049478615,148.55636441370945,189.11009036753353,0.875,154.76235295503875,179.47277396219044,148.9829466843235,0.875,155.11876685444355
317ac465ce89a727ceb8,development,single_interface,2153,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,unpaired_distribution,ffe247a777584c87d7d6aeba4efc4debddce1e69af40b1b806f9a3d8cf5815e9,64,64,64,0.95,0.00432480887085291,0.00864961774170582,127.1404758451121,1.75476884571605e-05,0.002231021460425167,0.0,0.18708342816237147,176.02243166971488,151.71798163334847,194.0046664555274,0.921875,153.26189197834458,172.29731074450575,148.50730076131487,0.921875,149.95085451992492
