family,phantom_seed,noise_fraction,rig_name,network_repeat_id,base_training_seconds,residual_training_seconds
smooth_plume,3301,0.02,nominal_six_view,base101_residual307,1.1635407499270514,6.574441749951802
smooth_plume,3301,0.02,nominal_six_view,base211_residual419,1.1039974170271307,6.41555541602429
smooth_plume,3301,0.08,nominal_six_view,base101_residual307,1.077384709031321,6.422098167007789
smooth_plume,3301,0.08,nominal_six_view,base211_residual419,1.100085583049804,6.45638062490616
smooth_plume,3301,0.02,sparse_four_view,base101_residual307,0.8046175000490621,6.087419874966145
smooth_plume,3301,0.02,sparse_four_view,base211_residual419,0.7997276659589261,6.107969040982425
smooth_plume,3301,0.08,sparse_four_view,base101_residual307,0.8052296249661595,6.070705583901145
smooth_plume,3301,0.08,sparse_four_view,base211_residual419,0.7741287089884281,6.105910041020252
smooth_plume,3301,0.02,coarse_ray_six_view,base101_residual307,0.7725521660177037,6.06817429093644
smooth_plume,3301,0.02,coarse_ray_six_view,base211_residual419,0.7888116670073941,6.012485500075854
smooth_plume,3301,0.08,coarse_ray_six_view,base101_residual307,0.78240712499246,6.048851290950552
smooth_plume,3301,0.08,coarse_ray_six_view,base211_residual419,0.7796805830439553,6.02713645901531
smooth_plume,3302,0.02,nominal_six_view,base101_residual307,1.090178040903993,6.438449708046392
smooth_plume,3302,0.02,nominal_six_view,base211_residual419,1.087803167058155,6.435026374994777
smooth_plume,3302,0.08,nominal_six_view,base101_residual307,1.0908953750040382,6.414452457916923
smooth_plume,3302,0.08,nominal_six_view,base211_residual419,1.0818627920234576,6.434329417068511
smooth_plume,3302,0.02,sparse_four_view,base101_residual307,0.789822917082347,6.123932417016476
smooth_plume,3302,0.02,sparse_four_view,base211_residual419,0.7973246249603108,6.088523208978586
smooth_plume,3302,0.08,sparse_four_view,base101_residual307,0.7801005410728976,6.101131166913547
smooth_plume,3302,0.08,sparse_four_view,base211_residual419,0.8047490420285612,6.122220416087657
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,0.7829649579944089,6.047005917062052
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,0.7757924579782411,6.015451750019565
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,0.7893897918984294,6.04140483296942
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,0.7742491669487208,6.034110666019842
smooth_plume,3303,0.02,nominal_six_view,base101_residual307,1.0944071660051122,6.415902500040829
smooth_plume,3303,0.02,nominal_six_view,base211_residual419,1.087836958002299,6.446572665940039
smooth_plume,3303,0.08,nominal_six_view,base101_residual307,1.093396665994078,6.464010042021982
smooth_plume,3303,0.08,nominal_six_view,base211_residual419,1.0851485839812085,6.445012166979723
smooth_plume,3303,0.02,sparse_four_view,base101_residual307,0.8055025419453159,6.1156769170193
smooth_plume,3303,0.02,sparse_four_view,base211_residual419,0.7935597909381613,6.09022458398249
smooth_plume,3303,0.08,sparse_four_view,base101_residual307,0.7883960000472143,6.115624500089325
smooth_plume,3303,0.08,sparse_four_view,base211_residual419,0.7906401250511408,6.048704082961194
smooth_plume,3303,0.02,coarse_ray_six_view,base101_residual307,0.7788045830093324,6.019736750051379
smooth_plume,3303,0.02,coarse_ray_six_view,base211_residual419,0.7763890830101445,6.029312332975678
smooth_plume,3303,0.08,coarse_ray_six_view,base101_residual307,0.770699750049971,5.98820266709663
smooth_plume,3303,0.08,coarse_ray_six_view,base211_residual419,0.7666640840470791,6.036664374987595
smooth_plume,3304,0.02,nominal_six_view,base101_residual307,1.0985920840175822,6.431654417072423
smooth_plume,3304,0.02,nominal_six_view,base211_residual419,1.092430584016256,6.423971166019328
smooth_plume,3304,0.08,nominal_six_view,base101_residual307,1.0981141671072692,6.4075413750251755
smooth_plume,3304,0.08,nominal_six_view,base211_residual419,1.090651832986623,6.408359958091751
smooth_plume,3304,0.02,sparse_four_view,base101_residual307,0.7871687080478296,6.089952958980575
smooth_plume,3304,0.02,sparse_four_view,base211_residual419,0.7893730000359938,6.089997999952175
smooth_plume,3304,0.08,sparse_four_view,base101_residual307,0.7814692499814555,6.1368858750211075
smooth_plume,3304,0.08,sparse_four_view,base211_residual419,0.7813343330053613,6.071848209016025
smooth_plume,3304,0.02,coarse_ray_six_view,base101_residual307,0.7806265840772539,5.995341624948196
smooth_plume,3304,0.02,coarse_ray_six_view,base211_residual419,0.7901294999755919,5.951166916987859
smooth_plume,3304,0.08,coarse_ray_six_view,base101_residual307,0.7682535420171916,6.018246667110361
smooth_plume,3304,0.08,coarse_ray_six_view,base211_residual419,0.772838290897198,6.028165958006866
smooth_plume,3305,0.02,nominal_six_view,base101_residual307,1.0930723750498146,6.447522082948126
smooth_plume,3305,0.02,nominal_six_view,base211_residual419,1.086624333052896,6.438968791044317
smooth_plume,3305,0.08,nominal_six_view,base101_residual307,1.0887958749663085,6.439621999976225
smooth_plume,3305,0.08,nominal_six_view,base211_residual419,1.0833069590153173,6.447880042018369
smooth_plume,3305,0.02,sparse_four_view,base101_residual307,0.7845524169970304,6.113767416914925
smooth_plume,3305,0.02,sparse_four_view,base211_residual419,0.7959400829859078,6.062320541008376
smooth_plume,3305,0.08,sparse_four_view,base101_residual307,0.8262571250088513,6.08947924990207
smooth_plume,3305,0.08,sparse_four_view,base211_residual419,0.7797644999809563,6.081982542062178
