weight_decay,selection_relative_aperture_error,final_batch_data_loss,final_total_loss
0.0,0.7700436606807264,0.45617926120758057,0.45617926120758057
0.0001,0.7700635407731501,0.4463033676147461,0.4463033676147461
0.01,0.7701026689227379,0.45612722635269165,0.45612743496894836
