rig_id,method,relative_renderer_residual_error,relative_operator_error,mean_probe_forward_relative_error,mean_probe_gradient_cosine,worst_probe_gradient_cosine
dco-rig-034,full_matrix_geometry_ridge,0.5371156566423152,0.08339169538886297,0.03230870338365299,0.9989013430119988,0.998785493700665
dco-rig-035,full_matrix_geometry_ridge,0.5616120662612788,0.08214548564514154,0.017107666777669176,0.9994433302792937,0.9990058280139787
dco-rig-036,full_matrix_geometry_ridge,0.41694923195205086,0.06931829359422566,0.015743749547224885,0.9995417226714954,0.9988038384903809
dco-rig-037,full_matrix_geometry_ridge,0.4180830505344324,0.06122278124969387,0.018584965653608128,0.9996964552912875,0.9992657566159455
dco-rig-038,full_matrix_geometry_ridge,0.3703319755220331,0.0599136779740851,0.014472510559480598,0.9995709215294125,0.9995072342498728
dco-rig-039,full_matrix_geometry_ridge,0.4822188513548322,0.07832057535355781,0.01801463043787005,0.9996537113307736,0.9990977028016574
dco-rig-040,full_matrix_geometry_ridge,0.5393519699819115,0.08478999381226085,0.02244009148116018,0.9994115824897164,0.9993214409486985
dco-rig-041,full_matrix_geometry_ridge,0.4141713100217207,0.06933416097876012,0.0257955602394692,0.9995945033665026,0.9989624927964087
dco-rig-030,camera_local_kernel_geometry_ridge,0.9301339799992194,0.14242007261717163,0.04724327798740856,0.9978254723128761,0.9966595334643296
dco-rig-031,camera_local_kernel_geometry_ridge,0.9184837481201578,0.13699799236771834,0.04497527065972345,0.9971759054176041,0.9961546901152298
dco-rig-032,camera_local_kernel_geometry_ridge,0.9324452319485073,0.14055483604481128,0.043084959380887855,0.997828021778052,0.9975500102600005
dco-rig-033,camera_local_kernel_geometry_ridge,0.8832727713919581,0.14021411343846488,0.04495993141008197,0.9971384077531348,0.9967974701456597
dco-rig-034,camera_local_kernel_geometry_ridge,0.969392146014174,0.1505062337190516,0.04286132727387148,0.9959984408545848,0.9952929802076557
dco-rig-035,camera_local_kernel_geometry_ridge,0.9533179995238882,0.1394392584305909,0.04202829312626924,0.9976833842206957,0.9968062904554102
dco-rig-036,camera_local_kernel_geometry_ridge,0.8856633120810367,0.14724255326012392,0.04387732904505927,0.9978051965826589,0.9972083259988778
dco-rig-037,camera_local_kernel_geometry_ridge,0.9568192583194818,0.14011363549109848,0.04520340469831457,0.9970095346133974,0.9961263436297768
dco-rig-038,camera_local_kernel_geometry_ridge,0.9022790176605265,0.14597403972660838,0.04661287452560926,0.9968174351842412,0.9965181421650631
dco-rig-039,camera_local_kernel_geometry_ridge,0.8845212511186215,0.14366135439421787,0.04210943424700696,0.9980642167588196,0.9969221342213697
dco-rig-040,camera_local_kernel_geometry_ridge,0.9242006826724138,0.14529096865579136,0.04559668698669686,0.9971990967913015,0.9967582277164372
dco-rig-041,camera_local_kernel_geometry_ridge,0.8643268800478684,0.14469225074128284,0.04249181878089021,0.9974332938930076,0.9964613871938589
dco-rig-030,oracle_camera_local_kernel,0.9193011100412212,0.1407613673561599,0.05169295990186548,0.9978676717136951,0.9966913181311216
dco-rig-031,oracle_camera_local_kernel,0.905229498838768,0.13502103246439068,0.04781036802706553,0.9971389603538439,0.9962006122667865
dco-rig-032,oracle_camera_local_kernel,0.9172928204999472,0.13827079336448636,0.04870930149701196,0.9977986040896307,0.9975243027378629
dco-rig-033,oracle_camera_local_kernel,0.8756711917723331,0.13900740948288165,0.047764292796681304,0.9971319884176224,0.9967955370788718
dco-rig-034,oracle_camera_local_kernel,0.9450893717239851,0.14673302486608136,0.05132109625731462,0.996321156634527,0.9956204737118884
dco-rig-035,oracle_camera_local_kernel,0.938932917041506,0.13733519112586362,0.044258580052491316,0.9977327966288018,0.9966726382251909
dco-rig-036,oracle_camera_local_kernel,0.8757170636271759,0.14558897791413283,0.04409781220666302,0.9976628271362747,0.9973748451506148
dco-rig-037,oracle_camera_local_kernel,0.9460464822215672,0.13853610367379215,0.04785551351181795,0.9971018029843169,0.9962481945000202
dco-rig-038,oracle_camera_local_kernel,0.8955531045454024,0.14488589660341958,0.0497204960444395,0.9968520480665563,0.9965077622844134
dco-rig-039,oracle_camera_local_kernel,0.8758156014659988,0.14224740824154417,0.04685141089325564,0.9981234203995751,0.9969097065942697
dco-rig-040,oracle_camera_local_kernel,0.9072816191301694,0.14263117065207911,0.052632761135949974,0.9972895525415864,0.9968502653054286
dco-rig-041,oracle_camera_local_kernel,0.8501284659110513,0.14231537163936347,0.04724652087966561,0.9974839727595849,0.9965336624232861
