rig_id,block_id,true_aperture_radius,metadata_aperture_radius,candidate_aperture_radius,validation_camera_index,kappa,mean_gcv,mean_upre,mean_effective_df_fraction,mean_whitened_discrepancy,mean_df_corrected_discrepancy,outer_validation_mse,whitening
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.0031622776601683794,2.2169626832970275,0.5491161595578647,0.6975453606281119,0.4330435825528857,1.0830347756709648,34.43818602343623,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.01,2.0441880212938974,0.5108336205766175,0.634103003372757,0.49626881518020644,1.1113909048697446,23.620284058330054,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.03162277660168379,2.111662119268243,0.5385176277179005,0.5635127264899535,0.636897265333975,1.2818490236495754,21.70051366111492,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.1,3.3079843902855863,1.0193535048151352,0.48234448052512335,1.2476023359749382,2.255414758050646,22.07310063993959,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.31622776601683794,10.22300854758193,4.4986074139178225,0.38632059612322833,4.880494460120657,7.896839365892704,23.222280215075216,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,1.0,37.95743383747265,22.59378739621243,0.27367945972348695,23.155900260654853,33.11932151130661,35.035335070601356,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,1e-06,4.065926816131922,0.7546566976163112,0.9273433812201314,0.2709072876641011,1.0885910418868705,2724.497339099281,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,3.162277660168379e-06,3.827935239445,0.739054661293649,0.9125339211434079,0.27900038746419636,1.0794651292143875,1033.3629852395716,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,1e-05,3.5871241103369456,0.7213663203523142,0.8936896525516426,0.29146287626968603,1.0789473985530686,303.0488789172761,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,3.1622776601683795e-05,3.3204092682338864,0.6988828541244234,0.8686632621219437,0.30902163472931377,1.084722246053043,122.37857759137547,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.0001,3.033562591933925,0.6703659558044688,0.8355231384648074,0.3335289342607768,1.089749996647717,66.0629795414577,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.00031622776601683794,2.7717926665999286,0.6392325251926049,0.7966694743047333,0.36456136630503155,1.089581395127067,45.93475510810274,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.001,2.5259696313532656,0.6041124344550812,0.7550519997046181,0.39602923492769215,1.0818810923141395,41.880592559506354,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.0031622776601683794,2.301580007861501,0.5655253901332401,0.7094378162482728,0.43042488413600355,1.080600990992623,40.9424767899441,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.01,2.193125101297487,0.5449139650119754,0.6549367361296653,0.4970151872045109,1.1454399962837534,41.33354881111077,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.03162277660168379,2.4936255324289784,0.6407280346576205,0.5869788340152957,0.7015619002331474,1.468367728806828,46.139763258829376,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.1,4.264372771113379,1.328488871396483,0.5026886925650381,1.524186963292422,2.858767043306435,59.75066905972462,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.31622776601683794,11.666898146402065,5.028987893810711,0.4005217286804097,5.388153127922055,8.945137855418725,85.08307685753417,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,1.0,36.55895778145678,21.357499039005553,0.28241059657298384,21.90564208448878,31.79735419746612,125.07256360031282,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,1e-06,3.590181390273532,0.7225304231982601,0.9233864211646772,0.24511214933477674,0.9750611104285392,14669.070356198605,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,3.162277660168379e-06,3.406153507856046,0.7077862113414259,0.9081091464904203,0.25481157695675355,0.9731088412606492,3473.3477668679548,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,1e-05,3.1707831218223284,0.6868661726240398,0.8890415863669323,0.26439963443694814,0.9656953770053249,897.2442638385432,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,3.1622776601683795e-05,2.926138687848572,0.661542980026107,0.8647318008099267,0.2779720987302241,0.9609503516711662,367.47226599219266,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.0001,2.7018788141233334,0.6337044471550491,0.8343433628244141,0.2987550666359865,0.9656980151600953,189.0494018874378,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.00031622776601683794,2.4879961852779378,0.6021786567554533,0.7983835439059989,0.32476498650585517,0.9713467528096968,116.82150210116997,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.001,2.2607995351778003,0.562688191193802,0.7559392296325984,0.35318542378164475,0.9730535267489314,79.88405556233555,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.0031622776601683794,2.069041927467214,0.5213478966893472,0.7051995050295587,0.39302868864205337,0.9884753605467567,55.47946903112482,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.01,1.972878784038098,0.49422574803074615,0.6459141013360006,0.4607631858931453,1.0495387930360878,45.05160421835885,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.03162277660168379,2.1388588743761554,0.5432233661890593,0.5769068893153516,0.6201723432844967,1.275267974265331,43.25332108718469,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.1,3.461807910064963,1.0562952944639061,0.4942145402438284,1.2655520300737808,2.337589368700505,46.351767502736266,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.31622776601683794,9.927842288552611,4.2868437389160245,0.39391681929785255,4.65657682803946,7.649796911962163,57.08009735796875,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,1.0,33.36346082098521,19.637160679377264,0.2775302613184617,20.193112261267725,29.082002911902844,91.7841004140827,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,1e-06,3.6549239517650616,0.7278003556022687,0.9324937354412428,0.23581037889628012,0.9670072446779328,14509.29737355064,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,3.162277660168379e-06,3.409433303113782,0.7091611700095849,0.9169811500549481,0.24199132992166794,0.9497931248586832,3833.979305601136,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,1e-05,3.148945401026376,0.6864964770396067,0.897942799469877,0.24978799788780337,0.9374969237161559,945.7632435478956,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,3.1622776601683795e-05,2.875468619924461,0.6583169692954336,0.8727971256910392,0.26184156818977106,0.9281557988499525,346.2647916259558,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.0001,2.608772835478974,0.625022802250446,0.84154430048114,0.278551921480622,0.9198672173391098,198.5699853350712,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.00031622776601683794,2.3644087543899985,0.5871302526583593,0.802898623916102,0.302492454392596,0.9231800328427603,126.92399662747314,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.001,2.1624767088701944,0.5472006904325759,0.7553895193203725,0.3385774595199799,0.9405189173515993,74.1640364328903,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.0031622776601683794,2.0014861467123506,0.5075937709535703,0.700553331642777,0.3867084403251271,0.969386354099621,42.34737530849296,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.01,1.9034844592979177,0.47706852058677895,0.6378874775644818,0.45644855648360805,1.0300650222805565,28.843773320638523,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.03162277660168379,2.0109798924094124,0.5077030684148964,0.5662513387655226,0.6017009263900602,1.2185159795953528,26.211057598466603,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.1,3.074290796757038,0.9292472776422339,0.4837329723230971,1.1552745219252785,2.0963096771034415,25.73413495877775,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.31622776601683794,9.048085175406293,3.9324033356739205,0.38695068672477373,4.313282236914282,6.98329231341862,24.343825017632458,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,1.0,33.27177984939357,19.66738476284587,0.2753799589920104,20.226776828458654,28.94462210921995,31.400443405163216,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,1e-06,4.009644627862084,0.7507460188615818,0.9307430453489132,0.2615571463033206,1.0665437268830462,13033.831806007665,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,3.162277660168379e-06,3.769938611457453,0.7347805270917094,0.9145223055154352,0.27154483826701303,1.0622713997978883,2828.1706694176455,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,1e-05,3.5114412533074253,0.7152175487439628,0.8933887685845381,0.285795519008702,1.0636032045368569,791.6082491030061,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,3.1622776601683795e-05,3.2744977349991267,0.69461191364492,0.8672234207490139,0.3070544404464979,1.0716401195324443,342.7551272082127,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.0001,3.01971235084101,0.6688428444539465,0.8363863355026533,0.3306247076497013,1.0754069723911313,185.88282609726406,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.00031622776601683794,2.7232408825138115,0.6328914919930304,0.7986013618778021,0.3551293129885472,1.0707864208508324,104.30782412150859,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.001,2.423520302741588,0.5878140931042384,0.7510066578962428,0.38620344047025,1.0649718559378192,53.56513924887524,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.0031622776601683794,2.172428618542058,0.5402366030518151,0.6945130239453543,0.4290157647392483,1.0649407116955072,28.7035596973302,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.01,2.0208328380132086,0.5051546408933799,0.6317515455006517,0.4943521680923372,1.1018347988672723,20.406391369936447,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.03162277660168379,2.154707695832834,0.5521583412054072,0.5612936348659396,0.6540885254199038,1.3116147660520072,19.505277476141835,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.1,3.543439201143482,1.1118108137326077,0.4804062674529921,1.3431607858078203,2.4199230340055857,20.910229096796236,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,0.31622776601683794,10.974441978235038,4.872076715194947,0.38492308807633113,5.256199774272817,8.484251845932143,23.178678794129137,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,2,1.0,39.54531266305434,23.604923715441913,0.2727921154861845,24.168456330664018,34.51550463442873,35.80779203207412,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,1e-06,4.148594814219124,0.7602508292823162,0.9265972087157696,0.27769529533708515,1.1147127820435683,3216.593017563155,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,3.162277660168379e-06,3.8902178888128236,0.743717114827855,0.9110709298149853,0.2860036271238786,1.1037075980778688,1207.7923112884994,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,1e-05,3.602721350771323,0.7227183727819196,0.8918964201705006,0.29568410050911875,1.0884675401142343,358.95060124018147,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,3.1622776601683795e-05,3.292556377029242,0.6963040010833463,0.8673233251208189,0.30858668089003605,1.077253827469526,138.71319504964646,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.0001,2.979318102197705,0.6643926309342632,0.8350156429047411,0.3283676022866773,1.0694644198433187,69.972415196609,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.00031622776601683794,2.6968401420706547,0.6293752565668105,0.7966950174754003,0.35466322860617006,1.0597484748628916,46.214889261711434,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.001,2.4415756908945294,0.5908659164323411,0.754767978509197,0.3832371508176259,1.0477766390120762,39.322670182075356,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.0031622776601683794,2.2214571592827945,0.5504611037859439,0.7081229074842604,0.41746445181112724,1.047396173574075,36.85991996972603,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.01,2.1391874652462546,0.5327626887316436,0.6527074586033998,0.48843075496620386,1.1220666921432665,37.012319211907446,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.03162277660168379,2.559640999701181,0.6607159286244165,0.5845236030864205,0.7254781636861438,1.5120999993528965,42.70613000735652,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.1,4.633230259422172,1.4666234297800222,0.5004705641768955,1.6658705270969896,3.1124483814685067,58.561760189322605,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,0.31622776601683794,12.403754390465846,5.3888846470212615,0.3988753043315184,5.750684160090832,9.51876930422874,86.17102742784354,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,3,1.0,37.56062460460087,22.00171031519178,0.2814310026440918,22.55142071096123,32.676963485812905,126.95567039943884,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,1e-06,3.6797171347572175,0.728583401599322,0.9223757845936235,0.2527821462495245,1.0041690665953564,9583.097883769959,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,3.162277660168379e-06,3.46533105780456,0.7120604693513958,0.9061808678339411,0.2621710808170899,0.9981863645292781,2457.1130181010867,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,1e-05,3.200904916321419,0.6890435786520136,0.8861380504265044,0.27122269796960663,0.9843151726171737,791.9055314280296,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,3.1622776601683795e-05,2.926740542095166,0.6610417309277907,0.8610017892476302,0.28343886813158237,0.9720515171277877,382.7177366732491,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.0001,2.6776906130408156,0.6302232879114653,0.829515976064662,0.3029977262080061,0.9698014263952007,200.23369211715894,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.00031622776601683794,2.4514131195514732,0.5963837716522635,0.7925138368802753,0.3283616326438229,0.9702327660447106,120.64488346964055,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.001,2.229876707624345,0.5567156372067734,0.7496249586059047,0.3573157034373259,0.9707303251101264,80.7901212745991,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.0031622776601683794,2.0611191457690756,0.5189498309963169,0.6994411870708972,0.3998439316828813,0.9927381813699063,55.51348606216871,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.01,2.0069718650170167,0.5019766115088713,0.6408318533300374,0.4766456461808113,1.0748790452781485,44.140175887553156,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.03162277660168379,2.2370572444745815,0.5732564903624965,0.5722367262723091,0.6576777283268019,1.3414753960375116,42.02365320994573,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.1,3.655540215953261,1.1357077672995848,0.4898026399966347,1.3520235433049694,2.480291388473017,45.55067814973081,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,0.31622776601683794,10.254513250623752,4.478123807326414,0.38997817088929354,4.854158733903544,7.926466447862892,57.13740323414576,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,0,1.0,33.750400757739754,19.986481788681232,0.27468569406163224,20.546984678182618,29.454360479983244,92.72452579475254,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,1e-06,3.528904437023569,0.7190502821643815,0.9285457133045184,0.23337714087715214,0.9433356254444323,12346.702559835347,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,3.162277660168379e-06,3.3152506085941225,0.7018547620515831,0.9135177763667639,0.240226319864761,0.9320887071327131,2904.9358800940354,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,1e-05,3.076942937731321,0.6800378099362172,0.8943212001340297,0.24912388972176952,0.926284911152914,795.3349822492665,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,3.1622776601683795e-05,2.821377304804628,0.6523559076711893,0.8682880092021891,0.26309509294768696,0.9234515198873079,344.7209861202964,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.0001,2.571617721082656,0.6196515300336514,0.8358393808893577,0.28230852061067896,0.9205100674355382,211.17596278835578,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.00031622776601683794,2.3416673887110124,0.5826644183333768,0.7966874130418423,0.30796455746642915,0.9259596023183497,137.57981702452258,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.001,2.1409931551531787,0.5423801788019269,0.7492184911263399,0.3436305929997831,0.9416315149798333,80.91110065732589,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.0031622776601683794,1.9933354189813985,0.5048338008732429,0.6943206327634,0.39392078845180295,0.9754323585847552,44.63663196110686,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.01,1.9479928510831046,0.4873249027905704,0.6315618260943245,0.47682598103965124,1.064019079884372,28.380751250052764,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.03162277660168379,2.135984024918099,0.5468407195146461,0.5600075283883589,0.6508286740932718,1.3042265525749124,24.875357508291042,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.1,3.308906047102236,1.0266869259403852,0.4781367605949569,1.2616681089884543,2.268141852103252,24.304397719266074,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,0.31622776601683794,9.559806001554593,4.215287084310183,0.3826175484277225,4.603099006825826,7.398515674457339,23.359614267116132,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,1,1.0,34.28458786169488,20.395439430442156,0.27265520315832015,20.959191105388843,29.85056896290448,31.700117453964566,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,2,1e-06,4.114704375798475,0.7577110128099093,0.9294274773400375,0.27062704906584933,1.1008688921387015,11092.968765485159,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,2,3.162277660168379e-06,3.8358552624709006,0.739645440973008,0.9122986871003972,0.27996754161237264,1.0907938319847674,2321.0020112651814,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,2,1e-05,3.5461418800553814,0.7181234290014962,0.8902314797888712,0.2937530613393021,1.084980644902981,668.7257968400046,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,2,3.1622776601683795e-05,3.2737178419694666,0.6945840443804026,0.8634275738543293,0.31309992621347577,1.0833568423500175,301.7316294474582,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,2,0.0001,2.981059183178822,0.6645498071872262,0.8314268691047313,0.33426681661965607,1.076816154019824,169.32082048324833,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,2,0.00031622776601683794,2.674068933478715,0.62620381226556,0.792388832776916,0.3583816798224946,1.0665825219225387,94.54050466021064,diagonal
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.08,2,0.001,2.3908720288202234,0.5821979913316784,0.7444302483149428,0.39110959402776996,1.0628928325834335,48.14813232019104,diagonal
