rig_id,candidate_partition,risk_score,acceptance_threshold,support_gate_passed,fallback_used,observed_field_harm_vs_fallback,observed_residual_harm_vs_fallback,harm_failure
fresh-00,paired_cross,0.14285714285714285,0.4,False,True,0.0,0.0,False
fresh-01,paired_local,0.4,0.4,False,True,0.0,0.0,False
fresh-02,paired_cross,0.14285714285714285,0.4,False,True,0.0,0.0,False
fresh-03,paired_cross,0.14285714285714285,0.4,False,True,0.0,0.0,False
fresh-04,paired_local,0.4,0.4,False,True,0.0,0.0,False
fresh-05,paired_cross,0.14285714285714285,0.4,False,True,0.0,0.0,False
fresh-06,paired_cross,0.14285714285714285,0.4,False,True,0.0,0.0,False
fresh-07,paired_cross,0.14285714285714285,0.4,False,True,0.0,0.0,False
