partition,base_seed,family,case_id,geometry_digest,candidate_id,field_relative_l2,h1_seminorm_relative_l2,field_mean_bias,data_residual_relative_l2,fallback,fallback_reason,takeover,evaluator_only,basis_rank,warm_forward_calls,warm_adjoint_calls,warm_projection_forward_calls,setup_forward_calls,setup_adjoint_calls,refine_forward_calls,refine_adjoint_calls,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,shared_warm_seconds,deployment_setup_seconds,candidate_refine_seconds,end_to_end_seconds,coefficient_norm,coefficient_radius,coefficient_clipped,projection_target_residual_ratio,coefficient_evaluator_forward_calls,coefficient_evaluator_adjoint_calls,frozen_source_candidate_id,evaluator_search_forward_calls,evaluator_search_adjoint_calls,evaluator_search_unique_evaluations,high_order_teacher_setup_seconds
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,low_cgls24_matched,0.705114037565221,1.215689402087825,0.0051031347209812405,0.00037155239051815285,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.009659332979936153,0.009659332979936153,,,,,,,,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,component_damping,0.6996273230981306,1.1036247023611336,0.005491861202608472,0.0008641251304949372,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004678624973166734,0.0,0.004493874963372946,0.00917249993653968,,,,,,,,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,krylov_schedule_damping_anchor,0.6996020647003544,1.1035004481593698,0.0054918793823169705,0.0015965176533650615,False,,True,False,4,12,12,1,2,2,10,10,25,24,0,0,0.004678624973166734,0.0006558329914696515,0.0032404999947175384,0.008574957959353924,,,,,,,,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,measurement_projection_oracle,0.6974908576022869,1.125541462666034,0.005315950773113237,0.0008360229562606796,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004678624973166734,0.0006558329914696515,0.003169959003571421,0.008504416968207806,0.6887070960594612,1.0611477867530692,False,0.6765043101022468,0,0,,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,adjoint_projection_oracle,0.6976235411984606,1.1215970175204881,0.005341611831599597,0.0011844640203775383,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004678624973166734,0.0006558329914696515,0.003130124998278916,0.008464582962915301,0.5850770389258565,1.0611477867530692,False,0.7343077071295403,0,5,,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,frozen_global_pca_rank4_probe_tax_oracle,0.6976164173974375,1.1152763909298782,0.005441221282313259,0.0021193236419843227,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004678624973166734,0.0006558329914696515,0.0030970420339144766,0.008431499998550862,0.5211564677947146,1.0611477867530692,False,0.5574882441784491,,,adjlr_camera_r4_tl21em02_a1e00_s1p0,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,truth_conditioned_finite_k_oracle_search,0.6974355737994059,1.128026277689098,0.005285648227457753,0.0005079085186301779,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004678624973166734,0.0006558329914696515,0.003800917009357363,0.009135374973993748,0.8229836723446741,1.0611477867530692,,,,,,3270,3270,327,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,exact_mismatch_refine12_oracle,0.6962397454789389,1.1237718457144008,0.005273699929575783,0.0010477096386643258,False,,True,True,,12,12,1,0,0,12,12,25,24,0,0,0.004678624973166734,0.0,0.003326917008962482,0.008005541982129216,,,,,,,,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,exact_mismatch_oracle,0.6962444905126912,1.1238742014845,0.005278495504161846,0.0015517986819339404,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004678624973166734,0.0006558329914696515,0.0035069999867118895,0.008841457951348275,,,,,,,,,,,
calibration,1277,single_interface,0df2064d6e220a501cc4,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,high_order_teacher_b0p75,0.6997885219148394,1.0824720441367648,0.0054642139347188074,0.0014691644676732695,False,,True,True,4,12,12,1,2,2,10,10,25,24,1,0,0.004678624973166734,0.0006558329914696515,0.0028527090325951576,0.008187166997231543,,,,,,,,,,,0.00020450004376471043
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,low_cgls24_matched,0.5604475660738483,1.2220526739412427,0.018417952099600985,0.0019754115477754342,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.007807124988175929,0.007807124988175929,,,,,,,,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,component_damping,0.5511086248828708,1.061648956492642,0.019509269203770156,0.0038119070986515143,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.0039113329839892685,0.0,0.004005333001259714,0.007916665985248983,,,,,,,,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,krylov_schedule_damping_anchor,0.5513030256652385,1.0613638085176482,0.019511668504743205,0.0045115459061611605,False,,True,False,4,12,12,1,2,2,10,10,25,24,0,0,0.0039113329839892685,0.0010124999680556357,0.002845333016011864,0.007769165968056768,,,,,,,,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,measurement_projection_oracle,0.5484370433242213,1.108319326063327,0.01906057552171571,0.006119113645803494,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.0039113329839892685,0.0010124999680556357,0.003763666027225554,0.008687498979270458,0.5950285818501384,2.412507672864369,False,0.8114871795527262,0,0,,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,adjoint_projection_oracle,0.5491626267344687,1.104633065822362,0.019089706129509314,0.003910648640501251,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.0039113329839892685,0.0010124999680556357,0.0033039170084521174,0.008227749960497022,0.5565781375540116,2.412507672864369,False,0.8698516395114304,0,5,,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,frozen_global_pca_rank4_probe_tax_oracle,0.546335267599048,1.1156034025414439,0.018807393873035618,0.005843901467983422,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.0039113329839892685,0.0010124999680556357,0.0028567909612320364,0.007780623913276941,0.6189217522855007,2.412507672864369,False,0.271765486561116,,,adjlr_camera_r4_tl21em02_a1e00_s1p0,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,truth_conditioned_finite_k_oracle_search,0.5480965108183191,1.110568780119853,0.019072518897344373,0.008123406234555803,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.0039113329839892685,0.0010124999680556357,0.002974500006530434,0.007898332958575338,0.5810227328743978,2.412507672864369,,,,,,4980,4980,498,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,exact_mismatch_refine12_oracle,0.5454539298225526,1.1209284134190152,0.018751498213616345,0.004018038865869919,False,,True,True,,12,12,1,0,0,12,12,25,24,0,0,0.0039113329839892685,0.0,0.0040683329571038485,0.007979665941093117,,,,,,,,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,exact_mismatch_oracle,0.545756194485595,1.119705528271352,0.018738616020465143,0.005676166383944737,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.0039113329839892685,0.0010124999680556357,0.0028945839731022716,0.007818416925147176,,,,,,,,,,,
calibration,1289,smooth_no_interface,053736d143b5a7f2878b,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,high_order_teacher_b0p75,0.5491764573027587,1.083987837357677,0.019328052627746065,0.006244204383602734,False,,True,True,4,12,12,1,2,2,10,10,25,24,1,0,0.0039113329839892685,0.0010124999680556357,0.003242791979573667,0.008166624931618571,,,,,,,,,,,0.00019108399283140898
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,low_cgls24_matched,0.7307348521391119,1.216391421806321,0.002152353952018137,0.0007913043715552694,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.007868583023082465,0.007868583023082465,,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,component_damping,0.704392513261388,1.0977051984898063,0.002194271801671462,0.0014251771783628762,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004581874993164092,0.0,0.0033694999874569476,0.00795137498062104,,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,krylov_schedule_damping_anchor,0.7043794272127039,1.0976260815811827,0.002192822729517786,0.0020326252371293064,False,,True,False,4,12,12,1,2,2,10,10,25,24,0,0,0.004581874993164092,0.0007437500171363354,0.0033507909975014627,0.00867641600780189,,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,measurement_projection_oracle,0.7003706560064914,1.0713840998265671,0.002213799197676739,0.0038323975820723547,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004581874993164092,0.0007437500171363354,0.002836042025592178,0.008161667035892606,1.48502260509403,1.7954112715592667,False,0.5938718208826494,0,0,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,adjoint_projection_oracle,0.7008684460038982,1.0720792734354858,0.002217529696292617,0.002996087370282229,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004581874993164092,0.0007437500171363354,0.0034984590020030737,0.008824084012303501,1.473674928568054,1.7954112715592667,False,0.49143455345546727,0,5,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,frozen_global_pca_rank4_probe_tax_oracle,0.6939745049834505,1.0915410165415464,0.0017480973455475844,0.010505044379529909,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004581874993164092,0.0007437500171363354,0.0028286660090088844,0.008154291019309312,1.6918501001497448,1.7954112715592667,False,0.4005869184254175,,,adjlr_camera_r4_tl21em02_a1e00_s1p0,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,truth_conditioned_finite_k_oracle_search,0.6985980269494833,1.0566606203336852,0.002192499970211193,0.006477269530819815,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004581874993164092,0.0007437500171363354,0.0029917919891886413,0.008317416999489069,1.2010591469196497,1.7954112715592667,,,,,,5820,5820,582,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,exact_mismatch_refine12_oracle,0.6905305800637292,1.0830954861469029,0.0018840412911906577,0.006377697246536571,False,,True,True,,12,12,1,0,0,12,12,25,24,0,0,0.004581874993164092,0.0,0.0037207499844953418,0.008302624977659434,,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,exact_mismatch_oracle,0.6910340296458255,1.083525096239579,0.0018849153420708654,0.009236345229741667,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004581874993164092,0.0007437500171363354,0.0031800420256331563,0.008505667035933584,,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,high_order_teacher_b0p75,0.7013340530950425,1.0708646556874608,0.002170441701095883,0.004186853506781757,False,,True,True,4,12,12,1,2,2,10,10,25,24,1,0,0.004581874993164092,0.0007437500171363354,0.0028670000028796494,0.008192625013180077,,,,,,,,,,,0.00017441599629819393
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,low_cgls24_matched,0.5368872486310251,1.134881155338455,0.016760879449403784,0.0017456404550208722,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.007953708991408348,0.007953708991408348,,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,component_damping,0.5239194487423532,0.9870292178711614,0.01782578542582225,0.003094096086806406,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004026457958389074,0.0,0.0037717919913120568,0.00779824994970113,,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,krylov_schedule_damping_anchor,0.5238337697158999,0.9869238450664808,0.017831184685827183,0.0037461752475916725,False,,True,False,4,12,12,1,2,2,10,10,25,24,0,0,0.004026457958389074,0.0006525419885292649,0.0029015830368734896,0.007580582983791828,,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,measurement_projection_oracle,0.5213990958651529,1.0273342337311213,0.017437983710357593,0.0020221536972711333,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004026457958389074,0.0006525419885292649,0.0030142919858917594,0.007693291932810098,0.5764940223111499,2.1591700880406175,False,0.8537483470725848,0,0,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,adjoint_projection_oracle,0.5216809354330465,1.0203745663720605,0.01750293555379747,0.0021165914086153123,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004026457958389074,0.0006525419885292649,0.003203707979992032,0.00788270792691037,0.5029886844845329,2.1591700880406175,False,0.9110423997459345,0,5,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,frozen_global_pca_rank4_probe_tax_oracle,0.5181249892753953,1.0407353004647206,0.016974087968425682,0.005135569425585205,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004026457958389074,0.0006525419885292649,0.0028849170194007456,0.007563916966319084,0.7853033938253452,2.1591700880406175,False,0.3850316792630862,,,adjlr_camera_r4_tl21em02_a1e00_s1p0,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,truth_conditioned_finite_k_oracle_search,0.5213561458097341,1.0267472736689005,0.017442220900561536,0.0035601236480442334,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004026457958389074,0.0006525419885292649,0.0028050829423591495,0.007484082889277488,0.5679637121299378,2.1591700880406175,,,,,,4000,4000,400,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,exact_mismatch_refine12_oracle,0.5166825260809641,1.0452187159509727,0.017100220427764778,0.002551085955171047,False,,True,True,,12,12,1,0,0,12,12,25,24,0,0,0.004026457958389074,0.0,0.003854750015307218,0.007881207973696291,,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,exact_mismatch_oracle,0.5168019244997468,1.0447925713819477,0.01709396678269172,0.0038197809179800445,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.004026457958389074,0.0006525419885292649,0.0027370830066502094,0.007416082953568548,,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,high_order_teacher_b0p75,0.5211750799395125,1.0152660675440666,0.01755566364143894,0.005329534280338083,False,,True,True,4,12,12,1,2,2,10,10,25,24,1,0,0.004026457958389074,0.0006525419885292649,0.0035062499810010195,0.008185249927919358,,,,,,,,,,,0.00017970899352803826
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,low_cgls24_matched,0.6952140748613719,1.232043577262988,-0.014672756229950401,0.0014905990363698325,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.008054458012338728,0.008054458012338728,,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,component_damping,0.689212414839615,1.1129129357034573,-0.015460166608447422,0.0033213874410333256,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.003803458996117115,0.0,0.003408708027563989,0.007212167023681104,,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,krylov_schedule_damping_anchor,0.6891774002149417,1.1123408629981144,-0.015454563756439431,0.004086392885985643,False,,True,False,4,12,12,1,2,2,10,10,25,24,0,0,0.003803458996117115,0.0006162909558042884,0.0031768339686095715,0.007596583920530975,,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,measurement_projection_oracle,0.6865358039189999,1.139514753266974,-0.014972416068986874,0.000796611355402628,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.003803458996117115,0.0006162909558042884,0.0027659579645842314,0.007185707916505635,0.9418759820552334,2.315102678632987,False,0.7141451473108282,0,0,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,adjoint_projection_oracle,0.6868844000972356,1.139490004915144,-0.014965996072365118,0.0028646252921671125,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.003803458996117115,0.0006162909558042884,0.0035544169950298965,0.0079741669469513,0.9694054711732127,2.315102678632987,False,0.6312048516711224,0,5,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,frozen_global_pca_rank4_probe_tax_oracle,0.6852113160971732,1.1389372145000551,-0.014764891291644362,0.004883985284525172,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.003803458996117115,0.0006162909558042884,0.002848167030606419,0.007267916982527822,1.0740485305191536,2.315102678632987,False,0.6256136511195176,,,adjlr_camera_r4_tl21em02_a1e00_s1p0,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,truth_conditioned_finite_k_oracle_search,0.686490714661348,1.139423815573572,-0.014997454621292095,0.0026141653309068287,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.003803458996117115,0.0006162909558042884,0.003285790968220681,0.007705540920142084,0.8902205958517431,2.315102678632987,,,,,,4690,4690,469,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,exact_mismatch_refine12_oracle,0.681043731668151,1.1300385683799425,-0.014562077210377269,0.0038008112570451194,False,,True,True,,12,12,1,0,0,12,12,25,24,0,0,0.003803458996117115,0.0,0.0035050830338150263,0.007308542029932141,,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,exact_mismatch_oracle,0.6811345756190322,1.1299694556245117,-0.014552536899782021,0.005332619809181342,False,,True,True,4,12,12,1,2,2,10,10,25,24,0,0,0.003803458996117115,0.0006162909558042884,0.0032110000029206276,0.007630749954842031,,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,high_order_teacher_b0p75,0.6879629046358715,1.0901092563088763,-0.015413912328485381,0.004883481809221592,False,,True,True,4,12,12,1,2,2,10,10,25,24,1,0,0.003803458996117115,0.0006162909558042884,0.002924708998762071,0.0073444589506834745,,,,,,,,,,,0.00018020800780504942
calibration,1319,smooth_no_interface,7b87be214410317a6167,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,low_cgls24_matched,0.5290196308512323,1.0673744983914786,0.021207074592395916,0.0025750891181626433,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.00794879102613777,0.00794879102613777,,,,,,,,,,,
calibration,1319,smooth_no_interface,7b87be214410317a6167,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,component_damping,0.5100557776672804,0.9262306396717579,0.022502526776747935,0.005238447408499034,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.0038315829588100314,0.0,0.003963291994296014,0.007794874953106046,,,,,,,,,,,
