case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds
80f83d2b9da59c138e54,development,smooth_no_interface,2161,cgls_24_reference,-1,0.609880088823924,0.04710002226209328,0.07020225818354833,0.014052376373552288,1.1894040308891924,0.0003319388127357672,0.025459097377774766,,,24,24,0,1,0.0
817ed62303fd3253a425,development,single_interface,2161,cgls_24_reference,-1,0.6848882499093131,0.07121707444050378,0.07989081498809376,-0.000530622577429992,1.1591851677148095,0.0011410923167997284,0.01887754093370583,,,24,24,0,1,0.0
c12970cf110f1be99b82,ood,smooth_no_interface,3109,cgls_24_reference,-1,0.6207561827319729,0.07727045022400464,0.07198386851540639,0.021800082397853384,1.2556223121996104,0.0006299792076363119,0.016480846504260672,,,24,24,0,1,0.0
c574fbda17385d89b138,ood,single_interface,3109,cgls_24_reference,-1,0.7032137617771279,0.08025226226977104,0.08123118657872978,-0.0025668203229789154,1.1642260626026353,0.0010999625496328166,0.025007892865964002,,,24,24,0,1,0.0
49ed9e07a52fd9932a2e,ood,two_interface,3109,cgls_24_reference,-1,0.6836107081967555,0.04063484714767893,0.10424858983582624,-0.012147455075346293,1.3119709987559975,0.0010235459537131662,0.03242287337074228,,,24,24,0,1,0.0
b65d04062647ff4a96cf,ood,smooth_no_interface,3121,cgls_24_reference,-1,0.6040625884805845,0.059204783212120346,0.07129731381352658,0.017733788419387577,1.2141662981333274,0.0006360626864983645,0.022625773341484728,,,24,24,0,1,0.0
92c050cb6b32ffd7819e,ood,single_interface,3121,cgls_24_reference,-1,0.6834011548604766,0.07770721929449736,0.07853680618270281,0.002195398073730816,1.2383047399412006,0.0013850916614735803,0.0255242390306386,,,24,24,0,1,0.0
d2bd02757c7386060fa0,ood,two_interface,3121,cgls_24_reference,-1,0.6997880166199621,0.03566744785485809,0.09576171933056422,-0.009752552501988254,1.2265616538388562,0.0006604047577484522,0.02461337466378719,,,24,24,0,1,0.0
efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,cgls_24_reference,-1,0.6105537130114652,0.04554490001073753,0.060286782353308775,0.011798799159017829,1.099066762715088,0.0006467371629526707,0.01626351153633737,,,24,24,0,1,0.0
59d5c6804bd39f12f83e,ood,single_interface,3137,cgls_24_reference,-1,0.6882352656291797,0.07557432551154897,0.0804434785393398,-0.0028956446683598425,1.2411530990054818,0.0012152533877771944,0.024688307486630583,,,24,24,0,1,0.0
73a367367e8a2588b8c2,ood,two_interface,3137,cgls_24_reference,-1,0.6814431837520053,0.03761153906055606,0.09857379302859041,-0.010788201380915598,1.1921908916525907,0.0007383563074614383,0.019506631333103836,,,24,24,0,1,0.0
9a6e1a09d5cfb3f6b9d9,ood,smooth_no_interface,3163,cgls_24_reference,-1,0.6078974473747861,0.06424883484335178,0.06945120531507364,0.01967205865687804,1.2287890308487286,0.0007358363277386144,0.01849391441724264,,,24,24,0,1,0.0
35d22c1380baf6593b39,ood,single_interface,3163,cgls_24_reference,-1,0.811705306018926,0.09787587169743915,0.09574977305447505,-0.0002574629509122969,1.4073713728261452,0.0015342248686114382,0.017693911114637594,,,24,24,0,1,0.0
f0363cd7bec7fc07695b,ood,two_interface,3163,cgls_24_reference,-1,0.6674385634364971,0.040381502986964385,0.08830997353071046,-0.01264465490303125,1.12833641206072,0.00046094344212388206,0.021849067776866564,,,24,24,0,1,0.0
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,cgls_24_reference,-1,0.6173916863626622,0.06273159744892068,0.05976104834455678,0.01613713294277889,1.1193605624220202,0.0005538612620061404,0.016450551563862305,,,24,24,0,1,0.0
3362d0532ed7c2a38730,ood,single_interface,3181,cgls_24_reference,-1,0.6706156896659649,0.08726570684260866,0.07907987723267666,0.004661981699672203,1.2253746516180335,0.0009369945842313704,0.030712759563556458,,,24,24,0,1,0.0
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,cgls_24_reference,-1,0.6408767657766262,0.04396637118586805,0.08859650351394092,-0.013751261052865352,1.1693633357007107,0.0006557765901857882,0.019699010138209648,,,24,24,0,1,0.0
0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,cgls_24_reference,-1,0.6056652224897934,0.06877544033589696,0.06868542465353583,0.019807808408740923,1.2067041340525906,0.0006214398514559756,0.023961167793814048,,,24,24,0,1,0.0
2aa10b47cf2ae3da6dfc,ood,single_interface,3191,cgls_24_reference,-1,0.6313239916763989,0.07859130386269227,0.07302923949632326,-0.008988318869872232,1.1527611042992734,0.0012384136561071771,0.019259595965398266,,,24,24,0,1,0.0
00c3a80c137b7dc58c98,ood,two_interface,3191,cgls_24_reference,-1,0.6942409139600563,0.04884818902904049,0.10435001294540115,-0.014634701045087684,1.3017200778938007,0.0014932563789407918,0.021406222693990312,,,24,24,0,1,0.0
