case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,reference_method,reference_field_relative_l2,reference_h1_relative_error,reference_measured_reprojection_relative_l2,reference_clean_reprojection_relative_l2,original_field_relative_l2,original_h1_relative_error,original_measured_reprojection_ratio_to_reference,field_gain_to_reference,h1_gain_to_reference,original_field_gain_to_reference,original_gain_retention,measured_reprojection_ratio_to_reference,clean_reprojection_ratio_to_reference,row_correction_energy_fraction,null_correction_energy_fraction,visible_null_correction_fraction,numerical_rank,active_voxel_count,numerical_nullity_lower_bound,internal_projection_residual,nullspace_residual,field_harm_to_reference,oracle_setup_excluded_from_reconstruction_budget
80f83d2b9da59c138e54,development,smooth_no_interface,2161,jacru_m2,17,0.25013284230108196,0.019317342305075567,0.028792365412793442,-0.0015759504123996713,0.508147827399538,0.00033193881273576616,0.02545909737777481,0.7063411474227905,0.04105756616250791,24,24,1,1,0.0,cgls_24,0.609880088823924,1.1894040308891924,0.0003319388127357672,0.025459097377774766,0.2432330089407761,0.44374332016228574,729.5383879420873,0.5898655376937599,0.5727710565940749,0.6011789638684222,0.9811812673852335,0.9999999999999969,1.0000000000000018,0.33947763680643334,0.9406141260412368,2.233886100456485e-15,150,1000,850,2.3887624567955726e-15,4.757295817169577e-16,0,True
817ed62303fd3253a425,development,single_interface,2161,jacru_m2,17,0.3721743755408506,0.03869999260645857,0.04341338048007168,-0.0011978625548051322,0.6345694696373825,0.001141092316799682,0.018877540933705816,0.7063469886779785,0.05499446918458583,24,24,1,1,0.0,cgls_24,0.6848882499093131,1.1591851677148095,0.0011410923167997284,0.01887754093370583,0.43650999626462283,0.6550869558390291,232.28144578107006,0.45659109264886544,0.4525728181215794,0.3626551538555061,1.2590227597614303,0.9999999999999594,0.9999999999999992,0.4066426593052792,0.9135872961206998,2.2532755576572655e-15,150,1000,850,2.361031174124309e-15,5.011210075687399e-16,0,True
c12970cf110f1be99b82,ood,smooth_no_interface,3109,jacru_m2,17,0.3251938012741529,0.04047945414562046,0.03770998740587835,0.004526785193771333,0.6687733962480972,0.0006299792076363119,0.016480846504260682,0.7063684463500977,0.05034994916160472,24,24,1,1,0.0,cgls_24,0.6207561827319729,1.2556223121996104,0.0006299792076363119,0.016480846504260672,0.3304214415972805,0.6086043167318061,338.2604613203022,0.4761328033126276,0.4673769414972135,0.46771139653723226,1.0180055624852087,1.0,1.0000000000000007,0.3830289564337425,0.9237363360468605,2.203517674690425e-15,150,1000,850,2.2503224282658374e-15,5.452499081394555e-16,0,True
c574fbda17385d89b138,ood,single_interface,3109,jacru_m2,17,0.45366958570958466,0.05177374584390299,0.05240528664959489,-0.0013532143664163289,0.772874614376864,0.001099962549632814,0.02500789286596394,0.7063674926757812,0.05397487256251086,24,24,1,1,0.0,cgls_24,0.7032137617771279,1.1642260626026353,0.0010999625496328166,0.025007892865964002,0.4956998045156238,0.7750027974101077,205.73848850963753,0.35486247515535996,0.33614730059461345,0.2950937091121267,1.2025416476110744,0.9999999999999977,0.9999999999999976,0.4325051401903078,0.9016314677898958,2.5663133659551893e-15,150,1000,850,2.2479713445549727e-15,5.596525707187279e-16,0,True
49ed9e07a52fd9932a2e,ood,two_interface,3109,jacru_m2,17,0.4394677502097026,0.026122623068926293,0.06701751843316438,-0.0005786977716368517,0.7360709997783922,0.0010235459537131862,0.032422873370742226,0.7063570618629456,0.04477959868000291,24,24,1,1,0.0,cgls_24,0.6836107081967555,1.3119709987559975,0.0010235459537131662,0.03242287337074228,0.5479716331102622,0.7592961858279283,291.1245742730331,0.3571374103121629,0.4389578729435864,0.19841566766015892,1.7999456117742594,1.0000000000000195,0.9999999999999983,0.3505621138043099,0.936539483612439,2.4765889630514422e-15,150,1000,850,2.3190259094818486e-15,4.7494482848613e-16,0,True
b65d04062647ff4a96cf,ood,smooth_no_interface,3121,jacru_m2,17,0.2846795276709275,0.02790172747344012,0.03360063345702962,0.0013650771349363736,0.5702029354229922,0.0006360626864983541,0.022625773341484707,0.7063755393028259,0.04607650439632393,24,24,1,1,0.0,cgls_24,0.6040625884805845,1.2141662981333274,0.0006360626864983645,0.022625773341484728,0.2994040517190068,0.5417098437161001,372.9714819747776,0.5287251137551989,0.5303749278005588,0.5043492885859623,1.048331237340651,0.9999999999999837,0.9999999999999991,0.37379411840436644,0.9275117018379351,2.1332562246523042e-15,150,1000,850,2.229518275780342e-15,5.224423049903508e-16,0,True
92c050cb6b32ffd7819e,ood,single_interface,3121,jacru_m2,17,0.45192026333683133,0.05138631498788108,0.051934905112893566,-0.0016779429415921699,0.7922494825890949,0.0013850916614735872,0.025524239030638565,0.706379234790802,0.05423043392301573,24,24,1,1,0.0,cgls_24,0.6834011548604766,1.2383047399412006,0.0013850916614735803,0.0255242390306386,0.4258793678059459,0.7052490290147039,162.437108947664,0.3387189059856132,0.36021444719115436,0.3768237516471661,0.8988788644691595,1.000000000000005,0.9999999999999987,0.48637504761926387,0.8737501433781621,3.0940948724482997e-15,150,1000,850,2.3408960464606033e-15,6.495520321759714e-16,0,True
d2bd02757c7386060fa0,ood,two_interface,3121,jacru_m2,17,0.4404735648475584,0.02245046718794525,0.060276119178491426,-0.001978534595846999,0.7766533570545735,0.0006604047577483897,0.024613374663787168,0.7063641548156738,0.03396949767285257,24,24,1,1,0.0,cgls_24,0.6997880166199621,1.2265616538388562,0.0006604047577484522,0.02461337466378719,0.4677150986964641,0.6819470987578704,584.8296784617964,0.3705614351970693,0.36680446953169704,0.33163316949099914,1.1173835107200478,0.9999999999999054,0.9999999999999991,0.4875676510123826,0.8730852110110837,2.8932858926661026e-15,150,1000,850,2.1861396568820124e-15,6.58632761113456e-16,0,True
efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,jacru_m2,17,0.30851449060470615,0.02301396474545902,0.03046307892583167,-0.0008265472012402129,0.557625297248705,0.0006467371629526436,0.016263511536337417,0.7063681483268738,0.03698317254281736,24,24,1,1,0.0,cgls_24,0.6105537130114652,1.099066762715088,0.0006467371629526707,0.01626351153633737,0.32820531784734114,0.5397398111331689,552.5519847566458,0.49469721659212523,0.4926374664709439,0.46244644680233404,1.069739469321896,0.9999999999999581,1.0000000000000027,0.47714537651179534,0.8788243793121673,2.182456025101954e-15,150,1000,850,2.3986906660944603e-15,7.833209133675458e-16,0,True
59d5c6804bd39f12f83e,ood,single_interface,3137,jacru_m2,17,0.46091714553127705,0.05061278334580861,0.05387369749363657,-0.0013582452964863568,0.7822162712399445,0.0012152533877771634,0.024688307486630534,0.7063779830932617,0.053809029414702315,24,24,1,1,0.0,cgls_24,0.6882352656291797,1.2411530990054818,0.0012152533877771944,0.024688307486630583,0.48622572428621025,0.75835062577048,161.36732242239032,0.33029129928424994,0.36976649225085667,0.29351814914380153,1.1252840761217542,0.9999999999999745,0.999999999999998,0.43967557695601206,0.8981566606268625,2.538629335434375e-15,150,1000,850,2.2539902837602378e-15,4.99420629613992e-16,0,True
73a367367e8a2588b8c2,ood,two_interface,3137,jacru_m2,17,0.48994160164019857,0.027041810860915366,0.07087223584842982,-0.001480996019621732,0.8262359858173446,0.0007383563074614031,0.01950663133310383,0.7063635587692261,0.0362936994382995,24,24,1,1,0.0,cgls_24,0.6814431837520053,1.1921908916525907,0.0007383563074614383,0.019506631333103836,0.575878858380131,0.7883528593969494,564.0816880051699,0.2810235492523454,0.30695999138859964,0.15491287885607774,1.8140747969278341,0.9999999999999524,0.9999999999999997,0.4720579544484146,0.8815675173473547,2.730580399305805e-15,150,1000,850,2.331743716348891e-15,6.732590367883556e-16,0,True
9a6e1a09d5cfb3f6b9d9,ood,smooth_no_interface,3163,jacru_m2,17,0.2961588018530238,0.031301098614300735,0.03383561790263522,0.002598362662923606,0.6039180733647004,0.0007358363277386271,0.01849391441724266,0.7063669562339783,0.04706254419385058,24,24,1,1,0.0,cgls_24,0.6078974473747861,1.2287890308487286,0.0007358363277386144,0.01849391441724264,0.29885124894689613,0.5519340805990168,335.93138325702114,0.5128145328920366,0.5085258264817255,0.5083854188934506,1.0087121184715062,1.0000000000000173,1.000000000000001,0.4117394585429336,0.9113016066477511,2.4778258004856124e-15,150,1000,850,2.485936866420654e-15,6.768603357598451e-16,0,True
35d22c1380baf6593b39,ood,single_interface,3163,jacru_m2,17,0.6141159527778284,0.07405043894099153,0.07244188583170201,0.0006458051178454441,1.0138020455665808,0.0015342248686114623,0.01769391111463759,0.7063707709312439,0.05714239717539753,24,24,1,1,0.0,cgls_24,0.811705306018926,1.4073713728261452,0.0015342248686114382,0.017693911114637594,0.5948760635498722,0.9187725080796443,112.27619118380797,0.2434249866003593,0.27964852409157437,0.2671280338581378,0.9112670919804458,1.0000000000000158,0.9999999999999998,0.5048254351020529,0.8632214548272206,3.067073015919705e-15,150,1000,850,2.1580848860789346e-15,5.914400959716422e-16,0,True
f0363cd7bec7fc07695b,ood,two_interface,3163,jacru_m2,17,0.4224080274791165,0.025556615931120966,0.05588955114276902,-0.0023832334580848576,0.6906157780959797,0.00046094344212388287,0.02184906777686658,0.7063571810722351,0.040372213943058205,24,24,1,1,0.0,cgls_24,0.6674385634364971,1.12833641206072,0.00046094344212388206,0.021849067776866564,0.520653044465376,0.710022114053031,742.239146892396,0.3671207349718771,0.38793451074162877,0.21992364093461153,1.6693100087454023,1.0000000000000018,1.0000000000000009,0.39368917940621445,0.919243618426836,2.4560149630462958e-15,150,1000,850,2.41459990025629e-15,5.344699188623773e-16,0,True
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,17,0.3356492662706701,0.034104467424507665,0.03248950783025901,0.0016446342381623929,0.6039410778433357,0.0005538612620061889,0.01645055156386234,0.7063696384429932,0.04389358606780895,24,24,1,1,0.0,cgls_24,0.6173916863626622,1.1193605624220202,0.0005538612620061404,0.016450551563862305,0.3439671609578815,0.5642740546623684,542.483673573936,0.45634307412182046,0.4604588564952153,0.44287043613374527,1.0304211726248678,1.0000000000000875,1.000000000000002,0.47816302535471344,0.8782710977731344,2.0444058013084426e-15,150,1000,850,2.1322146675543327e-15,6.979838115422375e-16,0,True
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,17,0.39585028075675177,0.05151110402932796,0.046679181664176395,-0.00011519946449877662,0.7258229361424108,0.0009369945842313988,0.03071275956355653,0.7063750624656677,0.058530151002013635,24,24,1,1,0.0,cgls_24,0.6706156896659649,1.2253746516180335,0.0009369945842313704,0.030712759563556458,0.43382814327308666,0.7095712692235223,250.80950445854418,0.409721116197079,0.40767263694903,0.35308978009569475,1.1603879219784723,1.0000000000000304,1.0000000000000024,0.41012796158177156,0.9120279903209013,2.553202879105236e-15,150,1000,850,2.3119523403895088e-15,5.694363690833069e-16,0,True
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,17,0.4463649523444816,0.030622185460815996,0.061706674638087274,-0.001786234534839905,0.7533817208083533,0.0006557765901858561,0.019699010138209634,0.70636385679245,0.04146364580382499,24,24,1,1,0.0,cgls_24,0.6408767657766262,1.1693633357007107,0.0006557765901857882,0.019699010138209648,0.5654547400824212,0.7963935362088016,590.7532521969348,0.30350891750059256,0.3557334168024784,0.11768569204222465,2.5789789075777882,1.0000000000001035,0.9999999999999993,0.4741788267757721,0.8804285548740178,2.476665339777466e-15,150,1000,850,2.4052880434670335e-15,6.430233505048045e-16,0,True
0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,jacru_m2,17,0.3088493810076139,0.03507094577586681,0.03502504370530723,0.0029562648378452343,0.6082269188508017,0.0006214398514559825,0.023961167793814027,0.7063823938369751,0.04847421885952332,24,24,1,1,0.0,cgls_24,0.6056652224897934,1.2067041340525906,0.0006214398514559756,0.023961167793814048,0.3143076136879151,0.551602281170004,367.9779127196875,0.4900658490213732,0.49596019298605143,0.4810538858482802,1.018733791448751,1.000000000000011,0.9999999999999991,0.3950787528099886,0.9186472549777217,2.109931014775107e-15,150,1000,850,2.141446424320224e-15,5.461771785325178e-16,0,True
2aa10b47cf2ae3da6dfc,ood,single_interface,3191,jacru_m2,17,0.3560132717607188,0.04431884038780443,0.04118230707222956,-0.0033137401085695213,0.6459467877997922,0.0012384136561072096,0.01925959596539823,0.7063850164413452,0.056504098088569946,24,24,1,1,0.0,cgls_24,0.6313239916763989,1.1527611042992734,0.0012384136561071771,0.019259595965398266,0.41565664043946166,0.67885024092131,167.77657087607992,0.436084678462208,0.43965251309165,0.3416112076847588,1.2765526090836867,1.0000000000000262,0.9999999999999982,0.40291531516070433,0.9152372636693448,2.6148084855706066e-15,150,1000,850,2.0841205341003084e-15,5.427133607921107e-16,0,True
00c3a80c137b7dc58c98,ood,two_interface,3191,jacru_m2,17,0.4947337385870404,0.03481046232739621,0.07436247416131785,-0.0018134653822482435,0.8111263030307119,0.0014932563789408202,0.02140622269399031,0.7063754200935364,0.047020512960321025,24,24,1,1,0.0,cgls_24,0.6942409139600563,1.3017200778938007,0.0014932563789407918,0.021406222693990312,0.5622922029854094,0.7617000675257911,217.83150254638878,0.28737455739247125,0.37688116146819806,0.1900618478706351,1.512005489855448,1.000000000000019,0.9999999999999999,0.44480928741788445,0.8956253110686375,2.5075172429197137e-15,150,1000,850,2.3603083251336668e-15,5.434446292869957e-16,0,True
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,29,0.2778763568829757,0.028480498306731397,0.03231232751848875,0.005393325847167065,0.5723851913758531,0.0004117093688482722,0.01918797409530621,0.8580158948898315,0.046046334877851626,24,24,1,1,0.0,cgls_24,0.5976501715338352,1.1689330066257904,0.0004117093688482586,0.019187974095306193,0.2850473087722769,0.5287777235252763,492.44126519317194,0.5350518244313026,0.510335333050365,0.5230532469509391,1.0229394952623034,1.000000000000033,1.0000000000000009,0.34476329618207696,0.9386896556400687,2.702039406105613e-15,150,1000,850,2.2368526845487605e-15,5.76486828486064e-16,0,True
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,29,0.41195632736571947,0.05124171358310442,0.04714935888036347,0.0069887745536212536,0.7265431849118063,0.000952146366117142,0.02503795126394005,0.860257089138031,0.0601822742295183,24,24,1,1,0.0,cgls_24,0.6786983078509875,1.1385085507311126,0.0009521463661171293,0.025037951263940057,0.4601007956496899,0.7248622075914317,259.012288340557,0.3930199580574657,0.361846527682867,0.32208347902539936,1.2202425260889347,1.0000000000000133,0.9999999999999998,0.36511194935425373,0.9309636214368084,2.2450097611585896e-15,150,1000,850,2.2004463197732103e-15,5.038217741024593e-16,0,True
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,29,0.2757891726796571,0.023786868446662435,0.030252255643836698,0.0017751702871705332,0.5561208721173717,0.0003887639681633129,0.01808899518972017,0.8567953109741211,0.04133187040992159,24,24,1,1,0.0,cgls_24,0.5916267271872733,1.1369299302100238,0.0003887639681633095,0.018088995189720146,0.27470274029570896,0.505950725469983,611.5862508272173,0.5338459876706029,0.5108573911721718,0.5356823353777345,0.9965719464954231,1.0000000000000089,1.0000000000000013,0.3679518926109956,0.9298448283041559,2.2410524523834343e-15,150,1000,850,2.2171150273049152e-15,5.293641271338082e-16,0,True
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,29,0.7783899125187628,0.07162818683820887,0.091706246113823,0.0014905891849941828,1.0941227514441687,0.0019440148641062236,0.014708148913321624,0.8601429462432861,0.05868471331558545,24,24,1,1,0.0,cgls_24,0.931374073646011,1.398204536593802,0.0019440148641061597,0.01470814891332157,0.7764601521122002,0.9142817279718308,126.72244099511494,0.16425640938056987,0.21748018776309647,0.16632835926748074,0.9875430149372251,1.0000000000000329,1.0000000000000036,0.5100877430019739,0.8601223717815697,3.055278344828208e-15,150,1000,850,2.2713517481163573e-15,6.397039957604412e-16,0,True
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,29,0.27479702944127243,0.025070737177538154,0.03190570609549027,0.003374795520666873,0.5894482670914042,0.0006456115129701777,0.024700670917298148,0.8573670387268066,0.04306204184667514,24,24,1,1,0.0,cgls_24,0.6071014394164679,1.2135632692736806,0.0006456115129701778,0.024700670917298113,0.2747912771686837,0.5117168752960379,337.54957625206947,0.5473622501942985,0.5142830357380627,0.5473717251719799,0.9999826900491099,0.9999999999999998,1.0000000000000013,0.3524103142783961,0.9358455911047521,2.2061889920976504e-15,150,1000,850,2.3026765482212843e-15,4.647573595158898e-16,0,True
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,29,0.467166199419569,0.055912844872371366,0.05495897125295119,-0.007185643750616262,0.8039027733393569,0.0011480223074619717,0.01888027161044419,0.8605576753616333,0.05927067623196097,24,24,1,1,0.0,cgls_24,0.7209299567398954,1.18650429890877,0.001148022307462001,0.01888027161044418,0.4755740278430557,0.723930009011511,212.51491461221818,0.3519950238548374,0.3224611372426483,0.3403325477087391,1.034267883646789,0.9999999999999745,1.0000000000000004,0.43639477157735396,0.8997553019237782,2.668274297397745e-15,150,1000,850,2.4617930703575882e-15,5.559894436418361e-16,0,True
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31152743960086476,0.03327362908566332,0.03276294746931652,0.004493840072853184,0.597413576140316,0.0002792170051096569,0.015810819378239933,0.858244001865387,0.04735821860265094,24,24,1,1,0.0,cgls_24,0.6252367652255024,1.1458591295397733,0.00027921700510968525,0.015810819378239888,0.31497433523170804,0.552422057554905,805.2058389716967,0.5017448478281551,0.47863261657629486,0.4962319032565094,1.0111096133389794,0.9999999999998984,1.0000000000000029,0.3611055065628602,0.9325249664915044,2.0169190996995617e-15,150,1000,850,2.3267304349127656e-15,4.871324731931414e-16,0,True
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.439254885815144,0.044824993750482295,0.0566213072534249,0.0018249137689344147,0.7926825272530507,0.0007187280781369504,0.020067915428149737,0.8582111597061157,0.04658374025047711,24,24,1,1,0.0,cgls_24,0.6999212401158345,1.2067629689056882,0.0007187280781369051,0.020067915428149733,0.3715435243274695,0.6289220604206949,349.8158459665381,0.3724224089235399,0.343133202063809,0.46916381010814817,0.79380037611531,1.000000000000063,1.0000000000000002,0.4846511667354629,0.8747075205930007,2.8704522590283355e-15,150,1000,850,2.119238399520984e-15,5.559585018129158e-16,0,True
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.2922473922184697,0.03413015113816173,0.03311813552352852,0.007629037732425597,0.5858405726698652,0.0005261207730046912,0.026861070865137903,0.8590075969696045,0.04700960095362709,24,24,1,1,0.0,cgls_24,0.575036567079253,1.1354333886992531,0.0005261207730046831,0.026861070865137927,0.28673328338511567,0.5438624745883539,388.2070430253564,0.49177598617273427,0.48403792023325887,0.5013651308446314,0.9808739298328493,1.0000000000000155,0.9999999999999991,0.37925611076509674,0.9252917391003409,1.970365087850382e-15,150,1000,850,2.06086663207658e-15,4.880257324149417e-16,0,True
317ac465ce89a727ceb8,development,single_interface,2153,jacru_m2,29,0.46397889951851334,0.04125059368552916,0.05378697783242434,0.005051960380981569,0.7791458612095464,0.0012627346319934553,0.020120250770264688,0.8583789467811584,0.04870196937439767,24,24,1,1,0.0,cgls_24,0.7165428119238058,1.2253829448407279,0.001262734631993423,0.020120250770264695,0.4200469675310912,0.6189352903358932,196.61130913552128,0.35247567654359363,0.36416133055383937,0.4137866425547825,0.8518295186315211,1.0000000000000255,0.9999999999999997,0.49037906632343137,0.8715092491257681,2.873988364984596e-15,150,1000,850,2.0901412843314438e-15,5.401525761829683e-16,0,True
80f83d2b9da59c138e54,development,smooth_no_interface,2161,jacru_m2,29,0.282226418907749,0.02179587570917334,0.03248660234930244,0.0008051314832778185,0.5790342982146772,0.0003319388127357822,0.02545909737777486,0.856521487236023,0.03882464938522709,24,24,1,1,0.0,cgls_24,0.609880088823924,1.1894040308891924,0.0003319388127357672,0.025459097377774766,0.2864267192850008,0.5225267447691503,758.0626417600369,0.537242772670302,0.5131727460333272,0.5303556805119868,1.012985798797642,1.0000000000000453,1.0000000000000038,0.36904338001172055,0.9294121710358243,2.1961144549140734e-15,150,1000,850,2.2369426078197407e-15,5.077959360304775e-16,0,True
