rig_id,split_role,geometry_seed_sha256,noise_seed_sha256,geometry_feature_sha256,geometry_feature_0,geometry_feature_1,geometry_feature_2,geometry_feature_3,geometry_feature_4,geometry_feature_5
model-02,model_selection,3e69c57fcbd5f7b8057883249790b37202030eab0c7a1c38ec607e488930a8f4,8846f5841e74235304f39319df3832de8938fa27f738a2bc6b71c5c64e67b82a,66ea8df0e0637336852eb31ff62ea727a75049174b61c9784b7bf1377c7e5a01,0.31707361975045834,0.05438237496309617,0.93581436858702,-0.3569816346028803,1.1172260067628885,0.9195897365067658
model-03,model_selection,fcbc9edf3c7e82abf6482a44562a70b8eb8d230e329d763e72ca159219a23e9a,c0406a0efc681f3ac4aee1c4803548b016ca57941cec12fe70bf5ba79a33cce9,d884407cacd59c3f24b47000843a90b86a4caa4ac2e8e0098e691cb2dd73f69a,-0.2018286717153106,-0.3362079670141096,0.8837220416811508,0.23514608494610767,0.8804136687519883,0.7189117505622492
model-04,model_selection,a68d31c40436e6ad1c842437ad7fd350203a292372c6a3c8a68b371df563852a,25c2dca77d8c561e487bcc76303f7dddea48e00b5bf92d1ee724aa2849bdf041,4ed746c0087020d2e069d100918186eeb3376a90142530046e8dd70fc7f7298c,-0.1438332658774395,-0.16164652901048127,0.8647114868263895,-0.039981684509124316,0.8949216299272338,0.7944987660451828
model-05,model_selection,7fa4330fa083ace5549a61a66b9a131babfc2112fe8c940b53f57e07ebb85897,01f87bb5f5577fb13ec555bf8a891a4982b86e14d6e273a84b183685afc4def4,8d2bc491cd90144b12435508ddc83a3a12054c3f80d19a7b2b10959f4b581a5e,0.5670380818120954,0.07108163595952899,0.819034096968191,0.34317410324228115,1.0712048881440266,0.7478917065711699
risk-00,risk_calibration,3db5ae8f5194b32f6c0165c1847f2d478b9d7c2f5425bdf924a3f621b2e3a97d,de1f73a75ea3c6478182d0d62a47682cbfbc7b7e41afc4cbff7944063ecc7562,db699f383783392eff1d71ac691039d6ac3483ecb93d9529bd7b507d4312dc0d,0.896469208192923,0.722480871428272,0.9205446160707212,-0.32134883911568585,0.937321964875242,0.7041469627354872
risk-01,risk_calibration,34de69a8065b8f5592849a3c53058615770bdecd862f73f8e62c5bc1c7b8ee7f,6fb35e945c73b0f16ef1645ef167114fabad225f64807027190108493096358e,cb8c20d92fad0dae88930b848de8e1a8821c6b363b2fae5693955b9c296124f0,0.6194150725740833,0.23924696950419722,0.7320591107587318,0.07446856130426577,1.0816073618176674,0.8972960542510228
risk-02,risk_calibration,b6bc05a31f09045f8f4715c1b558feb3e50d7b77687564f5ad80863f9c25140b,d84f5a51d5a9e79a9773e9336018b3bafc6bc67016f91de81f4020f411aa4961,ef8ed0f694973cfda0356d5a86acbce76e76199ae81300c4491746fe1611a8fc,0.7180110491212485,-0.6384015942188992,0.9834352515509047,0.15407731507177524,0.9502106167507656,0.9043091119145316
risk-03,risk_calibration,d008daa59e9e3b10484ec5e3d56dfec3e7ca53a9cbad3025b9dcfe3830772270,fb4f188c751bab4c631c36e205e923ecc9a480c8aac866ff0bffe24e47a1877f,ebbd6cd4d220dc8e5964328626fb7404220c55c67f2704c647fedec995a884f9,-0.2723083245857356,0.2280723877129227,0.9684616019509902,-0.007933241554466175,1.0710627911045325,0.929883806269926
risk-04,risk_calibration,028025f92755ea94b824bb4d24f3465e2d1e54a054cd1c8ae1917599c0d8ba90,367ebd8d6053bf779f5155b17b3a14278d0ac92ffffae5f67236c663c5fa1089,3cdb194cec5640fb3d875ee435a88758b5058ea340f794c818475e966fc43f41,-0.15086183877215165,0.44606128491065067,0.7175268878014499,0.33492945808048835,0.8022983803107655,0.7387154603428698
risk-05,risk_calibration,a44ab280019462eee49c2ae0b9621948da2bbdfdfd17516c01df254fb029164e,a10d112e96b8c0f28336c50d5f6511dc49ca123e50cb03b8dba32bbbea9d7200,6c59a8cc2cfc45ba08528c563938f671770094ee524afde6e7694f48c366d956,0.6257204980828716,-0.6819507099336088,0.9902235034424229,-0.34517941898368043,0.8637673708235519,0.7838178741377568
risk-06,risk_calibration,6b43d724ae098769cdd3e36a99db3353d70a8ab4f3116906268b7a7f6486766f,a02f4af30a9c4df66b0e07fe16c4546416beba5efa9acbc66acade2f195d5774,4231c8f56c6cfdc8b71474d48ffa3fc316e6e66a4f4c859dfff6d064c8d830e4,0.6606339372016864,-0.6592293091271864,0.8407365862218236,-0.3064402877068442,0.9042713817155722,0.7368046018619843
risk-07,risk_calibration,58143864a6bcf2ee2b3d1134c39d6766a1f25a2115a730d8c2a52e48c176d272,3100fbb1b037f767dae40a871a2c914e342a3163df65e0af3630f93633a0b3dc,eb54f8c874c6c8ab7c2ff76e421d9784774e476a86600b8b995ecc6d27b8d3a0,-0.29687031599897096,-0.40165698532881483,0.7290701449613449,0.1653500635426567,0.9410064967374991,0.7632650991397638
risk-08,risk_calibration,c79fb83c1c2b82033b81922311b07a35e29ab663553911b9738b24259c72fcf7,1f3781cd1f61ca2338b850664af5c75a1cae8bca4c31d3bdc565cf9ebb2a7ad4,ef4308efb4a222d8134b2bfbd35b125d09d71ae83d754645bc7718c3992804b8,0.08093111626249827,0.48205698845105416,0.8627533438788939,-0.30893527748197136,0.8179800088988586,0.8750134633426503
risk-09,risk_calibration,78289740e399f27f2384d152a5bdee8adef1048315a87de48c5a712f800ba859,85eb6eb36c3bc7c0fd046b77730746d3fdaa3d0f2cdd730208e3fd9c7130179e,6c3d10dcc864bb8272f62e90ed91a6518d77627a644460e1146e3de1e98a12bf,0.4784666465681965,-0.7405503686495507,0.9785204454704295,-0.08301801707962786,1.02999755444958,0.876842978618039
risk-10,risk_calibration,b2aaf3d7016f9ebf822786512d8c7cb5531bcfaaf89d015ec14d0de213a21621,349e391eab42c0c69e1ffdacbba801db56ab0040ae84516dfabe84e96b8c0aad,a41f3f00ae2893712fbe1bac9855320dbd3193eeb37a26bec6e3865e64f88e90,0.22974341238884854,-0.437978906950719,0.7609236736500644,0.11991703110062718,1.1541439490016225,0.9336801830142303
risk-11,risk_calibration,7d5a606e3ac0530e86dfc1a2a1489beafaea3631734b14b25bc6511b24d9ab9e,d028803d1b4f7a4a91afd30c75de2c696c43fb7e36f782a7735c6374376815cb,f27aac2d847647e0f59759df19e6fb1a3d0d617a4917b12004e4b4d2388c045d,0.7055182838203143,-0.7009482535781238,0.949497244213498,-0.19301994348735407,0.8947800678134331,0.7296325883538028
train-00,train,b8ccd8afffb1e19c944172b1c2eef98f5ac9671ba5e2b2d7e208a049e9cddda6,3018cdb743a8f5209f0abddd2549a3fec67a1bb2a9dbd7e5ebd2ea7c21103880,d778dcb54fe54ab73905ff7fb48e09d47f40b1efedd32b62134dc22c192cd44b,-0.657823302273701,-0.45619468474015934,0.8324052819813105,-0.1727612526841988,1.1626471327501102,0.7588515510875351
train-01,train,1da75ad871802285b8b074cdfef702cd270f46a57ec0422667ade516923f1f0b,3cb74bdbbb07e93ce9ecbcd9e39a0c2a2521667b826811a469ef5d99fbca0d63,5b897b70533fe28831a8952aa70614e429c1907245ad3cd3914a83262e80d349,0.5510844338386655,-0.24021025262355078,0.8991101164253233,0.20568970672921272,0.8440254877067509,0.725141294570208
train-02,train,e2d1566b0f6d6ff5b21a5f8733972cd79db3273809c98c8408b7350acc40d98a,8503907065e97dca706c80198fca4a8e2e1924ad502e5b0d0e3f914964246f5c,47e9a1031812b0b84c736f4ac33cb0152646d95538735d90c0936de336dae294,0.47958162783680824,-0.590546589036804,0.7234086209724251,0.06923533170550827,1.1736033585249563,0.8700199880059143
train-03,train,be4c3795250eb497bd92cee5e37a19b24053c8a0d1c3bf564a02eaa52fb757e2,98413bc253de4cd1ac0b14be806b8143e7b5c08ee7882fa5fa8251e5a7f13ca6,745218dd3a7a4bc41bd68030ded555a1883ec432431b6e11f28690d82c9e81c4,-0.3141028275636034,-0.40473682892898055,0.680731350849659,0.12645482676363773,1.0678341559460218,0.7846484114503197
train-04,train,7e7ca39790a2c8b160df29daed75ed1a8e50175e70cd139cd08c76e592de05c4,b12cae6256a2a0fc982298751974dbfe0ff104ea77831fbd7be8ac2bda77e558,70bc691e4f2d92b20336bc64c1e0c204ff416a22d51093778ed6cd725e7222fe,0.42798795201358375,0.3050253988755003,0.818789526405709,0.3591311834216403,1.1154730436781413,0.8387101863487012
train-05,train,3b092d55104ecce81a997ec59eea0bc37710dc60a2f920b095d750b605f27379,67348f0e5746f6d0e1960d25156b8ac29ee5360965fe088e83942b19fea8fb9f,79f986688363984c48963f7eba6f7d7ebe333e0e368ce3e0c89001eb263a584a,-0.12146071680866133,-0.7702265472792986,0.8998752994013481,0.28306525606149036,1.1234157168459005,0.7199081869845952
train-06,train,dd3e0f62425e6992eb88854c9ec66cbf35e1b0aee824dc7498ed964820617367,767938aba4429a572fa049cdb8888ee0b225e5d8ef25e7d386d1ac92c842f7e1,02ba235f5a051328fdb95150e3ee65a797b22a44f7f7eff35f74abe90cb4543a,-0.7784802759141383,0.5017701639642851,0.9551030550700592,0.0850131388367899,0.8132706348462941,0.9009712355943993
train-07,train,efd7289c694d4cadb978b3781e4ed91868f2d7cf66bc06398a541923672fa84a,559d486d5f744a354fce5b336184beb9314013f0fcdb01448ec5678631e1cedd,3f90b42ecf66c5aeb817f15a87f01e1c480b6adc1c7628f87454dcbd25139810,-0.7705397607940789,0.24509092035518987,0.9652792726127883,0.07863298386100986,0.8630576410041694,0.7819139341339328
