rig_id,split_role,geometry_seed_sha256,noise_seed_sha256,geometry_feature_sha256,geometry_feature_0,geometry_feature_1,geometry_feature_2,geometry_feature_3,geometry_feature_4,geometry_feature_5
fresh-00,fresh_geometry_ood,83eca05a66dc1740a13724022fe9a0fd5b623727f77d18ece93da29e512c9713,967cbdc0310b9629c23a5a7a8f41d0d1fc5c9abe6eb9832b5ef4706ac5066eac,f52216affb0e787b9f3406ab5a1e08a27a7acdece6b34590dd6245bbb9713993,-1.0859413239533426,-0.9063686037843925,0.5895068523429509,0.5724920064797552,0.6838242352068067,1.0913500715058622
fresh-01,fresh_geometry_ood,8450f3fa89669309b1fec6814d5b2a134f18b918043343c5f26a7f8621076d21,501f782c6dea89b5128886d9cd2cf819dd06b43f372034133c9407097f672ccd,410438bfb01e228cc9caa882ad60ca95640f831e0e34fad4aa851df449bc89e7,1.1898410207858827,-0.9936791385288554,0.6191348054644096,-0.6229624998032143,0.554308872918046,1.1053359070497888
fresh-02,fresh_geometry_ood,2231e7a5b9be1e1759721764d46c0447439e5b236f475911e37e4843593bcf0f,38d156eb1f86ee76ba1c9c55ac8edd8801079302072711322bba33fa9ac9c002,a6ab5b039523c517e64a07b3935332360729ba6b348c70a8fe057dcd9e8ec369,-1.147259732087936,1.1102664145346115,0.4813180292761194,0.5436485064155478,1.4062306951017292,1.0850548852333328
fresh-03,fresh_geometry_ood,ab83ba3d7040c6981421851e6703844ef9a41ecc3f8da270b07c66fb762751f2,c2910819d5881cf3cb9a693dd85cd1c0b2312865935e3473b486c03b37c7b6f6,db02c66de69b0970f992aac37717e70c8eaa34cff59515d6c5dd1a67d01a075e,-1.1668243818190414,0.921852705215903,1.1250007041602994,0.5376004586730032,0.5864247769555558,0.9809185577490731
fresh-04,fresh_geometry_ood,a9c30260601ed205634093156c82d4e34fd65685f7ad67b9733dcda1bde325bf,4c3428c647734d31979a190f53fda98f34e07b0a8cf4be8bd65380c78be7775c,3a2a002964f54a7194016f2e2703636e00e5e5b0bf14c30e0c88830fab5c1449,-1.2118419761768602,0.9773576827986642,0.544059731276752,-0.6200452991877076,1.448588543968367,1.0265074273518737
fresh-05,fresh_geometry_ood,ccf789b9c8cd1ddb47c985dd633e7903a5cac905e5d097054aac40ea04cf13ae,0b18886ddd52d3e44c3f793c82c5f33de2015e7d4e11379141f8ed5b0e0b56b4,714b65c6ef6780ef031563e3b1d1e1aedb24a80efb82ab22f6778b3a88bbbd41,1.1032195980476796,1.0705193753445637,1.15891243262125,0.5187432990585965,1.4701694612764031,1.0256428025698519
fresh-06,fresh_geometry_ood,ccbcd63b65bc9c40b2997f7512beb019ada675b5d952b14ac208942abe15ada8,4890982e0570e82ed58b46a4c7aa0c5256c4f93c35cef1fd1722aefe1edefa91,dbf737a4f549a4a0b3c78e571c857236d8e3644f5585c42bc0350e4a924e34b7,-1.0404649649630913,1.0511677281212146,0.6113013269552687,0.6037783679843691,0.641726472161904,0.9607775618413265
fresh-07,fresh_geometry_ood,52475882264e29e3a7f87112187177d356e6054c8183d342df9e43b3e18d238f,d2a3faa5d265884d45bb45b2fa627bc86c44d184783a5dc9c1931031bcc8953f,4cb06732124e7fc065a0441d1c9b87e75b4849cba8d402443f3f512157457ef1,1.2170295092893624,-1.0362718579931636,0.5817071826170219,0.6218306282990211,0.6384186889239819,1.1071541923124106
model-00,model_selection,f8b9992ee5be6fdd341ef45a5898afa10efc38d3ca8c023b251a7e58568e991c,fb3cea26fe824f404de44dff060ae6a95232b6c1661d730ff7a13eaa9e4751e6,065d5df8610dfc21c785f4d19840be71df29189b8d1d815353eb28fa3c0ab43f,0.39092753895772325,0.47547886723259536,0.9571409529711618,0.2161639662964444,1.1950284527761506,0.9465371067001601
model-01,model_selection,78c002d868ae9e613b154f0628afbbc6174da42f58101577b71116dbe22809b4,e8621ae73faea17959f093bd9e0909bb7d2e2df5d164beac8c6906a8aa102cb1,2282a1f53cb075faf4645c4fff78df39cd410396957419163c8be6999a030636,-0.07993420592781486,0.5399279296544692,0.8233638017001269,0.1155544002761556,1.1436152189292836,0.9524446973462392
