rig_id,split_role,partition_name,operator_decomposition_mismatch_count,operator_decomposition_max_abs_error,operator_decomposition_verified,pointwise_violation_count,row_violation_count,column_violation_count,spectral_violation_count,total_violation_count,maximum_row_product,maximum_column_product,dense_normalized_spectral_norm_squared,schur_squared_upper_bound
fresh-00,fresh_geometry_ood,paired_cross,0,0.0,True,0,0,0,0,0,0.6697628628517209,0.6626680888412544,0.17175020859310675,0.48999999999999994
fresh-00,fresh_geometry_ood,paired_local,0,0.0,True,0,0,0,0,0,0.1414445805194969,0.17997513013115737,0.009349927333831373,0.48999999999999994
fresh-00,fresh_geometry_ood,singleton_factor,0,0.0,True,0,0,0,0,0,0.05937670076947092,0.1508348930604868,0.002193294396934784,0.48999999999999994
fresh-00,fresh_geometry_ood,triad_bridge,0,0.0,True,0,0,0,0,0,0.25409893319484894,0.6561465996768138,0.036868230779762534,0.48999999999999994
fresh-01,fresh_geometry_ood,paired_cross,0,0.0,True,0,0,0,0,0,0.14054633617898565,0.13784933895187024,0.008991958029792888,0.48999999999999994
fresh-01,fresh_geometry_ood,paired_local,0,0.0,True,0,0,0,0,0,0.6728241007743694,0.6182121702043747,0.1931616616667409,0.48999999999999994
fresh-01,fresh_geometry_ood,singleton_factor,0,0.0,True,0,0,0,0,0,0.061202107185927036,0.12708588562973125,0.001858225319235468,0.48999999999999994
fresh-01,fresh_geometry_ood,triad_bridge,0,0.0,True,0,0,0,0,0,0.13724960093575106,0.1380089994909743,0.007347810426506124,0.48999999999999994
fresh-02,fresh_geometry_ood,paired_cross,0,0.0,True,0,0,0,0,0,0.6696239704809347,0.6586998672096492,0.19890601878437586,0.48999999999999994
fresh-02,fresh_geometry_ood,paired_local,0,0.0,True,0,0,0,0,0,0.17564994650484092,0.1372026459328381,0.006597561281013261,0.48999999999999994
fresh-02,fresh_geometry_ood,singleton_factor,0,0.0,True,0,0,0,0,0,0.062456313382092184,0.11413126817621112,0.0017023785699290016,0.48999999999999994
fresh-02,fresh_geometry_ood,triad_bridge,0,0.0,True,0,0,0,0,0,0.31994398412321096,0.6860849205533384,0.04079486646213433,0.48999999999999994
fresh-03,fresh_geometry_ood,paired_cross,0,0.0,True,0,0,0,0,0,0.6146832475361322,0.6020069371144194,0.19772055297301,0.48999999999999994
fresh-03,fresh_geometry_ood,paired_local,0,0.0,True,0,0,0,0,0,0.0950914305546297,0.11000459489079233,0.003985464966597766,0.48999999999999994
fresh-03,fresh_geometry_ood,singleton_factor,0,0.0,True,0,0,0,0,0,0.035328890499257484,0.1033319293387458,0.0010379728047068219,0.48999999999999994
fresh-03,fresh_geometry_ood,triad_bridge,0,0.0,True,0,0,0,0,0,0.08197369647898077,0.5695278885010168,0.01253277137303128,0.48999999999999994
fresh-04,fresh_geometry_ood,paired_cross,0,0.0,True,0,0,0,0,0,0.6969909064399816,0.646910616836216,0.24435709618502927,0.48999999999999994
fresh-04,fresh_geometry_ood,paired_local,0,0.0,True,0,0,0,0,0,0.12210293206152922,0.10378083832560657,0.0044743499724625374,0.48999999999999994
fresh-04,fresh_geometry_ood,singleton_factor,0,0.0,True,0,0,0,0,0,0.0547466331053095,0.09884367763404703,0.0016530828026017459,0.48999999999999994
fresh-04,fresh_geometry_ood,triad_bridge,0,0.0,True,0,0,0,0,0,0.25575340093341425,0.609919171530689,0.042173028866039776,0.48999999999999994
fresh-05,fresh_geometry_ood,paired_cross,0,0.0,True,0,0,0,0,0,0.09904009450942551,0.10121243004170219,0.0036113748794948885,0.48999999999999994
