rig_id,split_role,candidate_partition,selected_partition,fallback_partition,fallback_used,fallback_reason,risk_score,acceptance_threshold,risk_upper_bound,support_gate_passed,observable_feature_sha256,observable_feature_schema_sha256,uses_truth,uses_target,uses_primitives,uses_signed_matrix,uses_exact_abs_operator,uses_solver_trajectory
fresh-00,fresh_geometry_ood,paired_cross,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.14285714285714285,0.4,0.9916666666666667,False,f52216affb0e787b9f3406ab5a1e08a27a7acdece6b34590dd6245bbb9713993,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
fresh-01,fresh_geometry_ood,paired_local,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.4,0.4,0.9916666666666667,False,410438bfb01e228cc9caa882ad60ca95640f831e0e34fad4aa851df449bc89e7,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
fresh-02,fresh_geometry_ood,paired_cross,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.14285714285714285,0.4,0.9916666666666667,False,a6ab5b039523c517e64a07b3935332360729ba6b348c70a8fe057dcd9e8ec369,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
fresh-03,fresh_geometry_ood,paired_cross,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.14285714285714285,0.4,0.9916666666666667,False,db02c66de69b0970f992aac37717e70c8eaa34cff59515d6c5dd1a67d01a075e,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
fresh-04,fresh_geometry_ood,paired_local,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.4,0.4,0.9916666666666667,False,3a2a002964f54a7194016f2e2703636e00e5e5b0bf14c30e0c88830fab5c1449,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
fresh-05,fresh_geometry_ood,paired_cross,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.14285714285714285,0.4,0.9916666666666667,False,714b65c6ef6780ef031563e3b1d1e1aedb24a80efb82ab22f6778b3a88bbbd41,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
fresh-06,fresh_geometry_ood,paired_cross,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.14285714285714285,0.4,0.9916666666666667,False,dbf737a4f549a4a0b3c78e571c857236d8e3644f5585c42bc0350e4a924e34b7,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
fresh-07,fresh_geometry_ood,paired_cross,paired_cross,paired_cross,True,OBSERVABLE_SUPPORT_MISMATCH,0.14285714285714285,0.4,0.9916666666666667,False,4cb06732124e7fc065a0441d1c9b87e75b4849cba8d402443f3f512157457ef1,f7de29f1a8d934d13ad64629896bf80a3541a6eb38e8d4f678262593051804a0,False,False,False,False,False,False
