rig_id,split_role,method,partition_name,iteration,normalized_residual_l2,field_relative_l2,solution_l2
fresh-05,fresh_geometry_ood,candidate,paired_cross,2,0.9939576005132521,0.9975724618664614,0.008282207773222068
fresh-05,fresh_geometry_ood,candidate,paired_cross,4,0.9810438326045336,0.9924498166355521,0.025981976543840955
fresh-05,fresh_geometry_ood,candidate,paired_cross,8,0.9395718962109736,0.9765414179931735,0.08293313117265982
fresh-05,fresh_geometry_ood,selected,paired_cross,0,1.0,1.0,0.0
fresh-05,fresh_geometry_ood,selected,paired_cross,1,0.9979240092377096,0.9991633961495884,0.002846165777518074
fresh-05,fresh_geometry_ood,selected,paired_cross,2,0.9939576005132521,0.9975724618664614,0.008282207773222068
fresh-05,fresh_geometry_ood,selected,paired_cross,4,0.9810438326045336,0.9924498166355521,0.025981976543840955
fresh-05,fresh_geometry_ood,selected,paired_cross,8,0.9395718962109736,0.9765414179931735,0.08293313117265982
fresh-06,fresh_geometry_ood,fallback,paired_cross,0,1.0,1.0,0.0
fresh-06,fresh_geometry_ood,fallback,paired_cross,1,0.927657599369966,0.9576986686887743,0.0975926945394204
fresh-06,fresh_geometry_ood,fallback,paired_cross,2,0.828980961399787,0.8996883156062588,0.23392207694082803
fresh-06,fresh_geometry_ood,fallback,paired_cross,4,0.639152677398626,0.7856692760439288,0.51178572518624
fresh-06,fresh_geometry_ood,fallback,paired_cross,8,0.41240542017603027,0.629457593909247,0.893556742156834
fresh-06,fresh_geometry_ood,candidate,paired_cross,0,1.0,1.0,0.0
fresh-06,fresh_geometry_ood,candidate,paired_cross,1,0.927657599369966,0.9576986686887743,0.0975926945394204
fresh-06,fresh_geometry_ood,candidate,paired_cross,2,0.828980961399787,0.8996883156062588,0.23392207694082803
fresh-06,fresh_geometry_ood,candidate,paired_cross,4,0.639152677398626,0.7856692760439288,0.51178572518624
fresh-06,fresh_geometry_ood,candidate,paired_cross,8,0.41240542017603027,0.629457593909247,0.893556742156834
fresh-06,fresh_geometry_ood,selected,paired_cross,0,1.0,1.0,0.0
fresh-06,fresh_geometry_ood,selected,paired_cross,1,0.927657599369966,0.9576986686887743,0.0975926945394204
fresh-06,fresh_geometry_ood,selected,paired_cross,2,0.828980961399787,0.8996883156062588,0.23392207694082803
fresh-06,fresh_geometry_ood,selected,paired_cross,4,0.639152677398626,0.7856692760439288,0.51178572518624
fresh-06,fresh_geometry_ood,selected,paired_cross,8,0.41240542017603027,0.629457593909247,0.893556742156834
fresh-07,fresh_geometry_ood,fallback,paired_cross,0,1.0,1.0,0.0
fresh-07,fresh_geometry_ood,fallback,paired_cross,1,0.991404162905702,0.9917678699330962,0.015125109887172831
fresh-07,fresh_geometry_ood,fallback,paired_cross,2,0.9752537459936471,0.976313268258079,0.043540027037859176
fresh-07,fresh_geometry_ood,fallback,paired_cross,4,0.9241980996305506,0.9275742438597363,0.13335798734358092
fresh-07,fresh_geometry_ood,fallback,paired_cross,8,0.7713224718867253,0.7829727307603626,0.4023116425558079
fresh-07,fresh_geometry_ood,candidate,paired_cross,0,1.0,1.0,0.0
fresh-07,fresh_geometry_ood,candidate,paired_cross,1,0.991404162905702,0.9917678699330962,0.015125109887172831
fresh-07,fresh_geometry_ood,candidate,paired_cross,2,0.9752537459936471,0.976313268258079,0.043540027037859176
fresh-07,fresh_geometry_ood,candidate,paired_cross,4,0.9241980996305506,0.9275742438597363,0.13335798734358092
fresh-07,fresh_geometry_ood,candidate,paired_cross,8,0.7713224718867253,0.7829727307603626,0.4023116425558079
fresh-07,fresh_geometry_ood,selected,paired_cross,0,1.0,1.0,0.0
fresh-07,fresh_geometry_ood,selected,paired_cross,1,0.991404162905702,0.9917678699330962,0.015125109887172831
fresh-07,fresh_geometry_ood,selected,paired_cross,2,0.9752537459936471,0.976313268258079,0.043540027037859176
fresh-07,fresh_geometry_ood,selected,paired_cross,4,0.9241980996305506,0.9275742438597363,0.13335798734358092
fresh-07,fresh_geometry_ood,selected,paired_cross,8,0.7713224718867253,0.7829727307603626,0.4023116425558079
