seed,split,method,sample_count,alpha_mean,rel_l2_mean,gradient_rel_l2_mean,support_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_mean,selected_query_noisy_residual_mean,all_query_noisy_residual_mean,support_correction_leakage_mean,field_improvement_vs_base_pct_mean,field_better_than_base_fraction
20260711,test_iid,query_line_search_one,20,0.7475170015270443,0.25016116407887773,0.39933901130675264,0.22970228693110123,0.2946928560548168,0.2826949488943257,0.2969986786234101,5.455182294956617e-10,0.7050610970500983,0.6
20260711,test_iid,query_line_search_all,20,0.5659627639778912,0.24989352147574687,0.3979942123001253,0.22970228693649292,0.2932404406450489,0.2837295218638756,0.29553862371073175,4.1274726391231205e-10,0.7437134250830117,0.55
20260711,test_iid,field_oracle_line_search,20,0.6581751269511988,0.24918103090000687,0.39757843304798024,0.2297022869299096,0.29457726127752415,0.2848669145258935,0.2968824538381477,4.710812216478245e-10,1.1962179910328687,0.85
20260711,test_view_ood,support_fit_base,16,0.0,0.34087747857472395,0.5354328538149052,0.26696944553469487,0.42037500599207744,0.42180421892020464,0.42174381118939974,0.0,0.0,0.0
20260711,test_view_ood,full_null_correction,16,1.0,0.3384725607142807,0.5384622930051335,0.2669694454854256,0.4160905077055583,0.41936434304675685,0.4175212785100796,1.346248364864055e-09,-0.01839824501442594,0.5
20260711,test_view_ood,query_binary_one,16,0.5625,0.335395604431564,0.5334476058110601,0.26696944547402185,0.41120300638767493,0.4011428136694615,0.4125986152397285,7.702533925462132e-10,1.1883820924498596,0.4375
20260711,test_view_ood,query_line_search_one,16,0.5873823705577474,0.3352205435800182,0.5333083086939113,0.2669694454659844,0.41075487172528136,0.4008935106767131,0.4121488182829043,8.13804599768946e-10,1.2398569717998993,0.5
20260711,test_view_ood,query_line_search_all,16,0.5279660159151336,0.33425510376626744,0.5319894556480959,0.26696944545493684,0.4091976072145245,0.40466374535472516,0.4105848237566462,7.551937156147415e-10,1.6187083454833626,0.75
20260711,test_view_ood,field_oracle_line_search,16,0.5112777266296274,0.3340998840685594,0.531825641306245,0.26696944546890283,0.4094359855993822,0.4048913099961322,0.41083755010330375,7.186808085633532e-10,1.6701670452477684,0.8125
20260711,test_noise_ood,support_fit_base,16,0.0,0.2839778033573208,0.4613203552963026,0.26124885289652544,0.3435216395037488,0.3516177737376901,0.35646226581756646,0.0,0.0,0.0
20260711,test_noise_ood,full_null_correction,16,1.0,0.28192484466076384,0.46445063924745705,0.2612488528790504,0.342458262448998,0.3542259453404327,0.3550321099827519,8.141341125057883e-10,0.38042506878573246,0.625
20260711,test_noise_ood,query_binary_one,16,0.5,0.2816235594174,0.4596049447365871,0.26124885288552985,0.3380740991479612,0.34356227237505743,0.35120621791938844,4.3105196287218767e-10,0.6481867456093329,0.375
20260711,test_noise_ood,query_line_search_one,16,0.5182776702945001,0.2815574441685393,0.4596611112187066,0.2612488528863988,0.3379891633427876,0.34330987503889376,0.3510938510436701,4.2678502504918204e-10,0.6554097983411903,0.5
20260711,test_noise_ood,query_line_search_all,16,0.5097260528396653,0.2813455513581118,0.45952187638795533,0.26124885288910843,0.33782443737579115,0.3437425058961949,0.3509131808665828,4.154602283955237e-10,0.7898175371106404,0.5625
20260711,test_noise_ood,field_oracle_line_search,16,0.6750985765337086,0.2806780130106788,0.4600868106686353,0.2612488528887219,0.33942428853119155,0.3486771101550946,0.35240809804906165,5.21762979962353e-10,1.1071413666344692,0.9375
20260711,test_joint_ood,support_fit_base,16,0.0,0.3686935650744011,0.5461360444874608,0.2660126326507659,0.43024426047255926,0.4472159241907464,0.4412889277234596,0.0,0.0,0.0
20260711,test_joint_ood,full_null_correction,16,1.0,0.36922976326506124,0.553677772914226,0.2660126327151662,0.43425796431358266,0.4546349908148767,0.44530688775944677,1.4441519690731434e-09,-0.1896507002384873,0.375
20260711,test_joint_ood,query_binary_one,16,0.5,0.3663636822295517,0.5473106279446871,0.26601263266885516,0.4256256708516694,0.4319333408870608,0.43700698889330136,7.566958473736596e-10,0.7086777965525918,0.3125
20260711,test_joint_ood,query_line_search_one,16,0.5095587221635193,0.3660121550763462,0.5475223817813623,0.26601263267350217,0.4255763226457181,0.43150356759257,0.4369557422005138,7.757066902859552e-10,0.7955837792907399,0.4375
20260711,test_joint_ood,query_line_search_all,16,0.393708811027409,0.36517521913758044,0.5460500657762806,0.26601263266268205,0.4245199047140963,0.4346471692685224,0.4359030238649562,6.046889110411655e-10,1.0509586377125517,0.5625
20260711,test_joint_ood,field_oracle_line_search,16,0.45391253941005333,0.36484249919805134,0.5461787013634628,0.26601263267539266,0.4253364451129549,0.43651163017424616,0.43670948357326067,6.843347029941919e-10,1.1712413789929932,0.75
20260711,test_family_ood,support_fit_base,20,0.0,0.6947012389002716,0.8927385213569096,0.5648110764065495,0.7192432407216789,0.712162658701172,0.719658358768087,0.0,0.0,0.0
20260711,test_family_ood,full_null_correction,20,1.0,0.6919883759906711,0.8905588691134865,0.5648110764092988,0.7071929651951108,0.7065989596434222,0.7076441384281764,7.361123815915606e-10,0.40232885491027603,0.95
20260711,test_family_ood,query_binary_one,20,0.7,0.6924648467054635,0.8912101861618273,0.564811076410225,0.7098838146344751,0.7004936697655326,0.7103156098766883,4.586255768890636e-10,0.33082679491965705,0.7
20260711,test_family_ood,query_line_search_one,20,0.6768400634638098,0.6925704389487349,0.8912926364760752,0.5648110764104892,0.710295017564438,0.7004460076561976,0.710722047353167,4.388638492009902e-10,0.3139778352020425,0.7
20260711,test_family_ood,query_line_search_all,20,0.9869665678430601,0.6919488711007155,0.8905599982174495,0.5648110764102642,0.7071842297718427,0.7060890060424154,0.7076354200399264,7.190010356850609e-10,0.4074527550198915,0.95
20260711,test_family_ood,field_oracle_line_search,20,0.9281413450143148,0.6919000893854055,0.8905930548402538,0.564811076412853,0.707324497822388,0.704427598419344,0.7077739409057334,6.533181580640321e-10,0.4139435982953044,1.0
20260712,test_iid,support_fit_base,20,0.0,0.247946091749582,0.40372227499429136,0.23080378967335635,0.2890221358349064,0.2944926874693219,0.291377161262534,0.0,0.0,0.0
20260712,test_iid,full_null_correction,20,1.0,0.24603197306736196,0.40605422671541413,0.23080378968893478,0.2880669646394182,0.2921481594388464,0.29050735707459596,8.757359879147204e-10,-0.31132832237961716,0.55
20260712,test_iid,query_binary_one,20,0.5,0.24425674905224679,0.40073836511407573,0.23080378969217047,0.27992202167345004,0.27855416835493907,0.28236103462004025,5.165302625852262e-10,0.8692851366184545,0.4
20260712,test_iid,query_line_search_one,20,0.4957584226238548,0.24409843693895747,0.4004199732891506,0.2308037896917332,0.2798607922759706,0.27845980170098994,0.2823003044198101,5.042516306326626e-10,0.937473965975409,0.45
20260712,test_iid,query_line_search_all,20,0.5206677701714594,0.24403835694389903,0.40038293657037405,0.23080378968965798,0.27971741534362665,0.279224364905888,0.28213485894005036,5.084126799023635e-10,0.9817354163182197,0.55
20260712,test_iid,field_oracle_line_search,20,0.563664675173029,0.24350927939794537,0.39980958868854516,0.23080378968819987,0.2826942626574665,0.28363575152699083,0.2850932565012879,5.248009953229471e-10,1.2988677697799245,0.8
20260712,test_view_ood,support_fit_base,16,0.0,0.3292879208592813,0.5241384654746256,0.24716498652977809,0.40755424815571545,0.4006050983470803,0.4088788005255053,0.0,0.0,0.0
20260712,test_view_ood,full_null_correction,16,1.0,0.3308811808119104,0.5316935563961536,0.24716498650182916,0.4094682317285523,0.3939726372878213,0.41081768798018015,1.4619061192144459e-09,-1.7221178188206359,0.3125
20260712,test_view_ood,query_binary_one,16,0.5625,0.3252020167004667,0.5229790256139573,0.24716498651239044,0.4000827175510436,0.37151710975224356,0.40139326734501024,9.045892078918237e-10,0.396167760007247,0.3125
20260712,test_view_ood,query_line_search_one,16,0.5779905949649882,0.3250298803382294,0.5227469460334992,0.247164986515027,0.3997551901918569,0.3712939358897645,0.40106825736647134,9.268923718042345e-10,0.5122161462628327,0.3125
20260712,test_view_ood,query_line_search_all,16,0.38471495222042124,0.3231355981638357,0.5199708789930513,0.24716498652468272,0.39716859891538214,0.37701714491307037,0.3985356650952734,6.258435473466443e-10,1.4038696166004945,0.4375
20260712,test_view_ood,field_oracle_line_search,16,0.3525302175395715,0.3230277306633961,0.5196315418691073,0.2471649865249666,0.3973606875415505,0.3781828338027531,0.39873101837635966,5.862814924167469e-10,1.4413267419878628,0.5625
20260712,test_noise_ood,support_fit_base,16,0.0,0.270398698424009,0.45174339428594734,0.2511591948908225,0.3156377557332517,0.3205414538656447,0.33043015140907783,0.0,0.0,0.0
20260712,test_noise_ood,full_null_correction,16,1.0,0.2682038613233314,0.45597909865895925,0.25115919488453076,0.31547584387407485,0.3135409526609206,0.32953013146694726,9.576806431797628e-10,0.18590970337043566,0.5625
20260712,test_noise_ood,query_binary_one,16,0.4375,0.26727327422541153,0.45098274343423783,0.2511591948903923,0.30916505995019317,0.3063898417068409,0.32397868074584846,4.660056616192979e-10,0.8389034722296895,0.375
20260712,test_noise_ood,query_line_search_one,16,0.48757028324443724,0.26700966084181477,0.45070188316563886,0.25115919488941696,0.3086871501528446,0.3061419625305406,0.3235419459900134,5.167867709878626e-10,0.946692323564253,0.5
20260712,test_noise_ood,query_line_search_all,16,0.36580628092736983,0.26678745411602944,0.44833923774647905,0.2511591948889424,0.30670407737132255,0.30897664584511997,0.3218217356219902,3.822498322446935e-10,0.9947902571228111,0.5
20260712,test_noise_ood,field_oracle_line_search,16,0.5910474097863347,0.26628462390934665,0.4494620033550898,0.2511591948910046,0.30934158918360866,0.30957601072332447,0.3241518491544497,5.739716098467502e-10,1.2592722634341504,0.875
20260712,test_joint_ood,support_fit_base,16,0.0,0.34877409656639813,0.5330109797451059,0.24939229487546202,0.40991984178303786,0.4040038227670481,0.4216347995072058,0.0,0.0,0.0
20260712,test_joint_ood,full_null_correction,16,1.0,0.3532151226787571,0.5456760042588834,0.24939229489961107,0.4199939835253361,0.42730440712023987,0.43171748762637385,1.634413614777525e-09,-1.605294931570495,0.3125
20260712,test_joint_ood,query_binary_one,16,0.25,0.3472958198221105,0.5330560780126403,0.24939229486683787,0.40763909402424353,0.3921872852630171,0.4196903485237248,4.4061743983524045e-10,0.23473278244041362,0.125
20260712,test_joint_ood,query_line_search_one,16,0.31607962002693224,0.3470263363278694,0.5334930869474493,0.24939229487146497,0.4079356532903464,0.3917314802261912,0.42005789599256116,5.542883939245712e-10,0.38976805637440415,0.3125
20260712,test_joint_ood,query_line_search_all,16,0.3915098348416062,0.34569325068113416,0.5335498403708969,0.24939229487497774,0.40390963660591905,0.4010789166948521,0.41598918879647656,6.101125947218909e-10,0.8092195302977697,0.5625
20260712,test_joint_ood,field_oracle_line_search,16,0.386338388532215,0.3451306863851462,0.5325162190811974,0.24939229487535708,0.4047445599858682,0.3987790162876378,0.41690364728017487,6.127730785251534e-10,1.009152562092205,0.6875
20260712,test_family_ood,support_fit_base,20,0.0,0.6931561347432743,0.8914264926753418,0.5668536350247672,0.6953391022188578,0.6965139910850155,0.6958320691255265,0.0,0.0,0.0
20260712,test_family_ood,full_null_correction,20,1.0,0.6893615736998484,0.8887575961227763,0.5668536350198157,0.6816138369081035,0.6836250157399086,0.6821279455800355,8.505184830029189e-10,0.5593393500393559,0.95
20260712,test_family_ood,query_binary_one,20,0.75,0.6898193400176518,0.8892258834527856,0.5668536350204866,0.6830718965310181,0.6793182962177008,0.6835729868955821,6.010692927099655e-10,0.48960961381260476,0.75
20260712,test_family_ood,query_line_search_one,20,0.7432655783737832,0.6898413177973794,0.8892345483393805,0.5668536350209428,0.6830750979115543,0.6792542987860524,0.6835763565577181,5.925518286842053e-10,0.48698042277438935,0.8
20260712,test_family_ood,query_line_search_all,20,0.943876553939768,0.6893409514330842,0.8887780049323626,0.56685363501892,0.6815009396010904,0.6815531359251048,0.6820145013986945,7.896638015680276e-10,0.5622617531082262,1.0
20260712,test_family_ood,field_oracle_line_search,20,0.9484534293863159,0.6893196102289207,0.8887782138863466,0.5668536350198152,0.6815412339921461,0.6817622769402457,0.6820545253129151,7.967255491449141e-10,0.5650877466095904,1.0
