seed,split,method,sample_count,alpha_mean,rel_l2_mean,gradient_rel_l2_mean,support_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_mean,selected_query_noisy_residual_mean,all_query_noisy_residual_mean,support_correction_leakage_mean,field_improvement_vs_base_pct_mean,field_better_than_base_fraction
20260710,test_iid,support_fit_base,20,0.0,0.2510660284479596,0.4119332034982134,0.23170487252575173,0.29230030582711863,0.278446522506688,0.2944090773173341,0.0,0.0,0.0
20260710,test_iid,full_null_correction,20,1.0,0.250122896263631,0.4148084530267818,0.23170487254895683,0.2903917689215218,0.27829265532645203,0.2925233451863457,9.447484781441954e-10,-0.467854902154374,0.5
20260710,test_iid,query_binary_one,20,0.45,0.24791381612194757,0.4103063395708424,0.23170487252900135,0.2850086894703663,0.2667599102624089,0.28712882525566613,4.880849295254014e-10,0.9241757692929852,0.4
20260710,test_iid,query_line_search_one,20,0.4889875803442891,0.24787931577468889,0.409933692952236,0.23170487252758534,0.28487631615586717,0.26632676069262695,0.2869987492337947,5.079203142913055e-10,0.9527479820652266,0.6
20260710,test_iid,query_line_search_all,20,0.5011152423905695,0.24816579975299263,0.40981668248722036,0.23170487252784983,0.2837667627198718,0.26703387637223097,0.28592630194650126,5.06275737864456e-10,0.7251107078807805,0.45
20260710,test_iid,field_oracle_line_search,20,0.5053812882816999,0.24713788044479407,0.4099434930862841,0.23170487252884447,0.28602932648523877,0.26917465580332667,0.28817407404281153,5.165373116662299e-10,1.3745612387427109,0.7
20260710,test_view_ood,support_fit_base,16,0.0,0.343371911210697,0.5414644213718405,0.2646835793744873,0.42441400175798516,0.4009065870072424,0.42567021647277725,0.0,0.0,0.0
20260710,test_view_ood,full_null_correction,16,1.0,0.34745465660858893,0.5501646955663744,0.2646835793758751,0.4280367989340459,0.4029788373520621,0.42929082234561006,1.5149600492521788e-09,-2.1165842447759102,0.3125
20260710,test_view_ood,query_binary_one,16,0.5625,0.33956678144654673,0.5395994141179863,0.26468357937950604,0.4159860395277386,0.3744169761341741,0.41722054278009185,8.769445879655093e-10,0.48393954584528176,0.25
20260710,test_view_ood,query_line_search_one,16,0.5510447526771749,0.3391547361435779,0.5391008629690766,0.2646835793788149,0.4158401555225798,0.3738692859527061,0.4170718378452366,8.609081420298979e-10,0.6866082320254325,0.25
20260710,test_view_ood,query_line_search_all,16,0.42032875434941974,0.33748977445314465,0.5369102548003429,0.26468357938354575,0.4131096893082137,0.38072713482750914,0.41438766046070785,6.909831171071834e-10,1.3222272027441342,0.5
20260710,test_view_ood,field_oracle_line_search,16,0.374604774590202,0.3372189080343944,0.5363841485381353,0.2646835793827149,0.4135486528359209,0.38082031606962874,0.4148139864961324,6.300155922290992e-10,1.4240174649444741,0.5625
20260710,test_noise_ood,support_fit_base,16,0.0,0.28128189568001605,0.45496452896276474,0.25233351460555287,0.3236022651632149,0.3260557175858903,0.3382626238774521,0.0,0.0,0.0
20260710,test_noise_ood,full_null_correction,16,1.0,0.2744700150942293,0.45622116240462285,0.25233351461108133,0.3190594896544997,0.32711211598263845,0.3336880224118993,8.830722395027133e-10,2.903272994164679,0.9375
20260710,test_noise_ood,query_binary_one,16,0.4375,0.2770433469737053,0.4536369293470618,0.2523335146136741,0.3163162514496989,0.3151074392929382,0.33126561379964164,3.8958729431955734e-10,1.5765661672614577,0.4375
20260710,test_noise_ood,query_line_search_one,16,0.4473768993425086,0.27695312777213255,0.4534339613937092,0.2523335146113485,0.3163825414356186,0.3149769351161428,0.3312952126181974,4.0466308834646775e-10,1.633275750641022,0.5625
20260710,test_noise_ood,query_line_search_all,16,0.5175763004398239,0.2766062507235282,0.4530499476770297,0.25233351461219444,0.3157817721595475,0.31708765253800775,0.33082910275438226,4.762296902961379e-10,1.7146025101517361,0.8125
20260710,test_noise_ood,field_oracle_line_search,16,0.9107139624489098,0.2743232632958229,0.45567249468429855,0.25233351461344866,0.3183566828847445,0.3252791405763435,0.33301397320838544,7.932440297002917e-10,2.9416905584787627,1.0
20260710,test_joint_ood,support_fit_base,16,0.0,0.3594886511241058,0.540203023038411,0.24722139637608825,0.42082605332784545,0.41983305596686477,0.43245984420384465,0.0,0.0,0.0
20260710,test_joint_ood,full_null_correction,16,1.0,0.36268326087731795,0.5459126770103953,0.2472213964333557,0.42653155356014727,0.4434777077940639,0.4383355227950497,1.3835281381038291e-09,-0.530717652949237,0.5
20260710,test_joint_ood,query_binary_one,16,0.375,0.35713853624078745,0.5393497876387174,0.247221396400236,0.4171895837215694,0.408466088840675,0.42910271996914395,5.073933749347217e-10,0.5817167670305228,0.25
20260710,test_joint_ood,query_line_search_one,16,0.4260271598751523,0.35667818112668936,0.5391134785397005,0.24722139640429097,0.4165469472735255,0.40787139174568265,0.42855332140165303,5.814516796005796e-10,0.8195483166648719,0.4375
20260710,test_joint_ood,query_line_search_all,16,0.5308693588648866,0.35542470803927,0.5382410685372374,0.24722139640673366,0.4120079267185567,0.41732580572221345,0.4242138813521894,7.063692765538914e-10,1.2921398818875378,0.625
20260710,test_joint_ood,field_oracle_line_search,16,0.49193310497158516,0.3550786804699042,0.5379316989769505,0.24722139641148816,0.41262238876271107,0.413120168755377,0.42486463525776363,6.550706686309342e-10,1.413282487620283,0.75
20260710,test_family_ood,support_fit_base,20,0.0,0.6905943259685108,0.8895543480952093,0.5681711699822025,0.6936761343573679,0.6879128205974372,0.6941212849558853,0.0,0.0,0.0
20260710,test_family_ood,full_null_correction,20,1.0,0.6881689043214984,0.8879615346991686,0.5681711699773092,0.6822746183116843,0.6832233421233673,0.6827350816462995,8.457726675512819e-10,0.36170554567073604,0.9
20260710,test_family_ood,query_binary_one,20,0.7,0.6886096141201781,0.8885268363587446,0.5681711699766056,0.6840794083964858,0.6751115475961946,0.6845374885067564,5.252608370622963e-10,0.2891489483064473,0.7
20260710,test_family_ood,query_line_search_one,20,0.7144413556661545,0.6885093969304157,0.8884490662032872,0.5681711699756449,0.683808482498001,0.6750717401756429,0.6842670568632847,5.38627133324799e-10,0.3052508016472662,0.75
20260710,test_family_ood,query_line_search_all,20,0.9,0.6879193349392736,0.8879294654908388,0.5681711699754485,0.6817317476532709,0.6783685622769804,0.6821921576592327,7.200331472496676e-10,0.3957123260635127,0.9
20260710,test_family_ood,field_oracle_line_search,20,0.8952506237164093,0.6879186182628365,0.8879351628494059,0.5681711699755027,0.6817469666246024,0.6782167769842438,0.6822068311151397,7.148665432530775e-10,0.3958150320873689,0.9
20260711,test_iid,support_fit_base,20,0.0,0.25253310487165087,0.3993614905160451,0.22970228694200076,0.29973741638742013,0.29336745517593316,0.3020394123118209,0.0,0.0,0.0
20260711,test_iid,full_null_correction,20,1.0,0.25120602760442245,0.40230553259490315,0.22970228691900124,0.2977808921821814,0.2895103555196313,0.30009858343686185,7.62311852220257e-10,-0.03308829910209168,0.65
20260711,test_iid,query_binary_one,20,0.75,0.2501622444391438,0.39933481437396434,0.22970228693107458,0.29473767983825505,0.28269556693721465,0.29704358544578296,5.469998050708861e-10,0.7047585074629478,0.6
