base_seed,ridge_alpha,camera_subset,estimated_raw_logdet,estimated_regularized_profile_logdet,estimated_raw_rank,estimated_regularized_profile_rank,teacher_raw_logdet,teacher_regularized_profile_logdet,teacher_data_only_relative_rank,teacher_raw_rank,teacher_regularized_profile_rank,field_operator_rank,field_operator_row_count,dual_svd_relative_difference
101,1.0,1;2;3,30.555531344889232,26.85279756001426,5,5,26.86185488400493,22.848753445929987,0,5,5,150,150,6.48762434313578e-16
101,1.0,1;2;4,30.883169211310467,28.105221288551977,5,5,27.996606760526777,25.38412373015234,0,5,5,150,150,9.060793393216199e-16
101,1.0,1;2;5,31.60841510904886,27.698914913835157,5,5,27.42318449626284,23.31423243617212,0,5,5,150,150,7.9544970505145e-16
101,1.0,1;3;4,30.182650448933572,27.39696208480241,5,5,26.977403335282716,24.12156096527731,0,5,5,150,150,5.963162708654999e-16
101,1.0,1;3;5,31.079428804617237,26.648298028270524,5,5,26.60043442336628,22.220423362486862,0,5,5,150,150,1.0566332927595729e-15
101,1.0,1;4;5,31.49904571940263,28.38673020793798,5,5,27.93581301035919,25.258840263402732,0,5,5,150,150,1.0648466111609817e-15
101,1.0,2;3;4,29.997925580738897,26.458910773181884,5,5,26.819129672280027,22.856637295466793,0,5,5,150,150,5.60106816654762e-16
101,1.0,2;3;5,30.8554277142647,27.201003830154804,5,5,26.186162250657066,22.440413809857148,0,5,5,150,150,5.242549782051066e-16
101,1.0,2;4;5,31.236568154847674,27.27852776554927,5,5,27.55344534483754,23.394854845307112,0,5,5,150,150,7.76581378857857e-16
101,1.0,3;4;5,30.719486170077335,26.902843147386022,5,5,26.748194149836582,22.873973848362272,0,5,5,150,150,1.4494070960593362e-15
211,1e-06,0;1;2,31.479468494920262,-33.418583700699294,5,5,27.372360836968816,-38.44145037883537,0,5,5,150,150,1.807887963929342e-15
211,1e-06,0;1;3,30.595789614245444,-17.34611739434397,5,5,26.260104877445663,-22.353830991264527,0,5,5,150,150,5.335280076366672e-13
211,1e-06,0;1;4,32.25014545064161,-22.830680347386494,5,5,27.863278573339684,-26.452315471481004,0,5,5,150,150,1.25036363184151e-13
211,1e-06,0;1;5,32.09705335661703,-33.5966951919915,5,5,27.249128505793554,-38.583536904272236,0,5,5,150,150,4.005470897364456e-15
211,1e-06,0;2;3,30.059295853574152,-17.783017694650013,5,5,25.79671896979363,-22.81524342793742,0,5,5,150,150,2.362563036355227e-13
211,1e-06,0;2;4,31.714258500411965,-35.26649970362311,5,5,27.666399174588083,-40.78544138496299,0,5,5,150,150,3.1850752827242465e-15
211,1e-06,0;2;5,31.491074914847722,-32.603916968006786,5,5,26.79802034770178,-37.67431331659382,0,5,5,150,150,1.1899574839264555e-14
211,1e-06,0;3;4,31.049069210714592,-17.312429208951865,5,5,26.15965389865578,-22.26935788389119,0,5,5,150,150,3.4005792327624505e-13
