base_seed,estimated_data_only_relative_rank,teacher_data_only_relative_rank,estimated_data_only_trace_retention,teacher_data_only_trace_retention,estimated_data_only_max_eigenvalue_retention,teacher_data_only_max_eigenvalue_retention,estimated_vs_teacher_jacobian_relative_l2_mean,estimated_vs_teacher_jacobian_relative_l2_worst,field_operator_rank,field_operator_row_count,maximum_data_profile_residual_relative_l2,maximum_data_symmetry_relative_defect,minimum_data_eigenvalue_relative_to_raw,estimated_profile_selected_subset,teacher_profile_oracle_subset,estimated_raw_selected_subset,teacher_raw_selected_subset,azimuth_spread_subset,estimated_profile_vs_teacher_profile_spearman,estimated_raw_vs_teacher_profile_spearman,teacher_raw_vs_teacher_profile_spearman,estimated_profile_oracle_d_efficiency,estimated_raw_oracle_d_efficiency,teacher_raw_oracle_d_efficiency,azimuth_spread_oracle_d_efficiency,estimated_regularized_trace_retention,teacher_regularized_trace_retention,maximum_dual_svd_relative_difference,minimum_regularized_eigenvalue_relative_to_raw,minimum_raw_minus_profile_eigenvalue_relative_to_raw
101,0,0,6.96044682882358e-30,7.037400881348742e-30,6.964966262189774e-30,7.24130734432327e-30,0.7817720368899089,0.8135138118889683,300,300,2.7276750489447734e-15,0.0,1.4936891239947352e-32,0;3;5,1;2;4,1;2;5,1;2;4,0;2;4,0.9097744360902256,-0.1639097744360902,0.016541353383458645,0.9793813013155822,0.1700195727825462,1.0,0.08403374058138535,0.05776181589221607,0.06709091917981233,2.2654339442999187e-14,0.00016342519237994222,0.0024981942719738115
211,0,0,7.356502742449117e-30,6.804938342977505e-30,7.74395263876073e-30,6.168353254026714e-30,0.8721215409478905,0.8850378464835814,300,300,2.863547286119803e-15,0.0,1.6423369585454739e-31,0;3;4,0;3;4,1;4;5,1;2;4,1;3;5,0.9864661654135337,-0.14285714285714285,-0.060150375939849614,1.0,0.9206101823252398,0.9338486228743902,0.08216873200598179,0.09436934496711386,0.09422842242281297,2.525670253432495e-14,0.000293291468571535,0.018519223469728657
307,0,0,7.619535820340416e-30,7.495769532847442e-30,7.216726105889087e-30,7.122765314564576e-30,0.8155647119488507,0.899365562252231,300,300,2.866069785794153e-15,0.0,1.3250883015329468e-31,0;3;5,0;3;5,1;2;5,1;4;5,0;2;4,0.9759398496240601,-0.26917293233082706,-0.28421052631578947,1.0,0.3192299238042279,0.868480878742825,0.10716128943212469,0.06440879305138401,0.048348932583822786,2.2433382499510466e-14,0.00021281698298679431,0.011034578821561251
401,0,0,6.847992335274728e-30,7.066292377517834e-30,6.201500453099557e-30,6.474627406426969e-30,0.8511513661981085,0.9507615807187277,300,300,2.6989897068940043e-15,0.0,1.290237563523062e-31,0;3;5,0;3;5,1;2;5,1;2;5,0;2;4,0.9729323308270676,-0.21052631578947367,-0.3233082706766917,1.0,0.27081490874908554,0.27081490874908554,0.10293043548866568,0.04583584972615537,0.0581601008431734,2.2461502986612498e-14,0.0002054413709135804,0.013023529696893599
503,0,0,7.05978359115169e-30,7.164997968875081e-30,6.432488712380809e-30,6.645225566643964e-30,0.7924548855678769,0.8566648406634596,300,300,2.7352359677803195e-15,0.0,3.223647237640543e-32,0;1;4,1;2;4,1;2;5,1;2;4,1;3;5,0.9819548872180449,-0.13834586466165413,0.09924812030075188,0.9224971260493701,0.1653874004562302,1.0,0.09508062131485222,0.055913125071248244,0.06309997293501327,5.467757472857097e-14,0.000140587734244467,0.005517372433544663
607,0,0,6.830561290849489e-30,6.73541203923103e-30,6.642677223192091e-30,6.609039256247907e-30,0.7950281710814187,0.9806087254985781,300,300,2.6711247126938068e-15,0.0,2.9883319187950464e-32,0;3;5,1;2;4,1;2;5,1;2;4,1;3;5,0.9112781954887217,-0.2781954887218045,-0.18045112781954886,0.9450955971486167,0.19912270251893258,1.0,0.1178696019213851,0.045828205716516225,0.050543907033164095,2.3779259045450813e-14,0.0001550926326567593,0.0037892075290270025
