seed,epoch,train_relative_l2,validation_relative_l2,validation_acceptance_rate
91,1,0.4360748827457428,0.47195276618003845,0.0
91,5,0.4360748827457428,0.47195276618003845,0.0
91,10,0.4360748827457428,0.47195276618003845,0.0
91,15,0.4360748827457428,0.47195276618003845,0.0
91,20,0.4360748827457428,0.47195276618003845,0.0
91,25,0.4360748827457428,0.47195276618003845,0.0
91,30,0.4360748827457428,0.47195276618003845,0.0
91,35,0.4360748827457428,0.47195276618003845,0.0
91,40,0.4360748827457428,0.47195276618003845,0.0
91,45,0.4360748827457428,0.47195276618003845,0.0
91,50,0.4360748827457428,0.47195276618003845,0.0
91,55,0.4360748827457428,0.47195276618003845,0.0
91,60,0.4360748827457428,0.47195276618003845,0.0
91,65,0.4360748827457428,0.47195276618003845,0.0
91,70,0.4360748827457428,0.47195276618003845,0.0
91,75,0.4360748827457428,0.47195276618003845,0.0
91,80,0.4360748827457428,0.47195276618003845,0.0
91,85,0.4360748827457428,0.47195276618003845,0.0
91,90,0.4360748827457428,0.47195276618003845,0.0
91,95,0.4360748827457428,0.47195276618003845,0.0
91,100,0.4360748827457428,0.47195276618003845,0.0
92,1,0.4360748827457428,0.47195276618003845,0.0
92,5,0.4360748827457428,0.47195276618003845,0.0
92,10,0.4360748827457428,0.47195276618003845,0.0
92,15,0.4360748827457428,0.47195276618003845,0.0
92,20,0.4360748827457428,0.47195276618003845,0.0
92,25,0.4360748827457428,0.47195276618003845,0.0
92,30,0.4360748827457428,0.47195276618003845,0.0
92,35,0.4360748827457428,0.47195276618003845,0.0
92,40,0.4360748827457428,0.47195276618003845,0.0
92,45,0.4360748827457428,0.47195276618003845,0.0
92,50,0.4360748827457428,0.47195276618003845,0.0
92,55,0.4360748827457428,0.47195276618003845,0.0
92,60,0.4360748827457428,0.47195276618003845,0.0
92,65,0.4360748827457428,0.47195276618003845,0.0
92,70,0.4360748827457428,0.47195276618003845,0.0
92,75,0.4360748827457428,0.47195276618003845,0.0
92,80,0.4360748827457428,0.47195276618003845,0.0
92,85,0.4360748827457428,0.47195276618003845,0.0
92,90,0.4360748827457428,0.47195276618003845,0.0
92,95,0.4360748827457428,0.47195276618003845,0.0
92,100,0.4360748827457428,0.47195276618003845,0.0
93,1,0.4360748827457428,0.47195276618003845,0.0
93,5,0.4360748827457428,0.47195276618003845,0.0
93,10,0.4360748827457428,0.47195276618003845,0.0
93,15,0.4360748827457428,0.47195276618003845,0.0
93,20,0.4360748827457428,0.47195276618003845,0.0
93,25,0.4360748827457428,0.47195276618003845,0.0
93,30,0.4360748827457428,0.47195276618003845,0.0
93,35,0.4360748827457428,0.47195276618003845,0.0
93,40,0.4360748827457428,0.47195276618003845,0.0
93,45,0.4360748827457428,0.47195276618003845,0.0
93,50,0.4360748827457428,0.47195276618003845,0.0
93,55,0.4360748827457428,0.47195276618003845,0.0
93,60,0.4360748827457428,0.47195276618003845,0.0
93,65,0.4360748827457428,0.47195276618003845,0.0
93,70,0.4360748827457428,0.47195276618003845,0.0
93,75,0.4360748827457428,0.47195276618003845,0.0
93,80,0.4360748827457428,0.47195276618003845,0.0
93,85,0.4360748827457428,0.47195276618003845,0.0
93,90,0.4360748827457428,0.47195276618003845,0.0
93,95,0.4360748827457428,0.47195276618003845,0.0
93,100,0.4360748827457428,0.47195276618003845,0.0
