source_split,candidate,comparator,independent_field_count,mean_field_gain_pct,field_cluster_ci95_low_pct,field_cluster_ci95_high_pct,median_field_gain_pct,p10_field_gain_pct,positive_field_fraction,harm_rate_gt_1pct,mean_audit_gain_pct,audit_cluster_ci95_low_pct,audit_cluster_ci95_high_pct
val_lock,fno_pbb_generator_sigma,fno_geometry,16,4.825815046625215,2.323607828602177,7.331661268811229,4.41692837612662,-1.6831279327405806,0.75,0.1875,4.862199302451393,0.44127527009949485,9.239360507125943
val_lock,fno_pbb_truth_oracle,fno_geometry,16,6.637851085817873,4.5124990835077705,8.821156049170161,6.8917358641537945,1.205517744793493,1.0,0.0,8.746476939006149,5.5402367148417735,12.084139987003013
val_lock,fno_pbb_discrepancy,fno_pbb_fixed64,16,3.0757491384647295,-0.8506205100574484,7.506381160043869,-0.9829174736069297,-3.8337631112495067,0.375,0.5,-2.010240778637498,-7.337291120894996,3.4845749467449054
val_lock,fno_pbb_camera_discrepancy,fno_pbb_fixed64,16,3.0757491384647295,-0.8081565504900095,7.61439985524906,-0.9829174736069297,-3.8337631112495067,0.375,0.5,-2.010240778637498,-7.33305551230962,3.3842390754289893
val_lock,fno_pbb_ncp,fno_pbb_fixed64,16,0.55143555183108,-0.8861913269782178,2.696888977603891,0.0,-2.184954556500102,0.125,0.1875,-2.251244864554773,-6.482587116066394,1.4040772114655202
val_lock,fno_pbb_hybrid,fno_pbb_fixed64,16,3.0757491384647295,-0.8542147527449617,7.544313703874424,-0.9829174736069297,-3.8337631112495067,0.375,0.5,-2.010240778637498,-7.421541569175518,3.537473681014355
val_lock,fno_pbb_generator_sigma,fno_pbb_fixed64,16,3.562402284030533,-0.28909729302612214,8.12118850329494,-0.17064108569676642,-3.1477983075556146,0.375,0.375,-0.8690036944370316,-6.137961333185326,4.255896945402115
val_lock,fno_pbb_truth_oracle,fno_pbb_fixed64,16,5.40003005494439,1.6728258298337397,9.545003193731572,0.5015257758378215,0.0,0.6875,0.0,3.347276286071737,0.026908428730016344,7.171671878387826
val_tune,fno_pbb_fixed64,fno_geometry,24,2.0626664938312573,-1.526151911883632,5.6881003269079065,1.3205246208118733,-11.67671578334309,0.5416666666666666,0.375,8.668185894718901,4.51347202840467,12.756101115916309
val_tune,fno_pbb_discrepancy,fno_geometry,24,5.300523227941916,3.4087990223971767,7.284839684874171,4.051833953225436,0.04952913585975601,0.875,0.08333333333333333,7.887192888214191,4.546317207393186,11.291800994864591
val_tune,fno_pbb_camera_discrepancy,fno_geometry,24,5.300523227941916,3.3449447950549103,7.35306246045846,4.051833953225436,0.04952913585975601,0.875,0.08333333333333333,7.887192888214191,4.616548234964108,11.316744432166631
val_tune,fno_pbb_ncp,fno_geometry,24,2.631351884616985,-0.7012831285744189,5.8574068509340504,2.7240466988485643,-7.127811152911444,0.5833333333333334,0.3333333333333333,8.148587994282162,4.271323956714132,12.147058113499106
val_tune,fno_pbb_hybrid,fno_geometry,24,5.300523227941916,3.363832982104852,7.326843152157475,4.051833953225436,0.04952913585975601,0.875,0.08333333333333333,7.887192888214191,4.5407225076220685,11.241249714323061
val_tune,fno_pbb_generator_sigma,fno_geometry,24,4.902256418630876,2.9141941914674048,7.016581171219692,3.997124764336745,-0.3245691630653788,0.75,0.08333333333333333,6.701057199089951,3.170262696683686,10.357695760719418
val_tune,fno_pbb_truth_oracle,fno_geometry,24,6.307631091179289,4.493830181896513,8.252717937259737,4.705309500431662,1.3010172070895256,1.0,0.0,10.433563301702103,7.35843392445682,13.6300494778396
val_tune,fno_pbb_discrepancy,fno_pbb_fixed64,24,2.8545067354104976,0.8072436099705109,5.1650145337972955,0.021186391205076746,-1.3386289960816764,0.5,0.20833333333333334,-1.1761970476097796,-2.802908158736756,0.684413074312422
val_tune,fno_pbb_camera_discrepancy,fno_pbb_fixed64,24,2.8545067354104976,0.8133270492322122,5.232599499106673,0.021186391205076746,-1.3386289960816764,0.5,0.20833333333333334,-1.1761970476097796,-2.7952361226752998,0.6916101794609146
val_tune,fno_pbb_ncp,fno_pbb_fixed64,24,0.4356943173814396,-0.5882772943508402,1.9608892028306244,0.0,-1.065173945025916,0.08333333333333333,0.125,-0.645945596081266,-1.8058537694166152,0.24109246191694997
val_tune,fno_pbb_hybrid,fno_pbb_fixed64,24,2.8545067354104976,0.8163197840844999,5.184193461393313,0.021186391205076746,-1.3386289960816764,0.5,0.20833333333333334,-1.1761970476097796,-2.810629569862296,0.6312957137308902
val_tune,fno_pbb_generator_sigma,fno_pbb_fixed64,24,2.452705014088836,0.34651301218048836,4.81907833887134,0.10507837971683652,-1.4811315529415112,0.5,0.20833333333333334,-2.4893794557618634,-4.808282807841075,-0.3802086555640434
val_tune,fno_pbb_truth_oracle,fno_pbb_fixed64,24,3.874481294030897,1.8281117416979986,6.218479432750536,0.9900261418662377,0.0,0.625,0.0,1.6151812085047428,0.22485314723272648,3.1656568339705746
