source_split,method,method_label,source_index,sample_seed,pair_index,geometry_id,noise_level,stop_iteration,last_residual_check_iteration,forced_cap,a_calls,at_calls,total_operator_calls,discrepancy_pooled_at_last_check,discrepancy_camera_max_at_last_check,ncp_camera_mean_at_last_check,ncp_camera_max_at_last_check,deployable_input_only,oracle,decision_input,audit_execution_precomputed_full_path
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,160,30360821,11,g_111010110,0.02,64,63,1,64,64,128,0.6273307003628414,0.6822115459887379,0.14185755719719734,0.19356496383920907,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,196,30360857,12,g_011010111,0.02,64,63,1,64,64,128,0.6184762555356565,0.6719598727764179,0.2268900871175323,0.4167066032300737,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,196,30360857,13,g_101011110,0.02,64,63,1,64,64,128,0.6467177632311696,0.7226380157437412,0.1977062211925472,0.38768942245862426,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,196,30360857,14,g_111001110,0.02,64,63,1,64,64,128,0.6625089699326412,0.7154057447262495,0.23761559717248568,0.4031496833479463,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,196,30360857,15,g_111010110,0.02,64,63,1,64,64,128,0.635086107073114,0.6860234370800494,0.21384560712385584,0.4016603163116652,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,174,30360835,16,g_011010111,0.02,64,63,1,64,64,128,0.6644167178511707,0.7903839487496471,0.19177276744445412,0.2746164507862501,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,174,30360835,17,g_101011110,0.02,64,63,1,64,64,128,0.6555302866904982,0.784502399890211,0.1888856344571808,0.2929199148861419,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,174,30360835,18,g_111001110,0.02,64,63,1,64,64,128,0.6685181920213039,0.8086737554426345,0.18869284186652877,0.2748754728708416,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,174,30360835,19,g_111010110,0.02,64,63,1,64,64,128,0.6518591102061859,0.7856441560823676,0.17720768938310325,0.2798602274491604,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,178,30360839,20,g_011010111,0.02,64,63,1,64,64,128,0.7190435640695614,0.7654105531206583,0.19952881457918292,0.25212328366868264,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,178,30360839,21,g_101011110,0.02,64,63,1,64,64,128,0.641718846506138,0.7037518334106413,0.21748999321471674,0.28360142710147396,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,178,30360839,22,g_111001110,0.02,64,63,1,64,64,128,1.0812832994864408,1.2605569285447114,0.23320687035986562,0.32080218923365433,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,178,30360839,23,g_111010110,0.02,64,63,1,64,64,128,0.7346965157320456,0.7725527771481213,0.2008344607418746,0.23497134473906178,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,173,30360834,24,g_011010111,0.05,64,63,1,64,64,128,0.5710639922888783,0.6713989675760557,0.12174353423498635,0.1578017640119299,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,173,30360834,25,g_101011110,0.05,64,63,1,64,64,128,0.591640961995562,0.6692271903236894,0.12989800277061073,0.1834872242486566,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,173,30360834,26,g_111001110,0.05,64,63,1,64,64,128,0.6078558031368282,0.6982772448698875,0.13028201654790314,0.18666515971279024,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,173,30360834,27,g_111010110,0.05,64,63,1,64,64,128,0.6102377398085872,0.7136460111655921,0.13274006168927707,0.18988177306617537,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,167,30360828,28,g_011010111,0.05,64,63,1,64,64,128,0.698617594022062,0.7777564189283074,0.163164488601498,0.32408361448717815,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,167,30360828,29,g_101011110,0.05,64,63,1,64,64,128,0.6692360360759031,0.7487071512838395,0.11730481168532908,0.14317504112754642,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,167,30360828,30,g_111001110,0.05,64,63,1,64,64,128,0.8854463070105576,0.9722761235293211,0.14965926113864447,0.2413297501377702,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,167,30360828,31,g_111010110,0.05,64,63,1,64,64,128,0.701856739982048,0.7772741610952875,0.12382044692553063,0.19521426202443476,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,166,30360827,32,g_011010111,0.02,64,63,1,64,64,128,0.7425786316842089,0.822976147914697,0.21558182121637862,0.26995909683220554,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,166,30360827,33,g_101011110,0.02,64,63,1,64,64,128,0.7172611981820316,0.7915109072153,0.20711570718070285,0.30738614770090744,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,166,30360827,34,g_111001110,0.02,64,63,1,64,64,128,1.3553972593652808,1.7353629979375131,0.2618125556933206,0.40926773251864323,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,166,30360827,35,g_111010110,0.02,64,63,1,64,64,128,0.7401672464890434,0.8309281570708904,0.18623094902514423,0.25048536802303234,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,169,30360830,36,g_011010111,0.05,64,63,1,64,64,128,0.7063721084901332,0.7812678117291646,0.20338820282920408,0.32437030042042825,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,169,30360830,37,g_101011110,0.05,64,63,1,64,64,128,0.6106270231786408,0.6739983356263557,0.16726018690338454,0.26180838593506717,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,169,30360830,38,g_111001110,0.05,64,63,1,64,64,128,0.8689340306435672,1.0374314685153414,0.23531519344938645,0.34908928704313014,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,169,30360830,39,g_111010110,0.05,64,63,1,64,64,128,0.6971950289401581,0.7367788655135512,0.2135324874983239,0.3375515490792632,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,197,30360858,40,g_011010111,0.05,64,63,1,64,64,128,0.6654037788039465,0.8113848538758859,0.15445270287653898,0.21185603908718859,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,197,30360858,41,g_101011110,0.05,64,63,1,64,64,128,0.6608993990365312,0.7351901038121248,0.17745950468290964,0.24497570438538352,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,197,30360858,42,g_111001110,0.05,64,63,1,64,64,128,0.6990102131671426,0.8116323102805632,0.17153747410292453,0.22465197396772485,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,197,30360858,43,g_111010110,0.05,64,63,1,64,64,128,0.6950862209418712,0.7977763687450676,0.17771731055577078,0.2378938068366896,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,176,30360837,44,g_011010111,0.02,64,63,1,64,64,128,0.6782745450181338,0.7350498434859988,0.19277081559219855,0.2721444331627854,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,176,30360837,45,g_101011110,0.02,64,63,1,64,64,128,0.6643559616516407,0.7279322873075371,0.1618682549289132,0.24384807359544058,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,176,30360837,46,g_111001110,0.02,64,63,1,64,64,128,0.681959219037127,0.7749214809480418,0.15351623279382665,0.22627702077787593,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,176,30360837,47,g_111010110,0.02,64,63,1,64,64,128,0.6772265413503012,0.7300373469099327,0.17785150995559204,0.25311304341075697,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,186,30360847,48,g_011010111,0.02,64,63,1,64,64,128,0.6839430124063443,0.7579238159430917,0.17426859902950922,0.2642902641218262,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,186,30360847,49,g_101011110,0.02,64,63,1,64,64,128,0.6842487183000983,0.7395188692904495,0.18886043886598028,0.29552803638720093,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,186,30360847,50,g_111001110,0.02,64,63,1,64,64,128,0.6836457656214621,0.759009245019719,0.20689507829716267,0.2718660931652079,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,186,30360847,51,g_111010110,0.02,64,63,1,64,64,128,0.6816167609728053,0.7562565452004335,0.20886354364680648,0.29249087394440365,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,165,30360826,52,g_011010111,0.05,64,63,1,64,64,128,0.6511164088523419,0.7107435361305027,0.16552896969499456,0.22561589338553273,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,165,30360826,53,g_101011110,0.05,64,63,1,64,64,128,0.6235150226172235,0.715823236093056,0.15921684793456894,0.2619734784564143,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,165,30360826,54,g_111001110,0.05,64,63,1,64,64,128,0.6128478628031491,0.6910755512324344,0.16219601861520525,0.24203766020930018,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,165,30360826,55,g_111010110,0.05,64,63,1,64,64,128,0.6135769311022462,0.6707820733295028,0.1785339787214323,0.23862791077762924,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,199,30360860,56,g_011010111,0.05,64,63,1,64,64,128,0.6439938499043077,0.7122824173684055,0.1699416119189701,0.22756342592165757,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,199,30360860,57,g_101011110,0.05,64,63,1,64,64,128,0.6097577668431988,0.6667252563371354,0.17428706230851235,0.216878496794354,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,199,30360860,58,g_111001110,0.05,64,63,1,64,64,128,0.6844150731432335,0.7382807886953238,0.1886344044672604,0.23084631971884284,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,199,30360860,59,g_111010110,0.05,64,63,1,64,64,128,0.6524369071050822,0.7096131162793229,0.17742603610677402,0.23220096456237882,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,193,30360854,60,g_011010111,0.05,64,63,1,64,64,128,0.6646431694952432,0.7025076326700482,0.1552594732544285,0.257438239857843,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,193,30360854,61,g_101011110,0.05,64,63,1,64,64,128,0.6012562869496988,0.6490472515027569,0.15483947769920856,0.19719602423654942,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,193,30360854,62,g_111001110,0.05,64,63,1,64,64,128,0.9297990329958544,0.9977716680713902,0.2114430348803437,0.29607354333519276,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,193,30360854,63,g_111010110,0.05,64,63,1,64,64,128,0.6571571420891154,0.6930497432536769,0.15855017468689897,0.21082126878892105,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,170,30360831,64,g_011010111,0.02,64,63,1,64,64,128,0.7474287698465791,0.8274434148627724,0.2006208541287935,0.2791643050208539,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,170,30360831,65,g_101011110,0.02,64,63,1,64,64,128,0.6611964711636793,0.735236055908656,0.19924855633131985,0.296914440614203,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,170,30360831,66,g_111001110,0.02,64,63,1,64,64,128,0.8994902140732277,0.9794936767251223,0.20017165528509903,0.24015177068889448,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,170,30360831,67,g_111010110,0.02,64,63,1,64,64,128,0.7727393315596037,0.8460915130668243,0.19452508023569035,0.311027231052615,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,185,30360846,68,g_011010111,0.05,64,63,1,64,64,128,0.6535208444290194,0.74547884150768,0.21756955769697997,0.32419836883051556,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,185,30360846,69,g_101011110,0.05,64,63,1,64,64,128,0.6889846983973417,0.7230871332152407,0.16514892776520065,0.2770068871108098,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,185,30360846,70,g_111001110,0.05,64,63,1,64,64,128,0.6716478782282644,0.7151467824003989,0.18665897649689137,0.29519633134270973,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,185,30360846,71,g_111010110,0.05,64,63,1,64,64,128,0.6736093673105068,0.7266364754084979,0.20191898155580099,0.26672452327029594,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,183,30360844,72,g_011010111,0.05,64,63,1,64,64,128,0.7618312366971538,0.8511923849182739,0.15860155412193208,0.2757507496162037,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,183,30360844,73,g_101011110,0.05,64,63,1,64,64,128,0.6378381604985028,0.7049728163353921,0.16843337542437872,0.23665965218008622,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,183,30360844,74,g_111001110,0.05,64,63,1,64,64,128,0.7926173492000361,0.8791319960838325,0.17076505228298064,0.2524203506055297,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,183,30360844,75,g_111010110,0.05,64,63,1,64,64,128,0.7561551464873872,0.8566661581874854,0.15144356276597162,0.25975217188019983,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,190,30360851,76,g_011010111,0.02,64,63,1,64,64,128,0.961060864251209,1.0539594132370969,0.1927538514332194,0.27218062759290884,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,190,30360851,77,g_101011110,0.02,64,63,1,64,64,128,0.6401527753925618,0.6845412497624404,0.19171848320089838,0.305110023253117,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,190,30360851,78,g_111001110,0.02,64,63,1,64,64,128,0.7764732691290583,0.8741681288375593,0.18571783596709399,0.29093310792586224,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,190,30360851,79,g_111010110,0.02,64,63,1,64,64,128,1.0953960543678387,1.2348418998289306,0.22404274990413953,0.30396332170251905,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,175,30360836,80,g_011010111,0.05,64,63,1,64,64,128,0.6146724669914387,0.6742646422329033,0.23204725109074145,0.4197421835152293,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,175,30360836,81,g_101011110,0.05,64,63,1,64,64,128,0.6155053471375819,0.6510245902457974,0.24148884941318657,0.43010083648332254,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,175,30360836,82,g_111001110,0.05,64,63,1,64,64,128,0.621335799791155,0.6800746793399661,0.2526026295078481,0.4181290681671842,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,175,30360836,83,g_111010110,0.05,64,63,1,64,64,128,0.6356068829324378,0.6877241832323596,0.23053324549474388,0.3944445914377416,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,177,30360838,84,g_011010111,0.05,64,63,1,64,64,128,0.6708958040790839,0.7334973008554585,0.2077172633280696,0.31165485317550345,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,177,30360838,85,g_101011110,0.05,64,63,1,64,64,128,0.6646423213398445,0.7320460579833323,0.17286918086869094,0.22087945792027408,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,177,30360838,86,g_111001110,0.05,64,63,1,64,64,128,0.6988624191894678,0.7460905434430216,0.21396068871533283,0.3498521257462407,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,177,30360838,87,g_111010110,0.05,64,63,1,64,64,128,0.673415161419144,0.7370127211799262,0.20958668100962088,0.352131272665139,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,164,30360825,88,g_011010111,0.02,64,63,1,64,64,128,0.6026321847203484,0.684120061992709,0.15991186633797358,0.2262854833074352,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,164,30360825,89,g_101011110,0.02,64,63,1,64,64,128,0.6134057676507935,0.6795206190880804,0.14294195229484707,0.21168571054482527,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,164,30360825,90,g_111001110,0.02,64,63,1,64,64,128,0.6366161642193718,0.6762896707735386,0.17401020813341173,0.29024827855263635,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,164,30360825,91,g_111010110,0.02,64,63,1,64,64,128,0.59657864784385,0.6527343149584054,0.15959982669286102,0.20221588878614366,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,168,30360829,92,g_011010111,0.02,64,63,1,64,64,128,0.6901208624369588,0.765100101990934,0.18128918057445587,0.2569206437869498,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,168,30360829,93,g_101011110,0.02,64,63,1,64,64,128,0.6557370728027175,0.7588306305095904,0.1639296774950397,0.2336452732276202,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,168,30360829,94,g_111001110,0.02,64,63,1,64,64,128,1.4540766672546486,1.7701464883527327,0.3062613157762126,0.45052857127600676,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,168,30360829,95,g_111010110,0.02,64,63,1,64,64,128,0.7009456483368242,0.7871217522506281,0.16117304447388817,0.23420335916857338,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,182,30360843,96,g_011010111,0.02,64,63,1,64,64,128,0.8259174320379091,1.0067336706224852,0.1939434787952017,0.31992153963849335,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,182,30360843,97,g_101011110,0.02,64,63,1,64,64,128,0.6110928567461563,0.6500867311151222,0.1454146922712636,0.26382470486405585,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,182,30360843,98,g_111001110,0.02,64,63,1,64,64,128,0.8141276476031708,0.8715551401816148,0.13802023680455894,0.20711169021784864,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,182,30360843,99,g_111010110,0.02,64,63,1,64,64,128,0.9330301312931054,1.0801334324075218,0.17326248319025328,0.28643894605844966,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,181,30360842,100,g_011010111,0.05,64,63,1,64,64,128,0.7616827541288849,0.8155943947038775,0.20143891763832253,0.2957054517429749,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,181,30360842,101,g_101011110,0.05,64,63,1,64,64,128,0.6517991168365982,0.6930701702558322,0.20569237228788584,0.2653700807151227,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,181,30360842,102,g_111001110,0.05,64,63,1,64,64,128,0.7509091646330507,0.8235413544503218,0.21865883409922238,0.28764174251031194,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,181,30360842,103,g_111010110,0.05,64,63,1,64,64,128,0.7950044286493178,0.8533635637384667,0.22748790621501183,0.32943682942933195,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,188,30360849,104,g_011010111,0.02,64,63,1,64,64,128,0.6330963131869413,0.7042536532116207,0.1843947474031223,0.292669014888139,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,188,30360849,105,g_101011110,0.02,64,63,1,64,64,128,0.5939683413402514,0.6828518203336892,0.17434511530063035,0.28545979555161405,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,188,30360849,106,g_111001110,0.02,64,63,1,64,64,128,0.6194779929309568,0.6790468634964227,0.17493721505216694,0.25691456296299753,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,188,30360849,107,g_111010110,0.02,64,63,1,64,64,128,0.6407783716354865,0.7075950479219937,0.17722415423614923,0.2900054063601843,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,194,30360855,108,g_011010111,0.02,64,63,1,64,64,128,0.698908399886604,0.7919438846743448,0.17058414656436485,0.2993211390150695,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,194,30360855,109,g_101011110,0.02,64,63,1,64,64,128,0.6074120491349548,0.6465320598016051,0.14457698012507217,0.24179706961798875,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,194,30360855,110,g_111001110,0.02,64,63,1,64,64,128,0.8131104955254713,0.9400172547211739,0.2308358961320557,0.36160068855036087,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,194,30360855,111,g_111010110,0.02,64,63,1,64,64,128,0.7711722127479416,0.8501641410874173,0.18529412075251175,0.2870567590489045,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,163,30360824,112,g_011010111,0.05,64,63,1,64,64,128,0.6523004014175594,0.7319476608968909,0.1825019303435708,0.2755695114013242,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,163,30360824,113,g_101011110,0.05,64,63,1,64,64,128,0.7023955799013814,0.7414771919313824,0.1673449892903185,0.260845111353888,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,163,30360824,114,g_111001110,0.05,64,63,1,64,64,128,0.6737076927224331,0.7250153921754035,0.15686065897215973,0.21465850583686547,True,False,fixed cap,True
val_tune,fno_pbb_fixed64,FNO + fixed PBB-64,163,30360824,115,g_111010110,0.05,64,63,1,64,64,128,0.6904515008776959,0.7598899299669204,0.16296707291424373,0.26300602597578704,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,192,30360853,116,g_011010111,0.02,64,63,1,64,64,128,0.7871738633874769,0.9066986318802129,0.1570248690596924,0.26930557806984046,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,192,30360853,117,g_101011110,0.02,64,63,1,64,64,128,0.6186708670172125,0.7375400219460737,0.19588292263219606,0.26855291823290006,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,192,30360853,118,g_111001110,0.02,64,63,1,64,64,128,0.6888996482727644,0.7991605683459291,0.19643197621929054,0.30874059040696067,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,192,30360853,119,g_111010110,0.02,64,63,1,64,64,128,0.8190336466651548,0.9445452955898014,0.18000391989869768,0.3202977670336974,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,187,30360848,120,g_011010111,0.05,64,63,1,64,64,128,0.650578388055113,0.7478403473986233,0.14268793519841758,0.2095676674454331,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,187,30360848,121,g_101011110,0.05,64,63,1,64,64,128,0.6531224175233268,0.7622148306650479,0.14824492417332505,0.23394417235221665,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,187,30360848,122,g_111001110,0.05,64,63,1,64,64,128,0.6344432722388619,0.7365849141509664,0.15916956965479254,0.2625716274488342,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,187,30360848,123,g_111010110,0.05,64,63,1,64,64,128,0.6376218855344745,0.7321533443507264,0.13676309737181613,0.21211601654590118,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,161,30360822,124,g_011010111,0.05,64,63,1,64,64,128,0.586355319357138,0.653244350728173,0.19572422572027928,0.3103158596164023,True,False,fixed cap,True
val_lock,fno_pbb_fixed64,FNO + fixed PBB-64,161,30360822,125,g_101011110,0.05,64,63,1,64,64,128,0.6320637932816666,0.6959350316615063,0.23956270576767325,0.3161468305645828,True,False,fixed cap,True
