base_seed,trial,scene,model,condition_class,expected_exact,noise_multiplier,base_sigma,actual_noise_sigma,q_true_norm,estimated_profile_relative_rank,q_relative_l2,plugin_covariance_relative_rms,plugin_radius,plugin_radius_relative_to_qref,wald_statistic,update_significant,local_envelope_passed,residual_degrees_of_freedom,corrected_nis,corrected_dof_normalized_rms,nis_lower_99pct,nis_upper_99pct,nis_passed,uncertainty_gate_passed,teacher_profile_relative_rank,teacher_q_relative_l2,teacher_crlb_relative_rms,teacher_corrected_nis,teacher_projected_signal_sigma_rms,projected_jacobian_relative_l2,minimum_projected_subspace_cosine,projected_fisher_d_efficiency,teacher_nonlinear_remainder_relative_l2,abstained,false_accept,q_true_yaw,q_hat_yaw,teacher_q_hat_yaw,absolute_physical_error_yaw,q_true_pitch,q_hat_pitch,teacher_q_hat_pitch,absolute_physical_error_pitch,q_true_roll,q_hat_roll,teacher_q_hat_roll,absolute_physical_error_roll,q_true_shift_u,q_hat_shift_u,teacher_q_hat_shift_u,absolute_physical_error_shift_u,q_true_shift_v,q_hat_shift_v,teacher_q_hat_shift_v,absolute_physical_error_shift_v
709,0,pure_transport,transport_exact,frozen_transport,True,0.015625,0.000518622278944016,8.10347310850025e-06,0.04,5,0.2153337455600297,0.14433652342054393,0.015383295713558528,0.38458239283896317,788.9867262453203,True,True,635,615.6330072831561,0.9846323165888432,546.9632442071857,730.5474213453406,True,False,5,0.22126443105246105,0.144026919121085,615.3211731897755,1.1576923387850786,0.007293136478442607,0.9996218835250862,0.9977242701847109,0.0025771638346395744,True,False,0.008335676584101365,0.006542768774583529,0.006520560159763282,0.0014155269258141036,-0.027262091045591567,-0.025265677559477024,-0.025109183841361512,0.001164099099975431,-0.02447591490234438,-0.017079595217985067,-0.01693662030687727,0.003962959774464824,-0.013185020039225843,-0.016689283943837438,-0.016866543829691737,2.1790398493579605e-05,-0.003792060648980896,-0.0038568646279000082,-0.003884147767609726,3.74145946735084e-07
709,0,pure_transport,transport_velocity_mismatch_10pct,frozen_transport,False,0.015625,0.000518622278944016,8.10347310850025e-06,0.04,5,14.505748261186676,0.051257327404271795,0.004931803728954206,0.12329509322385515,1113054.1203306504,True,False,635,7500095.3810558235,108.67922445635305,546.9632442071857,730.5474213453406,False,False,5,35.599737217785744,0.12461775712143809,7757112.118045975,1.3261523760416902,0.8000117268854153,0.18691710505367098,4.5480941256403105,0.0025765026416826745,True,False,0.008335676584101365,-0.09186483709831819,0.6032739211624225,0.0791097703657241,-0.027262091045591567,-0.5312698794389239,-0.23708877319517557,0.2938845168748891,-0.02447591490234438,-0.09105878597995908,-0.5889580882415709,0.03567520753692531,-0.013185020039225843,0.2192725108188949,1.1295147417180935,0.0014454796693725213,-0.003792060648980896,0.1150902177196693,0.06945029744244258,0.0006863671541801622
709,0,pure_transport,transport_wrong_frame_order,frozen_transport,False,0.015625,0.000518622278944016,8.10347310850025e-06,0.04,5,22.87659602542309,0.004130783281925014,0.00041953064671422166,0.010488266167855542,386927868.8214407,True,False,635,1509707615.8557394,1541.9119003478231,546.9632442071857,730.5474213453406,False,False,5,1101.3751395502434,0.13009161241657632,1801802199.871995,1.8372845971750786,11.06588000697093,0.02723020689433099,389.9006493784001,0.0015182049021509054,True,False,0.008335676584101365,-0.2701240143744427,3.40872856765528,0.21984799676437133,-0.027262091045591567,-0.783364246900211,-5.766926941288888,0.44087952983771106,-0.02447591490234438,-0.3299363225684899,43.45532703426966,0.1636661691127836,-0.013185020039225843,0.19959700469933658,-2.410264910009077,0.0013231324002801954,-0.003792060648980896,0.2187597599602977,0.30899528950872457,0.001284903535374083
709,0,reacting_birth,transport_only_reacting,frozen_transport,False,0.015625,0.0005214152410439984,8.147113141312474e-06,0.04,5,11.022157011118843,0.02833417522303084,0.0027262189221639575,0.06815547305409894,770241.7569517606,True,False,635,64211630.91131905,317.99477763086367,546.9632442071857,730.5474213453406,False,False,5,100.30343048700465,0.1257016965607588,60379489.710932605,1.2922292695252795,1.7259487706830032,0.12244754611558435,12.095790424448086,0.002331074787834576,True,False,0.008335676584101365,-0.1730037683906725,-1.2714353848455817,0.1431701427766155,-0.027262091045591567,-0.2317559733266873,-0.33016341369364727,0.1192393990371227,-0.02447591490234438,-0.36608546778184764,3.08090391684032,0.1830349382405925,-0.013185020039225843,-0.045868626916365715,-2.1784672610291653,0.000203234926776816,-0.003792060648980896,0.0399533998380554,0.18555102600296067,0.0002525645338801455
709,0,reacting_birth,transport_shared_birth,frozen_transport_plus_shared_free_source,True,0.015625,0.0005214152410439984,8.147113141312474e-06,0.04,5,0.10231181861472177,0.43934152735433174,0.04336358625920641,1.08408965648016,81.07702929573428,True,True,443,384.91457577884296,0.932138219847423,370.0867309362232,523.4228367015373,True,False,5,0.09282831670131517,0.4383649104502621,384.27791567892695,0.42229588052146644,0.013332658711262692,0.9984647418008904,1.0013772220297343,0.0018915604890441522,True,False,0.008335676584101365,0.005816861694152233,0.006069670286929118,0.001988641177720865,-0.027262091045591567,-0.028552166204955046,-0.028627234339910133,0.0007522366194983332,-0.02447591490234438,-0.02664202417368045,-0.026536082043344886,0.0011606047704445228,-0.013185020039225843,-0.011174836664179233,-0.011592195553579359,1.2499828203518089e-05,-0.003792060648980896,-0.003874183860588515,-0.0038790949340590532,4.7413858328375644e-07
709,0,pure_transport,transport_exact,frozen_transport,True,0.03125,0.000518622278944016,1.62069462170005e-05,0.04,5,0.4403098531993817,0.28870233558756286,0.0307738520927241,0.7693463023181025,187.9494592285862,True,True,635,615.5341245657187,0.9845532377968446,546.9632442071857,730.5474213453406,True,False,5,0.4413863643163778,0.28805383824217,615.3307908548705,0.5788461693925393,0.007698349738062146,0.999549405026421,0.9978012094184376,0.0025771638346395744,True,False,0.008335676584101365,0.004784427988755757,0.004700287990878429,0.0028037626810957427,-0.027262091045591567,-0.023030532044819415,-0.022963029268645005,0.0024674016973702073,-0.02447591490234438,-0.00932849250352716,-0.009453907865287204,0.008116012857080817,-0.013185020039225843,-0.02027068092156263,-0.020555505124386416,4.406042992746597e-05,-0.003792060648980896,-0.003959312819401258,-0.003971916061410266,9.65630856147454e-07
709,0,pure_transport,transport_velocity_mismatch_10pct,frozen_transport,False,0.03125,0.000518622278944016,1.62069462170005e-05,0.04,5,14.477827041947283,0.10248362399626428,0.00985875508471683,0.24646887711792073,277508.9335623649,True,False,635,1874189.845191304,54.32752590692317,546.9632442071857,730.5474213453406,False,False,5,35.45298691231549,0.24923551424287618,1938968.604094913,0.6630761880208451,0.8001733845175625,0.1867670788149379,4.549688771312125,0.0025765026416826745,True,False,0.008335676584101365,-0.09279245093795895,0.6020922371426023,0.0798421350527419,-0.027262091045591567,-0.5299906171066079,-0.23505936863383145,0.29313858516282687,-0.02447591490234438,-0.08924022201794099,-0.5809402203458339,0.034700818092400734,-0.013185020039225843,0.21927630681404703,1.1271329446567375,0.0014455032738296331,-0.003792060648980896,0.11527266259143346,0.06941110859461713,0.0006874205001384152
709,0,pure_transport,transport_wrong_frame_order,frozen_transport,False,0.03125,0.000518622278944016,1.62069462170005e-05,0.04,5,22.875684341881108,0.008261432462916893,0.0008390427232153661,0.02097606808038415,96734870.77718556,True,False,635,377480236.1674174,771.0104181076795,546.9632442071857,730.5474213453406,False,False,5,1101.619212309214,0.26018322483315265,450498433.0462221,0.9186422985875393,11.066001927021746,0.027255497703573182,389.9069214989669,0.0015182049021509054,True,False,0.008335676584101365,-0.2701283999982541,3.40949712772052,0.21985145927848312,-0.027262091045591567,-0.7833704177037123,-5.764227288577867,0.4408831280035479,-0.02447591490234438,-0.3298174496994201,43.46554497742614,0.16360247684169432,-0.013185020039225843,0.19956461105386275,-2.4097782206414995,0.0013229309684066983,-0.003792060648980896,0.21877746238579737,0.3085814454339585,0.0012850057403753585
709,0,reacting_birth,transport_only_reacting,frozen_transport,False,0.03125,0.0005214152410439984,1.629422628262495e-05,0.04,5,11.031984093675286,0.05669200975547071,0.005455344046133289,0.13638360115333223,192703.08920012464,True,False,635,16054163.263942577,159.00360647592404,546.9632442071857,730.5474213453406,False,False,5,100.340350843776,0.2514033931215176,15095988.86621501,0.6461146347626398,1.7260621861751524,0.12245944092680679,12.091098370637654,0.002331074787834576,True,False,0.008335676584101365,-0.17273373479616322,-1.2702115980303164,0.14295694730617742,-0.027262091045591567,-0.23210266795389645,-0.32841759046431834,0.11944155500646848,-0.02447591490234438,-0.3665884567975661,3.0817927408254695,0.18330444055003228,-0.013185020039225843,-0.04513972522715585,-2.1809230887375644,0.0001987024318783512,-0.003792060648980896,0.04002105014661572,0.18522261504609186,0.0002529551131187261
709,0,reacting_birth,transport_shared_birth,frozen_transport_plus_shared_free_source,True,0.03125,0.0005214152410439984,1.629422628262495e-05,0.04,5,0.18190098237010782,0.879458865414901,0.08703813623825647,2.175953405956412,20.788042540747398,True,False,443,384.7079915992549,0.9318880463466768,370.0867309362232,523.4228367015373,True,False,5,0.18616944033046398,0.8767298209005242,384.23973097788723,0.21114794026073322,0.018520737218751932,0.9969272344686555,1.0036356174605008,0.0018915604890441522,True,False,0.008335676584101365,0.0034457058303070985,0.003802099108290097,0.0038607033957316337,-0.027262091045591567,-0.029055009169089797,-0.03001246419942945,0.0010454419329514486,-0.02447591490234438,-0.027991050328969723,-0.028624750968335385,0.00188341511616519,-0.013185020039225843,-0.009526677028824586,-0.01000788353977084,2.2748501309487045e-05,-0.003792060648980896,-0.004065424508582933,-0.003964056484863008,1.5782669792795145e-06
709,0,pure_transport,transport_exact,frozen_transport,True,0.0625,0.000518622278944016,3.2413892434001e-05,0.04,5,0.8944962971103742,0.5774465294630443,0.06156665499316788,1.539166374829197,47.10426270489386,True,True,635,615.4863786159956,0.9845150519846028,546.9632442071857,730.5474213453406,True,False,5,0.8816315698480289,0.57610767648434,615.3365879116367,0.28942308469626965,0.009761462460233178,0.9992347769697261,0.9981383626573697,0.0025771638346395744,True,False,0.008335676584101365,0.0012669502120700822,0.0010597436531113358,0.005580862807169889,-0.027262091045591567,-0.018520083898515328,-0.018670720123178868,0.0050974223138995365,-0.02447591490234438,0.0064227708266534605,0.005511517017959343,0.016555564639369115,-0.013185020039225843,-0.027289516244658595,-0.0279334277137188,8.770532164061608e-05,-0.003792060648980896,-0.004169719754588982,-0.004147452649007126,2.1804158628474197e-06
709,0,pure_transport,transport_velocity_mismatch_10pct,frozen_transport,False,0.0625,0.000518622278944016,3.2413892434001e-05,0.04,5,14.422450542901476,0.2048410791225553,0.01969784209011958,0.49244605225298943,69002.33545895014,True,False,635,468363.55076805863,27.158431377940968,546.9632442071857,730.5474213453406,False,False,5,35.16167368610677,0.49847102848575237,484818.3410762109,0.33153809401042256,0.800507345908591,0.18646512520850622,4.552960820316273,0.0025765026416826745,True,False,0.008335676584101365,-0.09464559085647896,0.5997288691029401,0.0813052161091357,-0.027262091045591567,-0.5274236889248672,-0.23100055951107887,0.2916418216883016,-0.02447591490234438,-0.08560963456465738,-0.5649044845542526,0.032755543597915986,-0.013185020039225843,0.21928904414329065,1.122369350534011,0.0014455824777616193,-0.003792060648980896,0.1156359085449936,0.06933273089896873,0.0006895177016291151
709,0,pure_transport,transport_wrong_frame_order,frozen_transport,False,0.0625,0.000518622278944016,3.2413892434001e-05,0.04,5,22.873860349087206,0.016522327526412955,0.0016780110626513605,0.041950276566284014,24185169.967519883,True,False,635,94396953.00023495,385.5601365520141,546.9632442071857,730.5474213453406,False,False,5,1102.107387393614,0.5203664496663053,112648773.06784762,0.45932114929376966,11.066246653332268,0.027306062800153755,389.91952061731723,0.0015182049021509054,True,False,0.008335676584101365,-0.2701371674429948,3.4110342478509934,0.2198583813042756,-0.027262091045591567,-0.7833827008231983,-5.758827983155799,0.44089029023143206,-0.02447591490234438,-0.32957968928452286,43.485980863739115,0.16347508443568592,-0.013185020039225843,0.1994997650635184,-2.408804841906342,0.0013225277396520217,-0.003792060648980896,0.21881285233323328,0.30775375728442933,0.0012852100643321457
709,0,reacting_birth,transport_only_reacting,frozen_transport,False,0.0625,0.0005214152410439984,3.25884525652499e-05,0.04,5,11.051739708374186,0.11347818385581546,0.010922260411493068,0.2730565102873267,48248.91730803114,True,False,635,4014388.055350002,79.51019402131459,546.9632442071857,730.5474213453406,False,False,5,100.41436509197663,0.5028067862430352,3774775.404425571,0.3230573173813199,1.7263010117574606,0.12248125774215904,12.081839498726838,0.002331074787834576,True,False,0.008335676584101365,-0.172196763698948,-1.2677640243997974,0.14253300077504125,-0.027262091045591567,-0.23279629148517975,-0.3249259440056994,0.11984600355087305,-0.02447591490234438,-0.3675910012180217,3.0835703887954975,0.1838416054347224,-0.013185020039225843,-0.04367660943856944,-2.185834744154564,0.0001896044081725483,-0.003792060648980896,0.0401573637413462,0.18456579313236698,0.00025374212002484455
709,0,reacting_birth,transport_shared_birth,frozen_transport_plus_shared_free_source,True,0.0625,0.0005214152410439984,3.25884525652499e-05,0.04,5,0.32641940091103305,1.7608285377104793,0.17519780891833459,4.379945222958365,5.448828096506508,False,False,443,384.605602101675,0.9317640277397413,370.0867309362232,523.4228367015373,True,False,5,0.3728538858703809,1.7534596418010484,384.2206891227159,0.10557397013036661,0.03076470385974609,0.9915427044222337,1.0097990298531156,0.0018915604890441522,True,False,0.008335676584101365,-0.0012349789725380179,-0.000733043249171583,0.007556172473674892,-0.027262091045591567,-0.028507306224219438,-0.03278292391889241,0.000726078980531031,-0.02447591490234438,-0.029921362016137407,-0.03280208881849008,0.0029176791684074775,-0.013185020039225843,-0.006333681073438755,-0.006839259512477513,4.260335703672912e-05,-0.003792060648980896,-0.0046509273136276915,-0.004133979586404915,4.958669000318236e-06
709,0,pure_transport,transport_exact,frozen_transport,True,0.125,0.000518622278944016,6.4827784868002e-05,0.04,5,1.8189844965851936,1.154458332385787,0.12312836411007205,3.078209102751801,16.645899979956805,True,False,635,615.4170532026758,0.984459604912767,546.9632442071857,730.5474213453406,True,False,5,1.7621226534451664,1.15221535296868,615.3397334959869,0.14471154234813483,0.016211647708739396,0.9977826989491241,0.9995458965253003,0.0025771638346395744,True,False,0.008335676584101365,-0.005747787406839889,-0.006221345022440348,0.011119100704498541,-0.027262091045591567,-0.00935538904492802,-0.010086101832341278,0.010441311796119927,-0.02447591490234438,0.03887080081612646,0.03544236678427911,0.03394127038175801,-0.013185020039225843,-0.04077956072138914,-0.042689272892451224,0.00017158982715894473,-0.003792060648980896,-0.004609590958286353,-0.004498525824190238,4.720013441481839e-06
709,0,pure_transport,transport_velocity_mismatch_10pct,frozen_transport,False,0.125,0.000518622278944016,6.4827784868002e-05,0.04,5,14.313592696575657,0.40916129174894295,0.039314974924765045,0.9828743731191261,17065.56867805302,True,False,635,117231.98848307646,13.58739506666963,546.9632442071857,730.5474213453406,False,False,5,34.58805372660033,0.9969420569715047,121473.58305607854,0.16576904700521128,0.8012177900824617,0.18585372107193818,4.55983569233406,0.0025765026416826745,True,False,0.008335676584101365,-0.09834263638257677,0.5950021330236662,0.08422408759843965,-0.027262091045591567,-0.5222569043510666,-0.22288294126558156,0.2886290944582156,-0.02447591490234438,-0.07837572126665367,-0.5328330129712078,0.028879601421893327,-0.013185020039225843,0.21933480376022746,1.1128421622885378,0.001445867022623282,-0.003792060648980896,0.11635581561591588,0.06917597550767321,0.0006936740870410001
709,0,pure_transport,transport_wrong_frame_order,frozen_transport,False,0.125,0.000518622278944016,6.4827784868002e-05,0.04,5,22.870209866560213,0.03304249748971922,0.003355723766650521,0.08389309416626302,6047019.115720827,True,False,635,23612913.085969865,192.83591444325182,546.9632442071857,730.5474213453406,False,False,5,1103.0838556450553,1.0407328993326106,28174498.937288392,0.22966057464688483,11.06673965051408,0.027407126349838468,389.9449383786182,0.0015182049021509054,True,False,0.008335676584101365,-0.2701546870715602,3.4141084881119603,0.21987221330714435,-0.027262091045591567,-0.7834070331463778,-5.748029372311671,0.44090447829202706,-0.02447591490234438,-0.3291041101751908,43.52685263636502,0.1632202683974008,-0.013185020039225843,0.1993698384312082,-2.4068580844360503,0.0013217198230195894,-0.003792060648980896,0.2188835725410275,0.3060983809853589,0.001285618367642217
709,0,reacting_birth,transport_only_reacting,frozen_transport,False,0.125,0.0005214152410439984,6.51769051304998e-05,0.04,5,11.091650412031337,0.22732921247356078,0.021890386206063206,0.5472596551515801,12100.599728814674,True,False,635,1004240.1269567641,39.7678326652653,546.9632442071857,730.5474213453406,False,False,5,100.56308593682819,1.0056135724860704,944302.9136732408,0.16152865869065994,1.7268266175064058,0.12251694286875618,12.063822425091262,0.002331074787834576,True,False,0.008335676584101365,-0.17113533534051864,-1.262868877138727,0.1416949875692292,-0.027262091045591567,-0.23418441547082972,-0.31794265108836434,0.12065541196931365,-0.02447591490234438,-0.36958199959162086,3.0871256847357915,0.18490838550945113,-0.013185020039225843,-0.0407293014538492,-2.1956580549884133,0.00017127730233276094,-0.003792060648980896,0.04043400163722321,0.1832521493048918,0.000255339289661371
709,0,reacting_birth,transport_shared_birth,frozen_transport_plus_shared_free_source,True,0.125,0.0005214152410439984,6.51769051304998e-05,0.04,5,0.6026403092862926,3.5199547729455167,0.35383832975220336,8.845958243805084,1.5164640740832223,False,False,443,384.5187095346081,0.9316587667382296,370.0867309362232,523.4228367015373,True,False,5,0.7462238707831159,3.506919283602097,384.2111808190386,0.052786985065183305,0.05696577421371592,0.9725185916562886,1.0284918389474698,0.0018915604890441522,True,False,0.008335676584101365,-0.010100028559004576,-0.00980332796420361,0.014555258718770399,-0.027262091045591567,-0.02160597852640939,-0.038323843357710885,0.0032980520011183546,-0.02447591490234438,-0.030668292570650353,-0.04115676451828913,0.0033178857398071717,-0.013185020039225843,-0.0004192156867320478,-0.000502011457358231,7.938099740885377e-05,-0.003792060648980896,-0.006603183715730066,-0.004473825789525056,1.6230026593127998e-05
709,0,pure_transport,transport_exact,frozen_transport,True,0.25,0.000518622278944016,0.000129655569736004,0.04,5,3.725566033476001,2.302402820692413,0.24559595766728354,6.139898941682088,11.486684467948695,False,False,635,615.2921204201747,0.9843596746949915,546.9632442071857,730.5474213453406,True,False,5,3.523105157672139,2.30443070593736,615.341368052166,0.07235577117406741,0.03130228854997817,0.9920531543203077,1.0052898509157815,0.0025771638346395744,True,False,0.008335676584101365,-0.019512696192645274,-0.02078352237354685,0.021986697417640536,-0.027262091045591567,0.00941450720538642,0.007083134749441947,0.021385948006801995,-0.02447591490234438,0.10710830005010248,0.09530406631699727,0.0705030302994874,-0.013185020039225843,-0.06581176924051906,-0.07220096324987718,0.0003272464254215339,-0.003792060648980896,-0.005542074917586199,-0.00520067217457961,1.0103712090649579e-05
