base_seed,trial,scene,model,condition_class,expected_exact,noise_multiplier,base_sigma,actual_noise_sigma,q_true_norm,estimated_profile_relative_rank,q_relative_l2,plugin_covariance_relative_rms,plugin_radius,plugin_radius_relative_to_qref,wald_statistic,update_significant,local_envelope_passed,residual_degrees_of_freedom,corrected_nis,corrected_dof_normalized_rms,nis_lower_99pct,nis_upper_99pct,nis_passed,uncertainty_gate_passed,teacher_profile_relative_rank,teacher_q_relative_l2,teacher_crlb_relative_rms,teacher_corrected_nis,teacher_projected_signal_sigma_rms,projected_jacobian_relative_l2,minimum_projected_subspace_cosine,projected_fisher_d_efficiency,teacher_nonlinear_remainder_relative_l2,abstained,false_accept,q_true_yaw,q_hat_yaw,teacher_q_hat_yaw,absolute_physical_error_yaw,q_true_pitch,q_hat_pitch,teacher_q_hat_pitch,absolute_physical_error_pitch,q_true_roll,q_hat_roll,teacher_q_hat_roll,absolute_physical_error_roll,q_true_shift_u,q_hat_shift_u,teacher_q_hat_shift_u,absolute_physical_error_shift_u,q_true_shift_v,q_hat_shift_v,teacher_q_hat_shift_v,absolute_physical_error_shift_v
709,0,pure_transport,transport_exact,frozen_transport,True,0.0,0.000518622278944016,0.0,0.04,5,0.00940678517629567,0.0,0.0,0.0,,False,True,635,,,546.9632442071857,730.5474213453406,False,False,5,0.0014464803393402729,0.0,,,0.0074210811156111,0.9996348284887191,0.997708400453278,0.0025771638346395744,True,False,0.008335676584101365,0.008299728766293995,0.008340832328645808,2.8381327673661386e-05,-0.027262091045591567,-0.0274866410549156,-0.027255338414092996,0.0001309340302355492,-0.02447591490234438,-0.024745390815017615,-0.02441933274840459,0.0001443856198332681,-0.013185020039225843,-0.013058623998106157,-0.013177582535006676,7.859625242220784e-07,-0.003792060648980896,-0.003756395641614779,-0.0037963794738114886,2.059120160347744e-07
709,0,pure_transport,transport_velocity_mismatch_10pct,frozen_transport,False,0.0,0.000518622278944016,0.0,0.04,5,14.533823251928835,0.0,0.0,0.0,,False,False,635,,,546.9632442071857,730.5474213453406,False,False,5,35.7472046934341,0.0,,,0.799853620846815,0.18706649250761537,4.546527077744408,0.0025765026416826745,True,False,0.008335676584101365,-0.0909365695176164,0.6044556051822416,0.0783768895405817,-0.027262091045591567,-0.5325463079559601,-0.239118177756569,0.2946287962028938,-0.02447591490234438,-0.09287947650783547,-0.5969759561373557,0.036650736398797144,-0.013185020039225843,0.21927044423434874,1.1318965387794477,0.0014454668188275833,-0.003792060648980896,0.11490722533677285,0.06948948629026623,0.000685310647164913
709,0,pure_transport,transport_wrong_frame_order,frozen_transport,False,0.0,0.000518622278944016,0.0,0.04,5,22.877507500113854,0.0,0.0,0.0,,False,False,635,,,546.9632442071857,730.5474213453406,False,False,5,1101.1310766554984,0.0,,,11.065758382336124,0.02720491060414104,389.8943955494925,0.0015182049021509054,True,False,0.008335676584101365,-0.27011962748535706,3.407960007590068,0.21984453325130707,-0.027262091045591567,-0.783358056599248,-5.769626593999944,0.44087592030299805,-0.02447591490234438,-0.330055190524952,43.44510909111322,0.16372985875168986,-0.013185020039225843,0.19962937877137837,-2.4107515993766406,0.001323333710441146,-0.003792060648980896,0.2187420525704038,0.30940913358348954,0.001284801301710864
709,0,reacting_birth,transport_only_reacting,frozen_transport,False,0.0,0.0005214152410439984,0.0,0.04,5,11.01236403620857,0.0,0.0,0.0,,False,False,635,,,546.9632442071857,730.5474213453406,False,False,5,100.26656806035363,0.0,,,1.7258393544504536,0.1224349964410423,12.100524236398714,0.002331074787834576,True,False,0.008335676584101365,-0.17327482774645286,-1.2726591716608489,0.1433841481005725,-0.027262091045591567,-0.23140935960726847,-0.3319092369229687,0.11903729024472025,-0.02447591490234438,-0.365581350927758,3.0800150928553176,0.18276483163357127,-0.013185020039225843,-0.04659574980573489,-2.1760114333206415,0.00020775636064836493,-0.003792060648980896,0.039886089169411464,0.18587943695983092,0.00025217591555353635
709,0,reacting_birth,transport_shared_birth,frozen_transport_plus_shared_free_source,True,0.0,0.0005214152410439984,0.0,0.04,5,0.01802776546342556,0.0,0.0,0.0,,False,True,443,,,370.0867309362232,523.4228367015373,False,False,5,0.0008996628098721549,0.0,,,0.010172496699640304,0.9991963966463328,0.9996767756176043,0.0018915604890441522,True,False,0.008335676584101365,0.008197752106835604,0.008337241465681848,0.0001088933910946734,-0.027262091045591567,-0.027518521581967447,-0.027242004480041524,0.00014952341219771326,-0.02447591490234438,-0.025045104860961665,-0.024447413118224785,0.0003049728792550137,-0.013185020039225843,-0.012853999852137015,-0.013176507567267553,2.058367172801252e-06,-0.003792060648980896,-0.0037512051781021494,-0.0037941333832980347,2.3587917109713141e-07
709,0,pure_transport,transport_exact,frozen_transport,True,0.0078125,0.000518622278944016,4.051736554250125e-06,0.04,5,0.1034182292962035,0.07216342509721853,0.0076905827642517405,0.1922645691062935,3268.253960094718,True,True,635,616.0391320574371,0.9849570373598956,546.9632442071857,730.5474213453406,True,True,5,0.11120479137944933,0.0720134595605425,615.3098436539777,2.315384677570157,0.007289476869466162,0.9996362597523903,0.9977087029928445,0.0025771638346395744,False,False,0.008335676584101365,0.007421473574109666,0.007430696244209994,0.0007217766409593391,-0.027262091045591567,-0.026377969233231224,-0.02618226112773554,0.0005155271757056608,-0.02447591490234438,-0.02092326086826303,-0.020677976527666522,0.0019035176453266213,-0.013185020039225843,-0.014880170210031884,-0.015022063182370197,1.0540872130010793e-05,-0.003792060648980896,-0.00380637606696049,-0.003840263620712032,8.265010424080643e-08
709,0,pure_transport,transport_velocity_mismatch_10pct,frozen_transport,False,0.0078125,0.000518622278944016,4.051736554250125e-06,0.04,5,14.519766608332523,0.025632510422790068,0.0024665043400602725,0.06166260850150681,4458272.319330205,True,False,635,30008918.37763994,217.38937227331454,546.9632442071857,730.5474213453406,False,False,5,35.67338186419654,0.062308878560719046,31032771.097602893,2.6523047520833805,0.7999322297841924,0.18699187886561772,4.547307151419922,0.0025765026416826745,True,False,0.008335676584101365,-0.09140078304627217,0.6038647631723273,0.07874339290771028,-0.027262091045591567,-0.5319084494540453,-0.2381034754758698,0.2942568639788554,-0.02447591490234438,-0.0919688679601569,-0.5929670221894626,0.03616283090001709,-0.013185020039225843,0.219271260676312,1.1307056402487594,0.0014454718956700273,-0.003792060648980896,0.11499878994835042,0.06946989186635345,0.0006858392956963386
709,0,pure_transport,transport_wrong_frame_order,frozen_transport,False,0.0078125,0.000518622278944016,4.051736554250125e-06,0.04,5,22.877051788888135,0.002065408388021442,0.0002097676430256264,0.00524419107564066,1547688250.6099772,True,False,635,6038405628.647881,3083.715324506315,546.9632442071857,730.5474213453406,False,False,5,1101.2531068694332,0.06504580620828816,7206827520.999637,3.6745691943501573,11.065819157725926,0.027217559433125246,389.8975201775243,0.0015182049021509054,True,False,0.008335676584101365,-0.2701218210879465,3.408344287622664,0.21984626513261935,-0.027262091045591567,-0.7833611541869849,-5.768276767644396,0.44087772649150647,-0.02447591490234438,-0.329995757161762,43.45021806269145,0.16369801426177666,-0.013185020039225843,0.19961319418237164,-2.4105082546928607,0.001323233070576823,-0.003792060648980896,0.21875090688574056,0.30920221154610317,0.0012848524221242958
709,0,reacting_birth,transport_only_reacting,frozen_transport,False,0.0078125,0.0005214152410439984,4.073556570656237e-06,0.04,5,11.017256246767449,0.014164122837847062,0.001362745369648147,0.034068634241203676,3079840.4767249753,True,False,635,256838235.0384382,635.9792932775841,546.9632442071857,730.5474213453406,False,False,5,100.28499202841815,0.0628508482803794,241510787.084924,2.584458539050559,1.7258935626110834,0.12244135300759426,12.098152110052665,0.002331074787834576,True,False,0.008335676584101365,-0.1731391701443992,-1.2720472782532295,0.14327704444059683,-0.027262091045591567,-0.23158265622256194,-0.33103632530831284,0.11913833866745181,-0.02447591490234438,-0.3658335495571001,3.0804595048477585,0.18289996005769432,-0.013185020039225843,-0.04623241108067631,-2.1772393471748943,0.00020549702863950666,-0.003792060648980896,0.03991970195552369,0.18571523148139726,0.0002523699790646374
709,0,reacting_birth,transport_shared_birth,frozen_transport_plus_shared_free_source,True,0.0078125,0.0005214152410439984,4.073556570656237e-06,0.04,5,0.060240137780122834,0.21955506697957672,0.021641089507999953,0.5410272376999988,320.0655907852255,True,True,443,385.36660836452177,0.9326853973791204,370.0867309362232,523.4228367015373,True,False,5,0.04615997448214073,0.21918245522513105,384.35468904728634,0.8445917610429329,0.011368707545564417,0.9989320469755614,1.0004568657631536,0.0018915604890441522,True,False,0.008335676584101365,0.007006559035581296,0.007203455876309892,0.0010493577346891885,-0.027262091045591567,-0.02810215554642704,-0.02793461940991767,0.0004898375692938866,-0.02447591490234438,-0.02587405395382102,-0.02549174758070067,0.0007491251131055292,-0.013185020039225843,-0.01201071265430181,-0.012384351560335701,7.3021400693519535e-06,-0.003792060648980896,-0.0038041542311643612,-0.003836614158688683,6.982232929090618e-08
