axis,condition,condition_value,seed,method,rank,view_count,frame_count,noise_level,bias,dynamics,reconstruction_seconds,postprocess_seconds,rel_l2_global,paper_l2_squared,mean_frame_rel_l2_global,global_cc,temporal_smoothness,temporal_gradient_rel_l2,temporal_curvature_rel_l2,dynamics_energy_ratio,centroid_rmse,mass_trace_rmse,heldout_reprojection_rel_l2
rank,rank_1,1,20260711,lowrank,1,5,18,0.14,none,smooth,0.11421816691290587,0.004474250017665327,0.39542362231535033,0.15635984108499285,0.39494260290211197,0.9002716382899439,0.08973224859393944,0.8500532797597005,0.9469986499807158,0.6136043112431131,0.0678295277583584,0.14811769014822265,0.34645518714450074
rank,rank_2,2,20260711,framewise,2,5,18,0.14,none,smooth,0.11421816691290587,0.0,0.3689782920757351,0.1361449800231265,0.36964106301836297,0.9137777644278763,0.24458065132160942,1.2853887265529051,3.3009048702979236,1.4577313206008777,0.0692076574493836,0.15679498021238342,0.2888236052735923
rank,rank_2,2,20260711,lowrank,2,5,18,0.14,none,smooth,0.11421816691290587,0.005143499933183193,0.3596099837720222,0.1293193404285141,0.35928780128049564,0.9182933095471911,0.13147423865674268,0.7618247616207203,0.9322010647330056,0.7925320736920677,0.06689125346133314,0.1573709765169476,0.26508522711464044
rank,rank_3,3,20260711,framewise,3,5,18,0.14,none,smooth,0.11421816691290587,0.0,0.3689782920757351,0.1361449800231265,0.36964106301836297,0.9137777644278763,0.24458065132160942,1.2853887265529051,3.3009048702979236,1.4577313206008777,0.0692076574493836,0.15679498021238342,0.2888236052735923
rank,rank_3,3,20260711,lowrank,3,5,18,0.14,none,smooth,0.11421816691290587,0.009040709002874792,0.35491425637243423,0.12596412937639798,0.35493861363593276,0.9205048502360639,0.15362463864011996,0.718375565240458,0.9021744313090544,0.9255086607497693,0.06704628212028733,0.1584738505525136,0.2643768339376443
rank,rank_5,5,20260711,framewise,5,5,18,0.14,none,smooth,0.11421816691290587,0.0,0.3689782920757351,0.1361449800231265,0.36964106301836297,0.9137777644278763,0.24458065132160942,1.2853887265529051,3.3009048702979236,1.4577313206008777,0.0692076574493836,0.15679498021238342,0.2888236052735923
rank,rank_5,5,20260711,lowrank,5,5,18,0.14,none,smooth,0.11421816691290587,0.005975625012069941,0.3557584778809819,0.1265640945841931,0.3563097420852505,0.9201097817874717,0.17061057171914643,0.7660050665483861,1.1978420814359545,1.026087799268976,0.06756910747402564,0.15224461794881886,0.2622521103785493
rank,rank_8,8,20260711,framewise,8,5,18,0.14,none,smooth,0.11421816691290587,0.0,0.3689782920757351,0.1361449800231265,0.36964106301836297,0.9137777644278763,0.24458065132160942,1.2853887265529051,3.3009048702979236,1.4577313206008777,0.0692076574493836,0.15679498021238342,0.2888236052735923
rank,rank_8,8,20260711,lowrank,8,5,18,0.14,none,smooth,0.11421816691290587,0.008690124959684908,0.36019201308829385,0.12973828629259762,0.3608280626777894,0.9180167930576971,0.19583314249171452,0.9560954582149497,2.0947957097521113,1.179306473661763,0.06788737560387124,0.1537272413905659,0.27482327741136425
rank,rank_12,12,20260711,framewise,12,5,18,0.14,none,smooth,0.11421816691290587,0.0,0.3689782920757351,0.1361449800231265,0.36964106301836297,0.9137777644278763,0.24458065132160942,1.2853887265529051,3.3009048702979236,1.4577313206008777,0.0692076574493836,0.15679498021238342,0.2888236052735923
rank,rank_12,12,20260711,lowrank,12,5,18,0.14,none,smooth,0.11421816691290587,0.07744854199700058,0.3648441539212123,0.13311125665048526,0.3654691149707162,0.9157874921534294,0.22084117621362198,1.131157514383228,2.7301262243759146,1.3245271754467134,0.06847684867218287,0.15528831390162973,0.2828450959312672
rank,rank_1,1,20260712,framewise,1,5,18,0.14,none,smooth,0.12609129096381366,0.0,0.3686990090449731,0.13593895927074515,0.3694550672770423,0.9139143853062681,0.2435807800497488,1.2781197007431677,3.258245978920493,1.450031970321843,0.06699794407370796,0.15694162748243504,0.28889118003071645
rank,rank_1,1,20260712,lowrank,1,5,18,0.14,none,smooth,0.12609129096381366,0.012685084016993642,0.39541368089183776,0.15635197903643208,0.3948937988490139,0.9002769305360514,0.0912165290517078,0.8501772749042711,0.9434263362207042,0.6119426960049906,0.06583014546404102,0.14840887111570036,0.346777444589072
rank,rank_2,2,20260712,framewise,2,5,18,0.14,none,smooth,0.12609129096381366,0.0,0.3686990090449731,0.13593895927074515,0.3694550672770423,0.9139143853062681,0.2435807800497488,1.2781197007431677,3.258245978920493,1.450031970321843,0.06699794407370796,0.15694162748243504,0.28889118003071645
rank,rank_2,2,20260712,lowrank,2,5,18,0.14,none,smooth,0.12609129096381366,0.009148624958470464,0.3594006885382855,0.1291688549217937,0.3591003295203658,0.9183926140470108,0.13133816663011563,0.7616242139753543,0.9278681831251916,0.7909612551760982,0.06468175128348483,0.15749449894777065,0.26606945979863617
rank,rank_3,3,20260712,framewise,3,5,18,0.14,none,smooth,0.12609129096381366,0.0,0.3686990090449731,0.13593895927074515,0.3694550672770423,0.9139143853062681,0.2435807800497488,1.2781197007431677,3.258245978920493,1.450031970321843,0.06699794407370796,0.15694162748243504,0.28889118003071645
rank,rank_3,3,20260712,lowrank,3,5,18,0.14,none,smooth,0.12609129096381366,0.008821583003737032,0.3547112224554341,0.12582005133582846,0.3547673165774605,0.9205996983050397,0.15326770836541548,0.7177333265779922,0.8985729014961491,0.922595976573515,0.06487324512988535,0.15852421584160692,0.26599490396947983
rank,rank_5,5,20260712,framewise,5,5,18,0.14,none,smooth,0.12609129096381366,0.0,0.3686990090449731,0.13593895927074515,0.3694550672770423,0.9139143853062681,0.2435807800497488,1.2781197007431677,3.258245978920493,1.450031970321843,0.06699794407370796,0.15694162748243504,0.28889118003071645
rank,rank_5,5,20260712,lowrank,5,5,18,0.14,none,smooth,0.12609129096381366,0.00520195800345391,0.35546131232568934,0.12635274456030127,0.3560715066620701,0.920248972084253,0.16887673919826138,0.7453235985463464,1.0337821069841526,1.0127193704547919,0.06501637491805257,0.15226267703872717,0.2632191262145834
rank,rank_8,8,20260712,framewise,8,5,18,0.14,none,smooth,0.12609129096381366,0.0,0.3686990090449731,0.13593895927074515,0.3694550672770423,0.9139143853062681,0.2435807800497488,1.2781197007431677,3.258245978920493,1.450031970321843,0.06699794407370796,0.15694162748243504,0.28889118003071645
rank,rank_8,8,20260712,lowrank,8,5,18,0.14,none,smooth,0.12609129096381366,0.005260500009171665,0.359988598213299,0.12959179084357603,0.3606832841745875,0.9181134937959771,0.19292255499339173,0.9302965220022856,1.8744415201207107,1.158477088544284,0.06560033674230487,0.15408887278879643,0.2748821446977651
rank,rank_12,12,20260712,framewise,12,5,18,0.14,none,smooth,0.12609129096381366,0.0,0.3686990090449731,0.13593895927074515,0.3694550672770423,0.9139143853062681,0.2435807800497488,1.2781197007431677,3.258245978920493,1.450031970321843,0.06699794407370796,0.15694162748243504,0.28889118003071645
rank,rank_12,12,20260712,lowrank,12,5,18,0.14,none,smooth,0.12609129096381366,0.009890332934446633,0.364430852862241,0.13280984651790034,0.3651902936311437,0.915986924229281,0.2203138048378066,1.1238318106177496,2.693829392869523,1.3178991127328374,0.06628485973863407,0.15567075597127528,0.28336292379682715
rank,rank_1,1,20260713,framewise,1,5,18,0.14,none,smooth,0.1154896670486778,0.0,0.3691560675431132,0.13627620220389555,0.3697764804377532,0.9136907349251115,0.24914437822696975,1.3116585502360147,3.3827016314167757,1.4841679942422694,0.07002091159188709,0.15630997709194377,0.2969690445412775
rank,rank_1,1,20260713,lowrank,1,5,18,0.14,none,smooth,0.1154896670486778,0.004262999980710447,0.3947901333035976,0.15585924935387238,0.3940829001666567,0.9006085437144287,0.08869882164238381,0.8488765640402435,0.9477238321755945,0.6090807742905268,0.06876826791451719,0.14751655503295333,0.3469152164110183
rank,rank_2,2,20260713,framewise,2,5,18,0.14,none,smooth,0.1154896670486778,0.0,0.3691560675431132,0.13627620220389555,0.3697764804377532,0.9136907349251115,0.24914437822696975,1.3116585502360147,3.3827016314167757,1.4841679942422694,0.07002091159188709,0.15630997709194377,0.2969690445412775
rank,rank_2,2,20260713,lowrank,2,5,18,0.14,none,smooth,0.1154896670486778,0.0031542080687358975,0.3588033898037073,0.12873987253463115,0.358409783596701,0.918675638083542,0.13133595229013054,0.760226121369324,0.9321630717947664,0.7896268640576439,0.06766836192769127,0.15692437067570283,0.26774871603135336
