axis,condition,condition_value,seed,rank,rel_l2_global_improvement_pct,paper_l2_squared_improvement_pct,temporal_gradient_rel_l2_improvement_pct,temporal_curvature_rel_l2_improvement_pct,centroid_rmse_improvement_pct,mass_trace_rmse_improvement_pct,heldout_reprojection_rel_l2_improvement_pct,dynamics_energy_closeness_gain
rank,rank_1,1,20260710,1,-6.992628366922705,-14.474225248559277,35.15261043639644,72.22831054754259,1.9096566204080772,5.93047933094841,-16.223045917142183,0.08264934567358118
rank,rank_1,1,20260711,1,-7.167177800832648,-14.848039977885364,33.86799944638756,71.310937843054,1.9912965440467487,5.53416318070373,-19.95390294228776,0.07133563184399083
rank,rank_1,1,20260712,1,-7.245658705725897,-15.016313112182086,33.48218680846035,71.04496277061358,1.7430364853655098,5.436898102535156,-20.03739420220458,0.06197466632683357
rank,rank_1,1,20260713,1,-6.94396435930751,-14.370115128783162,35.28219948035616,71.98322715268921,1.788956540087577,5.625630700311454,-16.818645844627866,0.09324876853279618
rank,rank_1,1,20260714,1,-6.8152323754116715,-14.09493867406865,36.25360034313957,72.82668407413644,1.5110398724208227,5.968503516628686,-16.024548609498936,0.11506183650996116
rank,rank_1,1,20260715,1,-7.151651962664844,-14.814765183213447,34.307290641503606,71.6470812463996,1.7126772701451936,5.760396684391592,-18.258719727149685,0.06380948521883423
rank,rank_1,1,20260716,1,-7.17087576098052,-14.85596611368795,33.87739456810805,71.06740259004665,1.7001114765934169,5.498759519153491,-20.24358240996683,0.07165664086439372
rank,rank_1,1,20260717,1,-7.075916949872037,-14.652519906492724,33.348057735444904,71.01735372697034,1.5696677985964,5.610946570674369,-17.7430587346462,0.06628749975639348
rank,rank_12,12,20260710,12,1.1409612124957882,2.2689045000969257,10.865201098542025,15.226983971702719,0.7544763630331255,0.9925189123418129,2.0186772495739964,0.12515896137791493
rank,rank_12,12,20260711,12,1.120428557261327,2.2283035129930076,11.998799194634852,17.291581198167652,1.0559651982508809,0.9609148894328488,2.069951774419944,0.13320414515416434
rank,rank_12,12,20260712,12,1.157626160638781,2.301851337988865,12.071474216036735,17.3227125791711,1.064337637403833,0.8097733734116519,1.9136119812596482,0.1321328575890055
rank,rank_12,12,20260713,12,1.1912453044184421,2.3682999550728856,11.24698164095565,15.749365458095523,0.7522668020808893,0.9309471178704566,2.1968072860008037,0.127880251717976
rank,rank_12,12,20260714,12,1.161952819810303,2.310404296055318,10.459968583238227,13.377190335761188,0.9588199344188402,0.982774991651279,1.8486687039843959,0.12166371008907806
rank,rank_12,12,20260715,12,1.1402690118899281,2.267535889574571,11.071607652418558,14.694616990645143,0.8790056649150462,0.7013749426464272,1.9803572646293728,0.12505619294629344
rank,rank_12,12,20260716,12,1.170644778248627,2.3275854645180534,12.552536199531595,19.077711204982215,0.9388539500697187,0.9299356629059861,2.2243248282382395,0.14033879463764154
rank,rank_12,12,20260717,12,1.098278503895311,2.1844948510593634,10.809224064623919,14.526254806817441,0.7857124132141564,0.7966207025836011,1.8660366376213815,0.12133610917576898
rank,rank_2,2,20260710,2,2.7154807572812723,5.357223157106157,41.89757320103656,72.64676714342325,2.5321321536844046,-0.010128727602332232,10.621533457390711,0.2625933933597391
rank,rank_2,2,20260711,2,2.5389863048541192,5.013508095122439,40.73195556458991,71.75922659505218,3.3470342349199536,-0.36735634251829824,8.218988242454474,0.2502633942929454
rank,rank_2,2,20260712,2,2.5219271759768143,4.9802531851210174,40.410572379651995,71.52246364673414,3.4571102475031097,-0.3522784070746103,7.899763582112395,0.2409932254979411
rank,rank_2,2,20260713,2,2.804417602635987,5.530187624346394,42.04085192499585,72.44323699323509,3.359781543367963,-0.39306101580050384,9.839519992719048,0.27379485829991335
rank,rank_2,2,20260714,2,2.915563915384584,5.746122701295682,42.954673814268375,73.44818504200265,3.348372493798668,0.23613456279751996,10.441737527653563,0.2933683620179066
rank,rank_2,2,20260715,2,2.634449630138058,5.199496011714527,41.24737982456509,72.36136440778336,3.089293645450354,-0.06285498094932197,10.155546884070096,0.24522215667505542
rank,rank_2,2,20260716,2,2.5201502504235713,4.976788927976874,40.77135369442184,71.63185301668493,3.271170556427571,-0.4523186944737033,7.960813574288324,0.251228394779881
rank,rank_2,2,20260717,2,2.489169915056996,4.916380161430937,40.22002272066194,71.4617008857046,2.5861906638833143,-0.4818704055979137,8.215999877001744,0.24501024328839127
rank,rank_3,3,20260710,3,4.026527664042187,7.890926077754809,45.41701175228682,73.8800400548894,2.5227915396840266,-0.7890405361570128,10.947852062723914,0.3947629217213784
rank,rank_3,3,20260711,3,3.811616023301459,7.477947879476978,44.11219342436549,72.66887514912372,3.1230291686231477,-1.070742403771719,8.464256691452151,0.3832399813506471
rank,rank_3,3,20260712,3,3.7938226700779762,7.443714435601017,43.84459247744153,72.4215756787465,3.171289765926855,-1.0083929831420426,7.925571164451234,0.37262794689535794
rank,rank_3,3,20260713,3,4.049295639866359,7.934623327905133,45.262091307132856,73.04675530424421,3.018222698440328,-1.0874070396594198,9.824891727912807,0.40942699139232774
rank,rank_3,3,20260714,3,4.107417366353508,8.046125958455479,46.09269217765605,74.41435807140842,2.967547645988991,-0.4601536601543433,10.275908156364897,0.42755003615757814
rank,rank_3,3,20260715,3,3.848035752043126,7.547997712560938,44.59210319905093,73.57137375850142,2.8031442020774398,-0.9419951270255488,9.8430405339397,0.38029021251976813
rank,rank_3,3,20260716,3,3.796599064016332,7.449056483468927,44.31937468780072,72.8941355537887,3.0470236197097025,-1.0466442384304389,8.29740316294956,0.38446626058735156
rank,rank_3,3,20260717,3,3.7843861096346467,7.425556436966749,43.782316885271946,72.65653119327057,2.563896555454471,-1.0800404314356806,8.250947018252145,0.375324098742314
rank,rank_5,5,20260710,5,3.7263408005784786,7.3138254435024965,42.63445593510098,69.74434371635311,2.165609420312311,3.108006708276106,10.538405392744595,0.4688192809580549
rank,rank_5,5,20260711,5,3.582816246545998,7.037266770493892,40.40673838776956,63.71170547158239,2.3675847958481677,2.9021096577020136,9.199904166344295,0.43164352133190165
