design_id,seed,rank,noise_level,view_count,dynamics,framewise_rel_l2_global,lowrank_rel_l2_global,rel_l2_global_improvement_pct,framewise_paper_l2_squared,lowrank_paper_l2_squared,paper_l2_squared_improvement_pct,framewise_temporal_gradient_rel_l2,lowrank_temporal_gradient_rel_l2,temporal_gradient_rel_l2_improvement_pct,framewise_temporal_curvature_rel_l2,lowrank_temporal_curvature_rel_l2,temporal_curvature_rel_l2_improvement_pct,framewise_centroid_rmse,lowrank_centroid_rmse,centroid_rmse_improvement_pct,framewise_mass_trace_rmse,lowrank_mass_trace_rmse,mass_trace_rmse_improvement_pct,framewise_heldout_reprojection_rel_l2,lowrank_heldout_reprojection_rel_l2,heldout_reprojection_rel_l2_improvement_pct,framewise_dynamics_energy_ratio,lowrank_dynamics_energy_ratio,dynamics_energy_closeness_gain
d-smooth_v-3_n-0.00_s-20260713,20260713,8,0.0,3,smooth,0.5099253624779745,0.5098684425199163,0.011162409687080318,0.26002387529829374,0.25996582867768514,0.02232357338024644,0.9244598012391955,0.9227960530182097,0.17996977464610453,1.0441510654316883,1.034058838773131,0.9665485189516234,0.04888581754375582,0.04888245990702891,0.0068683247934552315,0.19284964376848887,0.19290848451388437,-0.030511202533426242,0.48506914063945444,0.48505563182394024,0.002784925772926092,1.0022449011275902,0.9977547016829377,-3.971894720899982e-07
d-smooth_v-3_n-0.00_s-20260714,20260714,1,0.0,3,smooth,0.5099253624779745,0.5240326751257731,-2.766544613356099,0.26002387529829374,0.27461024459947414,-5.609626917678671,0.9244598012391955,0.9405624235890695,-1.7418412707909845,1.0441510654316883,0.9788226641076578,6.256604382906883,0.04888581754375582,0.05215910035751294,-6.695771858086186,0.19284964376848887,0.19355812722015248,-0.3673760748609149,0.48506914063945444,0.49195966877373287,-1.420524943141222,1.0022449011275902,0.6259342419109652,-0.3718208569614445
d-smooth_v-3_n-0.00_s-20260714,20260714,2,0.0,3,smooth,0.5099253624779745,0.5077735864280359,0.4219786282992093,0.26002387529829374,0.2578340150739901,0.8421765969694274,0.9244598012391955,0.8892132515524658,3.812664394865542,1.0441510654316883,0.9602658709899539,8.033817827593086,0.04888581754375582,0.04811153616062667,1.583856877140874,0.19284964376848887,0.1982022846165952,-2.775551327698734,0.48506914063945444,0.48025499945638905,0.9924649456589023,1.0022449011275902,0.7681583543812366,-0.22959674449117318
d-smooth_v-3_n-0.00_s-20260714,20260714,3,0.0,3,smooth,0.5099253624779745,0.5088780595925589,0.20538356443463418,0.26002387529829374,0.25895687953468793,0.41034530478313463,0.9244598012391955,0.9019954298093817,2.4299998117470305,1.0441510654316883,0.9712596941352498,6.980921986248501,0.04888581754375582,0.04855755992874814,0.6714782149386302,0.19284964376848887,0.19807748317684248,-2.710836953685221,0.48506914063945444,0.48520702631056045,-0.028425982927702407,1.0022449011275902,0.9077641882936421,-0.08999091057876762
d-smooth_v-3_n-0.00_s-20260714,20260714,5,0.0,3,smooth,0.5099253624779745,0.5093104819517401,0.12058245607654529,0.26002387529829374,0.25939716702591376,0.2410195108655415,0.9244598012391955,0.9093836449035697,1.6308071281629077,1.0441510654316883,0.9964203145543655,4.571249549752032,0.04888581754375582,0.04878734237969391,0.20143912694464974,0.19284964376848887,0.19320548132331303,-0.18451553649198615,0.48506914063945444,0.4847462561326338,0.06656463579487826,1.0022449011275902,0.975004680612927,-0.022750418259482763
d-smooth_v-3_n-0.00_s-20260714,20260714,8,0.0,3,smooth,0.5099253624779745,0.5098684425199163,0.011162409687080318,0.26002387529829374,0.25996582867768514,0.02232357338024644,0.9244598012391955,0.9227960530182097,0.17996977464610453,1.0441510654316883,1.034058838773131,0.9665485189516234,0.04888581754375582,0.04888245990702891,0.0068683247934552315,0.19284964376848887,0.19290848451388437,-0.030511202533426242,0.48506914063945444,0.48505563182394024,0.002784925772926092,1.0022449011275902,0.9977547016829377,-3.971894720899982e-07
d-smooth_v-3_n-0.00_s-20260715,20260715,1,0.0,3,smooth,0.5099253624779745,0.5240326751257731,-2.766544613356099,0.26002387529829374,0.27461024459947414,-5.609626917678671,0.9244598012391955,0.9405624235890695,-1.7418412707909845,1.0441510654316883,0.9788226641076578,6.256604382906883,0.04888581754375582,0.05215910035751294,-6.695771858086186,0.19284964376848887,0.19355812722015248,-0.3673760748609149,0.48506914063945444,0.49195966877373287,-1.420524943141222,1.0022449011275902,0.6259342419109652,-0.3718208569614445
d-smooth_v-3_n-0.00_s-20260715,20260715,2,0.0,3,smooth,0.5099253624779745,0.5077735864280359,0.4219786282992093,0.26002387529829374,0.2578340150739901,0.8421765969694274,0.9244598012391955,0.8892132515524658,3.812664394865542,1.0441510654316883,0.9602658709899539,8.033817827593086,0.04888581754375582,0.04811153616062667,1.583856877140874,0.19284964376848887,0.1982022846165952,-2.775551327698734,0.48506914063945444,0.48025499945638905,0.9924649456589023,1.0022449011275902,0.7681583543812366,-0.22959674449117318
d-smooth_v-3_n-0.00_s-20260715,20260715,3,0.0,3,smooth,0.5099253624779745,0.5088780595925589,0.20538356443463418,0.26002387529829374,0.25895687953468793,0.41034530478313463,0.9244598012391955,0.9019954298093817,2.4299998117470305,1.0441510654316883,0.9712596941352498,6.980921986248501,0.04888581754375582,0.04855755992874814,0.6714782149386302,0.19284964376848887,0.19807748317684248,-2.710836953685221,0.48506914063945444,0.48520702631056045,-0.028425982927702407,1.0022449011275902,0.9077641882936421,-0.08999091057876762
d-smooth_v-3_n-0.00_s-20260715,20260715,5,0.0,3,smooth,0.5099253624779745,0.5093104819517401,0.12058245607654529,0.26002387529829374,0.25939716702591376,0.2410195108655415,0.9244598012391955,0.9093836449035697,1.6308071281629077,1.0441510654316883,0.9964203145543655,4.571249549752032,0.04888581754375582,0.04878734237969391,0.20143912694464974,0.19284964376848887,0.19320548132331303,-0.18451553649198615,0.48506914063945444,0.4847462561326338,0.06656463579487826,1.0022449011275902,0.975004680612927,-0.022750418259482763
d-smooth_v-3_n-0.00_s-20260715,20260715,8,0.0,3,smooth,0.5099253624779745,0.5098684425199163,0.011162409687080318,0.26002387529829374,0.25996582867768514,0.02232357338024644,0.9244598012391955,0.9227960530182097,0.17996977464610453,1.0441510654316883,1.034058838773131,0.9665485189516234,0.04888581754375582,0.04888245990702891,0.0068683247934552315,0.19284964376848887,0.19290848451388437,-0.030511202533426242,0.48506914063945444,0.48505563182394024,0.002784925772926092,1.0022449011275902,0.9977547016829377,-3.971894720899982e-07
d-smooth_v-3_n-0.00_s-20260716,20260716,1,0.0,3,smooth,0.5099253624779745,0.5240326751257731,-2.766544613356099,0.26002387529829374,0.27461024459947414,-5.609626917678671,0.9244598012391955,0.9405624235890695,-1.7418412707909845,1.0441510654316883,0.9788226641076578,6.256604382906883,0.04888581754375582,0.05215910035751294,-6.695771858086186,0.19284964376848887,0.19355812722015248,-0.3673760748609149,0.48506914063945444,0.49195966877373287,-1.420524943141222,1.0022449011275902,0.6259342419109652,-0.3718208569614445
d-smooth_v-3_n-0.00_s-20260716,20260716,2,0.0,3,smooth,0.5099253624779745,0.5077735864280359,0.4219786282992093,0.26002387529829374,0.2578340150739901,0.8421765969694274,0.9244598012391955,0.8892132515524658,3.812664394865542,1.0441510654316883,0.9602658709899539,8.033817827593086,0.04888581754375582,0.04811153616062667,1.583856877140874,0.19284964376848887,0.1982022846165952,-2.775551327698734,0.48506914063945444,0.48025499945638905,0.9924649456589023,1.0022449011275902,0.7681583543812366,-0.22959674449117318
d-smooth_v-3_n-0.00_s-20260716,20260716,3,0.0,3,smooth,0.5099253624779745,0.5088780595925589,0.20538356443463418,0.26002387529829374,0.25895687953468793,0.41034530478313463,0.9244598012391955,0.9019954298093817,2.4299998117470305,1.0441510654316883,0.9712596941352498,6.980921986248501,0.04888581754375582,0.04855755992874814,0.6714782149386302,0.19284964376848887,0.19807748317684248,-2.710836953685221,0.48506914063945444,0.48520702631056045,-0.028425982927702407,1.0022449011275902,0.9077641882936421,-0.08999091057876762
d-smooth_v-3_n-0.00_s-20260716,20260716,5,0.0,3,smooth,0.5099253624779745,0.5093104819517401,0.12058245607654529,0.26002387529829374,0.25939716702591376,0.2410195108655415,0.9244598012391955,0.9093836449035697,1.6308071281629077,1.0441510654316883,0.9964203145543655,4.571249549752032,0.04888581754375582,0.04878734237969391,0.20143912694464974,0.19284964376848887,0.19320548132331303,-0.18451553649198615,0.48506914063945444,0.4847462561326338,0.06656463579487826,1.0022449011275902,0.975004680612927,-0.022750418259482763
d-smooth_v-3_n-0.00_s-20260716,20260716,8,0.0,3,smooth,0.5099253624779745,0.5098684425199163,0.011162409687080318,0.26002387529829374,0.25996582867768514,0.02232357338024644,0.9244598012391955,0.9227960530182097,0.17996977464610453,1.0441510654316883,1.034058838773131,0.9665485189516234,0.04888581754375582,0.04888245990702891,0.0068683247934552315,0.19284964376848887,0.19290848451388437,-0.030511202533426242,0.48506914063945444,0.48505563182394024,0.002784925772926092,1.0022449011275902,0.9977547016829377,-3.971894720899982e-07
d-smooth_v-3_n-0.00_s-20260717,20260717,1,0.0,3,smooth,0.5099253624779745,0.5240326751257731,-2.766544613356099,0.26002387529829374,0.27461024459947414,-5.609626917678671,0.9244598012391955,0.9405624235890695,-1.7418412707909845,1.0441510654316883,0.9788226641076578,6.256604382906883,0.04888581754375582,0.05215910035751294,-6.695771858086186,0.19284964376848887,0.19355812722015248,-0.3673760748609149,0.48506914063945444,0.49195966877373287,-1.420524943141222,1.0022449011275902,0.6259342419109652,-0.3718208569614445
d-smooth_v-3_n-0.00_s-20260717,20260717,2,0.0,3,smooth,0.5099253624779745,0.5077735864280359,0.4219786282992093,0.26002387529829374,0.2578340150739901,0.8421765969694274,0.9244598012391955,0.8892132515524658,3.812664394865542,1.0441510654316883,0.9602658709899539,8.033817827593086,0.04888581754375582,0.04811153616062667,1.583856877140874,0.19284964376848887,0.1982022846165952,-2.775551327698734,0.48506914063945444,0.48025499945638905,0.9924649456589023,1.0022449011275902,0.7681583543812366,-0.22959674449117318
d-smooth_v-3_n-0.00_s-20260717,20260717,3,0.0,3,smooth,0.5099253624779745,0.5088780595925589,0.20538356443463418,0.26002387529829374,0.25895687953468793,0.41034530478313463,0.9244598012391955,0.9019954298093817,2.4299998117470305,1.0441510654316883,0.9712596941352498,6.980921986248501,0.04888581754375582,0.04855755992874814,0.6714782149386302,0.19284964376848887,0.19807748317684248,-2.710836953685221,0.48506914063945444,0.48520702631056045,-0.028425982927702407,1.0022449011275902,0.9077641882936421,-0.08999091057876762
d-smooth_v-3_n-0.00_s-20260717,20260717,5,0.0,3,smooth,0.5099253624779745,0.5093104819517401,0.12058245607654529,0.26002387529829374,0.25939716702591376,0.2410195108655415,0.9244598012391955,0.9093836449035697,1.6308071281629077,1.0441510654316883,0.9964203145543655,4.571249549752032,0.04888581754375582,0.04878734237969391,0.20143912694464974,0.19284964376848887,0.19320548132331303,-0.18451553649198615,0.48506914063945444,0.4847462561326338,0.06656463579487826,1.0022449011275902,0.975004680612927,-0.022750418259482763
d-smooth_v-3_n-0.00_s-20260717,20260717,8,0.0,3,smooth,0.5099253624779745,0.5098684425199163,0.011162409687080318,0.26002387529829374,0.25996582867768514,0.02232357338024644,0.9244598012391955,0.9227960530182097,0.17996977464610453,1.0441510654316883,1.034058838773131,0.9665485189516234,0.04888581754375582,0.04888245990702891,0.0068683247934552315,0.19284964376848887,0.19290848451388437,-0.030511202533426242,0.48506914063945444,0.48505563182394024,0.002784925772926092,1.0022449011275902,0.9977547016829377,-3.971894720899982e-07
d-smooth_v-3_n-0.07_s-20260710,20260710,1,0.07,3,smooth,0.5140855990197646,0.5241676182919314,-1.9611557474807928,0.2642840031195102,0.2747516920658359,-3.960772813613136,1.1136151167408204,0.9406792957248348,15.529227146444967,2.100316414950351,0.9811140842673264,53.28732007786304,0.04821280205162725,0.05038424656824775,-4.503875369554817,0.1928487143924226,0.19364950075942688,-0.41524070799385004,0.491145251302662,0.49369979915168005,-0.5201206450102949,1.1742278616393282,0.6256557938732975,-0.20011634448737425
d-smooth_v-3_n-0.07_s-20260710,20260710,2,0.07,3,smooth,0.5140855990197646,0.5080699811180763,1.1701588049046427,0.2642840031195102,0.25813510571332243,2.326624893518043,1.1136151167408204,0.8898786061394125,20.09100875498251,2.100316414950351,0.963918897374674,54.10601514543698,0.04821280205162725,0.04653881078361352,3.4720887331677264,0.1928487143924226,0.19829180205280234,-2.8224651004286816,0.491145251302662,0.48100895921204156,2.0638074100717403,1.1742278616393282,0.7678261576192543,-0.057945980741417435
d-smooth_v-3_n-0.07_s-20260710,20260710,3,0.07,3,smooth,0.5140855990197646,0.5094308999762914,0.9054326852064076,0.2642840031195102,0.25951984185065424,1.8026672869351021,1.1136151167408204,0.9054463412116804,18.693063016079872,2.100316414950351,0.9847434221947761,53.114520498637084,0.04821280205162725,0.04695077473607846,2.6176186859481985,0.1928487143924226,0.1981252616794558,-2.7361070586494716,0.491145251302662,0.48619212567961817,1.0084848850511345,1.1742278616393282,0.909156681757991,0.08338454339731927
d-smooth_v-3_n-0.07_s-20260710,20260710,5,0.07,3,smooth,0.5140855990197646,0.510420377667295,0.7129593514097956,0.2642840031195102,0.26052896193802405,1.4208355924493554,1.1136151167408204,0.923914558652672,17.03466082996145,2.100316414950351,1.0371251074945214,50.62053031092727,0.04821280205162725,0.047441375744114965,1.6000445414274527,0.1928487143924226,0.1931950662627117,-0.17959770765312716,0.491145251302662,0.4863576778768482,0.9747775048432239,1.1742278616393282,0.9861439428382838,0.160371804477612
d-smooth_v-3_n-0.07_s-20260710,20260710,8,0.07,3,smooth,0.5140855990197646,0.5119699830089077,0.41152991153354707,0.2642840031195102,0.26211326350214126,0.8213662543847333,1.1136151167408204,0.9895478855124681,11.140943523768268,2.100316414950351,1.4147023884514176,32.643368476211904,0.04821280205162725,0.047700762488552644,1.0620406640453792,0.1928487143924226,0.1929292531041464,-0.04176263864508126,0.491145251302662,0.48875379093035864,0.4869150960852497,1.1742278616393282,1.0559721327093694,0.11825572892995884
d-smooth_v-3_n-0.07_s-20260711,20260711,1,0.07,3,smooth,0.514963353594031,0.524980610122221,-1.9452367742788106,0.26518725554481104,0.2756046410042993,-3.928313009630541,1.1196925752738895,0.9425131680994694,15.823933380188915,2.1298507529484123,0.9846885702241105,53.76725017649636,0.05059671831096289,0.052870690517635655,-4.494307699270512,0.19326536835400468,0.19383861034756045,-0.2966087501526878,0.49392047591846494,0.4944395354577839,-0.10508969856993756,1.1801476221378233,0.6291639610843207,-0.19068841677785597
d-smooth_v-3_n-0.07_s-20260711,20260711,2,0.07,3,smooth,0.514963353594031,0.5089637060882685,1.1650630018385122,0.26518725554481104,0.2590440541151054,2.3165522856902188,1.1196925752738895,0.8917438410788489,20.358153588638224,2.1298507529484123,0.967284437352811,54.58440287356671,0.05059671831096289,0.04880262453842591,3.5458698358165925,0.19326536835400468,0.19844011888289212,-2.6775363702937507,0.49392047591846494,0.4834374667688823,2.122408294587882,1.1801476221378233,0.7714835168159103,-0.048368861046266365
d-smooth_v-3_n-0.07_s-20260711,20260711,3,0.07,3,smooth,0.514963353594031,0.5102584066403342,0.9136469461080949,0.26518725554481104,0.26036364154713265,1.8189463847915237,1.1196925752738895,0.9068287712782083,19.01091502222583,2.1298507529484123,0.9848183978663346,53.761154554911386,0.05059671831096289,0.049324208509542784,2.5150046166516726,0.19326536835400468,0.19836288725984333,-2.637574930897674,0.49392047591846494,0.4884425974523128,1.1090608171193428,1.1801476221378233,0.9119819939634902,0.09212961610131354
d-smooth_v-3_n-0.07_s-20260711,20260711,5,0.07,3,smooth,0.514963353594031,0.5111887118166674,0.7329923092609096,0.26518725554481104,0.2613138990887839,1.4606118412647602,1.1196925752738895,0.9258391961742247,17.31308962659442,2.1298507529484123,1.0520881741124126,50.60272778942452,0.05059671831096289,0.04978103531888144,1.6121262787286206,0.19326536835400468,0.19358681190969487,-0.16632237758176138,0.49392047591846494,0.488985131485568,0.9992184316127988,1.1801476221378233,0.9873973406122736,0.1675449627500969
d-smooth_v-3_n-0.07_s-20260711,20260711,8,0.07,3,smooth,0.514963353594031,0.5127600698519587,0.4278525309987434,0.26518725554481104,0.2629228892345856,0.8538744841130761,1.1196925752738895,0.9891360759076775,11.660030819991803,2.1298507529484123,1.4220719669350776,33.23137947732743,0.05059671831096289,0.050084600281874336,1.012156610495969,0.19326536835400468,0.1933343665928714,-0.035701294781368936,0.49392047591846494,0.4912335788567368,0.5439938598873253,1.1801476221378233,1.0549725126387344,0.12517510949908894
d-smooth_v-3_n-0.07_s-20260712,20260712,1,0.07,3,smooth,0.5147596802402555,0.5247259658782798,-1.9361045591902817,0.26497752840105016,0.2753373392668937,-3.909694127014651,1.1259583375388558,0.9414601019565496,16.385884755329627,2.1871448406136316,0.9827944003199398,55.06496039627833,0.05007070884979167,0.052264348158049846,-4.381082989647927,0.19334003260604854,0.19368906261701785,-0.18052650879535667,0.4915320514295066,0.4923333315028821,-0.1630168513006468,1.185863302654028,0.626910372034582,-0.18722632531139005
