axis,condition,condition_value,method,rank,seed_count,rel_l2_global_mean,rel_l2_global_std,rel_l2_global_ci95,paper_l2_squared_mean,paper_l2_squared_std,paper_l2_squared_ci95,mean_frame_rel_l2_global_mean,mean_frame_rel_l2_global_std,mean_frame_rel_l2_global_ci95,global_cc_mean,global_cc_std,global_cc_ci95,temporal_smoothness_mean,temporal_smoothness_std,temporal_smoothness_ci95,temporal_gradient_rel_l2_mean,temporal_gradient_rel_l2_std,temporal_gradient_rel_l2_ci95,temporal_curvature_rel_l2_mean,temporal_curvature_rel_l2_std,temporal_curvature_rel_l2_ci95,dynamics_energy_ratio_mean,dynamics_energy_ratio_std,dynamics_energy_ratio_ci95,centroid_rmse_mean,centroid_rmse_std,centroid_rmse_ci95,mass_trace_rmse_mean,mass_trace_rmse_std,mass_trace_rmse_ci95,heldout_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_std,heldout_reprojection_rel_l2_ci95,reconstruction_seconds_mean,reconstruction_seconds_std,reconstruction_seconds_ci95,postprocess_seconds_mean,postprocess_seconds_std,postprocess_seconds_ci95
rank,rank_8,8,framewise,8,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.0,0.0,0.0
rank,rank_8,8,lowrank,8,8,0.3606934991684395,0.0006294122282541118,0.0004361604216650131,0.13010014698215705,0.0004541953748249375,0.0003147413369318334,0.3612840796815424,0.0006045077597498163,0.00041890250547500367,0.917777844510815,0.00029992344453556483,0.00020783634343856674,0.19693380933269816,0.0032325372479728187,0.0022400340283100866,0.9621010998764024,0.02410252481032489,0.01670219756235578,2.077700183025254,0.1474914000444011,0.10220632575533198,1.1832735791326838,0.019735033726889447,0.013675680651724177,0.06816568594461096,0.001964486231638216,0.0013613195052202094,0.15405253212522665,0.0005866329754424222,0.00040651591190291855,0.27916747571525097,0.004814272166479396,0.0033361204054873275,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.00833798962412402,0.005846720368724195,0.004051570508017861
noise,noise_0.00,0.0,framewise,3,8,0.3482787106869946,0.0,0.0,0.12129806031779529,0.0,0.0,0.3488039248121403,0.0,0.0,0.9235716215071482,0.0,0.0,0.1628477111823295,0.0,0.0,0.6732490270358469,0.0,0.0,0.8102217221131207,0.0,0.0,0.9788342940459952,0.0,0.0,0.06530711652143102,0.0,0.0,0.1496340741731893,0.0,0.0,0.2459764401877597,0.0,0.0,0.11581789088086225,0.01213234383607884,0.008407285346214596,0.0,0.0,0.0
noise,noise_0.00,0.0,lowrank,3,8,0.3502246561267193,0.0,0.0,0.12265730975907879,0.0,0.0,0.3502024504126651,0.0,0.0,0.9226793077533081,0.0,0.0,0.15120135239200794,0.0,0.0,0.6968404207528718,0.0,0.0,0.8583438696574404,0.0,0.0,0.910298593005284,0.0,0.0,0.06539212070008736,0.0,0.0,0.15705821587268468,0.0,0.0,0.2564454334675694,0.0,0.0,0.11581789088086225,0.01213234383607884,0.008407285346214596,0.004906442380161025,0.002064125291662606,0.001430365851134223
noise,noise_0.07,0.07,framewise,3,8,0.3537823377797772,0.0002481135609590567,0.000171933925829321,0.12516199639022113,0.00017555574424726165,0.00012165392408882014,0.35435911769740625,0.00025077600130357284,0.00017377890285899078,0.9210327721817264,0.00011550980199294087,8.004420899706939e-05,0.18784833812501603,0.001095558245332702,0.0007591831311703971,0.8777279896158594,0.0075358281332169675,0.005222062471356997,1.8338361036550408,0.03661579082309967,0.025373448509731493,1.1258806874639746,0.006558731308910223,0.004544968916820721,0.0667144197203022,0.0010025257565274403,0.0006947149055396321,0.15137209723128056,0.0002629824906110882,0.00018223756839553948,0.25909844651972724,0.001974612974221026,0.0013683369798048123,0.1274498334969394,0.03441302100621485,0.02384700690431743,0.0,0.0,0.0
noise,noise_0.07,0.07,lowrank,3,8,0.351443938868133,0.0002378406886165679,0.00016481518848759618,0.12351289166431705,0.0001671526613957533,0.00011583088475898966,0.35143751092437947,0.0002473694758295794,0.0001714183011413042,0.9221171907812181,0.00010984896974214334,7.612145238280491e-05,0.1517333863163003,0.00025859169184388016,0.00017919490008408347,0.7017050729823963,0.0004993536542667454,0.00034603442803945246,0.8660297540141735,0.0020500515555358406,0.0014206132495673944,0.913450387041957,0.0017611065616188826,0.0012203845842705795,0.0662165248439473,0.0010051284028789543,0.0006965184474461343,0.15739919384066778,0.0002531013121359825,0.00017539026105579491,0.25905004148902244,0.0013359188014250467,0.0009257444987302102,0.1274498334969394,0.03441302100621485,0.02384700690431743,0.0246637446252862,0.030238942621508245,0.020954518155907806
noise,noise_0.14,0.14,framewise,3,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.11913798449677415,0.015828919034641942,0.010968881268483173,0.0,0.0,0.0
noise,noise_0.14,0.14,lowrank,3,8,0.3551427878090509,0.0005190823699507903,0.00035970573051085616,0.126126635498478,0.0003685591525219801,0.00025539846249632596,0.3551696704659889,0.0005429243841684064,0.00037622740344267014,0.9203978310528382,0.00024265075830474174,0.000168148396724194,0.15340066388604343,0.0005143006802050974,0.00035639218857104075,0.7172081636671657,0.0011888382707564728,0.0008238228909262709,0.8937521856361401,0.010331613145493513,0.007159442641459048,0.9230459563263106,0.003608618200659209,0.0025006448323913375,0.06734365424572919,0.001974045579362641,0.0013679437952278772,0.15854052689283393,0.0005202045012518278,0.0003604833278301546,0.26688239959966065,0.0031062485676991176,0.0021525204377456256,0.11913798449677415,0.015828919034641942,0.010968881268483173,0.010219666626653634,0.01109704195231723,0.007689857743283215
noise,noise_0.28,0.28,framewise,3,8,0.42280792545488866,0.0021185033993297788,0.0014680479572401822,0.17877046887703804,0.0017945898698276258,0.0012435873330757217,0.42367202552574745,0.0020961768195413497,0.0014525764267904636,0.8850568404933672,0.001229380076658529,0.0008519169290836658,0.3912707211043376,0.006708382202793534,0.004648671695458728,2.1867275684536485,0.03791789528676585,0.02627576086788169,6.12577063559994,0.13627050523383874,0.094430642360033,2.27288642012285,0.03695802575784429,0.025610605219986014,0.07686765147286109,0.003419069650413549,0.002369294388453408,0.1740915972504761,0.0012682731643688207,0.0008788684638236716,0.39558436226877347,0.013045670897897467,0.009040188709890668,0.12042336449667346,0.007386204723108178,0.0051183787380030595,0.0,0.0,0.0
noise,noise_0.28,0.28,lowrank,3,8,0.3697550170223857,0.001222504483095985,0.0008471523858275635,0.13672008031578453,0.000903842564299107,0.0006263309422141178,0.3698645399499909,0.0012830745117642418,0.0008891252742753917,0.9133961112795479,0.0005996431593189498,0.0004155315093616236,0.1608020979211366,0.0013905055145758086,0.000963571161061167,0.7879030336407571,0.011625032425495866,0.008055736474389992,1.0708442052995641,0.08976780572937072,0.06220591568020515,0.9678156033653936,0.011358066585030857,0.007870738585374779,0.07038631845233256,0.0036902144432135867,0.0025571881436922896,0.1635935033367117,0.0012321084005628886,0.0008538075610910309,0.29716143043622134,0.00816094777552437,0.0056552482827229005,0.12042336449667346,0.007386204723108178,0.0051183787380030595,0.0068589843576774,0.0028706034960732513,0.0019892267342077824
noise,noise_0.42,0.42,framewise,3,8,0.48847159970386334,0.0034353151063119115,0.002380551915042023,0.23861482993339603,0.0033638802673127822,0.0023310500971541544,0.4893848160568365,0.003375562018918806,0.002339145138015376,0.8430832411517213,0.0024202696254560455,0.0016771612831705993,0.5281224181918427,0.00921764521055401,0.0063875022462553535,2.910798435816699,0.046380580701017055,0.03214010266647789,8.299861594675757,0.16576677956629637,0.1148705176482481,2.954620578045035,0.04599540894463627,0.03187319225683667,0.08545083437299159,0.004615863818058177,0.0031986304346469136,0.18658671977875088,0.001483016069216662,0.0010276777047686853,0.5023430032370693,0.01845476187199645,0.0127884975195742,0.10740965126024093,0.009744407719895267,0.006752530041836797,0.0,0.0,0.0
noise,noise_0.42,0.42,lowrank,3,8,0.39375733260562784,0.0024191062889080323,0.0016763551320719352,0.1550499575465314,0.00190463082472953,0.0013198418243867136,0.39383552704145675,0.0024725299061061213,0.0017133758100282923,0.9011521459345558,0.0012807631833090312,0.0008875236053716474,0.17809683576705532,0.006630525798633819,0.0045947199599453955,0.9541311313467439,0.06386935313888356,0.044259203660212805,1.6398023174211545,0.3539380983492563,0.2452665888737697,1.0836601162860902,0.05224277027752629,0.03620239278858565,0.07426166737859166,0.005258243131245491,0.003643776587726646,0.17154065925396206,0.002160506626561183,0.0014971547087110867,0.34591683275586793,0.015811822239519942,0.010957033793911195,0.10740965126024093,0.009744407719895267,0.006752530041836797,0.017273135148570873,0.02493968630670818,0.01728232088197586
frame_count,frames_12,12,framewise,3,8,0.3697519225878337,0.0012021043700908521,0.0008330158287495202,0.13671774868045133,0.0008892998124372646,0.0006162533293246683,0.37030301214391736,0.0012384433947267713,0.0008581974880764484,0.9133962691753287,0.0005900759501637907,0.0004089017716603934,0.3009645041127462,0.003331775642246432,0.0023088027270241245,1.0082044050905588,0.014637393844436271,0.010143196437373133,1.7905396570920136,0.0398586199396377,0.027620614439094048,1.2276542627220213,0.013255522022357417,0.009185608119973016,0.06862468520946031,0.00220215205856363,0.0015260135207379724,0.15713550384906658,0.000671131719012839,0.00046507055379169576,0.29305438857463595,0.007075630717749198,0.0049031619324584495,0.085542140644975,0.011975798735954455,0.008298805126392304,0.0,0.0,0.0
frame_count,frames_12,12,lowrank,3,8,0.3577704560066076,0.0010831966997748388,0.0007506170171342838,0.1280007258418801,0.000775016479874547,0.0005370590202816071,0.35771601524221824,0.0010990744547912817,0.0007616197400115864,0.9191616689891575,0.0005109750183067988,0.00035408762245242446,0.22855774104845597,0.0013366116078600792,0.0009262245890959061,0.7175589014470722,0.0035287092788869085,0.002445270774738088,0.8614753579037369,0.005958558531778218,0.00412907040103899,0.9384623936198426,0.005801206975469361,0.004020031335592664,0.06692660381263797,0.0022154954784063983,0.0015352600389399124,0.1591192607223171,0.0005079495212203185,0.00035199105993624034,0.27175292251175287,0.005410153179780593,0.0037490448806672036,0.085542140644975,0.011975798735954455,0.008298805126392304,0.013057260366622359,0.010966470530531996,0.007599376364265177
frame_count,frames_18,18,framewise,3,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.1182813282503048,0.014157063623186718,0.009810344575851827,0.0,0.0,0.0
frame_count,frames_18,18,lowrank,3,8,0.3551427878090509,0.0005190823699507903,0.00035970573051085616,0.126126635498478,0.0003685591525219801,0.00025539846249632596,0.3551696704659889,0.0005429243841684064,0.00037622740344267014,0.9203978310528382,0.00024265075830474174,0.000168148396724194,0.15340066388604343,0.0005143006802050974,0.00035639218857104075,0.7172081636671657,0.0011888382707564728,0.0008238228909262709,0.8937521856361401,0.010331613145493513,0.007159442641459048,0.9230459563263106,0.003608618200659209,0.0025006448323913375,0.06734365424572919,0.001974045579362641,0.0013679437952278772,0.15854052689283393,0.0005202045012518278,0.0003604833278301546,0.26688239959966065,0.0031062485676991176,0.0021525204377456256,0.1182813282503048,0.014157063623186718,0.009810344575851827,0.02045204678142909,0.023089206411797455,0.016000003737477935
frame_count,frames_30,30,framewise,3,8,0.3696676361391984,0.0007027289580016989,0.0004869663233083747,0.13665459330823265,0.0005199448853137462,0.00036030342316363946,0.37035234804810035,0.0007118768445969882,0.0004933054853005282,0.9134424262941201,0.00034499079882988314,0.0002390664266335829,0.21095534454981774,0.001490902484402521,0.0010331427116727157,1.9408159170530825,0.014419101335108438,0.009991927446017753,7.698901002615953,0.07664277906271229,0.05311073622814167,2.0563805057648623,0.014790305476338786,0.010249158792176891,0.06865023950760815,0.00143828679043141,0.0009966818959489829,0.15714265169732006,0.00048511637676702715,0.0003361684980830807,0.2946288874707193,0.003248913056373563,0.002251381884574313,0.1870588802266866,0.010823080057376222,0.007500011835857702,0.0,0.0,0.0
frame_count,frames_30,30,lowrank,3,8,0.3531862487658047,0.0005923898777321629,0.0004105052416576685,0.12474083337730721,0.0004188229587503284,0.0002902295031639914,0.35325558095999593,0.000594078440988113,0.00041167535629583834,0.92131230301907,0.0002755238541083868,0.00019092828990631942,0.09276364895445462,0.00030720420095962193,0.00021288165023339265,0.7211604045243082,0.0013024455165413084,0.0009025486957349272,0.9994829107070303,0.0040484619040882875,0.0028054409684411057,0.9155349560446154,0.0028988120824006715,0.0020087742872339914,0.06627928341955697,0.0014251912919905924,0.0009876071785134735,0.1579687658158127,0.0002977808728050043,0.00020635161697870594,0.2636640790114544,0.002444139259174599,0.0016937020954400908,0.1870588802266866,0.010823080057376222,0.007500011835857702,0.023558677014079876,0.0142462989745158,0.009872181519457257
frame_count,frames_8,8,framewise,3,8,0.36964302348975486,0.0013746818564634542,0.0009526059254258322,0.13663761834607813,0.0010176894502838063,0.0007052228092089354,0.37043489734723745,0.0013869945373786896,0.0009611381779921864,0.9134583075665573,0.0006752892936239114,0.00046795160600845845,0.3875589194713003,0.003365262730805676,0.0023320080954785114,0.8339288801266826,0.009149968392561922,0.006340604604062646,1.1260152123910667,0.01991278149375404,0.013798853569989078,1.103901487572526,0.008607322268817896,0.00596457002525633,0.06784530925219688,0.00442529032158395,0.003066569739208984,0.15709731949593891,0.0009356059937704672,0.0006483418758595986,0.2927330473993281,0.009383644178539633,0.006502533662269303,0.052131052245385945,0.008355734251932756,0.005790228424307668,0.0,0.0,0.0
frame_count,frames_8,8,lowrank,3,8,0.3608544236940274,0.000958966885887132,0.0006645301481852543,0.13021671976485083,0.0006927878824474192,0.0004800775094103901,0.361049369507741,0.0009782064868776395,0.0006778625114664113,0.917707957297685,0.00045753124085438457,0.0003170529741525742,0.3338105198349208,0.0022622287639651037,0.0015676445536030867,0.7122681980375409,0.004642473910108883,0.003217070287653225,0.831405226939514,0.0057727614798282305,0.00400031961278785,0.9541695359116564,0.005760042638569594,0.003991505905463089,0.06654688588962433,0.00454042933098042,0.003146357002045863,0.16001967082462,0.0007794342420233417,0.0005401203732632275,0.27750684504866374,0.006894784654927631,0.004777842004633872,0.052131052245385945,0.008355734251932756,0.005790228424307668,0.007274609379237518,0.013219502864315946,0.009160648116887337
view_count,views_3,3,framewise,3,8,0.5283777445281725,0.0006754045603158448,0.00046803148175077934,0.27918344006258394,0.0007134857100434449,0.0004944203721743902,0.5299313258641062,0.0006932905485895983,0.0004804258392754416,0.8134029351719478,0.0005314727034551375,0.00036829179357610124,0.2883399298071865,0.0035215972982611285,0.002440342423604495,1.5346455352491613,0.019253105427412858,0.01334172137849069,3.752720985099229,0.08911306783670032,0.061752205468474264,1.5696111621705207,0.019265411335783304,0.013350248937922943,0.051874352616950704,0.001738036120927827,0.0012043975845141242,0.19341616133723988,0.0005243954295209137,0.0003633874929527209,0.5109621550257284,0.0034928865781714826,0.0024204469096337205,0.10075927588331979,0.031022529729384074,0.021497516318384573,0.0,0.0,0.0
view_count,views_3,3,lowrank,3,8,0.5134259945556353,0.0007961126099249875,0.0005516778925647578,0.26360680645631995,0.000817625654500293,0.0005665856718738614,0.5145675425258767,0.0008247841231083587,0.0005715462375356222,0.8249263180501899,0.0006006933507889887,0.00041625925492143215,0.1669410092678833,0.0007413943001926272,0.0005137600384552763,0.9216815393294201,0.0027987848700853483,0.001939458965505267,1.0283303816909304,0.012926462833049407,0.008957581735485004,0.922212663357717,0.004825502363222568,0.0033439025347930607,0.04838725073671574,0.001855326233802588,0.0012856754860104055,0.19809088680826992,0.00036627092792760176,0.00025381280375131443,0.4907927912205313,0.0033085060952117717,0.0022926777536108438,0.10075927588331979,0.031022529729384074,0.021497516318384573,0.0666625052690506,0.06805868033815164,0.04716225929800028
view_count,views_5,5,framewise,3,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.12694501550868154,0.029252244317394316,0.020270771115320066,0.0,0.0,0.0
view_count,views_5,5,lowrank,3,8,0.3551427878090509,0.0005190823699507903,0.00035970573051085616,0.126126635498478,0.0003685591525219801,0.00025539846249632596,0.3551696704659889,0.0005429243841684064,0.00037622740344267014,0.9203978310528382,0.00024265075830474174,0.000168148396724194,0.15340066388604343,0.0005143006802050974,0.00035639218857104075,0.7172081636671657,0.0011888382707564728,0.0008238228909262709,0.8937521856361401,0.010331613145493513,0.007159442641459048,0.9230459563263106,0.003608618200659209,0.0025006448323913375,0.06734365424572919,0.001974045579362641,0.0013679437952278772,0.15854052689283393,0.0005202045012518278,0.0003604833278301546,0.26688239959966065,0.0031062485676991176,0.0021525204377456256,0.12694501550868154,0.029252244317394316,0.020270771115320066,0.012108718365198001,0.012585436763079445,0.008721262725780589
