axis,condition,condition_value,method,rank,seed_count,rel_l2_global_mean,rel_l2_global_std,rel_l2_global_ci95,paper_l2_squared_mean,paper_l2_squared_std,paper_l2_squared_ci95,mean_frame_rel_l2_global_mean,mean_frame_rel_l2_global_std,mean_frame_rel_l2_global_ci95,global_cc_mean,global_cc_std,global_cc_ci95,temporal_smoothness_mean,temporal_smoothness_std,temporal_smoothness_ci95,temporal_gradient_rel_l2_mean,temporal_gradient_rel_l2_std,temporal_gradient_rel_l2_ci95,temporal_curvature_rel_l2_mean,temporal_curvature_rel_l2_std,temporal_curvature_rel_l2_ci95,dynamics_energy_ratio_mean,dynamics_energy_ratio_std,dynamics_energy_ratio_ci95,centroid_rmse_mean,centroid_rmse_std,centroid_rmse_ci95,mass_trace_rmse_mean,mass_trace_rmse_std,mass_trace_rmse_ci95,heldout_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_std,heldout_reprojection_rel_l2_ci95,reconstruction_seconds_mean,reconstruction_seconds_std,reconstruction_seconds_ci95,postprocess_seconds_mean,postprocess_seconds_std,postprocess_seconds_ci95
rank,rank_1,1,framewise,1,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.0,0.0,0.0
rank,rank_1,1,lowrank,1,8,0.39569349151392774,0.0004902436947715313,0.0003397215481867598,0.15657354952300306,0.0003878792662930118,0.00026878661828790224,0.3951290384128445,0.0005389748809920784,0.0003734905373739369,0.9001277378931061,0.00026112431915964967,0.00018094992127429843,0.09015829452832132,0.0011285848269882743,0.0007820693846215021,0.8498430039700282,0.0007075666074935952,0.0004903186433738837,0.9455496223064803,0.0026260287784187386,0.001819745101674697,0.6103378844963183,0.004930083008319658,0.003416373224455496,0.06814551886508459,0.001843367072165013,0.001277388209804995,0.1481639571805899,0.0004716780367889258,0.0003268562035832031,0.34739100631948466,0.0015698075278693943,0.001087821117151856,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.005838526107254438,0.003034187355827161,0.002102584565601948
rank,rank_12,12,framewise,12,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.0,0.0,0.0
rank,rank_12,12,lowrank,12,8,0.36532314922113096,0.0007241044384804977,0.0005017787755621004,0.13346146214317783,0.000529283094145299,0.000366774471736788,0.3659468607246952,0.0007211254400668185,0.0004997144349822329,0.915555660752006,0.0003503621875655524,0.00024278860912497607,0.22374439179080002,0.003573030656430295,0.0024759839224182973,1.1491333675044477,0.024442611402222487,0.016937865546970764,2.8059339399855814,0.11658360515688147,0.08078831662597372,1.3395687220085493,0.02146921148176273,0.014877404524972859,0.06873185487684363,0.0019546349144616165,0.0013544928907046002,0.15567700729885495,0.0007109058804649282,0.000492632641484901,0.28814107004356576,0.00552222980711989,0.003826710021007255,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.032836676997249015,0.03931473167543518,0.027243719100865173
rank,rank_2,2,framewise,2,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.0,0.0,0.0
rank,rank_2,2,lowrank,2,8,0.35979814427070866,0.000580816864191631,0.0004024855524314601,0.1294549998003467,0.000417888856504532,0.0002895822033323137,0.359462437235934,0.0005917062823920134,0.0004100315342550734,0.918203743279342,0.0002757963575284329,0.0001911171251422063,0.1312334622745921,0.0006193956036215721,0.00042921925492678953,0.7611916167888216,0.0012248542231715867,0.0008487806726262176,0.9282343918769042,0.004724842844704284,0.003274149047220514,0.7898941536819419,0.004019210443414977,0.0027851707403634303,0.06719154383393133,0.002045071573048992,0.0014171622977684863,0.1574405313521762,0.00043126196284202784,0.00029884929322555035,0.26705356163941585,0.002956678260830407,0.002048873503059628,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.00583223435387481,0.00251989541047691,0.0017461984299765002
rank,rank_3,3,framewise,3,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.0,0.0,0.0
rank,rank_3,3,lowrank,3,8,0.3551427878090509,0.0005190823699507903,0.00035970573051085616,0.126126635498478,0.0003685591525219801,0.00025539846249632596,0.3551696704659889,0.0005429243841684064,0.00037622740344267014,0.9203978310528382,0.00024265075830474174,0.000168148396724194,0.15340066388604343,0.0005143006802050974,0.00035639218857104075,0.7172081636671657,0.0011888382707564728,0.0008238228909262709,0.8937521856361401,0.010331613145493513,0.007159442641459048,0.9230459563263106,0.003608618200659209,0.0025006448323913375,0.06734365424572919,0.001974045579362641,0.0013679437952278772,0.15854052689283393,0.0005202045012518278,0.0003604833278301546,0.26688239959966065,0.0031062485676991176,0.0021525204377456256,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.007446796851581894,0.003486601637917485,0.0024160916682382256
rank,rank_5,5,framewise,5,8,0.3695645338402729,0.0007135625423598376,0.0004944736142532871,0.13657839019764234,0.0005276822090069689,0.00036566511493431824,0.3702458802668612,0.000716707547589004,0.0004966529916872096,0.9134902268132139,0.0003500995413740902,0.000242606604600001,0.2465643281892095,0.0030508330262814494,0.0021141194267284592,1.2966752814801885,0.019533317238641604,0.013535898256941332,3.3357271757252436,0.07633594621487265,0.05289811191249145,1.4679150998445296,0.017980612926667583,0.012459929063730397,0.06935366001829978,0.0019091907525423922,0.0013230016931473458,0.1570717135892949,0.0006259576507862527,0.0004337665216144289,0.2940629825858955,0.0054414594745952225,0.0037707390361573084,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.0,0.0,0.0
rank,rank_5,5,lowrank,5,8,0.3560073917386801,0.0006089151116462168,0.00042195664451976354,0.12674158740298958,0.0004336265252552421,0.0003004878513801345,0.35655643223448696,0.0006122888110495556,0.0004242944989310336,0.9199928340028913,0.00028564285926494843,0.00019794040272808446,0.16959898272509705,0.0010835467616822714,0.0007508595976598928,0.754643251800877,0.008658024991964703,0.005999705219830828,1.1074166822632616,0.06940836441905596,0.04809754264874592,1.0181817093411534,0.007373607176181314,0.005109649083361925,0.06762314959891857,0.001979154955109973,0.0013714844119816745,0.15233284729628746,0.0005667964229308304,0.0003927698823225351,0.2652939560162363,0.004502742035687617,0.0031202410388210646,0.1135945261339657,0.01651176145201415,0.011442066922212762,0.0064201510103885084,0.0015677712248486778,0.0010864100311508468
