field,view_index,count,relative_l2_direct,global_least_squares_scale,relative_l2_after_one_global_scale,mean_component_pearson,pearson_x,pearson_y,pearson_z
ground_truth,1,512,0.1350063625679934,0.9543731470553841,0.1264025857525728,0.6606971864994259,0.9943001672027965,0.9877913922954813,0.0
ground_truth,2,512,0.1520481465619016,0.9701232950862111,0.14896725269313882,0.9746456189324166,0.9930346215360958,0.9835681260515255,0.9473341092096285
ground_truth,3,512,0.1550396166064733,0.9515952873601586,0.14664748312022755,0.9866539768422005,0.9915536924726103,0.9823456101398621,0.986062627914129
ground_truth,4,512,0.1653151776270102,0.9542414830657405,0.15838979716624182,0.9873420996731658,0.9883701909831943,0.9868721699081654,0.9867839381281377
ground_truth,5,512,0.16300590462386444,0.9752317769053849,0.16106718243337154,0.9849948223379732,0.981639440606843,0.9838418919614396,0.9895031344456371
ground_truth,6,512,0.16226109816284434,0.9437559686814725,0.1511891922114719,0.9821487796362615,0.9722783709103863,0.9833313374684061,0.9908366305299919
ground_truth,7,512,0.14961192945674276,0.9500315194382114,0.14025598500516032,0.659342087493339,0.0,0.9846394251748388,0.9933868373051781
ground_truth,8,512,0.15397964961858718,0.9622757543634637,0.1490200481369325,0.976275157076453,0.954660383006544,0.9805478932395448,0.99361719498327
ground_truth,9,512,0.17793346802058807,0.9244770855040614,0.1586017502724944,0.985224351869971,0.9820203723724132,0.9828429901919361,0.9908096930455638
ground_truth,10,512,0.1397721623636708,0.9489911063278776,0.12921052417878687,0.9893954260563517,0.9926644037461139,0.9827681645014429,0.9927537099214987
ground_truth,11,512,0.16125489756132136,0.919721915279695,0.13610871304669683,0.9897807982745205,0.9918978957584011,0.9882917709884508,0.9891527280767094
ground_truth,12,512,0.1433559717043596,0.9536174296536964,0.13501240278755905,0.9846415371214964,0.9931834861858112,0.9813626847757022,0.9793784404029755
support_masked_ground_truth,1,512,0.1351830999319264,0.9537745568254384,0.12634489787700307,0.6607016881287527,0.9943250172680178,0.9877800471182403,0.0
support_masked_ground_truth,2,512,0.1523109148645039,0.9694309229799873,0.14908515792894922,0.9746435019849585,0.9930028907013625,0.9835970629077188,0.9473305523457944
support_masked_ground_truth,3,512,0.1552070633167874,0.9512458688951297,0.14669320905173022,0.9866459981653041,0.9915467629660645,0.9823315928410394,0.9860596386888084
support_masked_ground_truth,4,512,0.1655209696992394,0.9538047143533951,0.15846252612906625,0.9873314518892008,0.9883559127959228,0.9868640706660552,0.986774372205624
support_masked_ground_truth,5,512,0.16320111799097767,0.9744700102739818,0.16113983972268658,0.9849838057380813,0.9816426565820379,0.983819590866517,0.9894891697656889
support_masked_ground_truth,6,512,0.16241041938140965,0.9433200327455953,0.15116003249480425,0.9821334061987841,0.972244289272572,0.9833075382135916,0.9908483911101885
support_masked_ground_truth,7,512,0.14972556121676014,0.9495685017386576,0.14018742520920163,0.6593477835778422,0.0,0.9846484449023529,0.9933949058311738
support_masked_ground_truth,8,512,0.1541993099753898,0.9616467144611598,0.1490708788585696,0.9762532691534193,0.9545977437460872,0.9805410453016606,0.9936210184125097
support_masked_ground_truth,9,512,0.17811146987483661,0.923957808543653,0.15849439548722133,0.9852391595823606,0.9820589018520285,0.9828307590887987,0.9908278178062544
support_masked_ground_truth,10,512,0.13987751996859488,0.9486115508339327,0.12915120849478276,0.989400671501859,0.992678304033748,0.9827608127869721,0.992762897684857
support_masked_ground_truth,11,512,0.1612852144995045,0.9193912985848331,0.13589619072528153,0.9898038915557686,0.9919308608215318,0.9882864160659761,0.9891943977797983
support_masked_ground_truth,12,512,0.1434221551971704,0.9531609995513193,0.1349038667259096,0.9846528000748908,0.9931974781365489,0.9813781724811144,0.9793827496070089
released_cgls_tv,1,512,0.20399038748723422,1.0111413199442143,0.20370495204956585,0.654945721450768,0.9808039802898572,0.9840331840624468,0.0
released_cgls_tv,2,512,0.2166185508207414,0.9995176262230072,0.21661803844429553,0.9685550199626198,0.9796738021633942,0.9802723497446834,0.9457189079797819
released_cgls_tv,3,512,0.19936385187043523,1.005388505892792,0.19929465818252265,0.9807210046346216,0.9812704716821931,0.9856356497710258,0.9752568924506461
released_cgls_tv,4,512,0.19733720922180517,1.0024688985822414,0.19732243875553193,0.9824246939984609,0.9812244601320202,0.9847743743293649,0.9812752475339975
released_cgls_tv,5,512,0.21939618495903615,1.020989357981061,0.21847707698000987,0.9766074640279294,0.9696200961529619,0.9807299950664794,0.9794723008643471
released_cgls_tv,6,512,0.19081820661969845,1.0008538107225364,0.1908163691250404,0.9790648551695553,0.9672290675107312,0.9867895021425501,0.9831759958553846
released_cgls_tv,7,512,0.2011120803095687,0.9974180139664678,0.20109609302262013,0.6553240172966254,0.0,0.9842755583945926,0.9816964934952835
released_cgls_tv,8,512,0.20890891981940618,1.0189619183660286,0.20811448421491746,0.9715193403854997,0.9484051885438578,0.9858287684666114,0.9803240641460298
released_cgls_tv,9,512,0.20939251272172424,1.005557398554181,0.2093227614683042,0.9791689351963355,0.9719824277710623,0.9852109115267884,0.980313466291156
released_cgls_tv,10,512,0.20258227833952555,1.0034044475215542,0.2025550297084495,0.9800586792291873,0.9800432668254578,0.9792885562425099,0.9808442146195945
released_cgls_tv,11,512,0.18983590304597406,0.9967903383053345,0.1898095762982595,0.9830073152614438,0.9828358454903837,0.9874103573699832,0.9787757429239644
released_cgls_tv,12,512,0.21396893022481195,0.9972929348461669,0.21395250019390924,0.9719724744178962,0.9796424441555507,0.9760503084913406,0.9602246706067975
