strategy,selection_commit_sha256,selected_checkpoint_epoch,model_seed,cumulative_epochs,variant_index,source_index,sample_seed,source_split,family_id,noise_level,total_budget,ridge_relative,inference_ms_per_sample,field_rel_l2,gradient_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2,improvement_vs_classical_pct
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,243,243,30560832,test_noise_ood,1,0.12,6,1e-06,0.42185253906623643,0.3034031093120575,0.5504977703094482,0.22208905220031738,0.4827078580856323,13.374846052447174
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,244,244,30560833,test_noise_ood,0,0.08,6,1e-06,0.42185253906623643,0.11283377557992935,0.311130166053772,0.11535754054784775,0.11221644282341003,63.998880145105915
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,245,245,30560834,test_noise_ood,0,0.12,6,1e-06,0.42185253906623643,0.13015711307525635,0.3298075497150421,0.11890385299921036,0.15369340777397156,51.109295098365266
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,246,246,30560835,test_noise_ood,0,0.08,6,1e-06,0.42185253906623643,0.1459113508462906,0.3069525361061096,0.1454959660768509,0.15661603212356567,46.59407121031611
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,247,247,30560836,test_noise_ood,0,0.12,6,1e-06,0.42185253906623643,0.13247571885585785,0.3824760913848877,0.1323343962430954,0.18951794505119324,62.2911373708141
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,248,248,30560837,test_noise_ood,0,0.08,6,1e-06,0.42185253906623643,0.11466547846794128,0.3146993815898895,0.11618330329656601,0.14704252779483795,69.13312730984437
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,249,249,30560838,test_noise_ood,0,0.12,6,1e-06,0.42185253906623643,0.15511101484298706,0.37884238362312317,0.15593096613883972,0.19596362113952637,56.46418367285853
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,250,250,30560839,test_noise_ood,1,0.08,6,1e-06,0.42185253906623643,0.2532118856906891,0.436676025390625,0.17773586511611938,0.37206536531448364,16.079274268354958
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,251,251,30560840,test_noise_ood,1,0.12,6,1e-06,0.42185253906623643,0.4049685001373291,0.7012896537780762,0.2317180186510086,0.6644985675811768,12.051034974806882
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,252,252,30560841,test_noise_ood,1,0.08,6,1e-06,0.42185253906623643,0.3416650891304016,0.5823730826377869,0.21589413285255432,0.5205004215240479,9.08292966948684
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,253,253,30560842,test_noise_ood,1,0.12,6,1e-06,0.42185253906623643,0.27740561962127686,0.5123565793037415,0.195856511592865,0.4648609161376953,20.746028079358965
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,254,254,30560843,test_noise_ood,1,0.08,6,1e-06,0.42185253906623643,0.2260548174381256,0.3945413827896118,0.17861102521419525,0.3813537657260895,24.69285731226422
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,255,255,30560844,test_noise_ood,1,0.12,6,1e-06,0.42185253906623643,0.28122061491012573,0.5004715919494629,0.18643824756145477,0.4805139899253845,9.497177984382676
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,256,256,30560845,test_noise_ood,0,0.08,6,1e-06,0.42185253906623643,0.1216682568192482,0.3042081594467163,0.1175631582736969,0.1469576060771942,55.93258580611755
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,257,257,30560846,test_noise_ood,0,0.12,6,1e-06,0.42185253906623643,0.1566227674484253,0.38615158200263977,0.1533215045928955,0.2447507083415985,55.46950822801206
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,258,258,30560847,test_noise_ood,0,0.08,6,1e-06,0.42185253906623643,0.11305727064609528,0.3149796426296234,0.1121143326163292,0.11743000149726868,65.56887463949889
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,259,259,30560848,test_noise_ood,0,0.12,6,1e-06,0.42185253906623643,0.15569405257701874,0.425569087266922,0.1445487141609192,0.15117108821868896,57.09615335640637
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,260,260,30560849,test_noise_ood,0,0.08,6,1e-06,0.42185253906623643,0.13968929648399353,0.3104455769062042,0.13299353420734406,0.208698108792305,46.657522080208004
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,261,261,30560850,test_noise_ood,0,0.12,6,1e-06,0.42185253906623643,0.15291008353233337,0.35522839426994324,0.17023052275180817,0.21783338487148285,56.82518351639843
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,262,262,30560851,test_noise_ood,1,0.08,6,1e-06,0.42185253906623643,0.30093786120414734,0.5203810930252075,0.23579245805740356,0.5918460488319397,18.3838170751908
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,263,263,30560852,test_noise_ood,1,0.12,6,1e-06,0.42185253906623643,0.3062717616558075,0.5728504657745361,0.19125813245773315,0.5385729074478149,13.421976724732273
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,264,264,30660821,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.6058153510093689,0.7736058235168457,0.36439618468284607,0.6656726598739624,0.8509600114236915
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,265,265,30660822,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.5598419904708862,0.7559496760368347,0.3537302315235138,0.6193971037864685,2.1844143279546144
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,266,266,30660823,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.4647482633590698,0.6888060569763184,0.3117718994617462,0.557308554649353,2.661837614717075
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,267,267,30660824,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.6258426904678345,0.778880774974823,0.3565795421600342,0.679780125617981,1.103702816940656
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,268,268,30660825,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5132319331169128,0.7049756050109863,0.3591955602169037,0.6646904945373535,2.796444156850162
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,269,269,30660826,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.6041805744171143,0.7721676826477051,0.3356485962867737,0.6647367477416992,1.3154733231101101
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,270,270,30660827,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5624380707740784,0.7379441857337952,0.36752066016197205,0.6362799406051636,3.044944081131611
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,271,271,30660828,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.5855388045310974,0.75276780128479,0.3481030762195587,0.6372742056846619,1.028421919059616
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,272,272,30660829,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5294696092605591,0.720429539680481,0.3627032935619354,0.5729979872703552,0.7006380605289764
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,273,273,30660830,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.5854927897453308,0.7610179781913757,0.32759228348731995,0.7085471749305725,1.24448009213678
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,274,274,30660831,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5904552936553955,0.7576770782470703,0.3735884428024292,0.6323519945144653,1.0754363264843416
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,275,275,30660832,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.48129427433013916,0.6738702058792114,0.3365207016468048,0.551537811756134,4.619687864505736
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,276,276,30660833,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5499264001846313,0.7269752621650696,0.3605111539363861,0.6814354062080383,4.264301856352619
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,277,277,30660834,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.6183769106864929,0.7695823907852173,0.3817233741283417,0.6404077410697937,-0.033564223565251114
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,278,278,30660835,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.6087811589241028,0.7845007181167603,0.3485548496246338,0.7420276403427124,2.8624592591419744
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,279,279,30660836,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.518860936164856,0.726732075214386,0.33745187520980835,0.6389442086219788,2.676130757029042
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,280,280,30660837,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.6224806904792786,0.7878328561782837,0.3589845895767212,0.7300186157226562,1.3705102586143743
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,281,281,30660838,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.5835655927658081,0.740964412689209,0.36538049578666687,0.6462745070457458,2.7639064084504983
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,282,282,30660839,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.537755012512207,0.723557710647583,0.34703633189201355,0.6276947855949402,2.8620285010919084
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,283,283,30660840,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.50362229347229,0.6907529234886169,0.33466464281082153,0.5312512516975403,4.5142640165179015
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,284,284,30660841,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.48991718888282776,0.6783475279808044,0.33306869864463806,0.5625082850456238,6.535204089336343
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,285,285,30660842,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.5984188914299011,0.7665773034095764,0.3639078438282013,0.7295872569084167,2.344697300552217
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,286,286,30660843,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5760573744773865,0.7567811012268066,0.33868932723999023,0.651764452457428,3.074979643977383
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,287,287,30660844,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.4980441927909851,0.6866346001625061,0.35914668440818787,0.6011493802070618,2.529841927889159
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,288,288,30660845,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5413328409194946,0.7036552429199219,0.35605546832084656,0.6001617908477783,0.6884948651280789
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,289,289,30660846,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.5830438733100891,0.7628089189529419,0.3621324598789215,0.6156440377235413,1.8213704224323417
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,290,290,30660847,test_family_ood,2,0.02,6,1e-06,0.42185253906623643,0.5140060186386108,0.7154607176780701,0.3338630199432373,0.6264089941978455,2.0436078881778386
base_24,09227231f624abc20c8b515f42cea84d6c869e10fcc6703e2d5d77561133e6f8,23,20260901,24,291,291,30660848,test_family_ood,2,0.05,6,1e-06,0.42185253906623643,0.5859144330024719,0.7533884048461914,0.3725840449333191,0.6994956135749817,2.391126282774011
