strategy,source_index,sample_seed,source_split,family_id,noise_level,model_seed_count,field_rel_l2,audit_reprojection_rel_l2
base_24,235,30560824,test_noise_ood,0,0.12,3,0.14625210563341776,0.13508308430512747
base_24,236,30560825,test_noise_ood,0,0.08,3,0.1194018895427386,0.13823827107747397
base_24,237,30560826,test_noise_ood,0,0.12,3,0.1413679520289103,0.15791535874207815
base_24,238,30560827,test_noise_ood,1,0.08,3,0.3608924249807994,0.4850551982720693
base_24,239,30560828,test_noise_ood,1,0.12,3,0.30738114317258197,0.4886304438114166
base_24,240,30560829,test_noise_ood,1,0.08,3,0.21248188614845276,0.32945356766382855
base_24,241,30560830,test_noise_ood,1,0.12,3,0.2216209421555201,0.3432140251000722
base_24,242,30560831,test_noise_ood,1,0.08,3,0.40750572085380554,0.5567080775896708
base_24,243,30560832,test_noise_ood,1,0.12,3,0.3031546374162038,0.48238009214401245
base_24,244,30560833,test_noise_ood,0,0.08,3,0.11543603241443634,0.11099470903476079
base_24,245,30560834,test_noise_ood,0,0.12,3,0.12779105206330618,0.1524135023355484
base_24,246,30560835,test_noise_ood,0,0.08,3,0.1457510938247045,0.15863318741321564
base_24,247,30560836,test_noise_ood,0,0.12,3,0.13055843114852905,0.1864029218753179
base_24,248,30560837,test_noise_ood,0,0.08,3,0.11262846738100052,0.14581981301307678
base_24,249,30560838,test_noise_ood,0,0.12,3,0.1530623435974121,0.20092299580574036
base_24,250,30560839,test_noise_ood,1,0.08,3,0.25267868240674335,0.37071136633555096
base_24,251,30560840,test_noise_ood,1,0.12,3,0.40513797601064044,0.6644875605901083
base_24,252,30560841,test_noise_ood,1,0.08,3,0.341243843237559,0.5203943649927775
base_24,253,30560842,test_noise_ood,1,0.12,3,0.277162899573644,0.46437257528305054
base_24,254,30560843,test_noise_ood,1,0.08,3,0.2260171820720037,0.38092439373334247
base_24,255,30560844,test_noise_ood,1,0.12,3,0.2813831567764282,0.4815482795238495
base_24,256,30560845,test_noise_ood,0,0.08,3,0.12192861239115398,0.14834202329317728
base_24,257,30560846,test_noise_ood,0,0.12,3,0.15531407296657562,0.24496497213840485
base_24,258,30560847,test_noise_ood,0,0.08,3,0.11301964769760768,0.1154402643442154
base_24,259,30560848,test_noise_ood,0,0.12,3,0.15369067092736563,0.14974683026472727
base_24,260,30560849,test_noise_ood,0,0.08,3,0.13966546952724457,0.20864551266034445
base_24,261,30560850,test_noise_ood,0,0.12,3,0.15073511004447937,0.2168570707241694
base_24,262,30560851,test_noise_ood,1,0.08,3,0.2999480664730072,0.5909453431765238
base_24,263,30560852,test_noise_ood,1,0.12,3,0.3061603804429372,0.5383468071619669
base_24,264,30660821,test_family_ood,2,0.02,3,0.6056804656982422,0.6651476621627808
base_24,265,30660822,test_family_ood,2,0.05,3,0.5582333405812582,0.6178000370661417
base_24,266,30660823,test_family_ood,2,0.02,3,0.46515678366025287,0.557245671749115
base_24,267,30660824,test_family_ood,2,0.05,3,0.6254830360412598,0.6793527603149414
base_24,268,30660825,test_family_ood,2,0.02,3,0.5132797360420227,0.6638414263725281
base_24,269,30660826,test_family_ood,2,0.05,3,0.6039596994717916,0.6641131242116293
base_24,270,30660827,test_family_ood,2,0.02,3,0.5635835528373718,0.6376105745633444
base_24,271,30660828,test_family_ood,2,0.05,3,0.5858577291170756,0.6376951138178507
base_24,272,30660829,test_family_ood,2,0.02,3,0.5261465708414713,0.5706425507863363
base_24,273,30660830,test_family_ood,2,0.05,3,0.5853922367095947,0.7084575891494751
base_24,274,30660831,test_family_ood,2,0.02,3,0.5886711478233337,0.6311392188072205
base_24,275,30660832,test_family_ood,2,0.05,3,0.4795987904071808,0.548843522866567
base_24,276,30660833,test_family_ood,2,0.02,3,0.5509106914202372,0.6818000872929891
base_24,277,30660834,test_family_ood,2,0.05,3,0.6167118151982626,0.6383431355158488
base_24,278,30660835,test_family_ood,2,0.02,3,0.6088629364967346,0.7416439851125082
base_24,279,30660836,test_family_ood,2,0.05,3,0.5198615392049154,0.6397685607274374
base_24,280,30660837,test_family_ood,2,0.02,3,0.6207639575004578,0.7284903128941854
base_24,281,30660838,test_family_ood,2,0.05,3,0.5839634339014689,0.6457570791244507
base_24,282,30660839,test_family_ood,2,0.02,3,0.5360098481178284,0.6261579990386963
base_24,283,30660840,test_family_ood,2,0.05,3,0.502282996972402,0.528383215268453
base_24,284,30660841,test_family_ood,2,0.02,3,0.48934144775072735,0.5606023271878561
base_24,285,30660842,test_family_ood,2,0.05,3,0.5991005102793375,0.7300156950950623
base_24,286,30660843,test_family_ood,2,0.02,3,0.5757134954134623,0.6508527994155884
base_24,287,30660844,test_family_ood,2,0.05,3,0.49765031536420185,0.6013447046279907
base_24,288,30660845,test_family_ood,2,0.02,3,0.5410958925882975,0.6001014709472656
base_24,289,30660846,test_family_ood,2,0.05,3,0.5812584559122721,0.6141219139099121
base_24,290,30660847,test_family_ood,2,0.02,3,0.5126009583473206,0.6255072553952535
base_24,291,30660848,test_family_ood,2,0.05,3,0.5862166285514832,0.6998538970947266
base_24,292,30660849,test_family_ood,2,0.02,3,0.6028246084849039,0.6032746036847433
base_24,293,30660850,test_family_ood,2,0.05,3,0.5244281888008118,0.592198888460795
base_24,294,30660851,test_family_ood,2,0.02,3,0.49073757727940875,0.5519820054372152
base_24,295,30660852,test_family_ood,2,0.05,3,0.5168631076812744,0.613542636235555
base_24,296,30760821,test_joint_ood,2,0.08,3,0.5774656732877096,0.5825278361638387
base_24,297,30760822,test_joint_ood,2,0.12,3,0.5714635252952576,0.6858023007710775
base_24,298,30760823,test_joint_ood,2,0.08,3,0.5919334888458252,0.6868349313735962
base_24,299,30760824,test_joint_ood,2,0.12,3,0.5382462938626608,0.527139683564504
base_24,300,30760825,test_joint_ood,2,0.08,3,0.49426620205243427,0.5733730792999268
base_24,301,30760826,test_joint_ood,2,0.12,3,0.4986799856026967,0.6114815473556519
base_24,302,30760827,test_joint_ood,2,0.08,3,0.49956653515497845,0.5979165236155192
base_24,303,30760828,test_joint_ood,2,0.12,3,0.6221999327341715,0.6905167698860168
base_24,304,30760829,test_joint_ood,2,0.08,3,0.5764215191205343,0.628361701965332
base_24,305,30760830,test_joint_ood,2,0.12,3,0.5144505699475607,0.6531152526537577
base_24,306,30760831,test_joint_ood,2,0.08,3,0.5331323941548666,0.6289956172307333
base_24,307,30760832,test_joint_ood,2,0.12,3,0.4976569910844167,0.660698413848877
base_24,308,30760833,test_joint_ood,2,0.08,3,0.5939008593559265,0.7208478450775146
base_24,309,30760834,test_joint_ood,2,0.12,3,0.5780306657155355,0.6944981614748637
base_24,310,30760835,test_joint_ood,2,0.08,3,0.5774634083112081,0.6406145095825195
base_24,311,30760836,test_joint_ood,2,0.12,3,0.5798377990722656,0.6579421957333883
base_24,312,30760837,test_joint_ood,2,0.08,3,0.587917685508728,0.7176707784334818
base_24,313,30760838,test_joint_ood,2,0.12,3,0.5446353157361349,0.579198976357778
base_24,314,30760839,test_joint_ood,2,0.08,3,0.5742588837941488,0.6426708102226257
base_24,315,30760840,test_joint_ood,2,0.12,3,0.5984381635983785,0.6541958848635355
base_24,316,30760841,test_joint_ood,2,0.08,3,0.5464027722676595,0.6283426086107889
base_24,317,30760842,test_joint_ood,2,0.12,3,0.5665931304295858,0.5627160668373108
base_24,318,30760843,test_joint_ood,2,0.08,3,0.5911022027333578,0.6102028687795004
base_24,319,30760844,test_joint_ood,2,0.12,3,0.5352778832117716,0.6719412803649902
base_24,320,30760845,test_joint_ood,2,0.08,3,0.5132304628690084,0.6073231101036072
base_24,321,30760846,test_joint_ood,2,0.12,3,0.517508864402771,0.663732131322225
base_24,322,30760847,test_joint_ood,2,0.08,3,0.5445903937021891,0.6948362191518148
base_24,323,30760848,test_joint_ood,2,0.12,3,0.5597231189409891,0.6751490831375122
base_24,324,30760849,test_joint_ood,2,0.08,3,0.5163136124610901,0.5709449450174967
base_24,325,30760850,test_joint_ood,2,0.12,3,0.5313180287679037,0.6323703130086263
base_24,326,30760851,test_joint_ood,2,0.08,3,0.6130917469660441,0.6390568017959595
base_24,327,30760852,test_joint_ood,2,0.12,3,0.5752636591593424,0.6239378253618876
carry_adam_long_cosine,200,30460821,test_iid,0,0.02,3,0.10291784753402074,0.1868384728829066
carry_adam_long_cosine,201,30460822,test_iid,0,0.05,3,0.135416512688001,0.14759303132692972
carry_adam_long_cosine,202,30460823,test_iid,0,0.02,3,0.14761320253213248,0.1396585355202357
carry_adam_long_cosine,203,30460824,test_iid,0,0.05,3,0.08008381972710292,0.07887004067500432
carry_adam_long_cosine,204,30460825,test_iid,0,0.02,3,0.11434805641571681,0.16576371590296426
carry_adam_long_cosine,205,30460826,test_iid,0,0.05,3,0.12920577824115753,0.11604106674591701
carry_adam_long_cosine,206,30460827,test_iid,1,0.02,3,0.22651417553424835,0.4354601204395294
carry_adam_long_cosine,207,30460828,test_iid,1,0.05,3,0.21508592863877615,0.4085596998532613
carry_adam_long_cosine,208,30460829,test_iid,1,0.02,3,0.32154589891433716,0.5291871627171835
carry_adam_long_cosine,209,30460830,test_iid,1,0.05,3,0.20607595642407736,0.315472940603892
carry_adam_long_cosine,210,30460831,test_iid,1,0.02,3,0.1750444769859314,0.27986812591552734
carry_adam_long_cosine,211,30460832,test_iid,1,0.05,3,0.2765832046667735,0.5695072213808695
carry_adam_long_cosine,212,30460833,test_iid,0,0.02,3,0.14424370229244232,0.20325294633706412
carry_adam_long_cosine,213,30460834,test_iid,0,0.05,3,0.13908270001411438,0.22733564674854279
carry_adam_long_cosine,214,30460835,test_iid,0,0.02,3,0.20385379095872244,0.31720173358917236
carry_adam_long_cosine,215,30460836,test_iid,0,0.05,3,0.13810677329699197,0.12979080279668173
carry_adam_long_cosine,216,30460837,test_iid,0,0.02,3,0.12339020520448685,0.19365652898947397
carry_adam_long_cosine,217,30460838,test_iid,0,0.05,3,0.12320200353860855,0.157659649848938
carry_adam_long_cosine,218,30460839,test_iid,1,0.02,3,0.2877589662869771,0.4844844738642375
carry_adam_long_cosine,219,30460840,test_iid,1,0.05,3,0.34932514031728107,0.5643250346183777
carry_adam_long_cosine,220,30460841,test_iid,1,0.02,3,0.40906540552775067,0.682120700677236
carry_adam_long_cosine,221,30460842,test_iid,1,0.05,3,0.2508678436279297,0.5365253885587057
carry_adam_long_cosine,222,30460843,test_iid,1,0.02,3,0.26662616928418476,0.46022507548332214
carry_adam_long_cosine,223,30460844,test_iid,1,0.05,3,0.3194512923558553,0.5771424969037374
carry_adam_long_cosine,224,30460845,test_iid,0,0.02,3,0.10829455405473709,0.10770121961832047
carry_adam_long_cosine,225,30460846,test_iid,0,0.05,3,0.13349735736846924,0.13338114817937216
carry_adam_long_cosine,226,30460847,test_iid,0,0.02,3,0.09361824889977773,0.11341974139213562
carry_adam_long_cosine,227,30460848,test_iid,0,0.05,3,0.08373079697291057,0.09821757425864537
carry_adam_long_cosine,228,30460849,test_iid,0,0.02,3,0.10176501671473186,0.13106146454811096
carry_adam_long_cosine,229,30460850,test_iid,0,0.05,3,0.09917751202980678,0.09064945578575134
carry_adam_long_cosine,230,30460851,test_iid,1,0.02,3,0.24735825757185617,0.43276291092236835
carry_adam_long_cosine,231,30460852,test_iid,1,0.05,3,0.2502759446700414,0.3881220022837321
carry_adam_long_cosine,232,30560821,test_noise_ood,0,0.08,3,0.09788626929124196,0.10542731980482738
carry_adam_long_cosine,233,30560822,test_noise_ood,0,0.12,3,0.11235903948545456,0.14714070657889047
carry_adam_long_cosine,234,30560823,test_noise_ood,0,0.08,3,0.1310933381319046,0.1356197049220403
carry_adam_long_cosine,235,30560824,test_noise_ood,0,0.12,3,0.1371014267206192,0.1276170959075292
carry_adam_long_cosine,236,30560825,test_noise_ood,0,0.08,3,0.1040867989261945,0.1236717477440834
carry_adam_long_cosine,237,30560826,test_noise_ood,0,0.12,3,0.12999759117762247,0.14560314019521078
carry_adam_long_cosine,238,30560827,test_noise_ood,1,0.08,3,0.3585082987944285,0.4840599000453949
carry_adam_long_cosine,239,30560828,test_noise_ood,1,0.12,3,0.3052317599455516,0.4877614577611287
carry_adam_long_cosine,240,30560829,test_noise_ood,1,0.08,3,0.20907418926556906,0.32546449700991315
carry_adam_long_cosine,241,30560830,test_noise_ood,1,0.12,3,0.21722917755444845,0.34154754877090454
carry_adam_long_cosine,242,30560831,test_noise_ood,1,0.08,3,0.4028360843658447,0.5553369720776876
carry_adam_long_cosine,243,30560832,test_noise_ood,1,0.12,3,0.2998235523700714,0.481764554977417
carry_adam_long_cosine,244,30560833,test_noise_ood,0,0.08,3,0.10384689271450043,0.0982374648253123
carry_adam_long_cosine,245,30560834,test_noise_ood,0,0.12,3,0.11551596224308014,0.14459907015164694
carry_adam_long_cosine,246,30560835,test_noise_ood,0,0.08,3,0.1306613634030024,0.1455922176440557
carry_adam_long_cosine,247,30560836,test_noise_ood,0,0.12,3,0.12080700198809306,0.1837236831585566
carry_adam_long_cosine,248,30560837,test_noise_ood,0,0.08,3,0.10454723238945007,0.14107249677181244
carry_adam_long_cosine,249,30560838,test_noise_ood,0,0.12,3,0.147000253200531,0.19840909043947855
carry_adam_long_cosine,250,30560839,test_noise_ood,1,0.08,3,0.24924123287200928,0.3677755892276764
carry_adam_long_cosine,251,30560840,test_noise_ood,1,0.12,3,0.40386517842610675,0.6632895072301229
carry_adam_long_cosine,252,30560841,test_noise_ood,1,0.08,3,0.33899495999018353,0.5190470616022745
carry_adam_long_cosine,253,30560842,test_noise_ood,1,0.12,3,0.27516185243924457,0.4615185260772705
carry_adam_long_cosine,254,30560843,test_noise_ood,1,0.08,3,0.2215330203374227,0.3804219961166382
carry_adam_long_cosine,255,30560844,test_noise_ood,1,0.12,3,0.2800159951051076,0.4807521204153697
carry_adam_long_cosine,256,30560845,test_noise_ood,0,0.08,3,0.10716983427604039,0.1385523130496343
carry_adam_long_cosine,257,30560846,test_noise_ood,0,0.12,3,0.15008790294329324,0.24285254379113516
carry_adam_long_cosine,258,30560847,test_noise_ood,0,0.08,3,0.10411890099445979,0.10544152309497197
carry_adam_long_cosine,259,30560848,test_noise_ood,0,0.12,3,0.1364125112692515,0.13424871365229288
carry_adam_long_cosine,260,30560849,test_noise_ood,0,0.08,3,0.13308609028657278,0.20744816462198892
carry_adam_long_cosine,261,30560850,test_noise_ood,0,0.12,3,0.1394001841545105,0.21605481207370758
carry_adam_long_cosine,262,30560851,test_noise_ood,1,0.08,3,0.29577869176864624,0.5848986307779948
carry_adam_long_cosine,263,30560852,test_noise_ood,1,0.12,3,0.30161675810813904,0.5364214380582174
carry_adam_long_cosine,264,30660821,test_family_ood,2,0.02,3,0.6029675801595052,0.6601519584655762
carry_adam_long_cosine,265,30660822,test_family_ood,2,0.05,3,0.5548805594444275,0.6124108036359152
carry_adam_long_cosine,266,30660823,test_family_ood,2,0.02,3,0.459158053000768,0.5521219174067179
carry_adam_long_cosine,267,30660824,test_family_ood,2,0.05,3,0.6232591271400452,0.6796580751736959
carry_adam_long_cosine,268,30660825,test_family_ood,2,0.02,3,0.5099581678708395,0.6641442775726318
carry_adam_long_cosine,269,30660826,test_family_ood,2,0.05,3,0.6020573178927103,0.6624755859375
carry_adam_long_cosine,270,30660827,test_family_ood,2,0.02,3,0.5690422256787618,0.6438125967979431
carry_adam_long_cosine,271,30660828,test_family_ood,2,0.05,3,0.5830286343892416,0.6349317828814188
carry_adam_long_cosine,272,30660829,test_family_ood,2,0.02,3,0.5170630812644958,0.5660111705462137
carry_adam_long_cosine,273,30660830,test_family_ood,2,0.05,3,0.5838114023208618,0.70742134253184
carry_adam_long_cosine,274,30660831,test_family_ood,2,0.02,3,0.5833462278048197,0.6248971621195475
carry_adam_long_cosine,275,30660832,test_family_ood,2,0.05,3,0.4749094943205516,0.5459304849306742
carry_adam_long_cosine,276,30660833,test_family_ood,2,0.02,3,0.5567996501922607,0.6851346691449484
carry_adam_long_cosine,277,30660834,test_family_ood,2,0.05,3,0.6108145713806152,0.636722465356191
carry_adam_long_cosine,278,30660835,test_family_ood,2,0.02,3,0.6089990536371866,0.7416816353797913
carry_adam_long_cosine,279,30660836,test_family_ood,2,0.05,3,0.5133669177691141,0.6352745890617371
carry_adam_long_cosine,280,30660837,test_family_ood,2,0.02,3,0.617745061715444,0.7264305353164673
carry_adam_long_cosine,281,30660838,test_family_ood,2,0.05,3,0.5829338828722636,0.6448822021484375
carry_adam_long_cosine,282,30660839,test_family_ood,2,0.02,3,0.5362045168876648,0.6268285314242045
carry_adam_long_cosine,283,30660840,test_family_ood,2,0.05,3,0.5070515076319376,0.5273650685946146
carry_adam_long_cosine,284,30660841,test_family_ood,2,0.02,3,0.49041401346524555,0.561091959476471
carry_adam_long_cosine,285,30660842,test_family_ood,2,0.05,3,0.5980839927991232,0.7298972209294637
carry_adam_long_cosine,286,30660843,test_family_ood,2,0.02,3,0.5755876898765564,0.6500575145085653
carry_adam_long_cosine,287,30660844,test_family_ood,2,0.05,3,0.4892992575963338,0.5960688789685568
carry_adam_long_cosine,288,30660845,test_family_ood,2,0.02,3,0.5371844172477722,0.5986884037653605
carry_adam_long_cosine,289,30660846,test_family_ood,2,0.05,3,0.578427275021871,0.6081022421518961
carry_adam_long_cosine,290,30660847,test_family_ood,2,0.02,3,0.5103757381439209,0.6227147579193115
carry_adam_long_cosine,291,30660848,test_family_ood,2,0.05,3,0.6006275018056234,0.7111718058586121
carry_adam_long_cosine,292,30660849,test_family_ood,2,0.02,3,0.6038948098818461,0.6038339336713155
carry_adam_long_cosine,293,30660850,test_family_ood,2,0.05,3,0.5209690928459167,0.5904813210169474
carry_adam_long_cosine,294,30660851,test_family_ood,2,0.02,3,0.484973669052124,0.5487339099248251
carry_adam_long_cosine,295,30660852,test_family_ood,2,0.05,3,0.5124187072118124,0.6090483864148458
carry_adam_long_cosine,296,30760821,test_joint_ood,2,0.08,3,0.577743927637736,0.5817578236262003
carry_adam_long_cosine,297,30760822,test_joint_ood,2,0.12,3,0.5688162644704183,0.6840702493985494
carry_adam_long_cosine,298,30760823,test_joint_ood,2,0.08,3,0.5874398152033488,0.6835429271062216
carry_adam_long_cosine,299,30760824,test_joint_ood,2,0.12,3,0.541925847530365,0.5319000085194906
carry_adam_long_cosine,300,30760825,test_joint_ood,2,0.08,3,0.48249853650728863,0.5677463412284851
carry_adam_long_cosine,301,30760826,test_joint_ood,2,0.12,3,0.48760368426640827,0.6045294602711996
carry_adam_long_cosine,302,30760827,test_joint_ood,2,0.08,3,0.5131914615631104,0.6109797954559326
carry_adam_long_cosine,303,30760828,test_joint_ood,2,0.12,3,0.620131770769755,0.6885738571484884
carry_adam_long_cosine,304,30760829,test_joint_ood,2,0.08,3,0.5761610865592957,0.6274357438087463
carry_adam_long_cosine,305,30760830,test_joint_ood,2,0.12,3,0.5035742918650309,0.6474041740099589
carry_adam_long_cosine,306,30760831,test_joint_ood,2,0.08,3,0.5274927814801534,0.623685876528422
carry_adam_long_cosine,307,30760832,test_joint_ood,2,0.12,3,0.4917689959208171,0.6573041478792826
carry_adam_long_cosine,308,30760833,test_joint_ood,2,0.08,3,0.5915710926055908,0.7192444602648417
carry_adam_long_cosine,309,30760834,test_joint_ood,2,0.12,3,0.5697645346323649,0.6883141795794169
carry_adam_long_cosine,310,30760835,test_joint_ood,2,0.08,3,0.5747976303100586,0.6381485064824423
carry_adam_long_cosine,311,30760836,test_joint_ood,2,0.12,3,0.5708094239234924,0.6470744411150614
carry_adam_long_cosine,312,30760837,test_joint_ood,2,0.08,3,0.5851378440856934,0.7159850001335144
carry_adam_long_cosine,313,30760838,test_joint_ood,2,0.12,3,0.542953610420227,0.582885762055715
carry_adam_long_cosine,314,30760839,test_joint_ood,2,0.08,3,0.5692146221796671,0.6382306814193726
carry_adam_long_cosine,315,30760840,test_joint_ood,2,0.12,3,0.598881463209788,0.6561931173006693
carry_adam_long_cosine,316,30760841,test_joint_ood,2,0.08,3,0.5493010878562927,0.6327260335286459
carry_adam_long_cosine,317,30760842,test_joint_ood,2,0.12,3,0.5649431943893433,0.5595091382662455
carry_adam_long_cosine,318,30760843,test_joint_ood,2,0.08,3,0.5913363099098206,0.6088799834251404
carry_adam_long_cosine,319,30760844,test_joint_ood,2,0.12,3,0.53604523340861,0.6718595027923584
carry_adam_long_cosine,320,30760845,test_joint_ood,2,0.08,3,0.5067112048467001,0.6054104169209799
carry_adam_long_cosine,321,30760846,test_joint_ood,2,0.12,3,0.5124031702677408,0.6599386930465698
carry_adam_long_cosine,322,30760847,test_joint_ood,2,0.08,3,0.5456445217132568,0.6962369283040365
carry_adam_long_cosine,323,30760848,test_joint_ood,2,0.12,3,0.5584788123766581,0.6732005874315897
carry_adam_long_cosine,324,30760849,test_joint_ood,2,0.08,3,0.5155103007952372,0.5655909578005472
carry_adam_long_cosine,325,30760850,test_joint_ood,2,0.12,3,0.5297463138898214,0.6289121309916178
carry_adam_long_cosine,326,30760851,test_joint_ood,2,0.08,3,0.61201939980189,0.6410534580548605
carry_adam_long_cosine,327,30760852,test_joint_ood,2,0.12,3,0.5714440941810608,0.624653160572052
carry_adam_restart_cosine,200,30460821,test_iid,0,0.02,3,0.10454415281613667,0.1876725455125173
carry_adam_restart_cosine,201,30460822,test_iid,0,0.05,3,0.13659250239531198,0.14960693816343942
carry_adam_restart_cosine,202,30460823,test_iid,0,0.02,3,0.15062033633391061,0.1500698576370875
carry_adam_restart_cosine,203,30460824,test_iid,0,0.05,3,0.08078525712092717,0.0791249970595042
carry_adam_restart_cosine,204,30460825,test_iid,0,0.02,3,0.1155489906668663,0.16551604866981506
carry_adam_restart_cosine,205,30460826,test_iid,0,0.05,3,0.1285835156838099,0.11487164845069249
carry_adam_restart_cosine,206,30460827,test_iid,1,0.02,3,0.22625319163004556,0.43491265177726746
carry_adam_restart_cosine,207,30460828,test_iid,1,0.05,3,0.21511298914750418,0.40834876894950867
carry_adam_restart_cosine,208,30460829,test_iid,1,0.02,3,0.321740319331487,0.5288774569829305
carry_adam_restart_cosine,209,30460830,test_iid,1,0.05,3,0.20700088640054068,0.31709649165471393
carry_adam_restart_cosine,210,30460831,test_iid,1,0.02,3,0.17568117380142212,0.28114262223243713
carry_adam_restart_cosine,211,30460832,test_iid,1,0.05,3,0.27680841088294983,0.569802463054657
carry_adam_restart_cosine,212,30460833,test_iid,0,0.02,3,0.14693728586037955,0.20596121748288473
carry_adam_restart_cosine,213,30460834,test_iid,0,0.05,3,0.13877413670221964,0.22709480921427408
carry_adam_restart_cosine,214,30460835,test_iid,0,0.02,3,0.20411435763041177,0.31679557760556537
carry_adam_restart_cosine,215,30460836,test_iid,0,0.05,3,0.13860736787319183,0.12892760088046393
carry_adam_restart_cosine,216,30460837,test_iid,0,0.02,3,0.12325351933638255,0.19439841310183206
carry_adam_restart_cosine,217,30460838,test_iid,0,0.05,3,0.12532330056031546,0.1588820070028305
carry_adam_restart_cosine,218,30460839,test_iid,1,0.02,3,0.28796584407488507,0.48485152920087177
carry_adam_restart_cosine,219,30460840,test_iid,1,0.05,3,0.34941938519477844,0.5643809835116068
carry_adam_restart_cosine,220,30460841,test_iid,1,0.02,3,0.4081651071707408,0.6820819973945618
carry_adam_restart_cosine,221,30460842,test_iid,1,0.05,3,0.25101906061172485,0.5373278260231018
carry_adam_restart_cosine,222,30460843,test_iid,1,0.02,3,0.2668735980987549,0.46022740999857586
carry_adam_restart_cosine,223,30460844,test_iid,1,0.05,3,0.31972695390383404,0.5769325892130533
carry_adam_restart_cosine,224,30460845,test_iid,0,0.02,3,0.11114773899316788,0.11274070292711258
carry_adam_restart_cosine,225,30460846,test_iid,0,0.05,3,0.13535931209723154,0.13693508009115854
carry_adam_restart_cosine,226,30460847,test_iid,0,0.02,3,0.0952328269680341,0.11596076935529709
carry_adam_restart_cosine,227,30460848,test_iid,0,0.05,3,0.08483667920033137,0.10162563621997833
carry_adam_restart_cosine,228,30460849,test_iid,0,0.02,3,0.10136924435695012,0.1337841252485911
carry_adam_restart_cosine,229,30460850,test_iid,0,0.05,3,0.10121726493040721,0.09645800044139226
carry_adam_restart_cosine,230,30460851,test_iid,1,0.02,3,0.24729900558789572,0.43240084250768024
carry_adam_restart_cosine,231,30460852,test_iid,1,0.05,3,0.2505844483772914,0.38775495688120526
carry_adam_restart_cosine,232,30560821,test_noise_ood,0,0.08,3,0.10089510430892308,0.10738972077767055
carry_adam_restart_cosine,233,30560822,test_noise_ood,0,0.12,3,0.11273640394210815,0.14668509364128113
carry_adam_restart_cosine,234,30560823,test_noise_ood,0,0.08,3,0.13109528521696726,0.13573982318242392
carry_adam_restart_cosine,235,30560824,test_noise_ood,0,0.12,3,0.137259711821874,0.12746504445870718
carry_adam_restart_cosine,236,30560825,test_noise_ood,0,0.08,3,0.10300256808598836,0.12104557951291402
