candidate,comparator,source_split,independent_field_count,mean_field_superiority_pct,p10_field_superiority_pct,field_harm_rate_gt_1pct
v3g_selected_deeponet,v3f_reference_deeponet,test_family_ood,32,-0.12719266472100382,-0.6030427735176714,0.0
v3g_selected_deeponet,v3f_reference_deeponet,test_iid,32,-0.4542463583575762,-3.49021745265027,0.25
v3g_selected_deeponet,v3f_reference_deeponet,test_joint_ood,32,-0.10277222463939778,-0.38453272639696034,0.0
v3g_selected_deeponet,v3f_reference_deeponet,test_noise_ood,32,0.042437469077606566,-0.6863991606712302,0.09375
v3g_selected_deeponet,fno,test_family_ood,32,-10.765725050733778,-14.495819390336788,1.0
v3g_selected_deeponet,fno,test_iid,32,-96.03331853847826,-134.22831711785517,1.0
v3g_selected_deeponet,fno,test_joint_ood,32,-11.252623379568577,-15.796166626922027,1.0
v3g_selected_deeponet,fno,test_noise_ood,32,-60.18326137642927,-108.10041751004145,1.0
