strategy,label,validation_champion,plateau_reached,plateau_onset_endpoint_epoch,observed_consecutive_final_plateau_blocks,final_mean_selected_validation_rel_l2,final_mean_endpoint_validation_rel_l2,last_block_mean_improvement_pct,last_block_max_seed_improvement_pct,mean_cumulative_train_seconds
restart_adam_restart_cosine,restart Adam + restart cosine,False,True,48,18,0.17848472123344739,0.17850867112477622,0.04125839190921893,0.05830809645344703,20.433214834000108
carry_adam_restart_cosine,carry continuation-Adam + restart cosine,False,True,72,16,0.17658637712399164,0.1766237032910188,0.16612301271325647,0.2864259703311401,20.40731200066739
carry_adam_long_cosine,carry continuation-Adam + long cosine,True,True,96,14,0.1760938363770644,0.17611148109038668,0.0,0.0,20.344416610333457
