case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,dc_mode,dc_steps,dc_step_size,operator_norm_squared_bound,field_gain_to_source_cgls13,reprojection_ratio_to_source_cgls13,matched_cgls_field_relative_l2,matched_huber_field_relative_l2,matched_base_landweber_field_relative_l2,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,network_gain_to_base_landweber,reprojection_ratio_to_matched_cgls,observable_correction_to_base_residual_ratio,field_harm_to_best_matched_classical
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3858369580535278,0.04799282249354367,0.044159936372146984,0.0034272591791742846,0.7001733963204754,0.02366317840097694,0.03023598916560357,0.7063517570495605,0.05820455038546971,24,24,1,1,0.0,measurement_pullback,11,0.10916072580318961,8.977587798077511,0.4299215744106164,1.7663749817425516,0.6786983078509875,0.6663731777831292,0.6761094461516194,0.4209896632737847,0.342390549983084,0.4293276624817296,24.85245886877227,1.4748368727394183,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.40131931059642334,0.04991861467561495,0.045931927595161355,0.0030365873638839758,0.6963471178051602,0.12758365941389385,0.1289746164798016,0.7063517570495605,0.0598874072278608,14,14,1,1,0.0,base_nullspace_filter,1,0.10916072580318961,8.977587798077511,0.4070462251786509,9.52368190988919,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.4079438511726297,0.30703796662595406,0.4063457673271002,13.09553090381043,7.8473991378499335,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39156771172447163,0.04870564960339683,0.044815834445649363,0.003115118110048014,0.6970672595806142,0.062493714197235935,0.06527577168912886,0.7063517570495605,0.05879247572009158,16,16,1,1,0.0,base_nullspace_filter,3,0.10916072580318961,8.977587798077511,0.42145432169679264,4.664941091329029,0.6786676775523344,0.6894602809087688,0.6760322658152224,0.423034682988455,0.32142461811361595,0.4207854690895811,11.013414611385942,3.7786753056180458,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.38825789215151363,0.04829395347130003,0.044437017904894766,0.0032199447447726274,0.6986497778659734,0.04223884084695618,0.04586539698638586,0.7063517570495605,0.05848030029189375,18,18,1,1,0.0,base_nullspace_filter,5,0.10916072580318961,8.977587798077511,0.4263446171745915,3.1529843736794247,0.678825074654908,0.6823181756462481,0.6760463877315105,0.4280442684753639,0.3305661398114763,0.42569341513039943,11.674082843155203,2.479388286426893,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3853993311388102,0.04793838771118794,0.04410984895489654,0.0034126324660509054,0.7008798500663705,0.026114144064639338,0.03192177961147457,0.7063517570495605,0.058162918115983335,24,24,1,1,0.0,base_nullspace_filter,11,0.10916072580318961,8.977587798077511,0.4305681730770488,1.9493311491703622,0.6786983078509875,0.6663731777831292,0.6761094461516194,0.42164639276006666,0.34172704196958065,0.42997493477944493,27.426606868367628,1.3806521230686113,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23642150783266264,0.020391399887584996,0.0259338821214812,0.0001483918674385293,0.44361896232082726,0.22778726800773794,0.22809664887343106,0.706345796585083,0.0455887156628582,13,13,1,1,0.0,measurement_pullback,0,0.10564399309083775,9.276438454549416,0.5997504318937802,41.188288446135566,0.5906852290966624,0.6173359327643997,0.5904464728261722,0.5997504318937802,0.5147320200069834,0.5995885847178813,41.188288446135566,33.2657876919729,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.2280985998795004,0.019673547498196567,0.025020913941284917,0.0001453758329531886,0.44399690031613637,0.11813438288958462,0.11858941017514234,0.706345796585083,0.04398544837546178,14,14,1,1,0.0,measurement_pullback,1,0.10564399309083775,9.276438454549416,0.6138406910422788,21.360952613458377,0.590937364689723,0.606962552324806,0.590456881447142,0.6140054538618223,0.5208441596278923,0.6136913514828434,26.396960004430266,17.19826494596448,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23218364456008597,0.020025883376620247,0.025469016434913685,9.632092271585592e-05,0.4661260221388754,0.055053688810733324,0.056025259433676415,0.706345796585083,0.04328240698400077,16,16,1,1,0.0,measurement_pullback,3,0.10564399309083775,9.276438454549416,0.6069249185134263,9.954758378695868,0.5912091428511781,0.5901457301379444,0.5904749925182575,0.6065655774450593,0.507032803817947,0.6067849654904617,18.08437627694377,7.943084239440105,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23555094713639804,0.02031631386243152,0.02583838734740802,6.374468672977281e-05,0.4768403470597698,0.03498502486319035,0.036624160396307705,0.706345796585083,0.043098567762045535,18,18,1,1,0.0,measurement_pullback,5,0.10564399309083775,9.276438454549416,0.6012242468012495,6.32596065602472,0.5914590305545027,0.5768001618896554,0.5904916773653048,0.591624686156971,0.5016166086661148,0.601093535835433,19.97738396299861,4.984879287978415,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23860971264111971,0.02058013296730449,0.026173913775455554,1.9644195650619024e-05,0.486395153530049,0.01799106796997053,0.021442329331774045,0.706345796585083,0.042939209030967505,24,24,1,1,0.0,measurement_pullback,11,0.10564399309083775,9.276438454549416,0.5960459126326442,3.2531286910030652,0.5916267271872733,0.5474956223849786,0.5905432797062339,0.5641796885942254,0.4935538239057742,0.5959488138450812,46.27761172149822,2.4308052008456618,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.22812622343347735,0.019675930034965844,0.025023944063202252,0.0001440704931556881,0.44397402856583423,0.11827614387396392,0.1187461584853328,0.706345796585083,0.0439874104602714,14,14,1,1,0.0,base_nullspace_filter,1,0.10564399309083775,9.276438454549416,0.6137939257726966,21.386585706853324,0.590937364689723,0.606962552324806,0.590456881447142,0.6139587085456053,0.5208688425315996,0.613644568127708,26.428636294967514,17.214693901005337,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.232179131179362,0.02002549409667685,0.02546852134677751,9.40661579160261e-05,0.4659561648152209,0.05531446287352814,0.05632573432314994,0.706345796585083,0.04328484887541434,16,16,1,1,0.0,base_nullspace_filter,3,0.10564399309083775,9.276438454549416,0.6069325594370548,10.001911309637112,0.5912091428511781,0.5901457301379444,0.5904749925182575,0.6065732253538613,0.5072124421230747,0.6067926091346146,18.170036954306582,7.961682076128668,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.235522507739839,0.020313860959084815,0.025835267732933313,6.148087563946456e-05,0.4766029558110697,0.03526466506470151,0.036950717661558614,0.706345796585083,0.04310140036151127,18,18,1,1,0.0,base_nullspace_filter,5,0.10564399309083775,9.276438454549416,0.6012723932507597,6.376524945160432,0.5914590305545027,0.5768001618896554,0.5904916773653048,0.5916739916156689,0.5018647249514284,0.6011416980664165,20.137065989777916,4.983597687137256,0
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23856620702266193,0.020576380599461725,0.026169141495678432,1.8811419529837702e-05,0.4861604178235739,0.01850282149317796,0.021868681459180892,0.706345796585083,0.04294511833005498,24,24,1,1,0.0,base_nullspace_filter,11,0.10564399309083775,9.276438454549416,0.5961195654282699,3.345663501712844,0.5916267271872733,0.5474956223849786,0.5905432797062339,0.5642591515464007,0.4937982362936738,0.5960224843446921,47.593972200133045,2.3760309566615345,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.7053691596243571,0.0649087470725232,0.0831032837312785,0.0005824530785368181,0.9038247484326206,0.2054875731037304,0.20700568212321274,0.7063498497009277,0.0619486125514754,13,13,1,1,0.0,measurement_pullback,0,0.10564399309083775,9.276438454549416,0.2253573374497214,9.796703196457775,0.9105736021588854,0.7073455000532846,0.902031710104332,0.002794024177404948,0.07160620036564472,0.2180217704954389,9.796703196457775,8.042351428397177,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6758434622860084,0.06219176406507875,0.07962470464996546,0.0007449290557169206,0.8796969440211982,0.1412346176656137,0.14301934185224063,0.7063498497009277,0.06009265446770591,14,14,1,1,0.0,measurement_pullback,1,0.10564399309083775,9.276438454549416,0.2577827199430706,6.733417546552801,0.9205020227499399,0.7089734904834084,0.9022118355036411,0.04672957260335714,0.11388958502326092,0.25090379477372654,9.36095771814061,5.50582366263947,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6508682940654391,0.05989352511458939,0.07668224755136523,0.0009689444328614098,0.8674483529373346,0.08816198085413819,0.09016341567263793,0.7063498497009277,0.05860881033043934,16,16,1,1,0.0,measurement_pullback,3,0.10564399309083775,9.276438454549416,0.28521067102945785,4.203158111190449,0.9263149438775776,0.7126597761188405,0.9025673211842,0.08670544364088992,0.15315235083171813,0.27887008670834984,8.700306738741833,3.378639653685388,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6426295830429132,0.05913539101889185,0.07571160128714578,0.001086235446604312,0.8680713582822718,0.06873834439007877,0.0708682828256591,0.7063498497009277,0.0579533505009123,18,18,1,1,0.0,measurement_pullback,5,0.10564399309083775,9.276438454549416,0.2942584964913345,3.2771283831629185,0.9287935673756058,0.7152953169136347,0.9029242472631877,0.10158843788361503,0.17076077507659576,0.28827962590354805,10.056544108859427,2.573989744702956,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6429349561169222,0.05916349174225515,0.07574757890945462,0.0012111797783541532,0.8822388579970146,0.05171364409528864,0.054192114309574026,0.7063498497009277,0.05694905427609984,24,24,1,1,0.0,measurement_pullback,11,0.10564399309083775,9.276438454549416,0.2939231330750385,2.4654689077137033,0.931374073646011,0.7146112979429008,0.904045972441327,0.10030115957067574,0.17917325569460407,0.2888249317889097,26.60146537463133,1.8428626468133114,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6755414721708163,0.06216397464483269,0.07958912559198648,0.0007441257681363994,0.8794537174011395,0.14111008831801197,0.14286600651143286,0.7063498497009277,0.060082647173998784,14,14,1,1,0.0,base_nullspace_filter,1,0.10564399309083775,9.276438454549416,0.25811436816401195,6.7274805595161835,0.9205020227499399,0.7089734904834084,0.9022118355036411,0.04715552663301522,0.11413458489815924,0.25123851673514214,9.352703977118507,5.480451206312941,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6501765311548102,0.059829868427608526,0.07660074729202955,0.0009664236890675414,0.8671460870054786,0.08806319709822834,0.08998020434562837,0.7063498497009277,0.05860387953880431,16,16,1,1,0.0,base_nullspace_filter,3,0.10564399309083775,9.276438454549416,0.28597037118877366,4.19844855565547,0.9263149438775776,0.7126597761188405,0.9025673211842,0.08767612128232528,0.15344743836396044,0.2796365258363711,8.690558217112734,3.3134380337797467,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6417014397638481,0.059049982383532755,0.07560225180225405,0.0010828245208615059,0.8678891194352748,0.06910710837711194,0.07110032060730688,0.7063498497009277,0.05796601601083988,18,18,1,1,0.0,base_nullspace_filter,5,0.10564399309083775,9.276438454549416,0.2952777916662271,3.294709355461826,0.9287935673756058,0.7152953169136347,0.9029242472631877,0.102886004437063,0.17093486168686445,0.28930755629956784,10.110494947132645,2.4832645897132215,0
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.6414321698476384,0.05902520390740148,0.0755705276845467,0.00120808030091136,0.8823111741513417,0.05399131870302361,0.056180618693528736,0.7063498497009277,0.05702680850653495,24,24,1,1,0.0,base_nullspace_filter,11,0.10564399309083775,9.276438454549416,0.2955735062746577,2.5740579662784464,0.931374073646011,0.7146112979429008,0.904045972441327,0.1024041017906067,0.17910597342407272,0.290487221445735,27.773099732881068,1.7245260173678074,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.24219668589494697,0.022096488705459792,0.028120596111165044,0.0007915948609936133,0.46092793577478886,0.22385435483949198,0.22365563960085985,0.7063445448875427,0.04783564444252235,13,13,1,1,0.0,measurement_pullback,0,0.10835923075998787,9.043991851240323,0.5996290000730204,30.9078067714487,0.6049306416776422,0.6331338311626691,0.6043768699572346,0.5996290000730204,0.5198585729680175,0.5992621525835615,30.9078067714487,25.22965941182793,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23013503996410006,0.020996060670718568,0.026720161285213942,0.0007904120520009751,0.4657854838796753,0.11318918024420153,0.11336708192859948,0.7063445448875427,0.04635535729711335,14,14,1,1,0.0,measurement_pullback,1,0.10835923075998787,9.043991851240323,0.6195678907488119,15.628149446165132,0.6055149479450057,0.622371702692321,0.6044057258878085,0.6199349978970272,0.5217195310903018,0.6192374921232656,19.65495604318203,12.704510369538953,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23238215823747224,0.0212010734823676,0.026981066198697883,0.000723112889356052,0.4899233170666347,0.05436675920290425,0.05471582796870466,0.7063445448875427,0.045736517748062325,16,16,1,1,0.0,measurement_pullback,3,0.10835923075998787,9.043991851240323,0.6158532198120906,7.506475759375307,0.6062835003507898,0.6049387220997962,0.6044570509312167,0.6158583510229713,0.5078691743865141,0.6155522416696636,15.099945531557946,5.994645303622321,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23425446925533439,0.02137189125845081,0.027198453574306405,0.0006491980993742106,0.499797186793324,0.0374106236676187,0.038014348009693694,0.7063445448875427,0.04555893601598611,18,18,1,1,0.0,measurement_pullback,5,0.10835923075998787,9.043991851240323,0.6127581360308,5.16532424998933,0.6067892209497878,0.5912584236434177,0.6045054049906039,0.6038035825150273,0.5049044927105313,0.6124857324328217,18.280872673413644,4.023355245981572,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23578462277664794,0.021511492755789178,0.027376114259472017,0.0005355209488471257,0.5090531620587697,0.021333515795750328,0.023230106379235387,0.7063445448875427,0.04537595418081673,24,24,1,1,0.0,measurement_pullback,11,0.10835923075998787,9.043991851240323,0.6102286666736685,2.9455410168074807,0.6071014394164679,0.5623313184891462,0.6046497806609316,0.5807015988187417,0.5016820248442613,0.6100476171199201,33.04388996659012,2.090613300205999,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23008066599993182,0.020991099935270537,0.02671384811755152,0.0007872340338937038,0.4659012755981394,0.11317453929285229,0.11334924973666846,0.7063445448875427,0.04635647180783538,14,14,1,1,0.0,base_nullspace_filter,1,0.10835923075998787,9.043991851240323,0.6196577753742915,15.626127954577099,0.6055149479450057,0.622371702692321,0.6044057258878085,0.6200247957861673,0.5216006331870403,0.6193274548119684,19.65241368661951,12.695873368343909,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23227604409022792,0.02119139230094512,0.0269687456623317,0.0007167268090423106,0.49005853118484716,0.05448871554527778,0.054781212565964944,0.7063445448875427,0.04574104779375368,16,16,1,1,0.0,base_nullspace_filter,3,0.10835923075998787,9.043991851240323,0.6160286352067381,7.523314400139461,0.6062835003507898,0.6049387220997962,0.6044570509312167,0.6160337640745213,0.5077333510171982,0.6157277945018802,15.1338179593809,5.980599761225333,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23411265151434862,0.021358952707700843,0.027181987620608805,0.0006408191056098722,0.49987920192013485,0.037709447141144985,0.03815269944476667,0.7063445448875427,0.04556673914451968,18,18,1,1,0.0,base_nullspace_filter,5,0.10835923075998787,9.043991851240323,0.6129925723962525,5.20658312201416,0.6067892209497878,0.5912584236434177,0.6045054049906039,0.6040434399704389,0.5048232491143552,0.6127203337115116,18.426894132983417,4.003172478857855,0
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.23550955364902537,0.021486397194100244,0.027344176961024095,0.0005227466826697086,0.5088801153819323,0.022408700317567896,0.023601121239778693,0.7063445448875427,0.04539147698243558,24,24,1,1,0.0,base_nullspace_filter,11,0.10835923075998787,9.043991851240323,0.6106833785177564,3.0939928772495864,0.6071014394164679,0.5623313184891462,0.6046497806609316,0.5811907572891638,0.501851422219695,0.6105025401785572,34.70926380243006,2.070654575777484,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.44656074842700516,0.053446678899096954,0.05253487809261248,-0.005878183652545598,0.7155238650199269,0.22587958119732396,0.2228069220769441,0.7063493728637695,0.06305338912416507,13,13,1,1,0.0,measurement_pullback,0,0.10835923075998787,9.043991851240323,0.3732728222599682,13.173566707431048,0.7125281371031269,0.7115033396861694,0.7095761776900595,0.37237013023160986,0.2646162216913918,0.37066552899122074,13.173566707431048,10.531148712027457,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.43194522534103985,0.051697418194770604,0.05081545979110348,-0.005546612626610552,0.7083555754667283,0.13335552136189088,0.12937732992713447,0.7063493728637695,0.061114786362666,14,14,1,1,0.0,measurement_pullback,1,0.10835923075998787,9.043991851240323,0.39378502707673035,7.777453133005581,0.7158311597861449,0.7054399731428339,0.7096797548928527,0.3876938622904181,0.28105199827272365,0.3913519127986752,10.655305587815961,6.149825990331857,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.42512520193771897,0.05088116284271473,0.05001312976244716,-0.005214914739957387,0.7092652777198418,0.07432262416281046,0.07003201982886113,0.7063493728637695,0.06000350312761528,16,16,1,1,0.0,measurement_pullback,3,0.10835923075998787,9.043991851240323,0.4033566117597557,4.33458412703888,0.719242559604708,0.696318356077365,0.7098736640995615,0.38946719093746673,0.29508051565654786,0.40112554749165324,10.720500226443743,3.304325763326835,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.4237392281533334,0.05071528239738328,0.049850079238954605,-0.005070584327175935,0.7112731390571114,0.05704387692299456,0.05326309589678352,0.7063493728637695,0.05959629497584961,18,18,1,1,0.0,measurement_pullback,5,0.10835923075998787,9.043991851240323,0.4053017613085446,3.3268669700564253,0.7204117175452905,0.6895554752857626,0.7100632793514547,0.3854892849951931,0.3038742308794775,0.40323737267422,14.436695708250461,2.4443383412154334,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.42493011266071673,0.05085781355825272,0.04999017881698098,-0.004946373891800261,0.7162346297699953,0.041158934624080386,0.03947837399933584,0.7063493728637695,0.05901575351513784,24,24,1,1,0.0,measurement_pullback,11,0.10835923075998787,9.043991851240323,0.4036304104588434,2.4004381803924653,0.7209299567398954,0.674362968103865,0.7106433540874727,0.3698792300895306,0.3131558735715833,0.40204870668724735,35.8520338468621,1.6468829245931096,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.4317806162079144,0.05167771693013191,0.05079609463021073,-0.00553331291008875,0.7085605656765854,0.13322074776040102,0.1292190904267865,0.7063493728637695,0.06111544822307816,14,14,1,1,0.0,base_nullspace_filter,1,0.10835923075998787,9.043991851240323,0.39401604831582787,7.769592975747381,0.7158311597861449,0.7054399731428339,0.7096797548928527,0.38792720479919607,0.28084394273274527,0.3915838612683766,10.644536975505204,6.124260738896417,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.42480730188479005,0.05084311493521111,0.049975730952576194,-0.00518742889292672,0.7096515567816911,0.07476031748140338,0.07054189154760004,0.7063493728637695,0.060019483741662785,16,16,1,1,0.0,base_nullspace_filter,3,0.10835923075998787,9.043991851240323,0.40380276965356376,4.360110923659083,0.719242559604708,0.696318356077365,0.7098736640995615,0.38992373506007144,0.29469660339459863,0.4015733737303293,10.783634317495338,3.263025100830506,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.42330009504658206,0.05066272469670497,0.04979841817310661,-0.005034191696771523,0.7117081510756577,0.058122695148677204,0.0545508866625602,0.7063493728637695,0.05962797524180007,18,18,1,1,0.0,base_nullspace_filter,5,0.10835923075998787,9.043991851240323,0.40591806413770265,3.3897849362837817,0.7204117175452905,0.6895554752857626,0.7100632793514547,0.3861261200613919,0.3034484829363054,0.4038558148884864,14.709723617446038,2.390547233015901,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.4240677058930273,0.05075459629664728,0.049888722442755516,-0.004894229060693109,0.7163287520057755,0.04421741703240293,0.04298018194778992,0.7063493728637695,0.059085141489200424,24,24,1,1,0.0,base_nullspace_filter,11,0.10835923075998787,9.043991851240323,0.4048407581248257,2.5788125239961213,0.7209299567398954,0.674362968103865,0.7106433540874727,0.37115807665804,0.31306561361747764,0.4032622644623663,38.51616536106943,1.5839712267204509,0
